"plh0109","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very important","1990","in school","52","0.471841694720518","0.376357023784782","0.567326365656254"
"Very important","1990","inadequately","36","0.475776001437135","0.360419637584964","0.591132365289306"
"Very important","1990","general elemantary","931","0.542676350496037","0.518250933790221","0.567101767201853"
"Very important","1990","middle vocational","2710","0.658761368106817","0.643823598184678","0.673699138028955"
"Very important","1990","vocational + Abi","148","0.692674328151655","0.629360733238994","0.755987923064316"
"Very important","1990","higher vocational","362","0.685820865943513","0.644928757120567","0.726712974766459"
"Very important","1990","higher education","464","0.678565869009072","0.642772612114497","0.714359125903647"
"Important","1990","in school","41","0.4145264161944","0.320297716154926","0.508755116233873"
"Important","1990","inadequately","18","","",""
"Important","1990","general elemantary","473","0.307361971048678","0.28473960964857","0.329984332448786"
"Important","1990","middle vocational","927","0.255367252149812","0.24162853203602","0.269105972263604"
"Important","1990","vocational + Abi","40","0.207308380938924","0.151680364990419","0.26293639688743"
"Important","1990","higher vocational","98","0.207474502271714","0.171752608139595","0.243196396403833"
"Important","1990","higher education","151","0.248666560256901","0.215539395355089","0.281793725158714"
"Less important","1990","in school","8","","",""
"Less important","1990","inadequately","6","","",""
"Less important","1990","general elemantary","81","0.0545358031352167","0.0434025238459333","0.0656690824245002"
"Less important","1990","middle vocational","134","0.0458985680634376","0.0393054712851429","0.0524916648417323"
"Less important","1990","vocational + Abi","13","","",""
"Less important","1990","higher vocational","20","","",""
"Less important","1990","higher education","25","","",""
"Quite unimportant","1990","in school","4","","",""
"Quite unimportant","1990","inadequately","12","","",""
"Quite unimportant","1990","general elemantary","113","0.0954258753200679","0.0810208223369048","0.109830928303231"
"Quite unimportant","1990","middle vocational","99","0.0399728116799339","0.0338009423370571","0.0461446810228106"
"Quite unimportant","1990","vocational + Abi","3","","",""
"Quite unimportant","1990","higher vocational","15","","",""
"Quite unimportant","1990","higher education","14","","",""
"Very important","1991","in school","","","",""
"Very important","1991","inadequately","","","",""
"Very important","1991","general elemantary","","","",""
"Very important","1991","middle vocational","","","",""
"Very important","1991","vocational + Abi","","","",""
"Very important","1991","higher vocational","","","",""
"Very important","1991","higher education","","","",""
"Important","1991","in school","","","",""
"Important","1991","inadequately","","","",""
"Important","1991","general elemantary","","","",""
"Important","1991","middle vocational","","","",""
