"plh0109","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","16-34 y.","Not Employed","157","0.283054038548171","0.246039712431604","0.320068364664737","2"
"Important","1990","16-34 y.","Employed","423","0.231205687564623","0.212897012625851","0.249514362503395","2"
"Important","1990","35-65 y.","Employed","654","0.277384576364633","0.259591089022842","0.295178063706424","2"
"Important","1990","35-65 y.","Not Employed","263","0.270955138934032","0.24383861197534","0.298071665892724","2"
"Important","1990","66 and older","Not Employed","262","0.277097425623664","0.248858994429705","0.305335856817623","2"
"Important","1990","66 and older","Employed","9","","","","2"
"Less important","1990","35-65 y.","Employed","70","0.0392800125710618","0.0315594218977924","0.0470006032443312","3"
"Less important","1990","16-34 y.","Employed","93","0.0505014674488246","0.0409920979155197","0.0600108369821295","3"
"Less important","1990","16-34 y.","Not Employed","34","0.0612875866205501","0.0415794983701057","0.0809956748709945","3"
"Less important","1990","35-65 y.","Not Employed","23","","","","3"
"Less important","1990","66 and older","Not Employed","72","0.088465641673781","0.0705489313594155","0.106382351988147","3"
"Less important","1990","66 and older","Employed","2","","","","3"
"Quite unimportant","1990","16-34 y.","Not Employed","19","","","","4"
"Quite unimportant","1990","16-34 y.","Employed","24","","","","4"
"Quite unimportant","1990","35-65 y.","Not Employed","29","","","","4"
"Quite unimportant","1990","35-65 y.","Employed","36","0.0210666859902506","0.0153592510346438","0.0267741209458573","4"
"Quite unimportant","1990","66 and older","Not Employed","152","0.192951593046183","0.168053939985716","0.217849246106649","4"
"Quite unimportant","1990","66 and older","Employed","1","","","","4"
"Very important","1990","16-34 y.","Not Employed","359","0.623435223496672","0.583623821421679","0.663246625571664","1"
"Very important","1990","16-34 y.","Employed","1497","0.705634402899336","0.685842571813931","0.72542623398474","1"
"Very important","1990","35-65 y.","Not Employed","717","0.664450136800977","0.635641814113284","0.693258459488669","1"
"Very important","1990","35-65 y.","Employed","1672","0.662268725074054","0.643472567868678","0.68106488227943","1"
"Very important","1990","66 and older","Not Employed","479","0.441485339656373","0.410155377788046","0.4728153015247","1"
"Very important","1990","66 and older","Employed","30","0.668857136128368","0.526526684135315","0.811187588121421","1"
"Important","1991","16-34 y.","Employed","","","","","2"
"Important","1991","16-34 y.","Not Employed","","","","","2"
"Important","1991","35-65 y.","Not Employed","","","","","2"
"Important","1991","35-65 y.","Employed","","","","","2"
"Important","1991","66 and older","Not Employed","","","","","2"
"Important","1991","66 and older","Employed","","","","","2"
"Less important","1991","16-34 y.","Not Employed","","","","","3"
"Less important","1991","16-34 y.","Employed","","","","","3"
"Less important","1991","35-65 y.","Not Employed","","","","","3"
"Less important","1991","35-65 y.","Employed","","","","","3"
"Less important","1991","66 and older","Not Employed","","","","","3"
"Less important","1991","66 and older","Employed","","","","","3"
"Quite unimportant","1991","16-34 y.","Employed","","","","","4"
"Quite unimportant","1991","16-34 y.","Not Employed","","","","","4"
"Quite unimportant","1991","35-65 y.","Not Employed","","","","","4"
"Quite unimportant","1991","35-65 y.","Employed","","","","","4"
"Quite unimportant","1991","66 and older","Not Employed","","","","","4"
"Quite unimportant","1991","66 and older","Employed","","","","","4"
"Very important","1991","16-34 y.","Not Employed","","","","","1"
"Very important","1991","16-34 y.","Employed","","","","","1"
"Very important","1991","35-65 y.","Not Employed","","","","","1"
"Very important","1991","35-65 y.","Employed","","","","","1"
"Very important","1991","66 and older","Not Employed","","","","","1"
"Very important","1991","66 and older","Employed","","","","","1"
"Important","1992","16-34 y.","Employed","630","0.218922717312727","0.204429107385599","0.233416327239855","2"
"Important","1992","16-34 y.","Not Employed","177","0.235561783492531","0.206138013733394","0.264985553251669","2"
"Important","1992","35-65 y.","Not Employed","295","0.233060681788151","0.210330620414457","0.255790743161846","2"
"Important","1992","35-65 y.","Employed","910","0.239223320237702","0.226457468459366","0.251989172016039","2"
"Important","1992","66 and older","Not Employed","347","0.268913146947295","0.245304616853623","0.292521677040967","2"
"Important","1992","66 and older","Employed","7","","","","2"
"Less important","1992","16-34 y.","Not Employed","51","0.057978944394005","0.0417742756206511","0.0741836131673588","3"
"Less important","1992","16-34 y.","Employed","130","0.0458869536859249","0.0385531601212701","0.0532207472505798","3"
"Less important","1992","35-65 y.","Not Employed","29","","","","3"
"Less important","1992","35-65 y.","Employed","99","0.0339505558262266","0.0285312636429055","0.0393698480095476","3"
"Less important","1992","66 and older","Not Employed","73","0.0565682828921691","0.0442678561786789","0.0688687096056593","3"
"Less important","1992","66 and older","Employed","","","","","3"
"Quite unimportant","1992","16-34 y.","Not Employed","23","","","","4"
"Quite unimportant","1992","16-34 y.","Employed","37","0.0113030375236385","0.00759782319360038","0.0150082518536767","4"
"Quite unimportant","1992","35-65 y.","Not Employed","55","0.0515143204416826","0.0396302565716542","0.063398384311711","4"
"Quite unimportant","1992","35-65 y.","Employed","62","0.0209631128899987","0.0166761782815332","0.0252500474984642","4"
"Quite unimportant","1992","66 and older","Not Employed","235","0.204700077472706","0.183216682303628","0.226183472641783","4"
"Quite unimportant","1992","66 and older","Employed","1","","","","4"
"Very important","1992","16-34 y.","Not Employed","548","0.667742111828069","0.635082070142887","0.700402153513252","1"
"Very important","1992","16-34 y.","Employed","2330","0.723887291477709","0.708217514165888","0.73955706878953","1"
"Very important","1992","35-65 y.","Not Employed","950","0.684033162998963","0.659038635531497","0.709027690466429","1"
"Very important","1992","35-65 y.","Employed","3219","0.705863011046072","0.692228031893138","0.719497990199007","1"
"Very important","1992","66 and older","Not Employed","700","0.46981849268783","0.443244562804365","0.496392422571294","1"
"Very important","1992","66 and older","Employed","26","","","","1"
"Important","1993","16-34 y.","Not Employed","","","","","2"
"Important","1993","16-34 y.","Employed","","","","","2"
"Important","1993","35-65 y.","Not Employed","","","","","2"
"Important","1993","35-65 y.","Employed","","","","","2"
"Important","1993","66 and older","Not Employed","","","","","2"
"Important","1993","66 and older","Employed","","","","","2"
"Less important","1993","16-34 y.","Employed","","","","","3"
"Less important","1993","16-34 y.","Not Employed","","","","","3"
"Less important","1993","35-65 y.","Not Employed","","","","","3"
"Less important","1993","35-65 y.","Employed","","","","","3"
"Less important","1993","66 and older","Not Employed","","","","","3"
"Less important","1993","66 and older","Employed","","","","","3"
"Quite unimportant","1993","16-34 y.","Not Employed","","","","","4"
"Quite unimportant","1993","16-34 y.","Employed","","","","","4"
"Quite unimportant","1993","35-65 y.","Not Employed","","","","","4"
"Quite unimportant","1993","35-65 y.","Employed","","","","","4"
"Quite unimportant","1993","66 and older","Not Employed","","","","","4"
"Quite unimportant","1993","66 and older","Employed","","","","","4"
"Very important","1993","16-34 y.","Not Employed","","","","","1"
"Very important","1993","16-34 y.","Employed","","","","","1"
"Very important","1993","35-65 y.","Not Employed","","","","","1"
