"plh0109","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Not Employed","no migration background","640","0.28025873903744","0.262176937422643","0.298340540652237","2"
"Important","1990","Not Employed","direct migration background","35","0.200926415963406","0.141217808144034","0.260635023782779","2"
"Important","1990","Employed","no migration background","1024","0.259626288877451","0.24639209119579","0.272860486559113","2"
"Important","1990","Not Employed","indirect migration background","7","","","","2"
"Important","1990","Employed","direct migration background","55","0.223217289722744","0.172892275380725","0.273542304064763","2"
"Important","1990","Employed","indirect migration background","7","","","","2"
"Less important","1990","Employed","no migration background","154","0.0445908514474215","0.038360459475011","0.050821243419832","3"
"Less important","1990","Not Employed","direct migration background","10","","","","3"
"Less important","1990","Not Employed","no migration background","118","0.060168142086606","0.0505943872959556","0.0697418968772564","3"
"Less important","1990","Not Employed","indirect migration background","1","","","","3"
"Less important","1990","Employed","direct migration background","10","","","","3"
"Less important","1990","Employed","indirect migration background","1","","","","3"
"Quite unimportant","1990","Not Employed","no migration background","185","0.106115858206177","0.0937163437375285","0.118515372674826","4"
"Quite unimportant","1990","Not Employed","direct migration background","13","","","","4"
"Quite unimportant","1990","Not Employed","indirect migration background","2","","","","4"
"Quite unimportant","1990","Employed","no migration background","57","0.0180350459178884","0.0140180220678683","0.0220520697679085","4"
"Quite unimportant","1990","Employed","direct migration background","3","","","","4"
"Quite unimportant","1990","Employed","indirect migration background","1","","","","4"
"Very important","1990","Not Employed","no migration background","1427","0.553457260669777","0.533442634688073","0.57347188665148","1"
"Very important","1990","Not Employed","direct migration background","115","0.619500746587619","0.547153357781637","0.691848135393602","1"
"Very important","1990","Not Employed","indirect migration background","13","","","","1"
"Very important","1990","Employed","no migration background","2981","0.677747813757239","0.663640972191981","0.691854655322496","1"
"Very important","1990","Employed","direct migration background","195","0.720398949633053","0.666158141490807","0.774639757775299","1"
"Very important","1990","Employed","indirect migration background","23","","","","1"
"Important","1991","Not Employed","direct migration background","","","","","2"
"Important","1991","Not Employed","no migration background","","","","","2"
"Important","1991","Not Employed","indirect migration background","","","","","2"
"Important","1991","Employed","no migration background","","","","","2"
"Important","1991","Employed","direct migration background","","","","","2"
"Important","1991","Employed","indirect migration background","","","","","2"
