"plh0109","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Not Employed","lower secondary degree","1043","0.573296796029196","0.549624833267623","0.596968758790768"
"Very important","1990","Not Employed","secondary school degree","264","0.543869038879355","0.496627275754406","0.591110802004305"
"Very important","1990","Not Employed","college entrance qualification","163","0.525361155906364","0.46828101401003","0.582441297802697"
"Very important","1990","Not Employed","Other degree","9","","",""
"Very important","1990","Not Employed","no degree/no degree yet","58","0.46029742413836","0.372214433216086","0.548380415060635"
"Very important","1990","Employed","lower secondary degree","1647","0.666944543956191","0.647921529892916","0.685967558019466"
"Very important","1990","Employed","secondary school degree","831","0.697669520309686","0.671079319094399","0.724259721524973"
"Very important","1990","Employed","college entrance qualification","619","0.709210950519116","0.678663780214759","0.739758120823473"
"Very important","1990","Employed","Other degree","26","","",""
"Very important","1990","Employed","no degree/no degree yet","27","","",""
"Important","1990","Not Employed","lower secondary degree","429","0.266646125610264","0.24548172400199","0.287810527218539"
"Important","1990","Not Employed","secondary school degree","105","0.258091361807561","0.216586774305618","0.299595949309503"
"Important","1990","Not Employed","college entrance qualification","93","0.320034938789726","0.266711712097702","0.37335816548175"
"Important","1990","Not Employed","Other degree","1","","",""
"Important","1990","Not Employed","no degree/no degree yet","46","0.376865707494993","0.29122511329429","0.462506301695696"
"Important","1990","Employed","lower secondary degree","593","0.269358190146164","0.251452397806587","0.287263982485741"
"Important","1990","Employed","secondary school degree","267","0.252930720375205","0.227763398025411","0.278098042724998"
"Important","1990","Employed","college entrance qualification","184","0.222870276199356","0.194876139327735","0.250864413070977"
"Important","1990","Employed","Other degree","9","","",""
"Important","1990","Employed","no degree/no degree yet","10","","",""
"Less important","1990","Not Employed","lower secondary degree","75","0.0555653789192818","0.0446013632031706","0.066529394635393"
"Less important","1990","Not Employed","secondary school degree","20","","",""
"Less important","1990","Not Employed","college entrance qualification","21","","",""
"Less important","1990","Not Employed","Other degree","","","",""
"Less important","1990","Not Employed","no degree/no degree yet","10","","",""
"Less important","1990","Employed","lower secondary degree","78","0.0413297137046063","0.0332955251042336","0.0493639023049789"
"Less important","1990","Employed","secondary school degree","36","0.0353704798497051","0.0246760771823845","0.0460648825170257"
"Less important","1990","Employed","college entrance qualification","41","0.0600999781079878","0.0441127845633946","0.076087171652581"
"Less important","1990","Employed","Other degree","1","","",""
"Less important","1990","Employed","no degree/no degree yet","5","","",""
"Quite unimportant","1990","Not Employed","lower secondary degree","130","0.104491699441258","0.0898511537653416","0.119132245117175"
"Quite unimportant","1990","Not Employed","secondary school degree","38","0.136260710861517","0.103721215296996","0.168800206426038"
"Quite unimportant","1990","Not Employed","college entrance qualification","17","","",""
"Quite unimportant","1990","Not Employed","Other degree","5","","",""
"Quite unimportant","1990","Not Employed","no degree/no degree yet","9","","",""
"Quite unimportant","1990","Employed","lower secondary degree","40","0.0223675521930389","0.016398941892642","0.0283361624934358"
"Quite unimportant","1990","Employed","secondary school degree","12","","",""
"Quite unimportant","1990","Employed","college entrance qualification","5","","",""
"Quite unimportant","1990","Employed","Other degree","3","","",""
"Quite unimportant","1990","Employed","no degree/no degree yet","1","","",""
"Very important","1991","Not Employed","lower secondary degree","","","",""
"Very important","1991","Not Employed","secondary school degree","","","",""
"Very important","1991","Not Employed","college entrance qualification","","","",""
"Very important","1991","Not Employed","Other degree","","","",""
"Very important","1991","Not Employed","no degree/no degree yet","","","",""
