"plh0109","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Full Time","higher vocational","49","0.179341619527909","0.134244641440987","0.22443859761483","2"
"Important","1990","Full Time","middle vocational","463","0.262401916095707","0.242620167349045","0.282183664842369","2"
"Important","1990","Full Time","higher education","100","0.254960335726609","0.212408179063928","0.297512492389289","2"
"Important","1990","Full Time","general elemantary","131","0.325040748819461","0.281075196999217","0.369006300639705","2"
"Important","1990","Full Time","vocational + Abi","14","","","","2"
"Important","1990","Full Time","inadequately","6","","","","2"
"Important","1990","Full Time","in school","","","","","2"
"Important","1990","Part Time","in school","5","","","","2"
"Important","1990","Part Time","inadequately","3","","","","2"
"Important","1990","Part Time","general elemantary","100","0.318938458463606","0.268955554858293","0.368921362068919","2"
"Important","1990","Part Time","middle vocational","156","0.234404853903658","0.202977829293021","0.265831878514295","2"
"Important","1990","Part Time","vocational + Abi","8","","","","2"
"Important","1990","Part Time","higher vocational","16","","","","2"
"Important","1990","Part Time","higher education","21","","","","2"
"Important","1990","Not Working","in school","36","0.413342530358256","0.312167173681277","0.514517887035236","2"
"Important","1990","Not Working","inadequately","9","","","","2"
"Important","1990","Not Working","general elemantary","242","0.295614969251083","0.264533524873317","0.326696413628848","2"
"Important","1990","Not Working","middle vocational","308","0.256008139428447","0.232024476373039","0.279991802483856","2"
"Important","1990","Not Working","vocational + Abi","18","","","","2"
"Important","1990","Not Working","higher vocational","33","0.249599552527038","0.176323150752956","0.32287595430112","2"
"Important","1990","Not Working","higher education","30","0.27063672727235","0.19306059372668","0.348212860818021","2"
"Less important","1990","Part Time","vocational + Abi","2","","","","3"
"Less important","1990","Part Time","higher vocational","2","","","","3"
"Less important","1990","Full Time","general elemantary","27","","","","3"
"Less important","1990","Full Time","middle vocational","56","0.037619267385848","0.0290636783120066","0.0461748564596895","3"
"Less important","1990","Part Time","higher education","6","","","","3"
"Less important","1990","Full Time","inadequately","3","","","","3"
"Less important","1990","Full Time","vocational + Abi","6","","","","3"
"Less important","1990","Full Time","higher vocational","10","","","","3"
"Less important","1990","Part Time","middle vocational","19","","","","3"
"Less important","1990","Full Time","in school","","","","","3"
"Less important","1990","Full Time","higher education","15","","","","3"
"Less important","1990","Part Time","in school","1","","","","3"
"Less important","1990","Part Time","inadequately","1","","","","3"
"Less important","1990","Part Time","general elemantary","13","","","","3"
"Less important","1990","Not Working","in school","7","","","","3"
"Less important","1990","Not Working","inadequately","2","","","","3"
"Less important","1990","Not Working","general elemantary","41","0.0532796912952219","0.0379820448531077","0.0685773377373361","3"
"Less important","1990","Not Working","middle vocational","59","0.0626028027752604","0.0492901915472055","0.0759154140033152","3"
"Less important","1990","Not Working","vocational + Abi","5","","","","3"
"Less important","1990","Not Working","higher vocational","8","","","","3"
"Less important","1990","Not Working","higher education","4","","","","3"
"Quite unimportant","1990","Not Working","higher vocational","12","","","","4"
"Quite unimportant","1990","Not Working","higher education","10","","","","4"
"Quite unimportant","1990","Part Time","vocational + Abi","","","","","4"
"Quite unimportant","1990","Full Time","general elemantary","11","","","","4"
"Quite unimportant","1990","Full Time","inadequately","2","","","","4"
"Quite unimportant","1990","Full Time","middle vocational","23","","","","4"
"Quite unimportant","1990","Part Time","middle vocational","5","","","","4"
"Quite unimportant","1990","Part Time","higher vocational","","","","","4"
"Quite unimportant","1990","Full Time","in school","","","","","4"
"Quite unimportant","1990","Full Time","vocational + Abi","1","","","","4"
"Quite unimportant","1990","Full Time","higher vocational","3","","","","4"
"Quite unimportant","1990","Full Time","higher education","1","","","","4"
"Quite unimportant","1990","Part Time","in school","","","","","4"
"Quite unimportant","1990","Part Time","inadequately","1","","","","4"
"Quite unimportant","1990","Part Time","general elemantary","11","","","","4"
"Quite unimportant","1990","Part Time","higher education","3","","","","4"
"Quite unimportant","1990","Not Working","in school","4","","","","4"
"Quite unimportant","1990","Not Working","inadequately","9","","","","4"
"Quite unimportant","1990","Not Working","general elemantary","91","0.14296432980521","0.119122135780378","0.166806523830042","4"
"Quite unimportant","1990","Not Working","middle vocational","71","0.0835125783208128","0.0683090728115132","0.0987160838301124","4"
"Quite unimportant","1990","Not Working","vocational + Abi","2","","","","4"
"Very important","1990","Full Time","in school","","","","","1"
"Very important","1990","Full Time","inadequately","15","","","","1"
"Very important","1990","Full Time","general elemantary","267","0.5785735535608","0.532224056221902","0.624923050899698","1"
"Very important","1990","Full Time","middle vocational","1358","0.68453971541173","0.663644687245046","0.705434743578414","1"
"Very important","1990","Full Time","vocational + Abi","78","0.763994116005492","0.680349707187648","0.847638524823336","1"
"Very important","1990","Full Time","higher vocational","216","0.746519668249055","0.695384645477881","0.797654691020229","1"
"Very important","1990","Full Time","higher education","287","0.691298047062633","0.646195826814914","0.736400267310353","1"
"Very important","1990","Part Time","in school","8","","","","1"
"Very important","1990","Part Time","inadequately","7","","","","1"
"Very important","1990","Part Time","general elemantary","210","0.597584992854959","0.544993949963035","0.650176035746884","1"
"Very important","1990","Part Time","middle vocational","518","0.718701473951617","0.685345135194817","0.752057812708418","1"
"Very important","1990","Part Time","vocational + Abi","39","0.786976546250518","0.672334307986552","0.901618784514485","1"
"Very important","1990","Part Time","higher vocational","65","0.768960910666697","0.678282498118067","0.859639323215326","1"
"Very important","1990","Part Time","higher education","95","0.720437567235474","0.641763669745671","0.799111464725276","1"
"Very important","1990","Not Working","in school","44","0.472291510883272","0.369719349989322","0.574863671777222","1"
"Very important","1990","Not Working","inadequately","14","","","","1"
"Very important","1990","Not Working","general elemantary","454","0.508141009648486","0.474088795753672","0.542193223543299","1"
"Very important","1990","Not Working","middle vocational","834","0.597876479475479","0.570930746130785","0.624822212820174","1"
"Very important","1990","Not Working","vocational + Abi","31","0.500949188269895","0.36999382208825","0.63190455445154","1"
"Very important","1990","Not Working","higher vocational","81","0.545773130337627","0.461471072168292","0.630075188506961","1"
"Very important","1990","Not Working","higher education","82","0.6046810436263","0.519312118059583","0.690049969193018","1"
"Important","1991","Full Time","inadequately","","","","","2"
"Important","1991","Full Time","general elemantary","","","","","2"
"Important","1991","Full Time","vocational + Abi","","","","","2"
"Important","1991","Full Time","middle vocational","","","","","2"
