"plh0109","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Very important","1990","1-pers.-HH","no migration background","278","0.318358686002186","0.28679979988162","0.349917572122753"
"Very important","1990","1-pers.-HH","direct migration background","14","","",""
"Very important","1990","1-pers.-HH","indirect migration background","2","","",""
"Very important","1990","(Married) couple without C. ","no migration background","1474","0.774346672414289","0.755365184494456","0.793328160334122"
"Very important","1990","(Married) couple without C. ","direct migration background","117","0.781848147274542","0.715757025993149","0.847939268555936"
"Very important","1990","(Married) couple without C. ","indirect migration background","8","","",""
"Very important","1990","Single parent ","no migration background","162","0.454022138754198","0.401936191795462","0.506108085712935"
"Very important","1990","Single parent ","direct migration background","6","","",""
"Very important","1990","Single parent ","indirect migration background","","","",""
"Very important","1990","Couple + C. LE 16 ","no migration background","1122","0.805550940935995","0.784616457452604","0.826485424419387"
"Very important","1990","Couple + C. LE 16 ","direct migration background","70","0.816646609176248","0.734384435179127","0.898908783173368"
"Very important","1990","Couple + C. LE 16 ","indirect migration background","8","","",""
"Very important","1990","Couple + C. GT 16 ","no migration background","895","0.624546226554688","0.599342166444175","0.649750286665202"
"Very important","1990","Couple + C. GT 16 ","direct migration background","64","0.769073172933998","0.678410176136856","0.859736169731139"
"Very important","1990","Couple + C. GT 16 ","indirect migration background","11","","",""
"Very important","1990","Couple + C. LE and GT 16","no migration background","267","0.674091932785135","0.627869088765457","0.720314776804814"
"Very important","1990","Couple + C. LE and GT 16","direct migration background","21","","",""
"Very important","1990","Couple + C. LE and GT 16","indirect migration background","7","","",""
"Important","1990","1-pers.-HH","no migration background","289","0.336133162122158","0.304130837223637","0.368135487020678"
"Important","1990","1-pers.-HH","direct migration background","13","","",""
"Important","1990","1-pers.-HH","indirect migration background","3","","",""
"Important","1990","(Married) couple without C. ","no migration background","375","0.216901907783013","0.198187269714529","0.235616545851498"
"Important","1990","(Married) couple without C. ","direct migration background","32","0.212197963275241","0.146767255721849","0.277628670828632"
"Important","1990","(Married) couple without C. ","indirect migration background","3","","",""
"Important","1990","Single parent ","no migration background","123","0.343088663949337","0.293423588985993","0.392753738912682"
"Important","1990","Single parent ","direct migration background","5","","",""
"Important","1990","Single parent ","indirect migration background","3","","",""
"Important","1990","Couple + C. LE 16 ","no migration background","240","0.186176457737991","0.165587217152312","0.20676569832367"
"Important","1990","Couple + C. LE 16 ","direct migration background","14","","",""
"Important","1990","Couple + C. LE 16 ","indirect migration background","","","",""
"Important","1990","Couple + C. GT 16 ","no migration background","438","0.318665941084184","0.294413366460009","0.34291851570836"
"Important","1990","Couple + C. GT 16 ","direct migration background","15","","",""
"Important","1990","Couple + C. GT 16 ","indirect migration background","4","","",""
"Important","1990","Couple + C. LE and GT 16","no migration background","107","0.276075532084613","0.231988574450938","0.320162489718288"
"Important","1990","Couple + C. LE and GT 16","direct migration background","10","","",""
"Important","1990","Couple + C. LE and GT 16","indirect migration background","1","","",""
"Less important","1990","1-pers.-HH","no migration background","117","0.140797189693671","0.117234210506193","0.164360168881149"
"Less important","1990","1-pers.-HH","direct migration background","12","","",""
"Less important","1990","1-pers.-HH","indirect migration background","1","","",""
"Less important","1990","(Married) couple without C. ","no migration background","6","","",""
"Less important","1990","(Married) couple without C. ","direct migration background","","","",""
"Less important","1990","(Married) couple without C. ","indirect migration background","","","",""
"Less important","1990","Single parent ","no migration background","39","0.124227061556071","0.0897207610828813","0.158733362029261"
"Less important","1990","Single parent ","direct migration background","2","","",""
"Less important","1990","Single parent ","indirect migration background","","","",""
"Less important","1990","Couple + C. LE 16 ","no migration background","8","","",""
"Less important","1990","Couple + C. LE 16 ","direct migration background","","","",""
"Less important","1990","Couple + C. LE 16 ","indirect migration background","","","",""
"Less important","1990","Couple + C. GT 16 ","no migration background","68","0.0458347874535711","0.0349500144653233","0.056719560441819"
"Less important","1990","Couple + C. GT 16 ","direct migration background","3","","",""
"Less important","1990","Couple + C. GT 16 ","indirect migration background","","","",""
"Less important","1990","Couple + C. LE and GT 16","no migration background","14","","",""
"Less important","1990","Couple + C. LE and GT 16","direct migration background","","","",""
"Less important","1990","Couple + C. LE and GT 16","indirect migration background","1","","",""
"Quite unimportant","1990","1-pers.-HH","no migration background","153","0.204710962181985","0.177376004246185","0.232045920117786"
"Quite unimportant","1990","1-pers.-HH","direct migration background","10","","",""
"Quite unimportant","1990","1-pers.-HH","indirect migration background","1","","",""
"Quite unimportant","1990","(Married) couple without C. ","no migration background","8","","",""
"Quite unimportant","1990","(Married) couple without C. ","direct migration background","1","","",""
"Quite unimportant","1990","(Married) couple without C. ","indirect migration background","","","",""
"Quite unimportant","1990","Single parent ","no migration background","27","","",""
"Quite unimportant","1990","Single parent ","direct migration background","2","","",""
"Quite unimportant","1990","Single parent ","indirect migration background","","","",""
"Quite unimportant","1990","Couple + C. LE 16 ","no migration background","3","","",""
"Quite unimportant","1990","Couple + C. LE 16 ","direct migration background","1","","",""
"Quite unimportant","1990","Couple + C. LE 16 ","indirect migration background","","","",""
"Quite unimportant","1990","Couple + C. GT 16 ","no migration background","17","","",""
"Quite unimportant","1990","Couple + C. GT 16 ","direct migration background","1","","",""
"Quite unimportant","1990","Couple + C. GT 16 ","indirect migration background","2","","",""
"Quite unimportant","1990","Couple + C. LE and GT 16","no migration background","7","","",""
"Quite unimportant","1990","Couple + C. LE and GT 16","direct migration background","","","",""
"Quite unimportant","1990","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very important","1991","1-pers.-HH","no migration background","","","",""
"Very important","1991","1-pers.-HH","direct migration background","","","",""
"Very important","1991","1-pers.-HH","indirect migration background","","","",""
"Very important","1991","(Married) couple without C. ","no migration background","","","",""
"Very important","1991","(Married) couple without C. ","direct migration background","","","",""
"Very important","1991","(Married) couple without C. ","indirect migration background","","","",""
"Very important","1991","Single parent ","no migration background","","","",""
"Very important","1991","Single parent ","direct migration background","","","",""
"Very important","1991","Single parent ","indirect migration background","","","",""
"Very important","1991","Couple + C. LE 16 ","no migration background","","","",""
"Very important","1991","Couple + C. LE 16 ","direct migration background","","","",""
"Very important","1991","Couple + C. LE 16 ","indirect migration background","","","",""
"Very important","1991","Couple + C. GT 16 ","no migration background","","","",""
"Very important","1991","Couple + C. GT 16 ","direct migration background","","","",""
"Very important","1991","Couple + C. GT 16 ","indirect migration background","","","",""
"Very important","1991","Couple + C. LE and GT 16","no migration background","","","",""
"Very important","1991","Couple + C. LE and GT 16","direct migration background","","","",""
"Very important","1991","Couple + C. LE and GT 16","indirect migration background","","","",""
"Important","1991","1-pers.-HH","no migration background","","","",""
"Important","1991","1-pers.-HH","direct migration background","","","",""
"Important","1991","1-pers.-HH","indirect migration background","","","",""
"Important","1991","(Married) couple without C. ","no migration background","","","",""
"Important","1991","(Married) couple without C. ","direct migration background","","","",""
"Important","1991","(Married) couple without C. ","indirect migration background","","","",""
"Important","1991","Single parent ","no migration background","","","",""
"Important","1991","Single parent ","direct migration background","","","",""
"Important","1991","Single parent ","indirect migration background","","","",""
"Important","1991","Couple + C. LE 16 ","no migration background","","","",""
"Important","1991","Couple + C. LE 16 ","direct migration background","","","",""
"Important","1991","Couple + C. LE 16 ","indirect migration background","","","",""
"Important","1991","Couple + C. GT 16 ","no migration background","","","",""
"Important","1991","Couple + C. GT 16 ","direct migration background","","","",""
"Important","1991","Couple + C. GT 16 ","indirect migration background","","","",""
"Important","1991","Couple + C. LE and GT 16","no migration background","","","",""
"Important","1991","Couple + C. LE and GT 16","direct migration background","","","",""
"Important","1991","Couple + C. LE and GT 16","indirect migration background","","","",""
"Less important","1991","1-pers.-HH","no migration background","","","",""
"Less important","1991","1-pers.-HH","direct migration background","","","",""
"Less important","1991","1-pers.-HH","indirect migration background","","","",""
"Less important","1991","(Married) couple without C. ","no migration background","","","",""
"Less important","1991","(Married) couple without C. ","direct migration background","","","",""
"Less important","1991","(Married) couple without C. ","indirect migration background","","","",""
"Less important","1991","Single parent ","no migration background","","","",""
"Less important","1991","Single parent ","direct migration background","","","",""
"Less important","1991","Single parent ","indirect migration background","","","",""
"Less important","1991","Couple + C. LE 16 ","no migration background","","","",""
"Less important","1991","Couple + C. LE 16 ","direct migration background","","","",""
"Less important","1991","Couple + C. LE 16 ","indirect migration background","","","",""
"Less important","1991","Couple + C. GT 16 ","no migration background","","","",""
"Less important","1991","Couple + C. GT 16 ","direct migration background","","","",""
"Less important","1991","Couple + C. GT 16 ","indirect migration background","","","",""
"Less important","1991","Couple + C. LE and GT 16","no migration background","","","",""
"Less important","1991","Couple + C. LE and GT 16","direct migration background","","","",""
"Less important","1991","Couple + C. LE and GT 16","indirect migration background","","","",""
"Quite unimportant","1991","1-pers.-HH","no migration background","","","",""
"Quite unimportant","1991","1-pers.-HH","direct migration background","","","",""
"Quite unimportant","1991","1-pers.-HH","indirect migration background","","","",""
"Quite unimportant","1991","(Married) couple without C. ","no migration background","","","",""
"Quite unimportant","1991","(Married) couple without C. ","direct migration background","","","",""
"Quite unimportant","1991","(Married) couple without C. ","indirect migration background","","","",""
"Quite unimportant","1991","Single parent ","no migration background","","","",""
"Quite unimportant","1991","Single parent ","direct migration background","","","",""
"Quite unimportant","1991","Single parent ","indirect migration background","","","",""
"Quite unimportant","1991","Couple + C. LE 16 ","no migration background","","","",""
"Quite unimportant","1991","Couple + C. LE 16 ","direct migration background","","","",""
"Quite unimportant","1991","Couple + C. LE 16 ","indirect migration background","","","",""
"Quite unimportant","1991","Couple + C. GT 16 ","no migration background","","","",""
"Quite unimportant","1991","Couple + C. GT 16 ","direct migration background","","","",""
"Quite unimportant","1991","Couple + C. GT 16 ","indirect migration background","","","",""
"Quite unimportant","1991","Couple + C. LE and GT 16","no migration background","","","",""
"Quite unimportant","1991","Couple + C. LE and GT 16","direct migration background","","","",""
"Quite unimportant","1991","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very important","1992","1-pers.-HH","no migration background","373","0.321927536384912","0.294152768636288","0.349702304133535"
"Very important","1992","1-pers.-HH","direct migration background","26","","",""
"Very important","1992","1-pers.-HH","indirect migration background","5","","",""
"Very important","1992","(Married) couple without C. ","no migration background","2233","0.799277510586308","0.784285455139686","0.814269566032929"
"Very important","1992","(Married) couple without C. ","direct migration background","182","0.883357726923521","0.840148504211029","0.926566949636013"
"Very important","1992","(Married) couple without C. ","indirect migration background","10","","",""
"Very important","1992","Single parent ","no migration background","199","0.402170689098271","0.358975109942987","0.445366268253556"
"Very important","1992","Single parent ","direct migration background","10","","",""
"Very important","1992","Single parent ","indirect migration background","4","","",""
"Very important","1992","Couple + C. LE 16 ","no migration background","2277","0.86126825199593","0.848019670154168","0.874516833837692"
"Very important","1992","Couple + C. LE 16 ","direct migration background","88","0.846939053653686","0.776371287850728","0.917506819456643"
"Very important","1992","Couple + C. LE 16 ","indirect migration background","8","","",""
"Very important","1992","Couple + C. GT 16 ","no migration background","1394","0.672789135761536","0.652438706964746","0.693139564558325"
"Very important","1992","Couple + C. GT 16 ","direct migration background","72","0.606523645969513","0.516451179133486","0.696596112805539"
"Very important","1992","Couple + C. GT 16 ","indirect migration background","15","","",""
