"plh0109","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Urban Area","Male","693","0.277981156503802","0.260806927713655","0.295155385293949","2"
"Important","1990","Rural Area","Male","216","0.27479086683057","0.243720650518386","0.305861083142755","2"
"Important","1990","Urban Area","Female","663","0.250976815575434","0.235036368899986","0.266917262250881","2"
"Important","1990","Rural Area","Female","196","0.261605844177624","0.231669361752127","0.29154232660312","2"
"Less important","1990","Rural Area","Female","37","0.052187880099287","0.0370390575103133","0.0673367026882606","3"
"Less important","1990","Urban Area","Male","116","0.0528027674818664","0.0442295497752961","0.0613759851884367","3"
"Less important","1990","Urban Area","Female","102","0.046513563815981","0.0387710298032449","0.0542560978287171","3"
"Less important","1990","Rural Area","Male","39","0.0603653142868445","0.0437891229770841","0.0769415055966049","3"
"Quite unimportant","1990","Urban Area","Male","57","0.0272881370039306","0.0210425343765253","0.0335337396313359","4"
"Quite unimportant","1990","Urban Area","Female","142","0.0750046627188949","0.0653207702747047","0.0846885551630852","4"
"Quite unimportant","1990","Rural Area","Male","14","","","","4"
"Quite unimportant","1990","Rural Area","Female","48","0.0844088336656805","0.0654732947766758","0.103344372554685","4"
"Very important","1990","Urban Area","Male","1748","0.641927939010401","0.623548863737118","0.660307014283684","1"
"Very important","1990","Urban Area","Female","1935","0.62750495788969","0.609730151319775","0.645279764459606","1"
"Very important","1990","Rural Area","Male","524","0.641905130479084","0.608535917010656","0.675274343947513","1"
"Very important","1990","Rural Area","Female","547","0.601797442057409","0.56845402427017","0.635140859844649","1"
"Important","1991","Urban Area","Male","","","","","2"
"Important","1991","Urban Area","Female","","","","","2"
"Important","1991","Rural Area","Male","","","","","2"
"Important","1991","Rural Area","Female","","","","","2"
"Less important","1991","Urban Area","Male","","","","","3"
"Less important","1991","Rural Area","Female","","","","","3"
"Less important","1991","Urban Area","Female","","","","","3"
"Less important","1991","Rural Area","Male","","","","","3"
"Quite unimportant","1991","Urban Area","Male","","","","","4"
"Quite unimportant","1991","Urban Area","Female","","","","","4"
"Quite unimportant","1991","Rural Area","Female","","","","","4"
"Quite unimportant","1991","Rural Area","Male","","","","","4"
"Very important","1991","Urban Area","Female","","","","","1"
"Very important","1991","Urban Area","Male","","","","","1"
"Very important","1991","Rural Area","Male","","","","","1"
"Very important","1991","Rural Area","Female","","","","","1"
"Important","1992","Urban Area","Male","776","0.260291863325008","0.245028975220241","0.275554751429775","2"
"Important","1992","Urban Area","Female","743","0.230743871736678","0.216855416222014","0.244632327251342","2"
"Important","1992","Rural Area","Male","449","0.250458168093487","0.231383288566445","0.269533047620528","2"
"Important","1992","Rural Area","Female","383","0.20652119914139","0.189317797480407","0.223724600802373","2"
"Less important","1992","Rural Area","Female","78","0.044605542518949","0.0358325023521174","0.0533785826857805","3"
"Less important","1992","Urban Area","Male","110","0.0419587845348099","0.034984819393672","0.0489327496759479","3"
"Less important","1992","Urban Area","Female","117","0.0412943592042345","0.0347353024482605","0.0478534159602085","3"
"Less important","1992","Rural Area","Male","75","0.0426231977873429","0.0337299430850893","0.0515164524895965","3"
"Quite unimportant","1992","Urban Area","Male","77","0.0315415516857948","0.0254621862560049","0.0376209171155847","4"
"Quite unimportant","1992","Urban Area","Female","164","0.0742030725644612","0.0655629044283108","0.0828432407006116","4"
"Quite unimportant","1992","Rural Area","Male","32","0.0233405994991696","0.016693627694901","0.0299875713034381","4"
"Quite unimportant","1992","Rural Area","Female","135","0.103186500487399","0.0902586340535983","0.1161143669212","4"
"Very important","1992","Urban Area","Female","2511","0.653758696494626","0.638074886997518","0.669442505991734","1"
"Very important","1992","Urban Area","Male","2212","0.666207800454387","0.649804955696838","0.682610645211937","1"
"Very important","1992","Rural Area","Male","1426","0.683578034620001","0.66310304796541","0.704053021274591","1"
"Very important","1992","Rural Area","Female","1531","0.645686757852262","0.625359959543508","0.666013556161017","1"
"Important","1993","Urban Area","Male","","","","","2"
"Important","1993","Urban Area","Female","","","","","2"
"Important","1993","Rural Area","Male","","","","","2"
"Important","1993","Rural Area","Female","","","","","2"
"Less important","1993","Rural Area","Female","","","","","3"
"Less important","1993","Urban Area","Male","","","","","3"
"Less important","1993","Urban Area","Female","","","","","3"
"Less important","1993","Rural Area","Male","","","","","3"
"Quite unimportant","1993","Urban Area","Female","","","","","4"
"Quite unimportant","1993","Urban Area","Male","","","","","4"
"Quite unimportant","1993","Rural Area","Male","","","","","4"
"Quite unimportant","1993","Rural Area","Female","","","","","4"
"Very important","1993","Rural Area","Female","","","","","1"
"Very important","1993","Urban Area","Female","","","","","1"
"Very important","1993","Urban Area","Male","","","","","1"
"Very important","1993","Rural Area","Male","","","","","1"
"Important","1994","Urban Area","Female","","","","","2"
"Important","1994","Urban Area","Male","","","","","2"
"Important","1994","Rural Area","Male","","","","","2"
"Important","1994","Rural Area","Female","","","","","2"
"Less important","1994","Urban Area","Male","","","","","3"
"Less important","1994","Urban Area","Female","","","","","3"
"Less important","1994","Rural Area","Male","","","","","3"
"Less important","1994","Rural Area","Female","","","","","3"
"Quite unimportant","1994","Urban Area","Female","","","","","4"
"Quite unimportant","1994","Urban Area","Male","","","","","4"
"Quite unimportant","1994","Rural Area","Male","","","","","4"
"Quite unimportant","1994","Rural Area","Female","","","","","4"
"Very important","1994","Rural Area","Female","","","","","1"
"Very important","1994","Urban Area","Male","","","","","1"
"Very important","1994","Urban Area","Female","","","","","1"
"Very important","1994","Rural Area","Male","","","","","1"
"Important","1995","Urban Area","Female","737","0.212353341560613","0.199184449075015","0.225522234046211","2"
"Important","1995","Rural Area","Male","505","0.265675383078019","0.246447081805979","0.28490368435006","2"
"Important","1995","Urban Area","Male","791","0.249806365878253","0.235016215562335","0.264596516194172","2"
"Important","1995","Rural Area","Female","428","0.218302037705708","0.200844770051827","0.235759305359589","2"
"Less important","1995","Rural Area","Male","79","0.0435946568320259","0.0347055352734681","0.0524837783905837","3"
"Less important","1995","Urban Area","Female","153","0.0584105961875889","0.0508591421106106","0.0659620502645672","3"
"Less important","1995","Rural Area","Female","69","0.0415587420990149","0.0331245821484187","0.049992902049611","3"
"Less important","1995","Urban Area","Male","118","0.0414723110043243","0.0346604527916157","0.048284169217033","3"
"Quite unimportant","1995","Urban Area","Female","147","0.0613541470587147","0.053626863857866","0.0690814302595635","4"
"Quite unimportant","1995","Urban Area","Male","58","0.0258830002934352","0.0204580343051153","0.031307966281755","4"
"Quite unimportant","1995","Rural Area","Male","32","0.0191679539954761","0.0131988874685273","0.0251370205224249","4"
"Quite unimportant","1995","Rural Area","Female","120","0.0914452592828695","0.0792642287146186","0.10362628985112","4"
"Very important","1995","Rural Area","Female","1534","0.648693960912408","0.628520025735336","0.66886789608948","1"
"Very important","1995","Urban Area","Male","2324","0.682838322823987","0.666938823585713","0.698737822062261","1"
"Very important","1995","Urban Area","Female","2668","0.667881915193084","0.65271664720453","0.683047183181638","1"
"Very important","1995","Rural Area","Male","1411","0.671562006094479","0.651116824564094","0.692007187624863","1"
"Important","1996","Urban Area","Female","","","","","2"
"Important","1996","Urban Area","Male","","","","","2"
"Important","1996","Rural Area","Male","","","","","2"
"Important","1996","Rural Area","Female","","","","","2"
"Less important","1996","Rural Area","Male","","","","","3"
"Less important","1996","Urban Area","Female","","","","","3"
"Less important","1996","Rural Area","Female","","","","","3"
"Less important","1996","Urban Area","Male","","","","","3"
"Quite unimportant","1996","Urban Area","Female","","","","","4"
"Quite unimportant","1996","Urban Area","Male","","","","","4"
"Quite unimportant","1996","Rural Area","Male","","","","","4"
"Quite unimportant","1996","Rural Area","Female","","","","","4"
"Very important","1996","Rural Area","Female","","","","","1"
"Very important","1996","Urban Area","Male","","","","","1"
"Very important","1996","Urban Area","Female","","","","","1"
"Very important","1996","Rural Area","Male","","","","","1"
"Important","1997","Rural Area","Male","","","","","2"
"Important","1997","Urban Area","Male","","","","","2"
"Important","1997","Urban Area","Female","","","","","2"
"Important","1997","Rural Area","Female","","","","","2"
"Less important","1997","Rural Area","Male","","","","","3"
"Less important","1997","Urban Area","Female","","","","","3"
"Less important","1997","Rural Area","Female","","","","","3"
"Less important","1997","Urban Area","Male","","","","","3"
"Quite unimportant","1997","Urban Area","Female","","","","","4"
"Quite unimportant","1997","Urban Area","Male","","","","","4"
"Quite unimportant","1997","Rural Area","Male","","","","","4"
"Quite unimportant","1997","Rural Area","Female","","","","","4"
"Very important","1997","Rural Area","Female","","","","","1"
"Very important","1997","Urban Area","Male","","","","","1"
"Very important","1997","Urban Area","Female","","","","","1"
"Very important","1997","Rural Area","Male","","","","","1"
"Important","1998","Rural Area","Male","","","","","2"
"Important","1998","Urban Area","Female","","","","","2"
"Important","1998","Urban Area","Male","","","","","2"
"Important","1998","Rural Area","Female","","","","","2"
"Less important","1998","Urban Area","Male","","","","","3"
"Less important","1998","Rural Area","Male","","","","","3"
"Less important","1998","Urban Area","Female","","","","","3"
"Less important","1998","Rural Area","Female","","","","","3"
"Quite unimportant","1998","Urban Area","Female","","","","","4"
"Quite unimportant","1998","Urban Area","Male","","","","","4"
"Quite unimportant","1998","Rural Area","Male","","","","","4"
"Quite unimportant","1998","Rural Area","Female","","","","","4"
"Very important","1998","Urban Area","Male","","","","","1"
"Very important","1998","Urban Area","Female","","","","","1"
"Very important","1998","Rural Area","Male","","","","","1"
"Very important","1998","Rural Area","Female","","","","","1"
"Important","1999","Urban Area","Female","","","","","2"
"Important","1999","Urban Area","Male","","","","","2"
"Important","1999","Rural Area","Male","","","","","2"
"Important","1999","Rural Area","Female","","","","","2"
"Less important","1999","Urban Area","Male","","","","","3"
"Less important","1999","Rural Area","Male","","","","","3"
"Less important","1999","Rural Area","Female","","","","","3"
"Less important","1999","Urban Area","Female","","","","","3"
"Quite unimportant","1999","Urban Area","Male","","","","","4"
"Quite unimportant","1999","Urban Area","Female","","","","","4"
"Quite unimportant","1999","Rural Area","Male","","","","","4"
"Quite unimportant","1999","Rural Area","Female","","","","","4"
"Very important","1999","Rural Area","Male","","","","","1"
"Very important","1999","Urban Area","Male","","","","","1"
"Very important","1999","Urban Area","Female","","","","","1"
"Very important","1999","Rural Area","Female","","","","","1"
"Important","2000","Urban Area","Female","","","","","2"
"Important","2000","Urban Area","Male","","","","","2"
"Important","2000","Rural Area","Male","","","","","2"
"Important","2000","Rural Area","Female","","","","","2"
"Less important","2000","Urban Area","Male","","","","","3"
"Less important","2000","Urban Area","Female","","","","","3"
"Less important","2000","Rural Area","Female","","","","","3"
"Less important","2000","Rural Area","Male","","","","","3"
"Quite unimportant","2000","Urban Area","Female","","","","","4"
"Quite unimportant","2000","Urban Area","Male","","","","","4"
"Quite unimportant","2000","Rural Area","Male","","","","","4"
"Quite unimportant","2000","Rural Area","Female","","","","","4"
"Very important","2000","Rural Area","Male","","","","","1"
"Very important","2000","Rural Area","Female","","","","","1"
"Very important","2000","Urban Area","Male","","","","","1"
"Very important","2000","Urban Area","Female","","","","","1"
"Important","2001","Urban Area","Female","","","","","2"
"Important","2001","Rural Area","Male","","","","","2"
"Important","2001","Urban Area","Male","","","","","2"
"Important","2001","Rural Area","Female","","","","","2"
"Less important","2001","Urban Area","Male","","","","","3"
"Less important","2001","Rural Area","Female","","","","","3"
"Less important","2001","Urban Area","Female","","","","","3"
"Less important","2001","Rural Area","Male","","","","","3"
"Quite unimportant","2001","Urban Area","Male","","","","","4"
"Quite unimportant","2001","Urban Area","Female","","","","","4"
"Quite unimportant","2001","Rural Area","Male","","","","","4"
"Quite unimportant","2001","Rural Area","Female","","","","","4"
"Very important","2001","Urban Area","Male","","","","","1"
"Very important","2001","Urban Area","Female","","","","","1"
"Very important","2001","Rural Area","Male","","","","","1"
"Very important","2001","Rural Area","Female","","","","","1"
"Important","2002","Urban Area","Female","","","","","2"
"Important","2002","Rural Area","Male","","","","","2"
"Important","2002","Urban Area","Male","","","","","2"
"Important","2002","Rural Area","Female","","","","","2"
"Less important","2002","Urban Area","Male","","","","","3"
"Less important","2002","Rural Area","Female","","","","","3"
"Less important","2002","Urban Area","Female","","","","","3"
"Less important","2002","Rural Area","Male","","","","","3"
"Quite unimportant","2002","Urban Area","Female","","","","","4"
"Quite unimportant","2002","Rural Area","Male","","","","","4"
"Quite unimportant","2002","Urban Area","Male","","","","","4"
"Quite unimportant","2002","Rural Area","Female","","","","","4"
"Very important","2002","Urban Area","Male","","","","","1"
"Very important","2002","Urban Area","Female","","","","","1"
"Very important","2002","Rural Area","Male","","","","","1"
"Very important","2002","Rural Area","Female","","","","","1"
"Important","2003","Urban Area","Female","","","","","2"
"Important","2003","Urban Area","Male","","","","","2"
"Important","2003","Rural Area","Male","","","","","2"
"Important","2003","Rural Area","Female","","","","","2"
"Less important","2003","Urban Area","Male","","","","","3"
"Less important","2003","Urban Area","Female","","","","","3"
"Less important","2003","Rural Area","Female","","","","","3"
"Less important","2003","Rural Area","Male","","","","","3"
"Quite unimportant","2003","Urban Area","Female","","","","","4"
"Quite unimportant","2003","Rural Area","Male","","","","","4"
"Quite unimportant","2003","Rural Area","Female","","","","","4"
"Quite unimportant","2003","Urban Area","Male","","","","","4"
"Very important","2003","Rural Area","Female","","","","","1"
"Very important","2003","Urban Area","Male","","","","","1"
"Very important","2003","Urban Area","Female","","","","","1"
"Very important","2003","Rural Area","Male","","","","","1"
"Important","2004","Urban Area","Female","1792","0.255039202487241","0.245136050631068","0.264942354343415","2"
"Important","2004","Rural Area","Male","1032","0.306061362021108","0.29068100977958","0.321441714262636","2"
"Important","2004","Urban Area","Male","1909","0.293324162143918","0.282577712786524","0.304070611501311","2"
"Important","2004","Rural Area","Female","1000","0.279226856667453","0.264694832270555","0.293758881064352","2"
"Less important","2004","Urban Area","Male","309","0.0492732777639669","0.0441645291497243","0.0543820263782095","3"
"Less important","2004","Rural Area","Female","151","0.0541294094237617","0.0467998016985854","0.061459017148938","3"
"Less important","2004","Urban Area","Female","326","0.0585145463952293","0.0531819098243023","0.0638471829661562","3"
"Less important","2004","Rural Area","Male","155","0.0530752635829053","0.0455934771949656","0.0605570499708449","3"
