"plh0109","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","no migration background","Urban Area","1274","0.267678740825001","0.255463860962286","0.279893620687715","2"
"Important","1990","no migration background","Rural Area","390","0.268181000599052","0.246047779382554","0.290314221815551","2"
"Important","1990","direct migration background","Rural Area","19","","","","2"
"Important","1990","direct migration background","Urban Area","71","0.204173009823361","0.162591238322276","0.245754781324447","2"
"Important","1990","indirect migration background","Urban Area","11","","","","2"
"Important","1990","indirect migration background","Rural Area","3","","","","2"
"Less important","1990","direct migration background","Rural Area","2","","","","3"
"Less important","1990","no migration background","Rural Area","74","0.0570805797291947","0.0454898638814177","0.0686712955769718","3"
"Less important","1990","no migration background","Urban Area","198","0.0488400002413988","0.0428937106449267","0.0547862898378708","3"
"Less important","1990","direct migration background","Urban Area","18","","","","3"
"Less important","1990","indirect migration background","Urban Area","2","","","","3"
"Less important","1990","indirect migration background","Rural Area","","","","","3"
"Quite unimportant","1990","no migration background","Urban Area","183","0.052534184589739","0.0463790973715659","0.0586892718079121","4"
"Quite unimportant","1990","no migration background","Rural Area","59","0.0541506012177477","0.042843756740998","0.0654574456944973","4"
"Quite unimportant","1990","direct migration background","Urban Area","13","","","","4"
"Quite unimportant","1990","direct migration background","Rural Area","3","","","","4"
"Quite unimportant","1990","indirect migration background","Urban Area","3","","","","4"
"Quite unimportant","1990","indirect migration background","Rural Area","","","","","4"
"Very important","1990","no migration background","Urban Area","3392","0.630947074343862","0.617634187814486","0.644259960873237","1"
"Very important","1990","no migration background","Rural Area","1016","0.620587818454005","0.596344836423591","0.644830800484419","1"
"Very important","1990","direct migration background","Urban Area","259","0.685597830849351","0.637704838303522","0.73349082339518","1"
"Very important","1990","direct migration background","Rural Area","51","0.632963897743876","0.523879830750554","0.742047964737197","1"
"Very important","1990","indirect migration background","Urban Area","32","0.592427382440916","0.453416905468113","0.731437859413719","1"
"Very important","1990","indirect migration background","Rural Area","4","","","","1"
"Important","1991","no migration background","Rural Area","","","","","2"
"Important","1991","no migration background","Urban Area","","","","","2"
"Important","1991","direct migration background","Urban Area","","","","","2"
"Important","1991","direct migration background","Rural Area","","","","","2"
"Important","1991","indirect migration background","Urban Area","","","","","2"
"Important","1991","indirect migration background","Rural Area","","","","","2"
"Less important","1991","no migration background","Urban Area","","","","","3"
"Less important","1991","no migration background","Rural Area","","","","","3"
"Less important","1991","direct migration background","Urban Area","","","","","3"
"Less important","1991","direct migration background","Rural Area","","","","","3"
"Less important","1991","indirect migration background","Urban Area","","","","","3"
"Less important","1991","indirect migration background","Rural Area","","","","","3"
"Quite unimportant","1991","no migration background","Rural Area","","","","","4"
"Quite unimportant","1991","no migration background","Urban Area","","","","","4"
"Quite unimportant","1991","direct migration background","Urban Area","","","","","4"
"Quite unimportant","1991","direct migration background","Rural Area","","","","","4"
"Quite unimportant","1991","indirect migration background","Urban Area","","","","","4"
"Quite unimportant","1991","indirect migration background","Rural Area","","","","","4"
"Very important","1991","no migration background","Urban Area","","","","","1"
"Very important","1991","no migration background","Rural Area","","","","","1"
"Very important","1991","direct migration background","Urban Area","","","","","1"
"Very important","1991","direct migration background","Rural Area","","","","","1"
"Very important","1991","indirect migration background","Urban Area","","","","","1"
"Very important","1991","indirect migration background","Rural Area","","","","","1"
"Important","1992","no migration background","Rural Area","794","0.227475492944467","0.21436099405443","0.240589991834504","2"
"Important","1992","no migration background","Urban Area","1416","0.246997342097861","0.236296080204513","0.257698603991209","2"
"Important","1992","direct migration background","Urban Area","85","0.210338251393066","0.170695411869824","0.249981090916309","2"
"Important","1992","direct migration background","Rural Area","33","0.223206013039459","0.160427559782193","0.285984466296724","2"
"Important","1992","indirect migration background","Urban Area","18","","","","2"
"Important","1992","indirect migration background","Rural Area","5","","","","2"
"Less important","1992","no migration background","Urban Area","209","0.0419144843183246","0.0369419842341762","0.046886984402473","3"
"Less important","1992","no migration background","Rural Area","148","0.0448162527359067","0.0383434929065033","0.0512890125653101","3"
"Less important","1992","direct migration background","Urban Area","14","","","","3"
"Less important","1992","direct migration background","Rural Area","5","","","","3"
"Less important","1992","indirect migration background","Urban Area","4","","","","3"
"Less important","1992","indirect migration background","Rural Area","","","","","3"
"Quite unimportant","1992","no migration background","Urban Area","223","0.0543874709523606","0.0487602153878338","0.0600147265168875","4"
"Quite unimportant","1992","no migration background","Rural Area","158","0.064609399686993","0.056918580269919","0.072300219104067","4"
