"plh0109","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Schleswig-Holstein","lower secondary degree","98","0.630820675910151","0.553334076517018","0.708307275303284"
"Very important","1990","Schleswig-Holstein","secondary school degree","51","0.766445994848467","0.661971024757488","0.870920964939446"
"Very important","1990","Schleswig-Holstein","college entrance qualification","22","","",""
"Very important","1990","Schleswig-Holstein","Other degree","1","","",""
"Very important","1990","Schleswig-Holstein","no degree/no degree yet","5","","",""
"Very important","1990","Hamburg","lower secondary degree","48","0.672162013401665","0.562194174462712","0.782129852340618"
"Very important","1990","Hamburg","secondary school degree","16","","",""
"Very important","1990","Hamburg","college entrance qualification","17","","",""
"Very important","1990","Hamburg","Other degree","","","",""
"Very important","1990","Hamburg","no degree/no degree yet","1","","",""
"Very important","1990","Lower Saxony","lower secondary degree","314","0.623397495974695","0.579404933335949","0.66739005861344"
"Very important","1990","Lower Saxony","secondary school degree","140","0.634329695203084","0.568720412978604","0.699938977427563"
"Very important","1990","Lower Saxony","college entrance qualification","94","0.71097328603054","0.632134148492913","0.789812423568166"
"Very important","1990","Lower Saxony","Other degree","3","","",""
"Very important","1990","Lower Saxony","no degree/no degree yet","11","","",""
"Very important","1990","Bremen","lower secondary degree","40","0.70647472946972","0.582704133080493","0.830245325858946"
"Very important","1990","Bremen","secondary school degree","14","","",""
"Very important","1990","Bremen","college entrance qualification","8","","",""
"Very important","1990","Bremen","Other degree","","","",""
"Very important","1990","Bremen","no degree/no degree yet","1","","",""
"Very important","1990","North Rhine-Westphalia","lower secondary degree","723","0.65517141224405","0.626297752946488","0.684045071541612"
"Very important","1990","North Rhine-Westphalia","secondary school degree","317","0.704567177385016","0.661242646677536","0.747891708092495"
"Very important","1990","North Rhine-Westphalia","college entrance qualification","249","0.697528230861896","0.649679571075472","0.745376890648319"
"Very important","1990","North Rhine-Westphalia","Other degree","8","","",""
"Very important","1990","North Rhine-Westphalia","no degree/no degree yet","28","","",""
"Very important","1990","Hesse","lower secondary degree","224","0.608107575585731","0.556520309725252","0.659694841446211"
"Very important","1990","Hesse","secondary school degree","108","0.63777610937033","0.562831186588498","0.712721032152163"
"Very important","1990","Hesse","college entrance qualification","84","0.628734060075344","0.545360319979319","0.71210780017137"
"Very important","1990","Hesse","Other degree","1","","",""
"Very important","1990","Hesse","no degree/no degree yet","6","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","lower secondary degree","245","0.585945116874704","0.536615683254812","0.635274550494595"
"Very important","1990","Rhineland-Palatinate,Saarland","secondary school degree","57","0.634805481272478","0.531840176988469","0.737770785556488"
"Very important","1990","Rhineland-Palatinate,Saarland","college entrance qualification","47","0.650186730937182","0.534247983713917","0.766125478160447"
"Very important","1990","Rhineland-Palatinate,Saarland","Other degree","3","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","3","","",""
"Very important","1990","Baden-Württemberg","lower secondary degree","474","0.647453266534194","0.611675323688028","0.683231209380359"
"Very important","1990","Baden-Württemberg","secondary school degree","170","0.652464892582741","0.593079787402412","0.71184999776307"
"Very important","1990","Baden-Württemberg","college entrance qualification","114","0.669677127487531","0.59769441245134","0.741659842523722"
"Very important","1990","Baden-Württemberg","Other degree","8","","",""
"Very important","1990","Baden-Württemberg","no degree/no degree yet","12","","",""
"Very important","1990","Bavaria","lower secondary degree","460","0.588643650378056","0.553044847343616","0.624242453412496"
"Very important","1990","Bavaria","secondary school degree","184","0.608788802827401","0.55121399244736","0.666363613207442"
"Very important","1990","Bavaria","college entrance qualification","118","0.568483626868071","0.498607784502266","0.638359469233877"
"Very important","1990","Bavaria","Other degree","9","","",""
"Very important","1990","Bavaria","no degree/no degree yet","17","","",""
"Very important","1990","Berlin","lower secondary degree","64","0.527352312049584","0.434475821279285","0.620228802819883"
"Very important","1990","Berlin","secondary school degree","38","0.563814144804018","0.436188524240685","0.691439765367351"
"Very important","1990","Berlin","college entrance qualification","29","","",""
"Very important","1990","Berlin","Other degree","2","","",""
"Very important","1990","Berlin","no degree/no degree yet","1","","",""
"Very important","1990","Brandenburg","lower secondary degree","","","",""
"Very important","1990","Brandenburg","secondary school degree","","","",""
"Very important","1990","Brandenburg","college entrance qualification","","","",""
"Very important","1990","Brandenburg","Other degree","","","",""
"Very important","1990","Brandenburg","no degree/no degree yet","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Very important","1990","Saxony","lower secondary degree","","","",""
"Very important","1990","Saxony","secondary school degree","","","",""
"Very important","1990","Saxony","college entrance qualification","","","",""
"Very important","1990","Saxony","Other degree","","","",""
"Very important","1990","Saxony","no degree/no degree yet","","","",""
"Very important","1990","Saxony-Anhalt","lower secondary degree","","","",""
"Very important","1990","Saxony-Anhalt","secondary school degree","","","",""
"Very important","1990","Saxony-Anhalt","college entrance qualification","","","",""
"Very important","1990","Saxony-Anhalt","Other degree","","","",""
"Very important","1990","Saxony-Anhalt","no degree/no degree yet","","","",""
"Very important","1990","Thuringia","lower secondary degree","","","",""
"Very important","1990","Thuringia","secondary school degree","","","",""
"Very important","1990","Thuringia","college entrance qualification","","","",""
"Very important","1990","Thuringia","Other degree","","","",""
"Very important","1990","Thuringia","no degree/no degree yet","","","",""
"Important","1990","Schleswig-Holstein","lower secondary degree","39","0.254779029791596","0.184814272776995","0.324743786806198"
"Important","1990","Schleswig-Holstein","secondary school degree","10","","",""
"Important","1990","Schleswig-Holstein","college entrance qualification","3","","",""
"Important","1990","Schleswig-Holstein","Other degree","","","",""
"Important","1990","Schleswig-Holstein","no degree/no degree yet","4","","",""
"Important","1990","Hamburg","lower secondary degree","12","","",""
"Important","1990","Hamburg","secondary school degree","12","","",""
"Important","1990","Hamburg","college entrance qualification","3","","",""
"Important","1990","Hamburg","Other degree","","","",""
"Important","1990","Hamburg","no degree/no degree yet","2","","",""
"Important","1990","Lower Saxony","lower secondary degree","112","0.26729812580023","0.227117495905465","0.307478755694995"
"Important","1990","Lower Saxony","secondary school degree","55","0.284546717868617","0.223081369313682","0.346012066423553"
"Important","1990","Lower Saxony","college entrance qualification","25","","",""
"Important","1990","Lower Saxony","Other degree","3","","",""
"Important","1990","Lower Saxony","no degree/no degree yet","7","","",""
"Important","1990","Bremen","lower secondary degree","4","","",""
"Important","1990","Bremen","secondary school degree","5","","",""
"Important","1990","Bremen","college entrance qualification","3","","",""
"Important","1990","Bremen","Other degree","","","",""
"Important","1990","Bremen","no degree/no degree yet","","","",""
"Important","1990","North Rhine-Westphalia","lower secondary degree","249","0.253259416674674","0.226841996442774","0.279676836906573"
"Important","1990","North Rhine-Westphalia","secondary school degree","83","0.210367532418583","0.171664486396037","0.249070578441129"
"Important","1990","North Rhine-Westphalia","college entrance qualification","83","0.222974028840234","0.1796138197343","0.266334237946167"
"Important","1990","North Rhine-Westphalia","Other degree","1","","",""
"Important","1990","North Rhine-Westphalia","no degree/no degree yet","23","","",""
"Important","1990","Hesse","lower secondary degree","91","0.27236876415602","0.225324878362577","0.319412649949462"
"Important","1990","Hesse","secondary school degree","35","0.229554822232066","0.163980527498076","0.295129116966057"
"Important","1990","Hesse","college entrance qualification","33","0.264011180823403","0.187943530040643","0.340078831606164"
"Important","1990","Hesse","Other degree","3","","",""
"Important","1990","Hesse","no degree/no degree yet","5","","",""
"Important","1990","Rhineland-Palatinate,Saarland","lower secondary degree","108","0.316672484533929","0.270085100668674","0.363259868399183"
"Important","1990","Rhineland-Palatinate,Saarland","secondary school degree","21","","",""
"Important","1990","Rhineland-Palatinate,Saarland","college entrance qualification","13","","",""
"Important","1990","Rhineland-Palatinate,Saarland","Other degree","2","","",""
"Important","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","3","","",""
"Important","1990","Baden-Württemberg","lower secondary degree","161","0.250239335042486","0.217802242489787","0.282676427595185"
"Important","1990","Baden-Württemberg","secondary school degree","61","0.269888614880784","0.214529841708679","0.32524738805289"
"Important","1990","Baden-Württemberg","college entrance qualification","39","0.255443074760195","0.188697544558482","0.322188604961908"
"Important","1990","Baden-Württemberg","Other degree","","","",""
"Important","1990","Baden-Württemberg","no degree/no degree yet","4","","",""
"Important","1990","Bavaria","lower secondary degree","208","0.294060505576535","0.26109937113484","0.327021640018231"
"Important","1990","Bavaria","secondary school degree","76","0.298671573506676","0.244676863117934","0.352666283895419"
"Important","1990","Bavaria","college entrance qualification","57","0.325101933914436","0.259017632277745","0.391186235551127"
"Important","1990","Bavaria","Other degree","1","","",""
"Important","1990","Bavaria","no degree/no degree yet","4","","",""
"Important","1990","Berlin","lower secondary degree","38","0.369329127706842","0.279545992147566","0.459112263266117"
"Important","1990","Berlin","secondary school degree","14","","",""
"Important","1990","Berlin","college entrance qualification","18","","",""
"Important","1990","Berlin","Other degree","","","",""
"Important","1990","Berlin","no degree/no degree yet","4","","",""
"Important","1990","Brandenburg","lower secondary degree","","","",""
"Important","1990","Brandenburg","secondary school degree","","","",""
"Important","1990","Brandenburg","college entrance qualification","","","",""
"Important","1990","Brandenburg","Other degree","","","",""
"Important","1990","Brandenburg","no degree/no degree yet","","","",""
"Important","1990","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Important","1990","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Important","1990","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Important","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"Important","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Important","1990","Saxony","lower secondary degree","","","",""
"Important","1990","Saxony","secondary school degree","","","",""
"Important","1990","Saxony","college entrance qualification","","","",""
"Important","1990","Saxony","Other degree","","","",""
"Important","1990","Saxony","no degree/no degree yet","","","",""
"Important","1990","Saxony-Anhalt","lower secondary degree","","","",""
"Important","1990","Saxony-Anhalt","secondary school degree","","","",""
"Important","1990","Saxony-Anhalt","college entrance qualification","","","",""
"Important","1990","Saxony-Anhalt","Other degree","","","",""
"Important","1990","Saxony-Anhalt","no degree/no degree yet","","","",""
"Important","1990","Thuringia","lower secondary degree","","","",""
"Important","1990","Thuringia","secondary school degree","","","",""
"Important","1990","Thuringia","college entrance qualification","","","",""
"Important","1990","Thuringia","Other degree","","","",""
"Important","1990","Thuringia","no degree/no degree yet","","","",""
"Less important","1990","Schleswig-Holstein","lower secondary degree","6","","",""
"Less important","1990","Schleswig-Holstein","secondary school degree","1","","",""
"Less important","1990","Schleswig-Holstein","college entrance qualification","4","","",""
"Less important","1990","Schleswig-Holstein","Other degree","","","",""
"Less important","1990","Schleswig-Holstein","no degree/no degree yet","","","",""
"Less important","1990","Hamburg","lower secondary degree","6","","",""
"Less important","1990","Hamburg","secondary school degree","3","","",""
"Less important","1990","Hamburg","college entrance qualification","1","","",""
"Less important","1990","Hamburg","Other degree","","","",""
"Less important","1990","Hamburg","no degree/no degree yet","","","",""
"Less important","1990","Lower Saxony","lower secondary degree","11","","",""
"Less important","1990","Lower Saxony","secondary school degree","4","","",""
"Less important","1990","Lower Saxony","college entrance qualification","6","","",""
"Less important","1990","Lower Saxony","Other degree","","","",""
"Less important","1990","Lower Saxony","no degree/no degree yet","1","","",""
"Less important","1990","Bremen","lower secondary degree","2","","",""
"Less important","1990","Bremen","secondary school degree","1","","",""
"Less important","1990","Bremen","college entrance qualification","","","",""
"Less important","1990","Bremen","Other degree","","","",""
"Less important","1990","Bremen","no degree/no degree yet","","","",""
"Less important","1990","North Rhine-Westphalia","lower secondary degree","31","0.0326550814097363","0.021858437223852","0.0434517255956206"
"Less important","1990","North Rhine-Westphalia","secondary school degree","15","","",""
"Less important","1990","North Rhine-Westphalia","college entrance qualification","17","","",""
"Less important","1990","North Rhine-Westphalia","Other degree","","","",""
"Less important","1990","North Rhine-Westphalia","no degree/no degree yet","2","","",""
"Less important","1990","Hesse","lower secondary degree","16","","",""
"Less important","1990","Hesse","secondary school degree","10","","",""
"Less important","1990","Hesse","college entrance qualification","6","","",""
"Less important","1990","Hesse","Other degree","","","",""
"Less important","1990","Hesse","no degree/no degree yet","3","","",""
"Less important","1990","Rhineland-Palatinate,Saarland","lower secondary degree","16","","",""
"Less important","1990","Rhineland-Palatinate,Saarland","secondary school degree","2","","",""
"Less important","1990","Rhineland-Palatinate,Saarland","college entrance qualification","2","","",""
"Less important","1990","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Less important","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Less important","1990","Baden-Württemberg","lower secondary degree","22","","",""
"Less important","1990","Baden-Württemberg","secondary school degree","11","","",""
"Less important","1990","Baden-Württemberg","college entrance qualification","9","","",""
