"plh0109","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Very important","1990","(0) in school","West Germany","52","0.471841694720518","0.376357023784782","0.567326365656254"
"Very important","1990","(0) in school","East Germany","","","",""
"Very important","1990","(1a) inadequately completed","West Germany","33","0.518085938657446","0.392694214123891","0.643477663191"
"Very important","1990","(1a) inadequately completed","East Germany","","","",""
"Very important","1990","(1b) general elementary school","West Germany","760","0.53076506106529","0.503893896654857","0.557636225475723"
"Very important","1990","(1b) general elementary school","East Germany","","","",""
"Very important","1990","(1c) basic vocational qualification","West Germany","1953","0.669288185448341","0.651694768477363","0.686881602419319"
"Very important","1990","(1c) basic vocational qualification","East Germany","","","",""
"Very important","1990","(2b) intermediate general qualification","West Germany","181","0.585613601705183","0.529494519597037","0.641732683813329"
"Very important","1990","(2b) intermediate general qualification","East Germany","","","",""
"Very important","1990","(2a) intermediate vocational","West Germany","872","0.663378627630147","0.636883618777681","0.689873636482612"
"Very important","1990","(2a) intermediate vocational","East Germany","","","",""
"Very important","1990","(2c_gen) general maturity certificate","West Germany","152","0.599381748189588","0.538638891938025","0.660124604441152"
"Very important","1990","(2c_gen) general maturity certificate","East Germany","","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","West Germany","224","0.673947637575671","0.622263020500933","0.725632254650409"
"Very important","1990","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Very important","1990","(3a) lower tertiary education","West Germany","168","0.709946171691132","0.651043813916273","0.768848529465991"
"Very important","1990","(3a) lower tertiary education","East Germany","","","",""
"Very important","1990","(3b) higher tertiary education","West Germany","296","0.661755230368036","0.616828219190366","0.706682241545705"
"Very important","1990","(3b) higher tertiary education","East Germany","","","",""
"Important","1990","(0) in school","West Germany","41","0.4145264161944","0.320297716154926","0.508755116233873"
"Important","1990","(0) in school","East Germany","","","",""
"Important","1990","(1a) inadequately completed","West Germany","15","","",""
"Important","1990","(1a) inadequately completed","East Germany","","","",""
"Important","1990","(1b) general elementary school","West Germany","394","0.31063620261585","0.285719508410109","0.335552896821591"
"Important","1990","(1b) general elementary school","East Germany","","","",""
"Important","1990","(1c) basic vocational qualification","West Germany","634","0.246485329410515","0.230369221925596","0.262601436895435"
"Important","1990","(1c) basic vocational qualification","East Germany","","","",""
"Important","1990","(2b) intermediate general qualification","West Germany","85","0.293897975520727","0.242001930572206","0.345794020469248"
"Important","1990","(2b) intermediate general qualification","East Germany","","","",""
"Important","1990","(2a) intermediate vocational","West Germany","275","0.244514426566352","0.220416603027875","0.26861225010483"
"Important","1990","(2a) intermediate vocational","East Germany","","","",""
"Important","1990","(2c_gen) general maturity certificate","West Germany","78","0.306453319117044","0.249305705434841","0.363600932799247"
"Important","1990","(2c_gen) general maturity certificate","East Germany","","","",""
"Important","1990","(2c_voc) vocational maturity certificate","West Germany","65","0.21254654452985","0.167439536543078","0.257653552516621"
