"plh0109","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","higher vocational","East Germany","","","","","2"
"Important","1990","higher education","West Germany","151","0.248666560256901","0.215539395355089","0.281793725158714","2"
"Important","1990","inadequately","West Germany","18","","","","2"
"Important","1990","inadequately","East Germany","","","","","2"
"Important","1990","higher education","East Germany","","","","","2"
"Important","1990","in school","East Germany","","","","","2"
"Important","1990","general elemantary","West Germany","473","0.307361971048678","0.28473960964857","0.329984332448786","2"
"Important","1990","general elemantary","East Germany","","","","","2"
"Important","1990","higher vocational","West Germany","98","0.207474502271714","0.171752608139595","0.243196396403833","2"
"Important","1990","in school","West Germany","41","0.4145264161944","0.320297716154926","0.508755116233873","2"
"Important","1990","middle vocational","West Germany","927","0.255367252149812","0.24162853203602","0.269105972263604","2"
"Important","1990","middle vocational","East Germany","","","","","2"
"Important","1990","vocational + Abi","West Germany","40","0.207308380938924","0.151680364990419","0.26293639688743","2"
"Important","1990","vocational + Abi","East Germany","","","","","2"
"Less important","1990","in school","West Germany","8","","","","3"
"Less important","1990","in school","East Germany","","","","","3"
"Less important","1990","inadequately","West Germany","6","","","","3"
"Less important","1990","inadequately","East Germany","","","","","3"
"Less important","1990","general elemantary","West Germany","81","0.0545358031352167","0.0434025238459333","0.0656690824245002","3"
"Less important","1990","general elemantary","East Germany","","","","","3"
"Less important","1990","middle vocational","West Germany","134","0.0458985680634376","0.0393054712851429","0.0524916648417323","3"
"Less important","1990","middle vocational","East Germany","","","","","3"
"Less important","1990","vocational + Abi","West Germany","13","","","","3"
"Less important","1990","vocational + Abi","East Germany","","","","","3"
"Less important","1990","higher vocational","West Germany","20","","","","3"
"Less important","1990","higher vocational","East Germany","","","","","3"
"Less important","1990","higher education","West Germany","25","","","","3"
"Less important","1990","higher education","East Germany","","","","","3"
"Quite unimportant","1990","higher vocational","East Germany","","","","","4"
"Quite unimportant","1990","higher education","West Germany","14","","","","4"
"Quite unimportant","1990","inadequately","West Germany","12","","","","4"
"Quite unimportant","1990","inadequately","East Germany","","","","","4"
"Quite unimportant","1990","higher education","East Germany","","","","","4"
"Quite unimportant","1990","in school","East Germany","","","","","4"
"Quite unimportant","1990","general elemantary","West Germany","113","0.0954258753200679","0.0810208223369048","0.109830928303231","4"
"Quite unimportant","1990","general elemantary","East Germany","","","","","4"
"Quite unimportant","1990","higher vocational","West Germany","15","","","","4"
"Quite unimportant","1990","in school","West Germany","4","","","","4"
"Quite unimportant","1990","middle vocational","West Germany","99","0.0399728116799339","0.0338009423370571","0.0461446810228106","4"
"Quite unimportant","1990","middle vocational","East Germany","","","","","4"
"Quite unimportant","1990","vocational + Abi","West Germany","3","","","","4"
"Quite unimportant","1990","vocational + Abi","East Germany","","","","","4"
"Very important","1990","in school","West Germany","52","0.471841694720518","0.376357023784782","0.567326365656254","1"
"Very important","1990","in school","East Germany","","","","","1"
"Very important","1990","inadequately","West Germany","36","0.475776001437135","0.360419637584964","0.591132365289306","1"
"Very important","1990","inadequately","East Germany","","","","","1"
"Very important","1990","general elemantary","West Germany","931","0.542676350496037","0.518250933790221","0.567101767201853","1"
"Very important","1990","general elemantary","East Germany","","","","","1"
"Very important","1990","middle vocational","West Germany","2710","0.658761368106817","0.643823598184678","0.673699138028955","1"
"Very important","1990","middle vocational","East Germany","","","","","1"
"Very important","1990","vocational + Abi","West Germany","148","0.692674328151655","0.629360733238994","0.755987923064316","1"
"Very important","1990","vocational + Abi","East Germany","","","","","1"
"Very important","1990","higher vocational","West Germany","362","0.685820865943513","0.644928757120567","0.726712974766459","1"
"Very important","1990","higher vocational","East Germany","","","","","1"
