"plh0109","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Very important","1990","(0) in school","Male","25","","",""
"Very important","1990","(0) in school","Female","27","","",""
"Very important","1990","(1a) inadequately completed","Male","15","","",""
"Very important","1990","(1a) inadequately completed","Female","18","","",""
"Very important","1990","(1b) general elementary school","Male","199","0.549654835731705","0.496925437329906","0.602384234133504"
"Very important","1990","(1b) general elementary school","Female","561","0.52479146408973","0.493573338038307","0.556009590141154"
"Very important","1990","(1c) basic vocational qualification","Male","1093","0.676383316904835","0.653114502380865","0.699652131428806"
"Very important","1990","(1c) basic vocational qualification","Female","860","0.660031410724665","0.633162650595766","0.686900170853563"
"Very important","1990","(2b) intermediate general qualification","Male","47","0.511299684382483","0.40802689476966","0.614572473995305"
"Very important","1990","(2b) intermediate general qualification","Female","134","0.616760745820934","0.550369955819316","0.683151535822552"
"Very important","1990","(2a) intermediate vocational","Male","349","0.635776931000629","0.594216448199348","0.677337413801909"
"Very important","1990","(2a) intermediate vocational","Female","523","0.683413673177717","0.649126925381027","0.717700420974408"
"Very important","1990","(2c_gen) general maturity certificate","Male","86","0.541376791069119","0.463925732126847","0.618827850011391"
"Very important","1990","(2c_gen) general maturity certificate","Female","66","0.701230422726809","0.607187535075913","0.795273310377705"
"Very important","1990","(2c_voc) vocational maturity certificate","Male","113","0.648368039824577","0.576380105960675","0.720355973688479"
"Very important","1990","(2c_voc) vocational maturity certificate","Female","111","0.704394203251183","0.630628619531727","0.778159786970639"
"Very important","1990","(3a) lower tertiary education","Male","124","0.713893794052411","0.64514351117887","0.782644076925952"
"Very important","1990","(3a) lower tertiary education","Female","44","0.698504746356193","0.584275538055701","0.812733954656685"
"Very important","1990","(3b) higher tertiary education","Male","192","0.692742770631218","0.63781392125258","0.747671620009856"
"Very important","1990","(3b) higher tertiary education","Female","104","0.610306946544736","0.533532316806951","0.687081576282521"
"Important","1990","(0) in school","Male","24","","",""
"Important","1990","(0) in school","Female","17","","",""
"Important","1990","(1a) inadequately completed","Male","6","","",""
"Important","1990","(1a) inadequately completed","Female","9","","",""
"Important","1990","(1b) general elementary school","Male","106","0.332325181251925","0.282402355241107","0.382248007262744"
"Important","1990","(1b) general elementary school","Female","288","0.303777400990556","0.275028375943787","0.332526426037324"
"Important","1990","(1c) basic vocational qualification","Male","383","0.258046516744606","0.236284471808499","0.279808561680712"
"Important","1990","(1c) basic vocational qualification","Female","251","0.231401844721596","0.20748086268601","0.255322826757182"
"Important","1990","(2b) intermediate general qualification","Male","31","0.356898593681721","0.257920522964432","0.45587666439901"
"Important","1990","(2b) intermediate general qualification","Female","54","0.267492567167392","0.207045343557683","0.327939790777102"
"Important","1990","(2a) intermediate vocational","Male","137","0.285022626905613","0.246034686401175","0.324010567410051"
"Important","1990","(2a) intermediate vocational","Female","138","0.215111029748374","0.184822803772991","0.245399255723756"
"Important","1990","(2c_gen) general maturity certificate","Male","58","0.350366339147516","0.276210564417983","0.424522113877049"
"Important","1990","(2c_gen) general maturity certificate","Female","20","","",""
"Important","1990","(2c_voc) vocational maturity certificate","Male","42","0.246813542039459","0.181809482036383","0.311817602042534"
"Important","1990","(2c_voc) vocational maturity certificate","Female","23","","",""
"Important","1990","(3a) lower tertiary education","Male","34","0.219254699288618","0.15631521332548","0.282194185251755"
"Important","1990","(3a) lower tertiary education","Female","16","","",""
"Important","1990","(3b) higher tertiary education","Male","65","0.24307692258875","0.192007472256802","0.294146372920699"
"Important","1990","(3b) higher tertiary education","Female","36","0.28580809240994","0.214682325028808","0.356933859791071"
"Less important","1990","(0) in school","Male","5","","",""
"Less important","1990","(0) in school","Female","3","","",""
"Less important","1990","(1a) inadequately completed","Male","6","","",""
"Less important","1990","(1a) inadequately completed","Female","1","","",""
"Less important","1990","(1b) general elementary school","Male","19","","",""
"Less important","1990","(1b) general elementary school","Female","46","0.0531587327815108","0.0391339148869745","0.0671835506760471"
"Less important","1990","(1c) basic vocational qualification","Male","51","0.041822587713928","0.0318664526890783","0.0517787227387776"
"Less important","1990","(1c) basic vocational qualification","Female","38","0.0473844289212448","0.0353334426671995","0.0594354151752901"
"Less important","1990","(2b) intermediate general qualification","Male","10","","",""
"Less important","1990","(2b) intermediate general qualification","Female","7","","",""
"Less important","1990","(2a) intermediate vocational","Male","20","","",""
"Less important","1990","(2a) intermediate vocational","Female","18","","",""
"Less important","1990","(2c_gen) general maturity certificate","Male","13","","",""
"Less important","1990","(2c_gen) general maturity certificate","Female","3","","",""
"Less important","1990","(2c_voc) vocational maturity certificate","Male","13","","",""
"Less important","1990","(2c_voc) vocational maturity certificate","Female","9","","",""
"Less important","1990","(3a) lower tertiary education","Male","5","","",""
"Less important","1990","(3a) lower tertiary education","Female","2","","",""
"Less important","1990","(3b) higher tertiary education","Male","10","","",""
"Less important","1990","(3b) higher tertiary education","Female","8","","",""
"Quite unimportant","1990","(0) in school","Male","2","","",""
"Quite unimportant","1990","(0) in school","Female","2","","",""
"Quite unimportant","1990","(1a) inadequately completed","Male","3","","",""
"Quite unimportant","1990","(1a) inadequately completed","Female","3","","",""
"Quite unimportant","1990","(1b) general elementary school","Male","18","","",""
"Quite unimportant","1990","(1b) general elementary school","Female","88","0.118272402138203","0.0980850081970537","0.138459796079353"
"Quite unimportant","1990","(1c) basic vocational qualification","Male","26","","",""
"Quite unimportant","1990","(1c) basic vocational qualification","Female","45","0.0611823156324945","0.0475882452671301","0.0747763859978589"
"Quite unimportant","1990","(2b) intermediate general qualification","Male","2","","",""
"Quite unimportant","1990","(2b) intermediate general qualification","Female","11","","",""
"Quite unimportant","1990","(2a) intermediate vocational","Male","9","","",""
"Quite unimportant","1990","(2a) intermediate vocational","Female","28","","",""
"Quite unimportant","1990","(2c_gen) general maturity certificate","Male","2","","",""
"Quite unimportant","1990","(2c_gen) general maturity certificate","Female","2","","",""
"Quite unimportant","1990","(2c_voc) vocational maturity certificate","Male","1","","",""
"Quite unimportant","1990","(2c_voc) vocational maturity certificate","Female","4","","",""
"Quite unimportant","1990","(3a) lower tertiary education","Male","3","","",""
"Quite unimportant","1990","(3a) lower tertiary education","Female","","","",""
"Quite unimportant","1990","(3b) higher tertiary education","Male","4","","",""
"Quite unimportant","1990","(3b) higher tertiary education","Female","7","","",""
"Very important","1991","(0) in school","Male","","","",""
"Very important","1991","(0) in school","Female","","","",""
"Very important","1991","(1a) inadequately completed","Male","","","",""
"Very important","1991","(1a) inadequately completed","Female","","","",""
"Very important","1991","(1b) general elementary school","Male","","","",""
"Very important","1991","(1b) general elementary school","Female","","","",""
"Very important","1991","(1c) basic vocational qualification","Male","","","",""
"Very important","1991","(1c) basic vocational qualification","Female","","","",""
"Very important","1991","(2b) intermediate general qualification","Male","","","",""
"Very important","1991","(2b) intermediate general qualification","Female","","","",""
"Very important","1991","(2a) intermediate vocational","Male","","","",""
"Very important","1991","(2a) intermediate vocational","Female","","","",""
"Very important","1991","(2c_gen) general maturity certificate","Male","","","",""
"Very important","1991","(2c_gen) general maturity certificate","Female","","","",""
"Very important","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Very important","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Very important","1991","(3a) lower tertiary education","Male","","","",""
"Very important","1991","(3a) lower tertiary education","Female","","","",""
"Very important","1991","(3b) higher tertiary education","Male","","","",""
"Very important","1991","(3b) higher tertiary education","Female","","","",""
"Important","1991","(0) in school","Male","","","",""
"Important","1991","(0) in school","Female","","","",""
"Important","1991","(1a) inadequately completed","Male","","","",""
"Important","1991","(1a) inadequately completed","Female","","","",""
"Important","1991","(1b) general elementary school","Male","","","",""
"Important","1991","(1b) general elementary school","Female","","","",""
"Important","1991","(1c) basic vocational qualification","Male","","","",""
"Important","1991","(1c) basic vocational qualification","Female","","","",""
"Important","1991","(2b) intermediate general qualification","Male","","","",""
"Important","1991","(2b) intermediate general qualification","Female","","","",""
"Important","1991","(2a) intermediate vocational","Male","","","",""
"Important","1991","(2a) intermediate vocational","Female","","","",""
"Important","1991","(2c_gen) general maturity certificate","Male","","","",""
"Important","1991","(2c_gen) general maturity certificate","Female","","","",""
"Important","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Important","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Important","1991","(3a) lower tertiary education","Male","","","",""
"Important","1991","(3a) lower tertiary education","Female","","","",""
"Important","1991","(3b) higher tertiary education","Male","","","",""
"Important","1991","(3b) higher tertiary education","Female","","","",""
