"plh0109","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","higher vocational","Female","43","0.213633595929561","0.159717448203976","0.267549743655145","2"
"Important","1990","higher education","Male","99","0.233796617437759","0.194114163870047","0.273479071005472","2"
"Important","1990","inadequately","Male","10","","","","2"
"Important","1990","inadequately","Female","8","","","","2"
"Important","1990","higher education","Female","52","0.278283298930709","0.218655994960584","0.337910602900834","2"
"Important","1990","in school","Female","17","","","","2"
"Important","1990","general elemantary","Male","132","0.333308268690375","0.288117937062426","0.378498600318325","2"
"Important","1990","general elemantary","Female","341","0.298966650343658","0.272845770612922","0.325087530074394","2"
"Important","1990","higher vocational","Male","55","0.202355257246722","0.154698030432342","0.250012484061102","2"
"Important","1990","in school","Male","24","","","","2"
"Important","1990","middle vocational","Male","549","0.280554086918701","0.261029583747383","0.300078590090018","2"
"Important","1990","middle vocational","Female","378","0.227141372889163","0.207976325151204","0.246306420627123","2"
"Important","1990","vocational + Abi","Male","25","","","","2"
"Important","1990","vocational + Abi","Female","15","","","","2"
"Less important","1990","in school","Male","5","","","","3"
"Less important","1990","in school","Female","3","","","","3"
"Less important","1990","inadequately","Male","4","","","","3"
"Less important","1990","inadequately","Female","2","","","","3"
"Less important","1990","general elemantary","Male","29","","","","3"
"Less important","1990","general elemantary","Female","52","0.0482818527568489","0.0360510988966318","0.060512606617066","3"
"Less important","1990","middle vocational","Male","80","0.0487619388639009","0.0394023298055756","0.0581215479222261","3"
"Less important","1990","middle vocational","Female","54","0.0426897028275336","0.0334427278256194","0.0519366778294479","3"
"Less important","1990","vocational + Abi","Male","7","","","","3"
"Less important","1990","vocational + Abi","Female","6","","","","3"
"Less important","1990","higher vocational","Male","12","","","","3"
"Less important","1990","higher vocational","Female","8","","","","3"
"Less important","1990","higher education","Male","15","","","","3"
"Less important","1990","higher education","Female","10","","","","3"
"Quite unimportant","1990","higher vocational","Female","10","","","","4"
"Quite unimportant","1990","higher education","Male","7","","","","4"
"Quite unimportant","1990","inadequately","Male","7","","","","4"
"Quite unimportant","1990","inadequately","Female","5","","","","4"
"Quite unimportant","1990","higher education","Female","7","","","","4"
"Quite unimportant","1990","in school","Female","2","","","","4"
"Quite unimportant","1990","general elemantary","Male","16","","","","4"
"Quite unimportant","1990","general elemantary","Female","97","0.112963381115409","0.0949021768982223","0.131024585332596","4"
"Quite unimportant","1990","higher vocational","Male","5","","","","4"
"Quite unimportant","1990","in school","Male","2","","","","4"
"Quite unimportant","1990","middle vocational","Male","33","0.0239138476243393","0.0172742551911467","0.0305534400575319","4"
"Quite unimportant","1990","middle vocational","Female","66","0.0579694509815187","0.0472802845391716","0.0686586174238658","4"
"Quite unimportant","1990","vocational + Abi","Male","","","","","4"
"Quite unimportant","1990","vocational + Abi","Female","3","","","","4"
"Very important","1990","in school","Male","25","","","","1"
"Very important","1990","in school","Female","27","","","","1"
"Very important","1990","inadequately","Male","16","","","","1"
"Very important","1990","inadequately","Female","20","","","","1"
"Very important","1990","general elemantary","Male","241","0.551602632186576","0.503926101818226","0.599279162554927","1"
"Very important","1990","general elemantary","Female","690","0.539788115784084","0.511350206701049","0.568226024867119","1"
"Very important","1990","middle vocational","Male","1372","0.646770126593059","0.625998222645448","0.66754203054067","1"
"Very important","1990","middle vocational","Female","1338","0.672199473301784","0.650727811400014","0.693671135203555","1"
"Very important","1990","vocational + Abi","Male","75","0.677474352444276","0.588904736933883","0.766043967954669","1"
"Very important","1990","vocational + Abi","Female","73","0.709752761888285","0.619429457507945","0.800076066268625","1"
"Very important","1990","higher vocational","Male","201","0.710156510087331","0.65633875488025","0.763974265294412","1"
"Very important","1990","higher vocational","Female","161","0.656542034636539","0.594076614035894","0.719007455237185","1"
"Very important","1990","higher education","Male","316","0.700982469719394","0.658057571288899","0.74390736814989","1"
"Very important","1990","higher education","Female","148","0.633918312978256","0.569823353808521","0.69801327214799","1"
"Important","1991","higher education","Female","","","","","2"
"Important","1991","in school","Female","","","","","2"
"Important","1991","higher vocational","Female","","","","","2"
"Important","1991","inadequately","Male","","","","","2"
"Important","1991","general elemantary","Male","","","","","2"
"Important","1991","inadequately","Female","","","","","2"
"Important","1991","higher education","Male","","","","","2"
"Important","1991","in school","Male","","","","","2"
"Important","1991","higher vocational","Male","","","","","2"
"Important","1991","general elemantary","Female","","","","","2"
"Important","1991","middle vocational","Male","","","","","2"
"Important","1991","middle vocational","Female","","","","","2"
"Important","1991","vocational + Abi","Male","","","","","2"
"Important","1991","vocational + Abi","Female","","","","","2"
"Less important","1991","in school","Male","","","","","3"
