"plh0109","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Not Employed","West Germany","682","0.275850662411562","0.2585576421841","0.293143682639024","2"
"Important","1990","Employed","West Germany","1086","0.257392400999355","0.244634206094755","0.270150595903954","2"
"Important","1990","Not Employed","East Germany","","","","","2"
"Important","1990","Employed","East Germany","","","","","2"
"Less important","1990","Employed","East Germany","","","","","3"
"Less important","1990","Not Employed","West Germany","129","0.0608542319524893","0.0516044464738995","0.0701040174310791","3"
"Less important","1990","Not Employed","East Germany","","","","","3"
"Less important","1990","Employed","West Germany","165","0.0444896697929802","0.0384729614194774","0.0505063781664829","3"
"Quite unimportant","1990","Not Employed","West Germany","200","0.106061472457271","0.0941476144795175","0.117975330435024","4"
"Quite unimportant","1990","Not Employed","East Germany","","","","","4"
"Quite unimportant","1990","Employed","West Germany","61","0.0175619234374947","0.0137288220184157","0.0213950248565736","4"
"Quite unimportant","1990","Employed","East Germany","","","","","4"
"Very important","1990","Not Employed","West Germany","1555","0.557233633178677","0.53801485661943","0.576452409737925","1"
"Very important","1990","Not Employed","East Germany","","","","","1"
"Very important","1990","Employed","West Germany","3199","0.680556005770171","0.66694967649713","0.694162335043211","1"
"Very important","1990","Employed","East Germany","","","","","1"
"Important","1991","Not Employed","West Germany","","","","","2"
"Important","1991","Not Employed","East Germany","","","","","2"
"Important","1991","Employed","West Germany","","","","","2"
"Important","1991","Employed","East Germany","","","","","2"
"Less important","1991","Not Employed","West Germany","","","","","3"
"Less important","1991","Employed","East Germany","","","","","3"
"Less important","1991","Not Employed","East Germany","","","","","3"
"Less important","1991","Employed","West Germany","","","","","3"
"Quite unimportant","1991","Not Employed","West Germany","","","","","4"
"Quite unimportant","1991","Not Employed","East Germany","","","","","4"
"Quite unimportant","1991","Employed","East Germany","","","","","4"
"Quite unimportant","1991","Employed","West Germany","","","","","4"
"Very important","1991","Not Employed","East Germany","","","","","1"
"Very important","1991","Not Employed","West Germany","","","","","1"
"Very important","1991","Employed","West Germany","","","","","1"
"Very important","1991","Employed","East Germany","","","","","1"
"Important","1992","Not Employed","West Germany","618","0.261570256868727","0.244269759143506","0.278870754593949","2"
"Important","1992","Not Employed","East Germany","201","0.200740600531797","0.175963942865368","0.225517258198225","2"
"Important","1992","Employed","West Germany","1005","0.240102359379288","0.2276416411503","0.252563077608276","2"
"Important","1992","Employed","East Germany","542","0.202028961707115","0.187507962613088","0.216549960801142","2"
"Less important","1992","Employed","East Germany","91","0.0378489188508271","0.0309474029473672","0.044750434754287","3"
"Less important","1992","Not Employed","West Germany","98","0.045511187512384","0.037306645699721","0.0537157293250471","3"
"Less important","1992","Not Employed","East Germany","55","0.0590630861976071","0.0444810035277569","0.0736451688674574","3"
"Less important","1992","Employed","West Germany","138","0.038662905884381","0.0330388139673414","0.0442869978014207","3"
"Quite unimportant","1992","Not Employed","West Germany","188","0.110095775570246","0.097774184553066","0.122417366587426","4"
"Quite unimportant","1992","Not Employed","East Germany","125","0.182056513669213","0.158186866765143","0.205926160573282","4"
"Quite unimportant","1992","Employed","West Germany","66","0.0183076691279067","0.0143968156949327","0.0222185225608807","4"
"Quite unimportant","1992","Employed","East Germany","34","0.0142234108217741","0.00994101067889652","0.0185058109646516","4"
"Very important","1992","Not Employed","East Germany","623","0.558139799601384","0.527421641361522","0.588857957841245","1"
"Very important","1992","Not Employed","West Germany","1575","0.582822780048643","0.563412205994288","0.602233354102999","1"
"Very important","1992","Employed","West Germany","3305","0.702927065608424","0.689596333851397","0.716257797365452","1"
"Very important","1992","Employed","East Germany","2270","0.745898708620284","0.730153824034543","0.761643593206025","1"
"Important","1993","Not Employed","West Germany","","","","","2"
"Important","1993","Not Employed","East Germany","","","","","2"
"Important","1993","Employed","West Germany","","","","","2"
"Important","1993","Employed","East Germany","","","","","2"
"Less important","1993","Employed","East Germany","","","","","3"
"Less important","1993","Not Employed","West Germany","","","","","3"
"Less important","1993","Not Employed","East Germany","","","","","3"
"Less important","1993","Employed","West Germany","","","","","3"
"Quite unimportant","1993","Not Employed","East Germany","","","","","4"
"Quite unimportant","1993","Not Employed","West Germany","","","","","4"
"Quite unimportant","1993","Employed","West Germany","","","","","4"
"Quite unimportant","1993","Employed","East Germany","","","","","4"
"Very important","1993","Employed","East Germany","","","","","1"
"Very important","1993","Not Employed","East Germany","","","","","1"
"Very important","1993","Not Employed","West Germany","","","","","1"
"Very important","1993","Employed","West Germany","","","","","1"
"Important","1994","Not Employed","East Germany","","","","","2"
"Important","1994","Not Employed","West Germany","","","","","2"
"Important","1994","Employed","West Germany","","","","","2"
"Important","1994","Employed","East Germany","","","","","2"
"Less important","1994","Not Employed","West Germany","","","","","3"
"Less important","1994","Not Employed","East Germany","","","","","3"
"Less important","1994","Employed","West Germany","","","","","3"
"Less important","1994","Employed","East Germany","","","","","3"
"Quite unimportant","1994","Not Employed","East Germany","","","","","4"
"Quite unimportant","1994","Not Employed","West Germany","","","","","4"
"Quite unimportant","1994","Employed","West Germany","","","","","4"
