"plh0109","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","16-34 y.","higher vocational","16","","","","2"
"Important","1990","16-34 y.","middle vocational","299","0.232852268344646","0.210853938241352","0.254850598447941","2"
"Important","1990","16-34 y.","higher education","34","0.198302673101406","0.140375558156205","0.256229788046607","2"
"Important","1990","16-34 y.","general elemantary","135","0.286488860438793","0.24677997763255","0.326197743245036","2"
"Important","1990","16-34 y.","vocational + Abi","25","","","","2"
"Important","1990","16-34 y.","inadequately","13","","","","2"
"Important","1990","16-34 y.","in school","41","0.4145264161944","0.320297716154926","0.508755116233873","2"
"Important","1990","35-65 y.","in school","","","","","2"
"Important","1990","35-65 y.","inadequately","4","","","","2"
"Important","1990","35-65 y.","general elemantary","234","0.333477934096503","0.299371141668098","0.367584726524908","2"
"Important","1990","35-65 y.","middle vocational","493","0.260027957300774","0.240643056225026","0.279412858376523","2"
"Important","1990","35-65 y.","vocational + Abi","10","","","","2"
"Important","1990","35-65 y.","higher vocational","65","0.243779701318362","0.192565648556049","0.294993754080676","2"
"Important","1990","35-65 y.","higher education","108","0.275642170091589","0.232495340181009","0.318789000002169","2"
"Important","1990","66 and older","in school","","","","","2"
"Important","1990","66 and older","inadequately","1","","","","2"
"Important","1990","66 and older","general elemantary","104","0.284792303976086","0.238555504722342","0.33102910322983","2"
"Important","1990","66 and older","middle vocational","135","0.283833222931327","0.243708142018969","0.323958303843684","2"
"Important","1990","66 and older","vocational + Abi","5","","","","2"
"Important","1990","66 and older","higher vocational","17","","","","2"
"Important","1990","66 and older","higher education","9","","","","2"
"Less important","1990","35-65 y.","vocational + Abi","3","","","","3"
"Less important","1990","35-65 y.","higher vocational","7","","","","3"
"Less important","1990","16-34 y.","general elemantary","33","0.059590082604934","0.0387989085767473","0.0803812566331207","3"
"Less important","1990","16-34 y.","middle vocational","52","0.0441205295946491","0.033431656985703","0.0548094022035952","3"
"Less important","1990","35-65 y.","higher education","14","","","","3"
"Less important","1990","16-34 y.","inadequately","6","","","","3"
"Less important","1990","16-34 y.","vocational + Abi","8","","","","3"
"Less important","1990","16-34 y.","higher vocational","6","","","","3"
"Less important","1990","35-65 y.","middle vocational","47","0.0311737701395153","0.0234937294738018","0.0388538108052288","3"
"Less important","1990","16-34 y.","in school","8","","","","3"
"Less important","1990","16-34 y.","higher education","8","","","","3"
"Less important","1990","35-65 y.","in school","","","","","3"
"Less important","1990","35-65 y.","inadequately","","","","","3"
"Less important","1990","35-65 y.","general elemantary","22","","","","3"
"Less important","1990","66 and older","in school","","","","","3"
"Less important","1990","66 and older","inadequately","","","","","3"
"Less important","1990","66 and older","general elemantary","26","","","","3"
"Less important","1990","66 and older","middle vocational","35","0.0938144283970298","0.0678654292588299","0.11976342753523","3"
"Less important","1990","66 and older","vocational + Abi","2","","","","3"
"Less important","1990","66 and older","higher vocational","7","","","","3"
"Less important","1990","66 and older","higher education","3","","","","3"
"Quite unimportant","1990","66 and older","higher vocational","8","","","","4"
"Quite unimportant","1990","66 and older","higher education","8","","","","4"
"Quite unimportant","1990","35-65 y.","vocational + Abi","1","","","","4"
"Quite unimportant","1990","16-34 y.","general elemantary","13","","","","4"
"Quite unimportant","1990","16-34 y.","inadequately","5","","","","4"
"Quite unimportant","1990","16-34 y.","middle vocational","15","","","","4"
"Quite unimportant","1990","35-65 y.","middle vocational","27","","","","4"
"Quite unimportant","1990","35-65 y.","higher vocational","6","","","","4"
"Quite unimportant","1990","16-34 y.","in school","4","","","","4"
"Quite unimportant","1990","16-34 y.","vocational + Abi","1","","","","4"
"Quite unimportant","1990","16-34 y.","higher vocational","1","","","","4"
"Quite unimportant","1990","16-34 y.","higher education","3","","","","4"
"Quite unimportant","1990","35-65 y.","in school","","","","","4"
"Quite unimportant","1990","35-65 y.","inadequately","4","","","","4"
"Quite unimportant","1990","35-65 y.","general elemantary","24","","","","4"
"Quite unimportant","1990","35-65 y.","higher education","3","","","","4"
"Quite unimportant","1990","66 and older","in school","","","","","4"
"Quite unimportant","1990","66 and older","inadequately","3","","","","4"
"Quite unimportant","1990","66 and older","general elemantary","76","0.241668028596368","0.197810229769203","0.285525827423533","4"
"Quite unimportant","1990","66 and older","middle vocational","57","0.153829410762203","0.121720477823123","0.185938343701284","4"
"Quite unimportant","1990","66 and older","vocational + Abi","1","","","","4"
"Very important","1990","16-34 y.","in school","52","0.471841694720518","0.376357023784782","0.567326365656254","1"
"Very important","1990","16-34 y.","inadequately","26","","","","1"
"Very important","1990","16-34 y.","general elemantary","317","0.631339747902101","0.588967827890768","0.673711667913434","1"
"Very important","1990","16-34 y.","middle vocational","1052","0.710573994326514","0.686970113914156","0.734177874738873","1"
"Very important","1990","16-34 y.","vocational + Abi","96","0.708871870365412","0.630780620932869","0.786963119797955","1"
"Very important","1990","16-34 y.","higher vocational","135","0.834699613040114","0.776780541851098","0.892618684229131","1"
"Very important","1990","16-34 y.","higher education","137","0.742001854981169","0.678436103702564","0.805567606259773","1"
"Very important","1990","35-65 y.","in school","","","","","1"
"Very important","1990","35-65 y.","inadequately","8","","","","1"
"Very important","1990","35-65 y.","general elemantary","454","0.584133169940171","0.548477127646944","0.619789212233398","1"
"Very important","1990","35-65 y.","middle vocational","1400","0.689258533319174","0.668806495248956","0.709710571389392","1"
"Very important","1990","35-65 y.","vocational + Abi","38","0.709102823278279","0.585658597674805","0.832547048881753","1"
"Very important","1990","35-65 y.","higher vocational","192","0.681283288032971","0.625701502386277","0.736865073679666","1"
"Very important","1990","35-65 y.","higher education","287","0.670256271230882","0.624861252628302","0.715651289833461","1"
"Very important","1990","66 and older","in school","","","","","1"
"Very important","1990","66 and older","inadequately","2","","","","1"
"Very important","1990","66 and older","general elemantary","160","0.396310008338415","0.346199125242244","0.446420891434587","1"
"Very important","1990","66 and older","middle vocational","258","0.46852293790944","0.424112514528021","0.512933361290859","1"
"Very important","1990","66 and older","vocational + Abi","14","","","","1"
"Very important","1990","66 and older","higher vocational","35","0.46512568146848","0.345693401684036","0.584557961252923","1"
"Very important","1990","66 and older","higher education","40","0.57552374576298","0.450460185030124","0.700587306495836","1"
"Important","1991","16-34 y.","inadequately","","","","","2"
"Important","1991","16-34 y.","general elemantary","","","","","2"
"Important","1991","16-34 y.","vocational + Abi","","","","","2"
"Important","1991","16-34 y.","middle vocational","","","","","2"
"Important","1991","16-34 y.","higher vocational","","","","","2"
"Important","1991","16-34 y.","higher education","","","","","2"
"Important","1991","16-34 y.","in school","","","","","2"
"Important","1991","35-65 y.","in school","","","","","2"
"Important","1991","35-65 y.","inadequately","","","","","2"
"Important","1991","35-65 y.","general elemantary","","","","","2"
"Important","1991","35-65 y.","middle vocational","","","","","2"
"Important","1991","35-65 y.","vocational + Abi","","","","","2"
"Important","1991","35-65 y.","higher vocational","","","","","2"
"Important","1991","35-65 y.","higher education","","","","","2"
"Important","1991","66 and older","in school","","","","","2"
"Important","1991","66 and older","inadequately","","","","","2"
"Important","1991","66 and older","general elemantary","","","","","2"
"Important","1991","66 and older","middle vocational","","","","","2"
"Important","1991","66 and older","vocational + Abi","","","","","2"
"Important","1991","66 and older","higher vocational","","","","","2"
"Important","1991","66 and older","higher education","","","","","2"
"Less important","1991","16-34 y.","inadequately","","","","","3"
"Less important","1991","16-34 y.","vocational + Abi","","","","","3"
"Less important","1991","35-65 y.","higher education","","","","","3"
"Less important","1991","16-34 y.","general elemantary","","","","","3"
"Less important","1991","35-65 y.","vocational + Abi","","","","","3"
"Less important","1991","16-34 y.","middle vocational","","","","","3"
"Less important","1991","35-65 y.","higher vocational","","","","","3"
"Less important","1991","16-34 y.","in school","","","","","3"
"Less important","1991","16-34 y.","higher vocational","","","","","3"
"Less important","1991","35-65 y.","middle vocational","","","","","3"
"Less important","1991","16-34 y.","higher education","","","","","3"
"Less important","1991","35-65 y.","in school","","","","","3"
"Less important","1991","35-65 y.","inadequately","","","","","3"
"Less important","1991","35-65 y.","general elemantary","","","","","3"
"Less important","1991","66 and older","general elemantary","","","","","3"
"Less important","1991","66 and older","higher vocational","","","","","3"
"Less important","1991","66 and older","in school","","","","","3"
"Less important","1991","66 and older","inadequately","","","","","3"
"Less important","1991","66 and older","middle vocational","","","","","3"
"Less important","1991","66 and older","vocational + Abi","","","","","3"
"Less important","1991","66 and older","higher education","","","","","3"
"Quite unimportant","1991","16-34 y.","inadequately","","","","","4"
"Quite unimportant","1991","16-34 y.","general elemantary","","","","","4"
"Quite unimportant","1991","16-34 y.","in school","","","","","4"
"Quite unimportant","1991","16-34 y.","middle vocational","","","","","4"
"Quite unimportant","1991","66 and older","higher education","","","","","4"
"Quite unimportant","1991","35-65 y.","vocational + Abi","","","","","4"
"Quite unimportant","1991","35-65 y.","middle vocational","","","","","4"
"Quite unimportant","1991","35-65 y.","higher vocational","","","","","4"
"Quite unimportant","1991","66 and older","higher vocational","","","","","4"
"Quite unimportant","1991","16-34 y.","vocational + Abi","","","","","4"
"Quite unimportant","1991","16-34 y.","higher vocational","","","","","4"
"Quite unimportant","1991","16-34 y.","higher education","","","","","4"
"Quite unimportant","1991","35-65 y.","in school","","","","","4"
"Quite unimportant","1991","35-65 y.","inadequately","","","","","4"
"Quite unimportant","1991","35-65 y.","general elemantary","","","","","4"
"Quite unimportant","1991","35-65 y.","higher education","","","","","4"
"Quite unimportant","1991","66 and older","in school","","","","","4"
"Quite unimportant","1991","66 and older","inadequately","","","","","4"
"Quite unimportant","1991","66 and older","general elemantary","","","","","4"
"Quite unimportant","1991","66 and older","middle vocational","","","","","4"
"Quite unimportant","1991","66 and older","vocational + Abi","","","","","4"
"Very important","1991","16-34 y.","in school","","","","","1"
"Very important","1991","16-34 y.","inadequately","","","","","1"
"Very important","1991","16-34 y.","general elemantary","","","","","1"
"Very important","1991","16-34 y.","middle vocational","","","","","1"
"Very important","1991","16-34 y.","vocational + Abi","","","","","1"
"Very important","1991","16-34 y.","higher vocational","","","","","1"
"Very important","1991","16-34 y.","higher education","","","","","1"
"Very important","1991","35-65 y.","in school","","","","","1"
"Very important","1991","35-65 y.","inadequately","","","","","1"
"Very important","1991","35-65 y.","general elemantary","","","","","1"
"Very important","1991","35-65 y.","middle vocational","","","","","1"
"Very important","1991","35-65 y.","vocational + Abi","","","","","1"
"Very important","1991","35-65 y.","higher vocational","","","","","1"
"Very important","1991","35-65 y.","higher education","","","","","1"
"Very important","1991","66 and older","in school","","","","","1"
"Very important","1991","66 and older","inadequately","","","","","1"
"Very important","1991","66 and older","general elemantary","","","","","1"
"Very important","1991","66 and older","middle vocational","","","","","1"
"Very important","1991","66 and older","vocational + Abi","","","","","1"
"Very important","1991","66 and older","higher vocational","","","","","1"
"Very important","1991","66 and older","higher education","","","","","1"
"Important","1992","16-34 y.","inadequately","20","","","","2"
"Important","1992","16-34 y.","vocational + Abi","36","0.21944606024822","0.159645599006687","0.279246521489753","2"
"Important","1992","16-34 y.","higher vocational","23","","","","2"
"Important","1992","16-34 y.","general elemantary","176","0.287462163704482","0.25237146850353","0.322552858905435","2"
"Important","1992","16-34 y.","middle vocational","419","0.210346493217955","0.193304555068026","0.227388431367884","2"
"Important","1992","16-34 y.","higher education","63","0.157051845420297","0.122540959542556","0.191562731298037","2"
"Important","1992","16-34 y.","in school","50","0.41118307606651","0.328180998234705","0.494185153898314","2"
"Important","1992","35-65 y.","in school","","","","","2"
"Important","1992","35-65 y.","inadequately","8","","","","2"
"Important","1992","35-65 y.","general elemantary","227","0.277988084174038","0.247509533067212","0.308466635280865","2"
"Important","1992","35-65 y.","middle vocational","638","0.22544845703468","0.210792610987316","0.240104303082044","2"
"Important","1992","35-65 y.","vocational + Abi","11","","","","2"
"Important","1992","35-65 y.","higher vocational","91","0.230852144954931","0.192005747679677","0.269698542230186","2"
"Important","1992","35-65 y.","higher education","222","0.242418413826676","0.216824438492431","0.268012389160921","2"
"Important","1992","66 and older","in school","","","","","2"
"Important","1992","66 and older","inadequately","","","","","2"
"Important","1992","66 and older","general elemantary","122","0.2783788418186","0.237553452351155","0.319204231286045","2"
"Important","1992","66 and older","middle vocational","198","0.29461889012055","0.260848095617864","0.328389684623237","2"
"Important","1992","66 and older","vocational + Abi","7","","","","2"
"Important","1992","66 and older","higher vocational","17","","","","2"
"Important","1992","66 and older","higher education","10","","","","2"
"Less important","1992","16-34 y.","inadequately","7","","","","3"
"Less important","1992","16-34 y.","vocational + Abi","9","","","","3"
"Less important","1992","16-34 y.","general elemantary","46","0.0634186363420863","0.0445222453048111","0.0823150273793616","3"
"Less important","1992","16-34 y.","middle vocational","82","0.0411866201701459","0.0328770572096094","0.0494961831306824","3"
"Less important","1992","16-34 y.","in school","10","","","","3"
"Less important","1992","35-65 y.","middle vocational","59","0.0242510185585033","0.0188559602326372","0.0296460768843694","3"
"Less important","1992","35-65 y.","vocational + Abi","2","","","","3"
