"plh0109","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","no migration background","higher vocational","89","0.204985506277051","0.167851717294053","0.242119295260048","2"
"Important","1990","no migration background","middle vocational","872","0.256333875917447","0.242126742680956","0.270541009153938","2"
"Important","1990","no migration background","higher education","145","0.259211060452","0.224206562395947","0.294215558508054","2"
"Important","1990","no migration background","general elemantary","445","0.313017931685213","0.289368802552681","0.336667060817745","2"
"Important","1990","no migration background","vocational + Abi","37","0.208253744901239","0.150667226004918","0.26584026379756","2"
"Important","1990","no migration background","inadequately","18","","","","2"
"Important","1990","no migration background","in school","38","0.409943463678594","0.312068633890003","0.507818293467186","2"
"Important","1990","direct migration background","in school","1","","","","2"
"Important","1990","direct migration background","inadequately","","","","","2"
"Important","1990","direct migration background","general elemantary","26","","","","2"
"Important","1990","direct migration background","middle vocational","47","0.228379104505239","0.172396720590661","0.284361488419817","2"
"Important","1990","direct migration background","vocational + Abi","2","","","","2"
"Important","1990","direct migration background","higher vocational","9","","","","2"
"Important","1990","direct migration background","higher education","5","","","","2"
"Important","1990","indirect migration background","in school","2","","","","2"
"Important","1990","indirect migration background","inadequately","","","","","2"
"Important","1990","indirect migration background","general elemantary","2","","","","2"
"Important","1990","indirect migration background","middle vocational","8","","","","2"
"Important","1990","indirect migration background","vocational + Abi","1","","","","2"
"Important","1990","indirect migration background","higher vocational","","","","","2"
"Important","1990","indirect migration background","higher education","1","","","","2"
"Less important","1990","direct migration background","vocational + Abi","","","","","3"
"Less important","1990","direct migration background","higher vocational","3","","","","3"
"Less important","1990","no migration background","general elemantary","74","0.0530437411533163","0.04161390838198","0.0644735739246527","3"
"Less important","1990","no migration background","middle vocational","128","0.0465117882873386","0.0396592158565013","0.0533643607181758","3"
"Less important","1990","direct migration background","higher education","5","","","","3"
"Less important","1990","no migration background","inadequately","6","","","","3"
"Less important","1990","no migration background","vocational + Abi","13","","","","3"
"Less important","1990","no migration background","higher vocational","17","","","","3"
"Less important","1990","direct migration background","middle vocational","6","","","","3"
"Less important","1990","no migration background","in school","8","","","","3"
"Less important","1990","no migration background","higher education","20","","","","3"
"Less important","1990","direct migration background","in school","","","","","3"
"Less important","1990","direct migration background","inadequately","","","","","3"
"Less important","1990","direct migration background","general elemantary","6","","","","3"
"Less important","1990","indirect migration background","in school","","","","","3"
"Less important","1990","indirect migration background","inadequately","","","","","3"
"Less important","1990","indirect migration background","general elemantary","1","","","","3"
"Less important","1990","indirect migration background","middle vocational","","","","","3"
"Less important","1990","indirect migration background","vocational + Abi","","","","","3"
"Less important","1990","indirect migration background","higher vocational","","","","","3"
"Less important","1990","indirect migration background","higher education","","","","","3"
"Quite unimportant","1990","indirect migration background","higher vocational","1","","","","4"
"Quite unimportant","1990","indirect migration background","higher education","","","","","4"
"Quite unimportant","1990","direct migration background","vocational + Abi","","","","","4"
"Quite unimportant","1990","no migration background","general elemantary","103","0.0943833172839761","0.0794733164009553","0.109293318166997","4"
"Quite unimportant","1990","no migration background","inadequately","11","","","","4"
"Quite unimportant","1990","no migration background","middle vocational","94","0.0406843818684566","0.0342558904224224","0.0471128733144908","4"
"Quite unimportant","1990","direct migration background","middle vocational","5","","","","4"
"Quite unimportant","1990","direct migration background","higher vocational","1","","","","4"
"Quite unimportant","1990","no migration background","in school","3","","","","4"
"Quite unimportant","1990","no migration background","vocational + Abi","3","","","","4"
"Quite unimportant","1990","no migration background","higher vocational","13","","","","4"
"Quite unimportant","1990","no migration background","higher education","14","","","","4"
"Quite unimportant","1990","direct migration background","in school","","","","","4"
"Quite unimportant","1990","direct migration background","inadequately","1","","","","4"
"Quite unimportant","1990","direct migration background","general elemantary","9","","","","4"
"Quite unimportant","1990","direct migration background","higher education","","","","","4"
"Quite unimportant","1990","indirect migration background","in school","1","","","","4"
"Quite unimportant","1990","indirect migration background","inadequately","","","","","4"
"Quite unimportant","1990","indirect migration background","general elemantary","1","","","","4"
"Quite unimportant","1990","indirect migration background","middle vocational","","","","","4"
"Quite unimportant","1990","indirect migration background","vocational + Abi","","","","","4"
"Very important","1990","no migration background","in school","48","0.479521828532935","0.380103221287436","0.578940435778433","1"
"Very important","1990","no migration background","inadequately","30","0.431361072384415","0.310960048169968","0.551762096598863","1"
"Very important","1990","no migration background","general elemantary","855","0.539555009877495","0.51413565150333","0.56497436825166","1"
"Very important","1990","no migration background","middle vocational","2534","0.656469953926758","0.641017258581286","0.671922649272229","1"
"Very important","1990","no migration background","vocational + Abi","138","0.685269566700393","0.619408084578184","0.751131048822602","1"
"Very important","1990","no migration background","higher vocational","335","0.691730192098553","0.649253173522047","0.734207210675058","1"
"Very important","1990","no migration background","higher education","423","0.672616550712943","0.635131165323471","0.710101936102415","1"
"Very important","1990","direct migration background","in school","2","","","","1"
"Very important","1990","direct migration background","inadequately","4","","","","1"
"Very important","1990","direct migration background","general elemantary","68","0.573662565694921","0.480821561091769","0.666503570298073","1"
"Very important","1990","direct migration background","middle vocational","158","0.701294239890356","0.640257244051367","0.762331235729344","1"
"Very important","1990","direct migration background","vocational + Abi","8","","","","1"
"Very important","1990","direct migration background","higher vocational","25","","","","1"
"Very important","1990","direct migration background","higher education","40","0.768858164867614","0.652009035001342","0.885707294733885","1"
"Very important","1990","indirect migration background","in school","2","","","","1"
"Very important","1990","indirect migration background","inadequately","2","","","","1"
"Very important","1990","indirect migration background","general elemantary","8","","","","1"
"Very important","1990","indirect migration background","middle vocational","18","","","","1"
"Very important","1990","indirect migration background","vocational + Abi","2","","","","1"
"Very important","1990","indirect migration background","higher vocational","2","","","","1"
"Very important","1990","indirect migration background","higher education","1","","","","1"
"Important","1991","no migration background","inadequately","","","","","2"
"Important","1991","no migration background","general elemantary","","","","","2"
"Important","1991","no migration background","vocational + Abi","","","","","2"
"Important","1991","no migration background","middle vocational","","","","","2"
"Important","1991","no migration background","higher vocational","","","","","2"
"Important","1991","no migration background","higher education","","","","","2"
"Important","1991","no migration background","in school","","","","","2"
"Important","1991","direct migration background","in school","","","","","2"
"Important","1991","direct migration background","inadequately","","","","","2"
"Important","1991","direct migration background","general elemantary","","","","","2"
"Important","1991","direct migration background","middle vocational","","","","","2"
"Important","1991","direct migration background","vocational + Abi","","","","","2"
"Important","1991","direct migration background","higher vocational","","","","","2"
"Important","1991","direct migration background","higher education","","","","","2"
"Important","1991","indirect migration background","in school","","","","","2"
"Important","1991","indirect migration background","inadequately","","","","","2"
"Important","1991","indirect migration background","general elemantary","","","","","2"
"Important","1991","indirect migration background","middle vocational","","","","","2"
"Important","1991","indirect migration background","vocational + Abi","","","","","2"
"Important","1991","indirect migration background","higher vocational","","","","","2"
"Important","1991","indirect migration background","higher education","","","","","2"
"Less important","1991","no migration background","inadequately","","","","","3"
"Less important","1991","no migration background","vocational + Abi","","","","","3"
"Less important","1991","direct migration background","higher education","","","","","3"
"Less important","1991","no migration background","general elemantary","","","","","3"
"Less important","1991","direct migration background","vocational + Abi","","","","","3"
"Less important","1991","no migration background","middle vocational","","","","","3"
"Less important","1991","direct migration background","higher vocational","","","","","3"
"Less important","1991","no migration background","in school","","","","","3"
"Less important","1991","no migration background","higher vocational","","","","","3"
"Less important","1991","direct migration background","middle vocational","","","","","3"
"Less important","1991","no migration background","higher education","","","","","3"
"Less important","1991","direct migration background","in school","","","","","3"
"Less important","1991","direct migration background","inadequately","","","","","3"
"Less important","1991","direct migration background","general elemantary","","","","","3"
"Less important","1991","indirect migration background","general elemantary","","","","","3"
"Less important","1991","indirect migration background","higher vocational","","","","","3"
"Less important","1991","indirect migration background","in school","","","","","3"
"Less important","1991","indirect migration background","inadequately","","","","","3"
"Less important","1991","indirect migration background","middle vocational","","","","","3"
"Less important","1991","indirect migration background","vocational + Abi","","","","","3"
"Less important","1991","indirect migration background","higher education","","","","","3"
"Quite unimportant","1991","no migration background","inadequately","","","","","4"
"Quite unimportant","1991","no migration background","general elemantary","","","","","4"
"Quite unimportant","1991","no migration background","in school","","","","","4"
"Quite unimportant","1991","no migration background","middle vocational","","","","","4"
"Quite unimportant","1991","indirect migration background","higher education","","","","","4"
"Quite unimportant","1991","direct migration background","vocational + Abi","","","","","4"
"Quite unimportant","1991","direct migration background","middle vocational","","","","","4"
"Quite unimportant","1991","direct migration background","higher vocational","","","","","4"
"Quite unimportant","1991","indirect migration background","higher vocational","","","","","4"
"Quite unimportant","1991","no migration background","vocational + Abi","","","","","4"
"Quite unimportant","1991","no migration background","higher vocational","","","","","4"
"Quite unimportant","1991","no migration background","higher education","","","","","4"
"Quite unimportant","1991","direct migration background","in school","","","","","4"
"Quite unimportant","1991","direct migration background","inadequately","","","","","4"
"Quite unimportant","1991","direct migration background","general elemantary","","","","","4"
"Quite unimportant","1991","direct migration background","higher education","","","","","4"
"Quite unimportant","1991","indirect migration background","in school","","","","","4"
"Quite unimportant","1991","indirect migration background","inadequately","","","","","4"
"Quite unimportant","1991","indirect migration background","general elemantary","","","","","4"
"Quite unimportant","1991","indirect migration background","middle vocational","","","","","4"
"Quite unimportant","1991","indirect migration background","vocational + Abi","","","","","4"
"Very important","1991","no migration background","in school","","","","","1"
"Very important","1991","no migration background","inadequately","","","","","1"
"Very important","1991","no migration background","general elemantary","","","","","1"
"Very important","1991","no migration background","middle vocational","","","","","1"
"Very important","1991","no migration background","vocational + Abi","","","","","1"
"Very important","1991","no migration background","higher vocational","","","","","1"
"Very important","1991","no migration background","higher education","","","","","1"
"Very important","1991","direct migration background","in school","","","","","1"
"Very important","1991","direct migration background","inadequately","","","","","1"
"Very important","1991","direct migration background","general elemantary","","","","","1"
"Very important","1991","direct migration background","middle vocational","","","","","1"
"Very important","1991","direct migration background","vocational + Abi","","","","","1"
"Very important","1991","direct migration background","higher vocational","","","","","1"
"Very important","1991","direct migration background","higher education","","","","","1"
"Very important","1991","indirect migration background","in school","","","","","1"
"Very important","1991","indirect migration background","inadequately","","","","","1"
"Very important","1991","indirect migration background","general elemantary","","","","","1"
"Very important","1991","indirect migration background","middle vocational","","","","","1"
"Very important","1991","indirect migration background","vocational + Abi","","","","","1"
"Very important","1991","indirect migration background","higher vocational","","","","","1"
"Very important","1991","indirect migration background","higher education","","","","","1"
"Important","1992","no migration background","inadequately","25","","","","2"
"Important","1992","no migration background","vocational + Abi","53","0.218928187662485","0.16996506211458","0.26789131321039","2"
"Important","1992","no migration background","higher vocational","123","0.203440731435012","0.173469162642615","0.233412300227409","2"
"Important","1992","no migration background","general elemantary","479","0.277929627409651","0.257095093188444","0.298764161630859","2"
"Important","1992","no migration background","middle vocational","1200","0.234830877624829","0.223840913054404","0.245820842195254","2"
"Important","1992","no migration background","higher education","276","0.207654836886364","0.187242932188988","0.22806674158374","2"
"Important","1992","no migration background","in school","42","0.400425712618413","0.312390363899038","0.488461061337787","2"
"Important","1992","direct migration background","in school","4","","","","2"
"Important","1992","direct migration background","inadequately","3","","","","2"
"Important","1992","direct migration background","general elemantary","35","0.297681654021111","0.217203076762176","0.378160231280046","2"
"Important","1992","direct migration background","middle vocational","49","0.194478253488155","0.1481182742366","0.24083823273971","2"
"Important","1992","direct migration background","vocational + Abi","1","","","","2"
"Important","1992","direct migration background","higher vocational","7","","","","2"
"Important","1992","direct migration background","higher education","18","","","","2"
"Important","1992","indirect migration background","in school","4","","","","2"
"Important","1992","indirect migration background","inadequately","","","","","2"
"Important","1992","indirect migration background","general elemantary","11","","","","2"
