"plh0109","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Not Employed","Male","246","0.29673130246621","0.265690799266899","0.327771805665522","2"
"Important","1990","Employed","Male","663","0.270064910173201","0.252916033584426","0.287213786761976","2"
"Important","1990","Not Employed","Female","436","0.265946928059461","0.245150690789339","0.286743165329584","2"
"Important","1990","Employed","Female","423","0.239888610213172","0.220867369182851","0.258909851243494","2"
"Less important","1990","Employed","Female","58","0.0343180606030035","0.026208938543728","0.042427182662279","3"
"Less important","1990","Not Employed","Male","48","0.0618991907598397","0.0455252328821011","0.0782731486375783","3"
"Less important","1990","Not Employed","Female","81","0.0603586056493778","0.049149416078795","0.0715677952199606","3"
"Less important","1990","Employed","Male","107","0.051853778079427","0.0432895675240391","0.0604179886348149","3"
"Quite unimportant","1990","Not Employed","Male","41","0.0550412903557616","0.0395446645139026","0.0705379161976206","4"
"Quite unimportant","1990","Not Employed","Female","159","0.130260459117006","0.114417932183395","0.146102986050618","4"
"Quite unimportant","1990","Employed","Male","30","0.0156891362372248","0.0108893142520076","0.020488958222442","4"
"Quite unimportant","1990","Employed","Female","31","0.0201486941307223","0.0138897805597543","0.0264076077016904","4"
"Very important","1990","Not Employed","Male","497","0.586328216418188","0.552863682968443","0.619792749867934","1"
"Very important","1990","Not Employed","Female","1058","0.543434007174154","0.519989088496686","0.566878925851622","1"
"Very important","1990","Employed","Male","1775","0.662392175510147","0.644127022156447","0.680657328863848","1"
"Very important","1990","Employed","Female","1424","0.705644635053102","0.685343308623382","0.725945961482821","1"
"Important","1991","Not Employed","Male","","","","","2"
"Important","1991","Not Employed","Female","","","","","2"
"Important","1991","Employed","Male","","","","","2"
"Important","1991","Employed","Female","","","","","2"
"Less important","1991","Not Employed","Male","","","","","3"
"Less important","1991","Employed","Female","","","","","3"
"Less important","1991","Not Employed","Female","","","","","3"
"Less important","1991","Employed","Male","","","","","3"
"Quite unimportant","1991","Not Employed","Male","","","","","4"
"Quite unimportant","1991","Not Employed","Female","","","","","4"
"Quite unimportant","1991","Employed","Female","","","","","4"
"Quite unimportant","1991","Employed","Male","","","","","4"
"Very important","1991","Not Employed","Female","","","","","1"
"Very important","1991","Not Employed","Male","","","","","1"
"Very important","1991","Employed","Male","","","","","1"
"Very important","1991","Employed","Female","","","","","1"
"Important","1992","Not Employed","Male","300","0.278091529134574","0.251897646069493","0.304285412199655","2"
"Important","1992","Not Employed","Female","519","0.237316891193249","0.220148859359398","0.2544849230271","2"
"Important","1992","Employed","Male","933","0.24872549480762","0.235471146253587","0.261979843361652","2"
"Important","1992","Employed","Female","614","0.207987700911663","0.194274452387821","0.221700949435506","2"
"Less important","1992","Employed","Female","97","0.0356544585011408","0.0293893468108212","0.0419195701914605","3"
"Less important","1992","Not Employed","Male","54","0.0460624444140921","0.0338078653145908","0.0583170235135934","3"
"Less important","1992","Not Employed","Female","99","0.0488466935508777","0.0401485420589486","0.0575448450428069","3"
"Less important","1992","Employed","Male","132","0.0406105383003059","0.0345583036894699","0.046662772911142","3"
"Quite unimportant","1992","Not Employed","Male","54","0.0612921932482321","0.047269458103584","0.0753149283928801","4"
"Quite unimportant","1992","Not Employed","Female","259","0.153083494615024","0.138553394626463","0.167613594603586","4"
"Quite unimportant","1992","Employed","Male","56","0.0173278700478351","0.0133268030795144","0.0213289370161558","4"
"Quite unimportant","1992","Employed","Female","44","0.0173708783374636","0.0129565842672083","0.0217851724077189","4"
"Very important","1992","Not Employed","Female","1482","0.560752920640849","0.540725531615038","0.580780309666659","1"
"Very important","1992","Not Employed","Male","716","0.614553833203102","0.58610091817711","0.643006748229094","1"
"Very important","1992","Employed","Male","2965","0.693336096844239","0.679197635623057","0.707474558065422","1"
