"pli0092_h","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Daily","1985","16-34 y.","lower secondary degree","","","",""
"Daily","1985","16-34 y.","secondary school degree","","","",""
"Daily","1985","16-34 y.","college entrance qualification","","","",""
"Daily","1985","16-34 y.","Other degree","","","",""
"Daily","1985","16-34 y.","no degree/no degree yet","","","",""
"Daily","1985","35-65 y.","lower secondary degree","","","",""
"Daily","1985","35-65 y.","secondary school degree","","","",""
"Daily","1985","35-65 y.","college entrance qualification","","","",""
"Daily","1985","35-65 y.","Other degree","","","",""
"Daily","1985","35-65 y.","no degree/no degree yet","","","",""
"Daily","1985","66 and older","lower secondary degree","","","",""
"Daily","1985","66 and older","secondary school degree","","","",""
"Daily","1985","66 and older","college entrance qualification","","","",""
"Daily","1985","66 and older","Other degree","","","",""
"Daily","1985","66 and older","no degree/no degree yet","","","",""
"Min 1x per week","1985","16-34 y.","lower secondary degree","435","0.272032174763477","0.250362279468946","0.293702070058008"
"Min 1x per week","1985","16-34 y.","secondary school degree","431","0.452774624899699","0.421578344361119","0.48397090543828"
"Min 1x per week","1985","16-34 y.","college entrance qualification","295","0.476227628819824","0.437382209378844","0.515073048260804"
"Min 1x per week","1985","16-34 y.","Other degree","54","0.130719053697786","0.097684562417262","0.16375354497831"
"Min 1x per week","1985","16-34 y.","no degree/no degree yet","136","0.470299225934445","0.423123749053855","0.517474702815034"
"Min 1x per week","1985","35-65 y.","lower secondary degree","477","0.158558802740412","0.145435634631542","0.171681970849282"
"Min 1x per week","1985","35-65 y.","secondary school degree","242","0.329933569242228","0.295589320100552","0.364277818383905"
"Min 1x per week","1985","35-65 y.","college entrance qualification","189","0.377335925867049","0.334721084205121","0.419950767528977"
"Min 1x per week","1985","35-65 y.","Other degree","75","0.121199624483599","0.0987660451304974","0.1436332038367"
"Min 1x per week","1985","35-65 y.","no degree/no degree yet","24","","",""
"Min 1x per week","1985","66 and older","lower secondary degree","41","0.0490077986464303","0.034186359952966","0.0638292373398945"
"Min 1x per week","1985","66 and older","secondary school degree","23","","",""
"Min 1x per week","1985","66 and older","college entrance qualification","19","","",""
"Min 1x per week","1985","66 and older","Other degree","","","",""
"Min 1x per week","1985","66 and older","no degree/no degree yet","","","",""
"Min 1x per month","1985","16-34 y.","lower secondary degree","111","0.0641069056785937","0.0521792220166977","0.0760345893404897"
"Min 1x per month","1985","16-34 y.","secondary school degree","78","0.078291748716804","0.0614559626664838","0.0951275347671242"
"Min 1x per month","1985","16-34 y.","college entrance qualification","58","0.0893079579243216","0.0671263983090482","0.111489517539595"
"Min 1x per month","1985","16-34 y.","Other degree","27","","",""
"Min 1x per month","1985","16-34 y.","no degree/no degree yet","24","","",""
"Min 1x per month","1985","35-65 y.","lower secondary degree","117","0.0380205625021754","0.0311495017101336","0.0448916232942172"
"Min 1x per month","1985","35-65 y.","secondary school degree","46","0.0657267245417312","0.0476262566713017","0.0838271924121607"
"Min 1x per month","1985","35-65 y.","college entrance qualification","31","0.0545274656427204","0.0345655593900469","0.0744893718953938"
"Min 1x per month","1985","35-65 y.","Other degree","19","","",""
"Min 1x per month","1985","35-65 y.","no degree/no degree yet","8","","",""
"Min 1x per month","1985","66 and older","lower secondary degree","10","","",""
"Min 1x per month","1985","66 and older","secondary school degree","5","","",""
"Min 1x per month","1985","66 and older","college entrance qualification","3","","",""
"Min 1x per month","1985","66 and older","Other degree","","","",""
"Min 1x per month","1985","66 and older","no degree/no degree yet","","","",""
"Rarely","1985","16-34 y.","lower secondary degree","326","0.208285357236515","0.188510912740322","0.228059801732707"
"Rarely","1985","16-34 y.","secondary school degree","212","0.217597177513621","0.191737655284932","0.24345669974231"
"Rarely","1985","16-34 y.","college entrance qualification","145","0.224004878614936","0.191576931035216","0.256432826194656"
"Rarely","1985","16-34 y.","Other degree","64","0.152486321750282","0.117256787820729","0.187715855679835"
"Rarely","1985","16-34 y.","no degree/no degree yet","51","0.1252050968784","0.0939242869377708","0.156485906819029"
"Rarely","1985","35-65 y.","lower secondary degree","287","0.0921682415288522","0.0817756235312065","0.102560859526498"
