"pli0092_h","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Daily","1985","lower secondary degree","Male","","","",""
"Daily","1985","lower secondary degree","Female","","","",""
"Daily","1985","secondary school degree","Male","","","",""
"Daily","1985","secondary school degree","Female","","","",""
"Daily","1985","college entrance qualification","Male","","","",""
"Daily","1985","college entrance qualification","Female","","","",""
"Daily","1985","Other degree","Male","","","",""
"Daily","1985","Other degree","Female","","","",""
"Daily","1985","no degree/no degree yet","Male","","","",""
"Daily","1985","no degree/no degree yet","Female","","","",""
"Min 1x per week","1985","lower secondary degree","Male","535","0.188650630837113","0.173399830388336","0.20390143128589"
"Min 1x per week","1985","lower secondary degree","Female","418","0.137785669524202","0.125204082853907","0.150367256194497"
"Min 1x per week","1985","secondary school degree","Male","328","0.396866854926662","0.362750426623063","0.43098328323026"
"Min 1x per week","1985","secondary school degree","Female","368","0.337256178239475","0.308994583793739","0.36551777268521"
"Min 1x per week","1985","college entrance qualification","Male","325","0.426400580057478","0.391170518955009","0.461630641159948"
"Min 1x per week","1985","college entrance qualification","Female","178","0.379022189444614","0.334591228016016","0.423453150873212"
"Min 1x per week","1985","Other degree","Male","109","0.166588897448739","0.13974256901556","0.193435225881918"
"Min 1x per week","1985","Other degree","Female","20","","",""
"Min 1x per week","1985","no degree/no degree yet","Male","110","0.384306892614552","0.342048747264683","0.42656503796442"
"Min 1x per week","1985","no degree/no degree yet","Female","50","0.246549351864512","0.211503278737663","0.28159542499136"
"Min 1x per month","1985","lower secondary degree","Male","142","0.0487386476281567","0.0403450872313477","0.0571322080249657"
"Min 1x per month","1985","lower secondary degree","Female","96","0.0293071114179016","0.0231503375668753","0.0354638852689279"
"Min 1x per month","1985","secondary school degree","Male","69","0.0849634758948229","0.0655201795393164","0.104406772250329"
"Min 1x per month","1985","secondary school degree","Female","60","0.0537965933529994","0.040309651035632","0.0672835356703668"
"Min 1x per month","1985","college entrance qualification","Male","62","0.0729297842265009","0.0544068864529802","0.0914526820000215"
"Min 1x per month","1985","college entrance qualification","Female","30","0.0650269020092072","0.0424449520050642","0.0876088520133502"
"Min 1x per month","1985","Other degree","Male","34","0.0445845008761365","0.0297141804490535","0.0594548213032196"
"Min 1x per month","1985","Other degree","Female","12","","",""
"Min 1x per month","1985","no degree/no degree yet","Male","25","","",""
"Min 1x per month","1985","no degree/no degree yet","Female","7","","",""
"Rarely","1985","lower secondary degree","Male","340","0.123035278691654","0.110230695494074","0.135839861889234"
"Rarely","1985","lower secondary degree","Female","283","0.0837657014100776","0.0736531170594404","0.0938782857607149"
"Rarely","1985","secondary school degree","Male","132","0.163285433940162","0.137510537293367","0.189060330586957"
"Rarely","1985","secondary school degree","Female","209","0.18111778960664","0.158096209324953","0.204139369888327"
"Rarely","1985","college entrance qualification","Male","143","0.181616377870695","0.154152862868031","0.209079892873358"
"Rarely","1985","college entrance qualification","Female","103","0.20612525778095","0.169077924674114","0.243172590887785"
"Rarely","1985","Other degree","Male","85","0.107585172635609","0.0852601539833104","0.129910191287908"
"Rarely","1985","Other degree","Female","39","0.0932524123407056","0.0672387969805842","0.119266027700827"
"Rarely","1985","no degree/no degree yet","Male","47","0.100720144283464","0.0745747736909809","0.126865514875948"
"Rarely","1985","no degree/no degree yet","Female","34","0.0865661482845701","0.0637010736573396","0.109431222911801"
"Never","1985","lower secondary degree","Male","1511","0.639575442843076","0.620859460229299","0.658291425456853"
"Never","1985","lower secondary degree","Female","2086","0.749141517647819","0.733317305439698","0.764965729855939"
"Never","1985","secondary school degree","Male","261","0.354884235238354","0.321518805213763","0.388249665262945"
