"pli0092_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","1985","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Daily","1985","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Daily","1985","Couple + C. GT 16 ","(0) in school","","","",""
"Daily","1985","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Daily","1985","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Daily","1985","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Daily","1985","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Daily","1985","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Daily","1985","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Daily","1985","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Daily","1985","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Daily","1985","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Daily","1985","Couple + C. LE and GT 16","(0) in school","","","",""
"Daily","1985","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Daily","1985","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Daily","1985","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Daily","1985","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Daily","1985","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Daily","1985","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Daily","1985","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Daily","1985","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Daily","1985","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Min 1x per week","1985","1-pers.-HH","(0) in school","","","",""
"Min 1x per week","1985","1-pers.-HH","(1a) inadequately completed","10","","",""
"Min 1x per week","1985","1-pers.-HH","(1b) general elementary school","22","","",""
"Min 1x per week","1985","1-pers.-HH","(1c) basic vocational qualification","68","0.185266438551807","0.144388448518357","0.226144428585257"
"Min 1x per week","1985","1-pers.-HH","(2b) intermediate general qualification","8","","",""
"Min 1x per week","1985","1-pers.-HH","(2a) intermediate vocational","68","0.3343620602791","0.266010241330425","0.402713879227775"
"Min 1x per week","1985","1-pers.-HH","(2c_gen) general maturity certificate","25","","",""
"Min 1x per week","1985","1-pers.-HH","(2c_voc) vocational maturity certificate","31","0.422691785753741","0.30697007547536","0.538413496032121"
"Min 1x per week","1985","1-pers.-HH","(3a) lower tertiary education","10","","",""
"Min 1x per week","1985","1-pers.-HH","(3b) higher tertiary education","32","0.372685816049055","0.265382096744031","0.479989535354079"
"Min 1x per week","1985","(Married) couple without C. ","(0) in school","","","",""
"Min 1x per week","1985","(Married) couple without C. ","(1a) inadequately completed","6","","",""
"Min 1x per week","1985","(Married) couple without C. ","(1b) general elementary school","50","0.0884762520651368","0.0649133735528808","0.112039130577393"
"Min 1x per week","1985","(Married) couple without C. ","(1c) basic vocational qualification","153","0.146754881482517","0.124767691204982","0.168742071760052"
"Min 1x per week","1985","(Married) couple without C. ","(2b) intermediate general qualification","9","","",""
"Min 1x per week","1985","(Married) couple without C. ","(2a) intermediate vocational","95","0.27310979107795","0.225679991831121","0.320539590324778"
"Min 1x per week","1985","(Married) couple without C. ","(2c_gen) general maturity certificate","16","","",""
"Min 1x per week","1985","(Married) couple without C. ","(2c_voc) vocational maturity certificate","40","0.364983398017774","0.274187692374444","0.455779103661105"
"Min 1x per week","1985","(Married) couple without C. ","(3a) lower tertiary education","35","0.435257402414663","0.326614476319743","0.543900328509584"
"Min 1x per week","1985","(Married) couple without C. ","(3b) higher tertiary education","52","0.453340256281978","0.360730382727126","0.54595012983683"
"Min 1x per week","1985","Single parent ","(0) in school","9","","",""
"Min 1x per week","1985","Single parent ","(1a) inadequately completed","3","","",""
"Min 1x per week","1985","Single parent ","(1b) general elementary school","24","","",""
"Min 1x per week","1985","Single parent ","(1c) basic vocational qualification","35","0.18666383339355","0.126847550543399","0.246480116243701"
"Min 1x per week","1985","Single parent ","(2b) intermediate general qualification","23","","",""
"Min 1x per week","1985","Single parent ","(2a) intermediate vocational","13","","",""
"Min 1x per week","1985","Single parent ","(2c_gen) general maturity certificate","11","","",""
"Min 1x per week","1985","Single parent ","(2c_voc) vocational maturity certificate","6","","",""
"Min 1x per week","1985","Single parent ","(3a) lower tertiary education","","","",""
"Min 1x per week","1985","Single parent ","(3b) higher tertiary education","1","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","(0) in school","1","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","(1a) inadequately completed","10","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","(1b) general elementary school","65","0.162285357325605","0.130471893187959","0.19409882146325"
"Min 1x per week","1985","Couple + C. LE 16 ","(1c) basic vocational qualification","221","0.23185976467125","0.205820095618177","0.257899433724323"
"Min 1x per week","1985","Couple + C. LE 16 ","(2b) intermediate general qualification","13","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","(2a) intermediate vocational","143","0.406413216983319","0.355886532490352","0.456939901476285"
"Min 1x per week","1985","Couple + C. LE 16 ","(2c_gen) general maturity certificate","9","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","33","0.316149016391189","0.229257294425458","0.403040738356921"
"Min 1x per week","1985","Couple + C. LE 16 ","(3a) lower tertiary education","22","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","(3b) higher tertiary education","74","0.454958252548776","0.380539133390356","0.529377371707197"
"Min 1x per week","1985","Couple + C. GT 16 ","(0) in school","49","0.612788183552313","0.506707801861051","0.718868565243574"
"Min 1x per week","1985","Couple + C. GT 16 ","(1a) inadequately completed","11","","",""
"Min 1x per week","1985","Couple + C. GT 16 ","(1b) general elementary school","75","0.154963732995144","0.121566342918742","0.188361123071546"
"Min 1x per week","1985","Couple + C. GT 16 ","(1c) basic vocational qualification","127","0.189398941787413","0.159207190309741","0.219590693265085"
"Min 1x per week","1985","Couple + C. GT 16 ","(2b) intermediate general qualification","76","0.458545918946257","0.382285638333187","0.534806199559327"
"Min 1x per week","1985","Couple + C. GT 16 ","(2a) intermediate vocational","86","0.384947780004145","0.32164947694692","0.448246083061371"
"Min 1x per week","1985","Couple + C. GT 16 ","(2c_gen) general maturity certificate","53","0.514962096532269","0.423219476983124","0.606704716081414"
"Min 1x per week","1985","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","18","","",""
"Min 1x per week","1985","Couple + C. GT 16 ","(3a) lower tertiary education","11","","",""
"Min 1x per week","1985","Couple + C. GT 16 ","(3b) higher tertiary education","22","","",""
"Min 1x per week","1985","Couple + C. LE and GT 16","(0) in school","45","0.612586570572026","0.505835025630351","0.719338115513701"
"Min 1x per week","1985","Couple + C. LE and GT 16","(1a) inadequately completed","10","","",""
"Min 1x per week","1985","Couple + C. LE and GT 16","(1b) general elementary school","65","0.163515029526072","0.12690391355294","0.200126145499204"
"Min 1x per week","1985","Couple + C. LE and GT 16","(1c) basic vocational qualification","78","0.199763691241831","0.162234236919996","0.237293145563666"
"Min 1x per week","1985","Couple + C. LE and GT 16","(2b) intermediate general qualification","61","0.507053821509237","0.416463470519307","0.597644172499166"
"Min 1x per week","1985","Couple + C. LE and GT 16","(2a) intermediate vocational","39","0.365468460424634","0.272917063091513","0.458019857757755"
"Min 1x per week","1985","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","15","","",""
"Min 1x per week","1985","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","2","","",""
"Min 1x per week","1985","Couple + C. LE and GT 16","(3a) lower tertiary education","7","","",""
"Min 1x per week","1985","Couple + C. LE and GT 16","(3b) higher tertiary education","17","","",""
"Min 1x per month","1985","1-pers.-HH","(0) in school","","","",""
"Min 1x per month","1985","1-pers.-HH","(1a) inadequately completed","2","","",""
"Min 1x per month","1985","1-pers.-HH","(1b) general elementary school","5","","",""
"Min 1x per month","1985","1-pers.-HH","(1c) basic vocational qualification","13","","",""
"Min 1x per month","1985","1-pers.-HH","(2b) intermediate general qualification","2","","",""
"Min 1x per month","1985","1-pers.-HH","(2a) intermediate vocational","9","","",""
"Min 1x per month","1985","1-pers.-HH","(2c_gen) general maturity certificate","3","","",""
"Min 1x per month","1985","1-pers.-HH","(2c_voc) vocational maturity certificate","4","","",""
"Min 1x per month","1985","1-pers.-HH","(3a) lower tertiary education","2","","",""
"Min 1x per month","1985","1-pers.-HH","(3b) higher tertiary education","7","","",""
"Min 1x per month","1985","(Married) couple without C. ","(0) in school","","","",""
"Min 1x per month","1985","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"Min 1x per month","1985","(Married) couple without C. ","(1b) general elementary school","14","","",""
"Min 1x per month","1985","(Married) couple without C. ","(1c) basic vocational qualification","41","0.0376325058601598","0.0258078477603395","0.0494571639599801"
"Min 1x per month","1985","(Married) couple without C. ","(2b) intermediate general qualification","2","","",""
"Min 1x per month","1985","(Married) couple without C. ","(2a) intermediate vocational","18","","",""
"Min 1x per month","1985","(Married) couple without C. ","(2c_gen) general maturity certificate","2","","",""
"Min 1x per month","1985","(Married) couple without C. ","(2c_voc) vocational maturity certificate","7","","",""
"Min 1x per month","1985","(Married) couple without C. ","(3a) lower tertiary education","4","","",""
"Min 1x per month","1985","(Married) couple without C. ","(3b) higher tertiary education","7","","",""
"Min 1x per month","1985","Single parent ","(0) in school","4","","",""
"Min 1x per month","1985","Single parent ","(1a) inadequately completed","","","",""
"Min 1x per month","1985","Single parent ","(1b) general elementary school","6","","",""
"Min 1x per month","1985","Single parent ","(1c) basic vocational qualification","6","","",""
"Min 1x per month","1985","Single parent ","(2b) intermediate general qualification","2","","",""
"Min 1x per month","1985","Single parent ","(2a) intermediate vocational","5","","",""
"Min 1x per month","1985","Single parent ","(2c_gen) general maturity certificate","2","","",""
"Min 1x per month","1985","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per month","1985","Single parent ","(3a) lower tertiary education","","","",""
"Min 1x per month","1985","Single parent ","(3b) higher tertiary education","4","","",""
"Min 1x per month","1985","Couple + C. LE 16 ","(0) in school","","","",""
"Min 1x per month","1985","Couple + C. LE 16 ","(1a) inadequately completed","9","","",""
"Min 1x per month","1985","Couple + C. LE 16 ","(1b) general elementary school","21","","",""
"Min 1x per month","1985","Couple + C. LE 16 ","(1c) basic vocational qualification","47","0.0474316322313918","0.0343161392091136","0.06054712525367"
"Min 1x per month","1985","Couple + C. LE 16 ","(2b) intermediate general qualification","3","","",""
"Min 1x per month","1985","Couple + C. LE 16 ","(2a) intermediate vocational","24","","",""
"Min 1x per month","1985","Couple + C. LE 16 ","(2c_gen) general maturity certificate","2","","",""
"Min 1x per month","1985","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","6","","",""
"Min 1x per month","1985","Couple + C. LE 16 ","(3a) lower tertiary education","10","","",""
"Min 1x per month","1985","Couple + C. LE 16 ","(3b) higher tertiary education","14","","",""
"Min 1x per month","1985","Couple + C. GT 16 ","(0) in school","8","","",""
"Min 1x per month","1985","Couple + C. GT 16 ","(1a) inadequately completed","3","","",""
"Min 1x per month","1985","Couple + C. GT 16 ","(1b) general elementary school","16","","",""
"Min 1x per month","1985","Couple + C. GT 16 ","(1c) basic vocational qualification","40","0.0604740257127987","0.0421071711782186","0.0788408802473787"
"Min 1x per month","1985","Couple + C. GT 16 ","(2b) intermediate general qualification","16","","",""
"Min 1x per month","1985","Couple + C. GT 16 ","(2a) intermediate vocational","19","","",""
"Min 1x per month","1985","Couple + C. GT 16 ","(2c_gen) general maturity certificate","14","","",""
"Min 1x per month","1985","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per month","1985","Couple + C. GT 16 ","(3a) lower tertiary education","1","","",""
"Min 1x per month","1985","Couple + C. GT 16 ","(3b) higher tertiary education","3","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","(0) in school","3","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","(1b) general elementary school","15","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","(1c) basic vocational qualification","26","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","(2b) intermediate general qualification","10","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","(2a) intermediate vocational","6","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","7","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","(3a) lower tertiary education","2","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Rarely","1985","1-pers.-HH","(0) in school","","","",""
"Rarely","1985","1-pers.-HH","(1a) inadequately completed","2","","",""
"Rarely","1985","1-pers.-HH","(1b) general elementary school","9","","",""
"Rarely","1985","1-pers.-HH","(1c) basic vocational qualification","32","0.0712782073824292","0.0442071913369387","0.0983492234279197"
"Rarely","1985","1-pers.-HH","(2b) intermediate general qualification","5","","",""
"Rarely","1985","1-pers.-HH","(2a) intermediate vocational","22","","",""
"Rarely","1985","1-pers.-HH","(2c_gen) general maturity certificate","10","","",""
"Rarely","1985","1-pers.-HH","(2c_voc) vocational maturity certificate","9","","",""
"Rarely","1985","1-pers.-HH","(3a) lower tertiary education","3","","",""
"Rarely","1985","1-pers.-HH","(3b) higher tertiary education","11","","",""
"Rarely","1985","(Married) couple without C. ","(0) in school","","","",""
"Rarely","1985","(Married) couple without C. ","(1a) inadequately completed","5","","",""
"Rarely","1985","(Married) couple without C. ","(1b) general elementary school","27","","",""
"Rarely","1985","(Married) couple without C. ","(1c) basic vocational qualification","97","0.0893011102093299","0.0715815726613933","0.107020647757267"
"Rarely","1985","(Married) couple without C. ","(2b) intermediate general qualification","7","","",""
"Rarely","1985","(Married) couple without C. ","(2a) intermediate vocational","73","0.214548320719648","0.170849417391439","0.258247224047858"
"Rarely","1985","(Married) couple without C. ","(2c_gen) general maturity certificate","12","","",""
"Rarely","1985","(Married) couple without C. ","(2c_voc) vocational maturity certificate","14","","",""
"Rarely","1985","(Married) couple without C. ","(3a) lower tertiary education","12","","",""
"Rarely","1985","(Married) couple without C. ","(3b) higher tertiary education","19","","",""
"Rarely","1985","Single parent ","(0) in school","1","","",""
"Rarely","1985","Single parent ","(1a) inadequately completed","5","","",""
"Rarely","1985","Single parent ","(1b) general elementary school","10","","",""
"Rarely","1985","Single parent ","(1c) basic vocational qualification","24","","",""
"Rarely","1985","Single parent ","(2b) intermediate general qualification","10","","",""
"Rarely","1985","Single parent ","(2a) intermediate vocational","12","","",""
"Rarely","1985","Single parent ","(2c_gen) general maturity certificate","9","","",""
"Rarely","1985","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"Rarely","1985","Single parent ","(3a) lower tertiary education","","","",""
"Rarely","1985","Single parent ","(3b) higher tertiary education","2","","",""
"Rarely","1985","Couple + C. LE 16 ","(0) in school","","","",""
"Rarely","1985","Couple + C. LE 16 ","(1a) inadequately completed","24","","",""
"Rarely","1985","Couple + C. LE 16 ","(1b) general elementary school","60","0.119467084164317","0.0914824154631837","0.147451752865451"
"Rarely","1985","Couple + C. LE 16 ","(1c) basic vocational qualification","178","0.186200876194614","0.162182039077797","0.21021971331143"
"Rarely","1985","Couple + C. LE 16 ","(2b) intermediate general qualification","11","","",""
"Rarely","1985","Couple + C. LE 16 ","(2a) intermediate vocational","68","0.192964457526452","0.152368782165077","0.233560132887826"
"Rarely","1985","Couple + C. LE 16 ","(2c_gen) general maturity certificate","6","","",""
"Rarely","1985","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","24","","",""
"Rarely","1985","Couple + C. LE 16 ","(3a) lower tertiary education","17","","",""
"Rarely","1985","Couple + C. LE 16 ","(3b) higher tertiary education","33","0.196104697554532","0.136767420699352","0.255441974409712"
"Rarely","1985","Couple + C. GT 16 ","(0) in school","12","","",""
"Rarely","1985","Couple + C. GT 16 ","(1a) inadequately completed","11","","",""
"Rarely","1985","Couple + C. GT 16 ","(1b) general elementary school","35","0.0686270212406632","0.0452940948262934","0.091959947655033"
"Rarely","1985","Couple + C. GT 16 ","(1c) basic vocational qualification","85","0.126409529221939","0.100803643573558","0.15201541487032"
"Rarely","1985","Couple + C. GT 16 ","(2b) intermediate general qualification","26","","",""
"Rarely","1985","Couple + C. GT 16 ","(2a) intermediate vocational","46","0.182966964101938","0.13267005327827","0.233263874925606"
"Rarely","1985","Couple + C. GT 16 ","(2c_gen) general maturity certificate","19","","",""
"Rarely","1985","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","11","","",""
"Rarely","1985","Couple + C. GT 16 ","(3a) lower tertiary education","6","","",""
"Rarely","1985","Couple + C. GT 16 ","(3b) higher tertiary education","19","","",""
"Rarely","1985","Couple + C. LE and GT 16","(0) in school","10","","",""
"Rarely","1985","Couple + C. LE and GT 16","(1a) inadequately completed","9","","",""
"Rarely","1985","Couple + C. LE and GT 16","(1b) general elementary school","56","0.164000122122237","0.127345373097916","0.200654871146558"
"Rarely","1985","Couple + C. LE and GT 16","(1c) basic vocational qualification","68","0.150009308176742","0.116491853146262","0.183526763207222"
"Rarely","1985","Couple + C. LE and GT 16","(2b) intermediate general qualification","21","","",""
"Rarely","1985","Couple + C. LE and GT 16","(2a) intermediate vocational","20","","",""
"Rarely","1985","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","11","","",""
"Rarely","1985","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","4","","",""
"Rarely","1985","Couple + C. LE and GT 16","(3a) lower tertiary education","4","","",""
"Rarely","1985","Couple + C. LE and GT 16","(3b) higher tertiary education","6","","",""
"Never","1985","1-pers.-HH","(0) in school","","","",""
"Never","1985","1-pers.-HH","(1a) inadequately completed","49","0.74674493837504","0.639360085346147","0.854129791403934"
"Never","1985","1-pers.-HH","(1b) general elementary school","262","0.898601460757983","0.864329467132135","0.932873454383832"
"Never","1985","1-pers.-HH","(1c) basic vocational qualification","234","0.714410125330909","0.666884421512834","0.761935829148984"
"Never","1985","1-pers.-HH","(2b) intermediate general qualification","21","","",""
"Never","1985","1-pers.-HH","(2a) intermediate vocational","84","0.512917353905733","0.440499179734085","0.58533552807738"
"Never","1985","1-pers.-HH","(2c_gen) general maturity certificate","16","","",""
"Never","1985","1-pers.-HH","(2c_voc) vocational maturity certificate","26","","",""
"Never","1985","1-pers.-HH","(3a) lower tertiary education","13","","",""
"Never","1985","1-pers.-HH","(3b) higher tertiary education","28","","",""
"Never","1985","(Married) couple without C. ","(0) in school","","","",""
"Never","1985","(Married) couple without C. ","(1a) inadequately completed","96","0.894258595014436","0.836263627024992","0.95225356300388"
"Never","1985","(Married) couple without C. ","(1b) general elementary school","467","0.84989331274851","0.820257747312762","0.879528878184259"
"Never","1985","(Married) couple without C. ","(1c) basic vocational qualification","704","0.726311502447994","0.698608535465646","0.754014469430341"
"Never","1985","(Married) couple without C. ","(2b) intermediate general qualification","18","","",""
"Never","1985","(Married) couple without C. ","(2a) intermediate vocational","153","0.460237637371134","0.407180891880394","0.513294382861874"
"Never","1985","(Married) couple without C. ","(2c_gen) general maturity certificate","11","","",""
"Never","1985","(Married) couple without C. ","(2c_voc) vocational maturity certificate","47","0.437356441978779","0.343800655815568","0.530912228141989"
"Never","1985","(Married) couple without C. ","(3a) lower tertiary education","29","","",""
"Never","1985","(Married) couple without C. ","(3b) higher tertiary education","33","0.296014762514534","0.211091814312997","0.380937710716072"
"Never","1985","Single parent ","(0) in school","5","","",""
"Never","1985","Single parent ","(1a) inadequately completed","30","0.619079529249861","0.464679751542401","0.773479306957321"
"Never","1985","Single parent ","(1b) general elementary school","110","0.743693431449289","0.673825272035813","0.813561590862765"
"Never","1985","Single parent ","(1c) basic vocational qualification","98","0.614871714390785","0.540166785883936","0.689576642897633"
"Never","1985","Single parent ","(2b) intermediate general qualification","11","","",""
"Never","1985","Single parent ","(2a) intermediate vocational","24","","",""
"Never","1985","Single parent ","(2c_gen) general maturity certificate","10","","",""
"Never","1985","Single parent ","(2c_voc) vocational maturity certificate","7","","",""
"Never","1985","Single parent ","(3a) lower tertiary education","2","","",""
"Never","1985","Single parent ","(3b) higher tertiary education","6","","",""
"Never","1985","Couple + C. LE 16 ","(0) in school","","","",""
"Never","1985","Couple + C. LE 16 ","(1a) inadequately completed","237","0.842002059280216","0.799280079959776","0.884724038600656"
"Never","1985","Couple + C. LE 16 ","(1b) general elementary school","370","0.675300102434561","0.634897185203515","0.715703019665606"
"Never","1985","Couple + C. LE 16 ","(1c) basic vocational qualification","563","0.534507726902745","0.503730056820304","0.565285396985186"
"Never","1985","Couple + C. LE 16 ","(2b) intermediate general qualification","10","","",""
"Never","1985","Couple + C. LE 16 ","(2a) intermediate vocational","128","0.334338850356249","0.285808345834593","0.382869354877905"
"Never","1985","Couple + C. LE 16 ","(2c_gen) general maturity certificate","30","0.424884117254296","0.283561363526138","0.566206870982454"
"Never","1985","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","47","0.36686740525372","0.27680290394667","0.456931906560769"
"Never","1985","Couple + C. LE 16 ","(3a) lower tertiary education","24","","",""
"Never","1985","Couple + C. LE 16 ","(3b) higher tertiary education","51","0.277644345303522","0.210716965562292","0.344571725044753"
"Never","1985","Couple + C. GT 16 ","(0) in school","12","","",""
"Never","1985","Couple + C. GT 16 ","(1a) inadequately completed","114","0.708539208399014","0.632992994348524","0.784085422449505"
"Never","1985","Couple + C. GT 16 ","(1b) general elementary school","325","0.744662144206507","0.704418522135631","0.784905766277384"
"Never","1985","Couple + C. GT 16 ","(1c) basic vocational qualification","395","0.623717503277849","0.586388454351294","0.661046552204404"
"Never","1985","Couple + C. GT 16 ","(2b) intermediate general qualification","46","0.268059855091802","0.200267637583493","0.335852072600112"
"Never","1985","Couple + C. GT 16 ","(2a) intermediate vocational","76","0.340288631244912","0.278652429708149","0.401924832781675"
"Never","1985","Couple + C. GT 16 ","(2c_gen) general maturity certificate","28","","",""
"Never","1985","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","20","","",""
"Never","1985","Couple + C. GT 16 ","(3a) lower tertiary education","18","","",""
"Never","1985","Couple + C. GT 16 ","(3b) higher tertiary education","27","","",""
"Never","1985","Couple + C. LE and GT 16","(0) in school","22","","",""
"Never","1985","Couple + C. LE and GT 16","(1a) inadequately completed","188","0.843963877461384","0.79464752727691","0.893280227645858"
"Never","1985","Couple + C. LE and GT 16","(1b) general elementary school","256","0.624662173868285","0.576728708369239","0.672595639367332"
"Never","1985","Couple + C. LE and GT 16","(1c) basic vocational qualification","264","0.586619944959185","0.540396956751452","0.632842933166919"
"Never","1985","Couple + C. LE and GT 16","(2b) intermediate general qualification","25","","",""
"Never","1985","Couple + C. LE and GT 16","(2a) intermediate vocational","39","0.379747390853513","0.286472849847148","0.473021931859878"
"Never","1985","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","13","","",""
"Never","1985","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","11","","",""
"Never","1985","Couple + C. LE and GT 16","(3a) lower tertiary education","3","","",""
"Never","1985","Couple + C. LE and GT 16","(3b) higher tertiary education","9","","",""
"Daily","1986","1-pers.-HH","(0) in school","","","",""
"Daily","1986","1-pers.-HH","(1a) inadequately completed","","","",""
"Daily","1986","1-pers.-HH","(1b) general elementary school","","","",""
"Daily","1986","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Daily","1986","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Daily","1986","1-pers.-HH","(2a) intermediate vocational","","","",""
"Daily","1986","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Daily","1986","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Daily","1986","1-pers.-HH","(3a) lower tertiary education","","","",""
"Daily","1986","1-pers.-HH","(3b) higher tertiary education","","","",""
"Daily","1986","(Married) couple without C. ","(0) in school","","","",""
"Daily","1986","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Daily","1986","(Married) couple without C. ","(1b) general elementary school","","","",""
"Daily","1986","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Daily","1986","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Daily","1986","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Daily","1986","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Daily","1986","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Daily","1986","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Daily","1986","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Daily","1986","Single parent ","(0) in school","","","",""
"Daily","1986","Single parent ","(1a) inadequately completed","","","",""
"Daily","1986","Single parent ","(1b) general elementary school","","","",""
"Daily","1986","Single parent ","(1c) basic vocational qualification","","","",""
"Daily","1986","Single parent ","(2b) intermediate general qualification","","","",""
