"pli0092_h","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Daily","1985","lower secondary degree","1-pers.-HH","","","",""
"Daily","1985","lower secondary degree","(Married) couple without C. ","","","",""
"Daily","1985","lower secondary degree","Single parent ","","","",""
"Daily","1985","lower secondary degree","Couple + C. LE 16 ","","","",""
"Daily","1985","lower secondary degree","Couple + C. GT 16 ","","","",""
"Daily","1985","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Daily","1985","secondary school degree","1-pers.-HH","","","",""
"Daily","1985","secondary school degree","(Married) couple without C. ","","","",""
"Daily","1985","secondary school degree","Single parent ","","","",""
"Daily","1985","secondary school degree","Couple + C. LE 16 ","","","",""
"Daily","1985","secondary school degree","Couple + C. GT 16 ","","","",""
"Daily","1985","secondary school degree","Couple + C. LE and GT 16","","","",""
"Daily","1985","college entrance qualification","1-pers.-HH","","","",""
"Daily","1985","college entrance qualification","(Married) couple without C. ","","","",""
"Daily","1985","college entrance qualification","Single parent ","","","",""
"Daily","1985","college entrance qualification","Couple + C. LE 16 ","","","",""
"Daily","1985","college entrance qualification","Couple + C. GT 16 ","","","",""
"Daily","1985","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Daily","1985","Other degree","1-pers.-HH","","","",""
"Daily","1985","Other degree","(Married) couple without C. ","","","",""
"Daily","1985","Other degree","Single parent ","","","",""
"Daily","1985","Other degree","Couple + C. LE 16 ","","","",""
"Daily","1985","Other degree","Couple + C. GT 16 ","","","",""
"Daily","1985","Other degree","Couple + C. LE and GT 16","","","",""
"Daily","1985","no degree/no degree yet","1-pers.-HH","","","",""
"Daily","1985","no degree/no degree yet","(Married) couple without C. ","","","",""
"Daily","1985","no degree/no degree yet","Single parent ","","","",""
"Daily","1985","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Daily","1985","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Daily","1985","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1985","lower secondary degree","1-pers.-HH","81","0.131254751823102","0.103630159123032","0.158879344523173"
"Min 1x per week","1985","lower secondary degree","(Married) couple without C. ","195","0.128141695974456","0.110701443322549","0.145581948626362"
"Min 1x per week","1985","lower secondary degree","Single parent ","54","0.184788551097112","0.139648547820272","0.229928554373953"
"Min 1x per week","1985","lower secondary degree","Couple + C. LE 16 ","247","0.222202008389899","0.197898311836605","0.246505704943192"
"Min 1x per week","1985","lower secondary degree","Couple + C. GT 16 ","194","0.178957773560126","0.154958776973207","0.202956770147046"
"Min 1x per week","1985","lower secondary degree","Couple + C. LE and GT 16","138","0.194742521978697","0.164438941179572","0.225046102777822"
"Min 1x per week","1985","secondary school degree","1-pers.-HH","79","0.31440477432212","0.253740181020311","0.37506936762393"
"Min 1x per week","1985","secondary school degree","(Married) couple without C. ","112","0.273238242341158","0.229348071346974","0.317128413335343"
"Min 1x per week","1985","secondary school degree","Single parent ","36","0.373651696590212","0.27883397331968","0.468469419860745"
"Min 1x per week","1985","secondary school degree","Couple + C. LE 16 ","169","0.408604217277431","0.361869011421298","0.455339423133565"
