"pli0092_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Daily","1985","Schleswig-Holstein","no migration background","","","",""
"Daily","1985","Schleswig-Holstein","direct migration background","","","",""
"Daily","1985","Schleswig-Holstein","indirect migration background","","","",""
"Daily","1985","Hamburg","no migration background","","","",""
"Daily","1985","Hamburg","direct migration background","","","",""
"Daily","1985","Hamburg","indirect migration background","","","",""
"Daily","1985","Lower Saxony","no migration background","","","",""
"Daily","1985","Lower Saxony","direct migration background","","","",""
"Daily","1985","Lower Saxony","indirect migration background","","","",""
"Daily","1985","Bremen","no migration background","","","",""
"Daily","1985","Bremen","direct migration background","","","",""
"Daily","1985","Bremen","indirect migration background","","","",""
"Daily","1985","North Rhine-Westphalia","no migration background","","","",""
"Daily","1985","North Rhine-Westphalia","direct migration background","","","",""
"Daily","1985","North Rhine-Westphalia","indirect migration background","","","",""
"Daily","1985","Hesse","no migration background","","","",""
"Daily","1985","Hesse","direct migration background","","","",""
"Daily","1985","Hesse","indirect migration background","","","",""
"Daily","1985","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Daily","1985","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Daily","1985","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Daily","1985","Baden-Württemberg","no migration background","","","",""
"Daily","1985","Baden-Württemberg","direct migration background","","","",""
"Daily","1985","Baden-Württemberg","indirect migration background","","","",""
"Daily","1985","Bavaria","no migration background","","","",""
"Daily","1985","Bavaria","direct migration background","","","",""
"Daily","1985","Bavaria","indirect migration background","","","",""
"Daily","1985","Berlin","no migration background","","","",""
"Daily","1985","Berlin","direct migration background","","","",""
"Daily","1985","Berlin","indirect migration background","","","",""
"Daily","1985","Brandenburg","no migration background","","","",""
"Daily","1985","Brandenburg","direct migration background","","","",""
"Daily","1985","Brandenburg","indirect migration background","","","",""
"Daily","1985","Mecklenburg-Western Pomerania","no migration background","","","",""
"Daily","1985","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Daily","1985","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Daily","1985","Saxony","no migration background","","","",""
"Daily","1985","Saxony","direct migration background","","","",""
"Daily","1985","Saxony","indirect migration background","","","",""
"Daily","1985","Saxony-Anhalt","no migration background","","","",""
"Daily","1985","Saxony-Anhalt","direct migration background","","","",""
"Daily","1985","Saxony-Anhalt","indirect migration background","","","",""
"Daily","1985","Thuringia","no migration background","","","",""
"Daily","1985","Thuringia","direct migration background","","","",""
"Daily","1985","Thuringia","indirect migration background","","","",""
"Min 1x per week","1985","Schleswig-Holstein","no migration background","85","0.265364723356201","0.216055266741569","0.314674179970833"
"Min 1x per week","1985","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per week","1985","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per week","1985","Hamburg","no migration background","65","0.304816139496513","0.241647455832132","0.367984823160895"
"Min 1x per week","1985","Hamburg","direct migration background","","","",""
"Min 1x per week","1985","Hamburg","indirect migration background","","","",""
"Min 1x per week","1985","Lower Saxony","no migration background","242","0.246847899047302","0.219136230216357","0.274559567878247"
"Min 1x per week","1985","Lower Saxony","direct migration background","","","",""
"Min 1x per week","1985","Lower Saxony","indirect migration background","","","",""
"Min 1x per week","1985","Bremen","no migration background","","","",""
"Min 1x per week","1985","Bremen","direct migration background","","","",""
"Min 1x per week","1985","Bremen","indirect migration background","","","",""
"Min 1x per week","1985","North Rhine-Westphalia","no migration background","558","0.251055795172686","0.232505461347976","0.269606128997397"
"Min 1x per week","1985","North Rhine-Westphalia","direct migration background","97","0.133348683467559","0.109791700700672","0.156905666234446"
"Min 1x per week","1985","North Rhine-Westphalia","indirect migration background","","","",""
"Min 1x per week","1985","Hesse","no migration background","188","0.259265362754819","0.226731526354588","0.291799199155051"
"Min 1x per week","1985","Hesse","direct migration background","52","0.166307625849582","0.130265104943488","0.202350146755675"
"Min 1x per week","1985","Hesse","indirect migration background","","","",""
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","no migration background","139","0.208898874386369","0.177028135404697","0.24076961336804"
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per week","1985","Baden-Württemberg","no migration background","286","0.225877673137823","0.202335950947757","0.249419395327889"
"Min 1x per week","1985","Baden-Württemberg","direct migration background","109","0.182287899646275","0.155416478839796","0.209159320452754"
"Min 1x per week","1985","Baden-Württemberg","indirect migration background","","","",""
"Min 1x per week","1985","Bavaria","no migration background","390","0.25189816118958","0.229699332850624","0.274096989528535"
"Min 1x per week","1985","Bavaria","direct migration background","61","0.246659640828534","0.204095424196241","0.289223857460827"
"Min 1x per week","1985","Bavaria","indirect migration background","","","",""
"Min 1x per week","1985","Berlin","no migration background","67","0.240995401788604","0.188908947963314","0.293081855613893"
"Min 1x per week","1985","Berlin","direct migration background","","","",""
"Min 1x per week","1985","Berlin","indirect migration background","","","",""
"Min 1x per week","1985","Brandenburg","no migration background","","","",""
"Min 1x per week","1985","Brandenburg","direct migration background","","","",""
"Min 1x per week","1985","Brandenburg","indirect migration background","","","",""
"Min 1x per week","1985","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per week","1985","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per week","1985","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per week","1985","Saxony","no migration background","","","",""
"Min 1x per week","1985","Saxony","direct migration background","","","",""
"Min 1x per week","1985","Saxony","indirect migration background","","","",""
"Min 1x per week","1985","Saxony-Anhalt","no migration background","","","",""
"Min 1x per week","1985","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per week","1985","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per week","1985","Thuringia","no migration background","","","",""
"Min 1x per week","1985","Thuringia","direct migration background","","","",""
"Min 1x per week","1985","Thuringia","indirect migration background","","","",""
"Min 1x per month","1985","Schleswig-Holstein","no migration background","","","",""
"Min 1x per month","1985","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per month","1985","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per month","1985","Hamburg","no migration background","","","",""
"Min 1x per month","1985","Hamburg","direct migration background","","","",""
"Min 1x per month","1985","Hamburg","indirect migration background","","","",""
"Min 1x per month","1985","Lower Saxony","no migration background","42","0.0364078124566823","0.0243699176324745","0.0484457072808902"
"Min 1x per month","1985","Lower Saxony","direct migration background","","","",""
"Min 1x per month","1985","Lower Saxony","indirect migration background","","","",""
"Min 1x per month","1985","Bremen","no migration background","","","",""
"Min 1x per month","1985","Bremen","direct migration background","","","",""
"Min 1x per month","1985","Bremen","indirect migration background","","","",""
"Min 1x per month","1985","North Rhine-Westphalia","no migration background","103","0.0470600106415935","0.0380005851333654","0.0561194361498215"
"Min 1x per month","1985","North Rhine-Westphalia","direct migration background","","","",""
"Min 1x per month","1985","North Rhine-Westphalia","indirect migration background","","","",""
"Min 1x per month","1985","Hesse","no migration background","","","",""
"Min 1x per month","1985","Hesse","direct migration background","","","",""
"Min 1x per month","1985","Hesse","indirect migration background","","","",""
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","no migration background","33","0.0505771049279869","0.0333974310349605","0.0677567788210132"
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per month","1985","Baden-Württemberg","no migration background","74","0.0566987627151035","0.0436788289757266","0.0697186964544804"
"Min 1x per month","1985","Baden-Württemberg","direct migration background","30","0.0281202192171923","0.0166141463015016","0.0396262921328829"
"Min 1x per month","1985","Baden-Württemberg","indirect migration background","","","",""
"Min 1x per month","1985","Bavaria","no migration background","87","0.0548778917299671","0.0432318091967933","0.0665239742631408"
"Min 1x per month","1985","Bavaria","direct migration background","","","",""
"Min 1x per month","1985","Bavaria","indirect migration background","","","",""
"Min 1x per month","1985","Berlin","no migration background","","","",""
"Min 1x per month","1985","Berlin","direct migration background","","","",""
"Min 1x per month","1985","Berlin","indirect migration background","","","",""
"Min 1x per month","1985","Brandenburg","no migration background","","","",""
"Min 1x per month","1985","Brandenburg","direct migration background","","","",""
"Min 1x per month","1985","Brandenburg","indirect migration background","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per month","1985","Saxony","no migration background","","","",""
"Min 1x per month","1985","Saxony","direct migration background","","","",""
"Min 1x per month","1985","Saxony","indirect migration background","","","",""
"Min 1x per month","1985","Saxony-Anhalt","no migration background","","","",""
"Min 1x per month","1985","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per month","1985","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per month","1985","Thuringia","no migration background","","","",""
"Min 1x per month","1985","Thuringia","direct migration background","","","",""
"Min 1x per month","1985","Thuringia","indirect migration background","","","",""
"Rarely","1985","Schleswig-Holstein","no migration background","41","0.126271015621833","0.0891762235546824","0.163365807688984"
"Rarely","1985","Schleswig-Holstein","direct migration background","","","",""
"Rarely","1985","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","1985","Hamburg","no migration background","","","",""
"Rarely","1985","Hamburg","direct migration background","","","",""
"Rarely","1985","Hamburg","indirect migration background","","","",""
"Rarely","1985","Lower Saxony","no migration background","124","0.127315659300259","0.105892864889831","0.148738453710686"
"Rarely","1985","Lower Saxony","direct migration background","","","",""
"Rarely","1985","Lower Saxony","indirect migration background","","","",""
"Rarely","1985","Bremen","no migration background","","","",""
"Rarely","1985","Bremen","direct migration background","","","",""
"Rarely","1985","Bremen","indirect migration background","","","",""
"Rarely","1985","North Rhine-Westphalia","no migration background","305","0.13414099549775","0.119561374881704","0.148720616113797"
"Rarely","1985","North Rhine-Westphalia","direct migration background","82","0.0967229512031356","0.0762406685592437","0.117205233847027"
"Rarely","1985","North Rhine-Westphalia","indirect migration background","","","",""
"Rarely","1985","Hesse","no migration background","93","0.116715182404001","0.0928785026746977","0.140551862133304"
"Rarely","1985","Hesse","direct migration background","36","0.0831262159346399","0.0564035399526976","0.109848891916582"
"Rarely","1985","Hesse","indirect migration background","","","",""
"Rarely","1985","Rhineland-Palatinate,Saarland","no migration background","91","0.135165941682609","0.108361416916872","0.161970466448347"
"Rarely","1985","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rarely","1985","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","1985","Baden-Württemberg","no migration background","172","0.130008683875116","0.111074768973482","0.148942598776751"
"Rarely","1985","Baden-Württemberg","direct migration background","71","0.105955778098626","0.0845341083179401","0.127377447879313"
"Rarely","1985","Baden-Württemberg","indirect migration background","","","",""
"Rarely","1985","Bavaria","no migration background","207","0.133349279064062","0.115965084239461","0.150733473888663"
"Rarely","1985","Bavaria","direct migration background","57","0.123404749701182","0.090928529723551","0.155880969678812"
"Rarely","1985","Bavaria","indirect migration background","","","",""
"Rarely","1985","Berlin","no migration background","36","0.125660282617727","0.0852922737567259","0.166028291478729"
"Rarely","1985","Berlin","direct migration background","","","",""
"Rarely","1985","Berlin","indirect migration background","","","",""
"Rarely","1985","Brandenburg","no migration background","","","",""
"Rarely","1985","Brandenburg","direct migration background","","","",""
"Rarely","1985","Brandenburg","indirect migration background","","","",""
"Rarely","1985","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","1985","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","1985","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","1985","Saxony","no migration background","","","",""
"Rarely","1985","Saxony","direct migration background","","","",""
"Rarely","1985","Saxony","indirect migration background","","","",""
"Rarely","1985","Saxony-Anhalt","no migration background","","","",""
"Rarely","1985","Saxony-Anhalt","direct migration background","","","",""
"Rarely","1985","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","1985","Thuringia","no migration background","","","",""
"Rarely","1985","Thuringia","direct migration background","","","",""
"Rarely","1985","Thuringia","indirect migration background","","","",""
"Never","1985","Schleswig-Holstein","no migration background","166","0.55761743739322","0.502149769587583","0.613085105198857"
"Never","1985","Schleswig-Holstein","direct migration background","","","",""
"Never","1985","Schleswig-Holstein","indirect migration background","","","",""
"Never","1985","Hamburg","no migration background","99","0.518720335031541","0.450155979177713","0.587284690885368"
"Never","1985","Hamburg","direct migration background","49","0.51317479344795","0.396085210938412","0.630264375957489"
"Never","1985","Hamburg","indirect migration background","","","",""
"Never","1985","Lower Saxony","no migration background","522","0.589428629195756","0.557811927536215","0.621045330855298"
