"ple0160","year","e11103","n","percent","lower_confidence","upper_confidence","value"
"No","1999","Full Time","5518","0.943240471187229","0.937306641296407","0.949174301078051","2"
"No","1999","Not Working","4820","0.97562735127921","0.971332036701399","0.97992266585702","2"
"No","1999","Part Time","2704","0.928561127720527","0.919260671252483","0.937861584188571","2"
"Yes","1999","Part Time","242","0.0714388722794731","0.0621384158114294","0.0807393287475168","1"
"Yes","1999","Full Time","323","0.0567595288127709","0.0508256989219488","0.0626933587035929","1"
"Yes","1999","Not Working","131","0.0243726487207902","0.0200773341429795","0.0286679632986008","1"
"No","2000","Full Time","9288","0.921590307500871","0.916341533950845","0.926839081050897","2"
"No","2000","Not Working","8807","0.976472343901074","0.973348343139267","0.979596344662881","2"
"No","2000","Part Time","4651","0.916712656830992","0.909120229257463","0.924305084404522","2"
"Yes","2000","Full Time","788","0.078409692499129","0.0731609189491031","0.083658466049155","1"
"Yes","2000","Part Time","437","0.0832873431690076","0.0756949155954784","0.0908797707425368","1"
"Yes","2000","Not Working","236","0.023527656098926","0.020403655337119","0.0266516568607331","1"
"No","2001","Full Time","8373","0.923875320778152","0.918416062923319","0.929334578632985","2"
"No","2001","Not Working","7914","0.977942127934066","0.97474620912767","0.981138046740462","2"
"No","2001","Part Time","4375","0.907009298387114","0.898816447067974","0.915202149706254","2"
"Yes","2001","Full Time","692","0.0761246792218484","0.0706654213670155","0.0815839370766813","1"
"Yes","2001","Part Time","452","0.0929907016128862","0.0847978502937461","0.101183552932026","1"
"Yes","2001","Not Working","199","0.022057872065934","0.0188619532595381","0.0252537908723299","1"
"No","2002","Full Time","7114","0.943141843880528","0.937917677045457","0.9483660107156","2"
"No","2002","Not Working","7206","0.986354119125422","0.983701464331216","0.989006773919628","2"
"No","2002","Part Time","4224","0.925769310106209","0.918169799620487","0.93336882059193","2"
"Yes","2002","Full Time","434","0.0568581561194717","0.0516339892844004","0.062082322954543","1"
"Yes","2002","Part Time","347","0.0742306898937913","0.06663117940807","0.0818302003795127","1"
"Yes","2002","Not Working","142","0.0136458808745779","0.0109932260803716","0.0162985356687843","1"
"No","2003","Full Time","6484","0.925811194224989","0.919688775728578","0.9319336127214","2"
"No","2003","Not Working","7101","0.980426528519147","0.977243480418625","0.983609576619669","2"
"No","2003","Part Time","4131","0.92137054484163","0.913512507155858","0.929228582527401","2"
"Yes","2003","Full Time","555","0.074188805775011","0.0680663872785999","0.0803112242714221","1"
"Yes","2003","Part Time","376","0.0786294551583705","0.0707714174725988","0.0864874928441422","1"
"Yes","2003","Not Working","175","0.019573471480853","0.0163904233803311","0.022756519581375","1"
"No","2004","Full Time","7724","0.921649520159231","0.915904613682329","0.927394426636134","2"
"No","2004","Not Working","7910","0.972520184648001","0.968975805857575","0.976064563438428","2"
"No","2004","Part Time","4604","0.923806249869377","0.916462699992347","0.931149799746406","2"
"Yes","2004","Full Time","681","0.0783504798407687","0.0726055733638664","0.084095386317671","1"
"Yes","2004","Part Time","410","0.0761937501306235","0.0688502002535944","0.0835373000076526","1"
"Yes","2004","Not Working","262","0.0274798153519986","0.0239354365615722","0.031024194142425","1"
"No","2005","Full Time","7412","0.939419974543049","0.934168415135246","0.944671533950851","2"
"No","2005","Not Working","7577","0.968727611995083","0.964881229386758","0.972573994603407","2"
"No","2005","Part Time","4418","0.916553404348565","0.908719115560576","0.924387693136554","2"
"Yes","2005","Full Time","515","0.0605800254569513","0.0553284660491486","0.065831584864754","1"
"Yes","2005","Part Time","369","0.0834465956514348","0.0756123068634457","0.0912808844394239","1"
"Yes","2005","Not Working","289","0.0312723880049175","0.0274260053965935","0.0351187706132416","1"
"No","2006","Not Working","8295","0.976500773437573","0.973285724593907","0.979715822281239","2"
"No","2006","Part Time","4665","0.936358917739058","0.92959258980016","0.943125245677956","2"
"No","2006","Full Time","7915","0.940194652414445","0.93512070445771","0.94526860037118","2"
"Yes","2006","Part Time","335","0.063641082260942","0.0568747543220444","0.0704074101998396","1"
"Yes","2006","Full Time","475","0.0598053475855548","0.0547313996288196","0.0648792955422901","1"
"Yes","2006","Not Working","233","0.0234992265624269","0.0202841777187606","0.0267142754060932","1"
"No","2007","Not Working","7695","0.967305240200601","0.963393355590365","0.971217124810837","2"
"No","2007","Part Time","4344","0.929378089936287","0.922042874164645","0.936713305707929","2"
"No","2007","Full Time","7286","0.936464737831753","0.931045631116799","0.941883844546706","2"
"Yes","2007","Part Time","342","0.070621910063713","0.0632866942920711","0.0779571258353549","1"
"Yes","2007","Full Time","497","0.0635352621682473","0.0581161554532942","0.0689543688832004","1"
"Yes","2007","Not Working","244","0.0326947597993993","0.0287828751891632","0.0366066444096354","1"
"No","2008","Not Working","7295","0.976671973505351","0.973253363665119","0.980090583345583","2"
"No","2008","Part Time","4081","0.924100639241343","0.916291306464692","0.931909972017994","2"
"No","2008","Full Time","7039","0.944392677023623","0.939201504302185","0.949583849745061","2"
"Yes","2008","Part Time","337","0.0758993607586574","0.0680900279820064","0.0837086935353084","1"
"Yes","2008","Full Time","447","0.055607322976377","0.0504161502549387","0.0607984956978154","1"
"Yes","2008","Not Working","194","0.023328026494649","0.0199094166544168","0.0267466363348812","1"
"No","2009","Not Working","6746","0.982416001590448","0.9793087139987","0.985523289182195","2"
"No","2009","Part Time","3960","0.926500991219767","0.918632373988108","0.934369608451425","2"
"No","2009","Full Time","6653","0.949689908905291","0.944573001648016","0.954806816162566","2"
"Yes","2009","Part Time","265","0.0734990087802334","0.0656303915485751","0.0813676260118917","1"
"Yes","2009","Full Time","357","0.0503100910947089","0.0451931838374338","0.0554269983519839","1"
"Yes","2009","Not Working","127","0.0175839984095523","0.0144767108178049","0.0206912860012996","1"
"No","2010","Not Working","6245","0.979175443950621","0.975668210325288","0.982682677575954","2"
"No","2010","Part Time","3658","0.935188960692935","0.927471233295417","0.942906688090454","2"
"No","2010","Full Time","6176","0.963754502542229","0.9591943696323","0.968314635452159","2"
"Yes","2010","Part Time","251","0.0648110393070647","0.0570933119095459","0.0725287667045835","1"
"Yes","2010","Full Time","277","0.0362454974577706","0.0316853645478408","0.0408056303677004","1"
"Yes","2010","Not Working","123","0.0208245560493789","0.0173173224240464","0.0243317896747115","1"
"No","2011","Not Working","7897","0.969195087393989","0.965439611327142","0.972950563460836","2"
"No","2011","Part Time","4539","0.928413706108592","0.921195392241027","0.935632019976158","2"
"No","2011","Full Time","7378","0.947169284954972","0.942206577386579","0.952131992523365","2"
"Yes","2011","Part Time","361","0.0715862938914076","0.0643679800238421","0.0788046077589732","1"
