"ple0160","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","1999","indirect migration background","higher vocational","17","","","","2"
"No","1999","indirect migration background","higher education","23","","","","2"
"No","1999","indirect migration background","vocational + Abi","21","","","","2"
"No","1999","indirect migration background","middle vocational","203","0.912060843689732","0.874466466268456","0.949655221111008","2"
"No","1999","indirect migration background","inadequately","16","","","","2"
"No","1999","indirect migration background","general elemantary","179","0.910252461366367","0.869928643836202","0.950576278896531","2"
"No","1999","no migration background","general elemantary","1582","0.968192786105504","0.959725390424047","0.976660181786961","2"
"No","1999","no migration background","higher vocational","709","0.937789957588117","0.920538188343238","0.955041726832996","2"
"No","1999","direct migration background","in school","24","","","","2"
"No","1999","direct migration background","middle vocational","775","0.990890874472752","0.984265875683789","0.997515873261716","2"
"No","1999","direct migration background","higher vocational","51","0.983186164657573","0.948571396230271","1.01780093308487","2"
"No","1999","no migration background","in school","223","0.976116465593053","0.956469104993009","0.995763826193098","2"
"No","1999","indirect migration background","in school","63","0.985417464253407","0.95604876199932","1.01478616650749","2"
"No","1999","no migration background","inadequately","64","0.951995170736958","0.901554206153423","1.00243613532049","2"
"No","1999","no migration background","middle vocational","5627","0.95158527538184","0.946128226858588","0.957042323905092","2"
"No","1999","no migration background","higher education","1652","0.940229235035572","0.92915714278746","0.951301327283684","2"
"No","1999","direct migration background","inadequately","336","0.99049138496916","0.980175829561158","1.00080694037716","2"
"No","1999","direct migration background","vocational + Abi","122","0.95538821833394","0.919623251149802","0.991153185518077","2"
"No","1999","direct migration background","higher education","166","0.936160353543913","0.900545664026967","0.971775043060859","2"
"No","1999","no migration background","vocational + Abi","323","0.909404220886017","0.879629585776258","0.939178855995777","2"
"No","1999","direct migration background","general elemantary","600","0.987666548346573","0.978929487826612","0.996403608866535","2"
"Yes","1999","no migration background","in school","9","","","","1"
"Yes","1999","no migration background","inadequately","5","","","","1"
"Yes","1999","no migration background","general elemantary","68","0.0318072138944963","0.0233398182130394","0.0402746095759532","1"
"Yes","1999","no migration background","middle vocational","316","0.04841472461816","0.0429576760949076","0.0538717731414124","1"
"Yes","1999","no migration background","vocational + Abi","34","0.0905957791139827","0.0608211440042235","0.120370414223742","1"
"Yes","1999","no migration background","higher vocational","44","0.062210042411883","0.0449582731670036","0.0794618116567624","1"
"Yes","1999","no migration background","higher education","109","0.0597707649644278","0.0486986727163156","0.07084285721254","1"
"Yes","1999","direct migration background","in school","1","","","","1"
"Yes","1999","direct migration background","inadequately","4","","","","1"
"Yes","1999","direct migration background","general elemantary","13","","","","1"
"Yes","1999","direct migration background","middle vocational","15","","","","1"
"Yes","1999","direct migration background","vocational + Abi","6","","","","1"
"Yes","1999","direct migration background","higher vocational","2","","","","1"
"Yes","1999","direct migration background","higher education","15","","","","1"
"Yes","1999","indirect migration background","in school","1","","","","1"
"Yes","1999","indirect migration background","inadequately","1","","","","1"
"Yes","1999","indirect migration background","general elemantary","14","","","","1"
"Yes","1999","indirect migration background","middle vocational","15","","","","1"
"Yes","1999","indirect migration background","vocational + Abi","2","","","","1"
"Yes","1999","indirect migration background","higher vocational","","","","","1"
"Yes","1999","indirect migration background","higher education","3","","","","1"
"No","2000","indirect migration background","higher education","44","0.815879024533435","0.712503975477876","0.919254073588994","2"
"No","2000","indirect migration background","higher vocational","40","0.995090986081056","0.973697345733145","1.01648462642897","2"
"No","2000","indirect migration background","middle vocational","317","0.924599634695653","0.896778577738462","0.952420691652845","2"
"No","2000","indirect migration background","vocational + Abi","36","0.926861323592621","0.849040684761073","1.00468196242417","2"
"No","2000","indirect migration background","inadequately","16","","","","2"
"No","2000","indirect migration background","general elemantary","245","0.94110550052931","0.912598339507765","0.969612661550855","2"
"No","2000","no migration background","in school","353","0.961349773665039","0.941682161172425","0.981017386157653","2"
"No","2000","no migration background","general elemantary","2342","0.966533295701536","0.959410203245814","0.973656388157259","2"
"No","2000","no migration background","middle vocational","10607","0.944584770054224","0.94036079667645","0.948808743431999","2"
"No","2000","no migration background","higher vocational","1552","0.940715639030262","0.92933466081849","0.952096617242035","2"
"No","2000","direct migration background","in school","57","0.959776310164478","0.909640498313498","1.00991212201546","2"
"No","2000","direct migration background","inadequately","278","0.980661506237061","0.964617022041343","0.99670599043278","2"
