"ple0160","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Yes","1999","lower secondary degree","no migration background","150","0.0275366469226171","0.0228795671329283","0.0321937267123058"
"Yes","1999","lower secondary degree","direct migration background","12","","",""
"Yes","1999","lower secondary degree","indirect migration background","12","","",""
"Yes","1999","secondary school degree","no migration background","243","0.0674751563170798","0.0592467422487167","0.0757035703854428"
"Yes","1999","secondary school degree","direct migration background","4","","",""
"Yes","1999","secondary school degree","indirect migration background","12","","",""
"Yes","1999","college entrance qualification","no migration background","163","0.0767390582097088","0.0649850648220808","0.0884930515973368"
"Yes","1999","college entrance qualification","direct migration background","17","","",""
"Yes","1999","college entrance qualification","indirect migration background","9","","",""
"Yes","1999","Other degree","no migration background","7","","",""
"Yes","1999","Other degree","direct migration background","15","","",""
"Yes","1999","Other degree","indirect migration background","1","","",""
"Yes","1999","no degree/no degree yet","no migration background","13","","",""
"Yes","1999","no degree/no degree yet","direct migration background","5","","",""
"Yes","1999","no degree/no degree yet","indirect migration background","1","","",""
"No","1999","lower secondary degree","no migration background","4593","0.972463353077383","0.967806273287694","0.977120432867072"
"No","1999","lower secondary degree","direct migration background","539","0.989643612278662","0.981190515229909","0.998096709327414"
"No","1999","lower secondary degree","indirect migration background","207","0.951071196722436","0.922500893801871","0.979641499643001"
"No","1999","secondary school degree","no migration background","3327","0.93252484368292","0.924296429614557","0.940753257751283"
"No","1999","secondary school degree","direct migration background","152","0.991326839238794","0.976776171553001","1.00587750692459"
"No","1999","secondary school degree","indirect migration background","124","0.856434247214035","0.797502261365648","0.915366233062422"
"No","1999","college entrance qualification","no migration background","1807","0.923260941790291","0.911506948402663","0.935014935177919"
"No","1999","college entrance qualification","direct migration background","151","0.927151454036614","0.88785265886374","0.966450249209487"
"No","1999","college entrance qualification","indirect migration background","83","0.927414298904301","0.874397120690287","0.980431477118315"
"No","1999","Other degree","no migration background","84","0.916334177129151","0.859445166517981","0.973223187740321"
"No","1999","Other degree","direct migration background","807","0.986934523752614","0.979171713420495","0.994697334084733"
"No","1999","Other degree","indirect migration background","17","","",""
"No","1999","no degree/no degree yet","no migration background","287","0.972684061101048","0.954238943452045","0.99112917875005"
"No","1999","no degree/no degree yet","direct migration background","398","0.98948743977283","0.979529833289642","0.999445046256017"
"No","1999","no degree/no degree yet","indirect migration background","75","0.98678753850714","0.961116408248068","1.01245866876621"
"Yes","2000","lower secondary degree","no migration background","289","0.0310994994872523","0.0274636030503799","0.0347353959241247"
"Yes","2000","lower secondary degree","direct migration background","27","","",""
"Yes","2000","lower secondary degree","indirect migration background","14","","",""
"Yes","2000","secondary school degree","no migration background","536","0.0794136165607643","0.0728063614422576","0.086020871679271"
"Yes","2000","secondary school degree","direct migration background","21","","",""
"Yes","2000","secondary school degree","indirect migration background","20","","",""
"Yes","2000","college entrance qualification","no migration background","393","0.0956121462553406","0.0867536939580566","0.104470598552625"
"Yes","2000","college entrance qualification","direct migration background","29","","",""
"Yes","2000","college entrance qualification","indirect migration background","29","","",""
"Yes","2000","Other degree","no migration background","7","","",""
"Yes","2000","Other degree","direct migration background","61","0.051217882017656","0.0396291813857182","0.0628065826495937"
"Yes","2000","Other degree","indirect migration background","1","","",""
"Yes","2000","no degree/no degree yet","no migration background","19","","",""
"Yes","2000","no degree/no degree yet","direct migration background","8","","",""
"Yes","2000","no degree/no degree yet","indirect migration background","2","","",""
"No","2000","lower secondary degree","no migration background","8467","0.968900500512748","0.965264604075875","0.97253639694962"
"No","2000","lower secondary degree","direct migration background","857","0.971592645810961","0.960640998202441","0.982544293419482"
"No","2000","lower secondary degree","indirect migration background","311","0.9574610714867","0.935519878036929","0.979402264936471"
"No","2000","secondary school degree","no migration background","5897","0.920586383439236","0.913979128320729","0.927193638557742"
