"year","pgcasmin","sex","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2005","(0) in school","Female","4.8","5","341","4.61","4.99","2","4","6","7"
"2005","(0) in school","Male","3.65","4","311","3.44","3.86","1","2","5","6"
"2005","(1a) inadequately completed","Female","3.3","3","139","3.02","3.58","1","2","4","6"
"2005","(1a) inadequately completed","Male","3.15","3","103","2.78","3.52","1","1","4","6"
"2005","(1b) general elementary school","Female","3.78","4","1265","3.68","3.88","1","2","5","6"
"2005","(1b) general elementary school","Male","3.26","3","572","3.12","3.4","1","2","4","6"
"2005","(1c) basic vocational qualification","Female","4.15","4","2608","4.08","4.22","1","3","6","7"
"2005","(1c) basic vocational qualification","Male","3.55","4","3057","3.49","3.61","1","2","5","6"
"2005","(2a) intermediate vocational","Female","4.33","4","2733","4.26","4.4","2","3","6","7"
"2005","(2a) intermediate vocational","Male","3.66","4","2058","3.58","3.74","1","2","5","6"
"2005","(2b) intermediate general qualification","Female","4.39","4","354","4.2","4.58","2","3","6","7"
"2005","(2b) intermediate general qualification","Male","3.66","3","224","3.42","3.9","1","2","5","7"
"2005","(2c_gen) general maturity certificate","Female","4.62","5","433","4.46","4.78","2","4","6","7"
"2005","(2c_gen) general maturity certificate","Male","4.19","4","364","4","4.38","2","3","6","7"
"2005","(2c_voc) vocational maturity certificate","Female","4.52","5","839","4.4","4.64","2","3","6","7"
"2005","(2c_voc) vocational maturity certificate","Male","4.1","4","669","3.96","4.24","2","3","6","7"
"2005","(3a) lower tertiary education","Female","4.98","5","766","4.86","5.1","2","4","6","7"
"2005","(3a) lower tertiary education","Male","4.18","4","881","4.07","4.29","2","3","6","7"
"2005","(3b) higher tertiary education","Female","4.96","5","1088","4.86","5.06","2","4","6","7"
"2005","(3b) higher tertiary education","Male","4.45","5","1425","4.36","4.54","2","3","6","7"
"2006","(0) in school","Female","","","","","","","","",""
"2006","(0) in school","Male","","","","","","","","",""
"2006","(1a) inadequately completed","Female","","","","","","","","",""
"2006","(1a) inadequately completed","Male","","","","","","","","",""
"2006","(1b) general elementary school","Female","","","","","","","","",""
"2006","(1b) general elementary school","Male","","","","","","","","",""
"2006","(1c) basic vocational qualification","Female","","","","","","","","",""
"2006","(1c) basic vocational qualification","Male","","","","","","","","",""
"2006","(2a) intermediate vocational","Female","","","","","","","","",""
"2006","(2a) intermediate vocational","Male","","","","","","","","",""
"2006","(2b) intermediate general qualification","Female","","","","","","","","",""
"2006","(2b) intermediate general qualification","Male","","","","","","","","",""
"2006","(2c_gen) general maturity certificate","Female","","","","","","","","",""
"2006","(2c_gen) general maturity certificate","Male","","","","","","","","",""
"2006","(2c_voc) vocational maturity certificate","Female","","","","","","","","",""
"2006","(2c_voc) vocational maturity certificate","Male","","","","","","","","",""
"2006","(3a) lower tertiary education","Female","","","","","","","","",""
"2006","(3a) lower tertiary education","Male","","","","","","","","",""
"2006","(3b) higher tertiary education","Female","","","","","","","","",""
"2006","(3b) higher tertiary education","Male","","","","","","","","",""
"2007","(0) in school","Female","","","","","","","","",""
"2007","(0) in school","Male","","","","","","","","",""
"2007","(1a) inadequately completed","Female","","","","","","","","",""
"2007","(1a) inadequately completed","Male","","","","","","","","",""
"2007","(1b) general elementary school","Female","","","","","","","","",""
"2007","(1b) general elementary school","Male","","","","","","","","",""
"2007","(1c) basic vocational qualification","Female","","","","","","","","",""
"2007","(1c) basic vocational qualification","Male","","","","","","","","",""
"2007","(2a) intermediate vocational","Female","","","","","","","","",""
"2007","(2a) intermediate vocational","Male","","","","","","","","",""
"2007","(2b) intermediate general qualification","Female","","","","","","","","",""
"2007","(2b) intermediate general qualification","Male","","","","","","","","",""
"2007","(2c_gen) general maturity certificate","Female","","","","","","","","",""
"2007","(2c_gen) general maturity certificate","Male","","","","","","","","",""
"2007","(2c_voc) vocational maturity certificate","Female","","","","","","","","",""
"2007","(2c_voc) vocational maturity certificate","Male","","","","","","","","",""
"2007","(3a) lower tertiary education","Female","","","","","","","","",""
"2007","(3a) lower tertiary education","Male","","","","","","","","",""
"2007","(3b) higher tertiary education","Female","","","","","","","","",""
"2007","(3b) higher tertiary education","Male","","","","","","","","",""
"2008","(0) in school","Female","","","","","","","","",""
"2008","(0) in school","Male","","","","","","","","",""
"2008","(1a) inadequately completed","Female","","","","","","","","",""
"2008","(1a) inadequately completed","Male","","","","","","","","",""
"2008","(1b) general elementary school","Female","","","","","","","","",""
"2008","(1b) general elementary school","Male","","","","","","","","",""
"2008","(1c) basic vocational qualification","Female","","","","","","","","",""
"2008","(1c) basic vocational qualification","Male","","","","","","","","",""
"2008","(2a) intermediate vocational","Female","","","","","","","","",""
"2008","(2a) intermediate vocational","Male","","","","","","","","",""
"2008","(2b) intermediate general qualification","Female","","","","","","","","",""
"2008","(2b) intermediate general qualification","Male","","","","","","","","",""
"2008","(2c_gen) general maturity certificate","Female","","","","","","","","",""
"2008","(2c_gen) general maturity certificate","Male","","","","","","","","",""
"2008","(2c_voc) vocational maturity certificate","Female","","","","","","","","",""
"2008","(2c_voc) vocational maturity certificate","Male","","","","","","","","",""
"2008","(3a) lower tertiary education","Female","","","","","","","","",""
"2008","(3a) lower tertiary education","Male","","","","","","","","",""
"2008","(3b) higher tertiary education","Female","","","","","","","","",""
"2008","(3b) higher tertiary education","Male","","","","","","","","",""
"2009","(0) in school","Female","4.28","4","142","3.99","4.57","2","3","6","7"
"2009","(0) in school","Male","3.75","4","166","3.46","4.04","1","2","5","7"
"2009","(1a) inadequately completed","Female","3.24","3","88","2.88","3.6","1","2","5","6"
"2009","(1a) inadequately completed","Male","2.45","2","78","2.1","2.8","1","1","4","5"
"2009","(1b) general elementary school","Female","3.44","3","981","3.33","3.55","1","2","5","6"
"2009","(1b) general elementary school","Male","2.97","3","398","2.81","3.13","1","2","4","5"
"2009","(1c) basic vocational qualification","Female","3.94","4","2193","3.87","4.01","1","3","5","6"
"2009","(1c) basic vocational qualification","Male","3.3","3","2582","3.23","3.37","1","2","5","6"
"2009","(2a) intermediate vocational","Female","4.11","4","2509","4.04","4.18","1","3","6","7"
"2009","(2a) intermediate vocational","Male","3.5","3","1845","3.42","3.58","1","2","5","6"
"2009","(2b) intermediate general qualification","Female","3.9","4","257","3.67","4.13","1","3","5","7"
"2009","(2b) intermediate general qualification","Male","3.07","3","171","2.8","3.34","1","1","4","6"
"2009","(2c_gen) general maturity certificate","Female","4.25","4","367","4.07","4.43","2","3","6","7"
"2009","(2c_gen) general maturity certificate","Male","4.08","4","325","3.88","4.28","2","3","5","7"
"2009","(2c_voc) vocational maturity certificate","Female","4.36","4","753","4.23","4.49","2","3","6","7"
"2009","(2c_voc) vocational maturity certificate","Male","4.1","4","569","3.95","4.25","2","3","5","7"
"2009","(3a) lower tertiary education","Female","4.8","5","729","4.68","4.92","2","3","6","7"
"2009","(3a) lower tertiary education","Male","3.99","4","852","3.88","4.1","2","3","5","6"
"2009","(3b) higher tertiary education","Female","5.04","5","1122","4.94","5.14","2","4","6","7"
"2009","(3b) higher tertiary education","Male","4.47","5","1326","4.38","4.56","2","3","6","7"
"2010","(0) in school","Female","","","","","","","","",""
"2010","(0) in school","Male","","","","","","","","",""
"2010","(1a) inadequately completed","Female","","","","","","","","",""
"2010","(1a) inadequately completed","Male","","","","","","","","",""
"2010","(1b) general elementary school","Female","","","","","","","","",""
"2010","(1b) general elementary school","Male","","","","","","","","",""
"2010","(1c) basic vocational qualification","Female","","","","","","","","",""
"2010","(1c) basic vocational qualification","Male","","","","","","","","",""
"2010","(2a) intermediate vocational","Female","","","","","","","","",""
"2010","(2a) intermediate vocational","Male","","","","","","","","",""
"2010","(2b) intermediate general qualification","Female","","","","","","","","",""
"2010","(2b) intermediate general qualification","Male","","","","","","","","",""
"2010","(2c_gen) general maturity certificate","Female","","","","","","","","",""
"2010","(2c_gen) general maturity certificate","Male","","","","","","","","",""
"2010","(2c_voc) vocational maturity certificate","Female","","","","","","","","",""
"2010","(2c_voc) vocational maturity certificate","Male","","","","","","","","",""
"2010","(3a) lower tertiary education","Female","","","","","","","","",""
"2010","(3a) lower tertiary education","Male","","","","","","","","",""
"2010","(3b) higher tertiary education","Female","","","","","","","","",""
"2010","(3b) higher tertiary education","Male","","","","","","","","",""
"2011","(0) in school","Female","","","","","","","","",""
"2011","(0) in school","Male","","","","","","","","",""
"2011","(1a) inadequately completed","Female","","","","","","","","",""
"2011","(1a) inadequately completed","Male","","","","","","","","",""
"2011","(1b) general elementary school","Female","","","","","","","","",""
"2011","(1b) general elementary school","Male","","","","","","","","",""
"2011","(1c) basic vocational qualification","Female","","","","","","","","",""
"2011","(1c) basic vocational qualification","Male","","","","","","","","",""
"2011","(2a) intermediate vocational","Female","","","","","","","","",""
"2011","(2a) intermediate vocational","Male","","","","","","","","",""
"2011","(2b) intermediate general qualification","Female","","","","","","","","",""
"2011","(2b) intermediate general qualification","Male","","","","","","","","",""
"2011","(2c_gen) general maturity certificate","Female","","","","","","","","",""
"2011","(2c_gen) general maturity certificate","Male","","","","","","","","",""
"2011","(2c_voc) vocational maturity certificate","Female","","","","","","","","",""
"2011","(2c_voc) vocational maturity certificate","Male","","","","","","","","",""
"2011","(3a) lower tertiary education","Female","","","","","","","","",""
"2011","(3a) lower tertiary education","Male","","","","","","","","",""
"2011","(3b) higher tertiary education","Female","","","","","","","","",""
"2011","(3b) higher tertiary education","Male","","","","","","","","",""
"2012","(0) in school","Female","4.77","5","99","4.4","5.14","2","3","7","7"
"2012","(0) in school","Male","4.09","4","91","3.7","4.48","2","2","6","7"
"2012","(1a) inadequately completed","Female","3.46","3.79","88","3.02","3.9","1","1","5","6"
"2012","(1a) inadequately completed","Male","2.79","2","67","2.42","3.16","1","2","4","5"
"2012","(1b) general elementary school","Female","3.62","4","334","3.41","3.83","1","2","5","7"
"2012","(1b) general elementary school","Male","3.23","3","233","2.99","3.47","1","1","5","6"
