"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","Rural Area","4.11","4","402","1","3","5","7","7","3.93","4.29","1","7","4","4"
"2005","direct migration background","Urban Area","3.89","4","1935","1","2","5","7","7","3.81","3.97","1","7","4","4"
"2005","indirect migration background","Rural Area","4.14","4","107","2","3","5","6","7","3.82","4.46","1","7","4","4"
"2005","indirect migration background","Urban Area","4.17","4","719","2","3","6","7","7","4.04","4.3","1","7","4","4"
"2005","no migration background","Rural Area","3.9","4","6324","1","2","5","6","7","3.86","3.94","1","7","4","4"
"2005","no migration background","Urban Area","4.13","4","11115","1","3","6","7","7","4.1","4.16","1","7","4","4"
"2006","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2006","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2006","no migration background","Rural Area","","","","","","","","","","","","","",""
"2006","no migration background","Urban Area","","","","","","","","","","","","","",""
"2007","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2007","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2007","no migration background","Rural Area","","","","","","","","","","","","","",""
"2007","no migration background","Urban Area","","","","","","","","","","","","","",""
"2008","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2008","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2008","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2008","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2008","no migration background","Rural Area","","","","","","","","","","","","","",""
"2008","no migration background","Urban Area","","","","","","","","","","","","","",""
"2009","direct migration background","Rural Area","3.68","4","309","1","2","5","6","7","3.47","3.89","1","7","3","4"
"2009","direct migration background","Urban Area","3.84","4","1326","1","2","5","7","7","3.74","3.94","1","7","4","4"
"2009","indirect migration background","Rural Area","4.47","4","117","2","4","6","6","7","4.17","4.77","1","7","4","4"
"2009","indirect migration background","Urban Area","4","4","593","1","3","5","7","7","3.85","4.15","1","7","4","4"
