"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","college entrance qualification","Female","4.79","5","2466","2","4","6","7","4.72","4.86","5","5"
"2005","college entrance qualification","Male","4.3","4","2716","2","3","6","7","4.23","4.37","4","4"
"2005","lower secondary degree","Female","4.08","4","3593","1","3","6","7","4.02","4.14","4","4"
"2005","lower secondary degree","Male","3.56","4","3435","1","2","5","6","3.5","3.62","4","4"
"2005","no degree/no degree yet","Female","4.22","4","481","1","3","6","7","4.05","4.39","4","5"
"2005","no degree/no degree yet","Male","3.46","3","415","1","2","5","6","3.28","3.64","3","4"
"2005","Other degree","Female","4","4","576","1","2","5","7","3.85","4.15","4","4"
"2005","Other degree","Male","3.45","3","523","1","2","5","6","3.29","3.61","3","4"
"2005","secondary school degree","Female","4.38","4","3444","2","3","6","7","4.32","4.44","4","5"
"2005","secondary school degree","Male","3.72","4","2567","1","2","5","6","3.65","3.79","4","4"
"2006","college entrance qualification","Female","","","","","","","","","","",""
"2006","college entrance qualification","Male","","","","","","","","","","",""
"2006","lower secondary degree","Female","","","","","","","","","","",""
"2006","lower secondary degree","Male","","","","","","","","","","",""
"2006","no degree/no degree yet","Female","","","","","","","","","","",""
"2006","no degree/no degree yet","Male","","","","","","","","","","",""
"2006","Other degree","Female","","","","","","","","","","",""
"2006","Other degree","Male","","","","","","","","","","",""
"2006","secondary school degree","Female","","","","","","","","","","",""
"2006","secondary school degree","Male","","","","","","","","","","",""
"2007","college entrance qualification","Female","","","","","","","","","","",""
"2007","college entrance qualification","Male","","","","","","","","","","",""
"2007","lower secondary degree","Female","","","","","","","","","","",""
"2007","lower secondary degree","Male","","","","","","","","","","",""
"2007","no degree/no degree yet","Female","","","","","","","","","","",""
"2007","no degree/no degree yet","Male","","","","","","","","","","",""
"2007","Other degree","Female","","","","","","","","","","",""
"2007","Other degree","Male","","","","","","","","","","",""
"2007","secondary school degree","Female","","","","","","","","","","",""
"2007","secondary school degree","Male","","","","","","","","","","",""
"2008","college entrance qualification","Female","","","","","","","","","","",""
"2008","college entrance qualification","Male","","","","","","","","","","",""
"2008","lower secondary degree","Female","","","","","","","","","","",""
"2008","lower secondary degree","Male","","","","","","","","","","",""
"2008","no degree/no degree yet","Female","","","","","","","","","","",""
"2008","no degree/no degree yet","Male","","","","","","","","","","",""
"2008","Other degree","Female","","","","","","","","","","",""
"2008","Other degree","Male","","","","","","","","","","",""
"2008","secondary school degree","Female","","","","","","","","","","",""
"2008","secondary school degree","Male","","","","","","","","","","",""
"2009","college entrance qualification","Female","4.66","5","2372","2","3","6","7","4.59","4.73","5","5"
"2009","college entrance qualification","Male","4.26","4","2514","2","3","6","7","4.19","4.33","4","4"
"2009","lower secondary degree","Female","3.83","4","2988","1","2","5","6","3.77","3.89","4","4"
"2009","lower secondary degree","Male","3.3","3","2890","1","2","4","6","3.24","3.36","3","3"
"2009","no degree/no degree yet","Female","3.78","4","232","1","2","5","6","3.54","4.02","4","4"
"2009","no degree/no degree yet","Male","3.19","3","245","1","2","5","6","2.95","3.43","3","4"
"2009","Other degree","Female","4.02","4","429","1","2","6","7","3.84","4.2","4","4"
"2009","Other degree","Male","3.3","3","365","1","2","5","6","3.11","3.49","3","4"
