"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","Female","4.14","4","1239","1","3","5","7","7","4.04","4.24","1","7","4","4"
"2005","direct migration background","Male","3.69","4","1098","1","2","5","6","7","3.58","3.8","1","7","4","4"
"2005","indirect migration background","Female","4.52","5","425","2","3","6","7","7","4.35","4.69","1","7","4","5"
"2005","indirect migration background","Male","3.8","4","401","1","3","5","6","7","3.63","3.97","1","7","4","4"
"2005","no migration background","Female","4.33","4","9084","2","3","6","7","7","4.29","4.37","1","7","4","5"
"2005","no migration background","Male","3.77","4","8355","1","2","5","6","7","3.73","3.81","1","7","4","4"
"2006","direct migration background","Female","","","","","","","","","","","","","",""
"2006","direct migration background","Male","","","","","","","","","","","","","",""
"2006","indirect migration background","Female","","","","","","","","","","","","","",""
"2006","indirect migration background","Male","","","","","","","","","","","","","",""
"2006","no migration background","Female","","","","","","","","","","","","","",""
"2006","no migration background","Male","","","","","","","","","","","","","",""
"2007","direct migration background","Female","","","","","","","","","","","","","",""
"2007","direct migration background","Male","","","","","","","","","","","","","",""
"2007","indirect migration background","Female","","","","","","","","","","","","","",""
"2007","indirect migration background","Male","","","","","","","","","","","","","",""
"2007","no migration background","Female","","","","","","","","","","","","","",""
"2007","no migration background","Male","","","","","","","","","","","","","",""
"2008","direct migration background","Female","","","","","","","","","","","","","",""
"2008","direct migration background","Male","","","","","","","","","","","","","",""
"2008","indirect migration background","Female","","","","","","","","","","","","","",""
"2008","indirect migration background","Male","","","","","","","","","","","","","",""
"2008","no migration background","Female","","","","","","","","","","","","","",""
"2008","no migration background","Male","","","","","","","","","","","","","",""
"2009","direct migration background","Female","4.05","4","884","1","2","6","7","7","3.93","4.17","1","7","4","4"
"2009","direct migration background","Male","3.54","3","751","1","2","5","6","7","3.41","3.67","1","7","3","4"
"2009","indirect migration background","Female","4.3","4","368","2","3","6","7","7","4.11","4.49","1","7","4","5"
"2009","indirect migration background","Male","3.88","4","342","2","3","5","6","7","3.69","4.07","1","7","3","4"
"2009","no migration background","Female","4.13","4","8108","1","3","6","7","7","4.09","4.17","1","7","4","4"
"2009","no migration background","Male","3.62","4","7470","1","2","5","6","7","3.58","3.66","1","7","4","4"
"2010","direct migration background","Female","","","","","","","","","","","","","",""
"2010","direct migration background","Male","","","","","","","","","","","","","",""
"2010","indirect migration background","Female","","","","","","","","","","","","","",""
"2010","indirect migration background","Male","","","","","","","","","","","","","",""
"2010","no migration background","Female","","","","","","","","","","","","","",""
"2010","no migration background","Male","","","","","","","","","","","","","",""
"2011","direct migration background","Female","","","","","","","","","","","","","",""
"2011","direct migration background","Male","","","","","","","","","","","","","",""
"2011","indirect migration background","Female","","","","","","","","","","","","","",""
"2011","indirect migration background","Male","","","","","","","","","","","","","",""
"2011","no migration background","Female","","","","","","","","","","","","","",""
"2011","no migration background","Male","","","","","","","","","","","","","",""
"2012","direct migration background","Female","4.44","5","593","1","3","6","7","7","4.29","4.59","1","7","5","5"
"2012","direct migration background","Male","3.75","4","474","1","2","5","6","7","3.58","3.92","1","7","4","4"
"2012","indirect migration background","Female","4.69","5","285","2","3","6","7","7","4.48","4.9","1","7","5","5"
"2012","indirect migration background","Male","3.81","4","196","1","2","6","7","7","3.54","4.08","1","7","3","4"
"2012","no migration background","Female","4.23","4","3322","1","3","6","7","7","4.17","4.29","1","7","4","5"
