"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2004","college entrance qualification","direct migration background","5.34","6","274","1","3","8","8","5","5.68","5","7"
"2004","college entrance qualification","indirect migration background","5.56","6","182","2","4","7","8","5.2","5.92","5","6"
"2004","college entrance qualification","no migration background","6.23","7","4786","3","5","8","9","6.16","6.3","7","7"
"2004","lower secondary degree","direct migration background","4.99","5","632","1","3","7","8","4.8","5.18","5","6"
"2004","lower secondary degree","indirect migration background","4.57","4.9","244","1","3","6","8","4.23","4.91","4","5"
"2004","lower secondary degree","no migration background","5.53","6","6486","2","4","8","8","5.47","5.59","6","6"
"2004","no degree/no degree yet","direct migration background","4.22","4","217","0","3","6","8","3.87","4.57","4","5"
"2004","no degree/no degree yet","indirect migration background","4.15","5","73","0","2","6","7","3.42","4.88","3","5"
"2004","no degree/no degree yet","no migration background","4.65","5","459","0","2","7","9","4.38","4.92","5","5"
"2004","Other degree","direct migration background","4.89","5","1009","1","3","7","8","4.73","5.05","5","5"
"2004","Other degree","indirect migration background","","","","","","","","","","",""
"2004","Other degree","no migration background","5.46","5.51","107","2","3","8","9","4.91","6.01","4","6"
"2004","secondary school degree","direct migration background","4.92","5","244","0","3","7","8","4.57","5.27","5","6"
"2004","secondary school degree","indirect migration background","4.87","5","199","1","3","7","8","4.52","5.22","5","6"
"2004","secondary school degree","no migration background","5.49","6","5686","2","4","7","8","5.42","5.56","6","6"
"2005","college entrance qualification","direct migration background","5.52","7","257","0","3","8","9","5.16","5.88","6","7"
"2005","college entrance qualification","indirect migration background","5.3","5","182","2","4","7","8","4.91","5.69","5","6"
"2005","college entrance qualification","no migration background","6.22","7","4627","3","5","8","9","6.15","6.29","7","7"
"2005","lower secondary degree","direct migration background","4.72","5","572","1","3","7","8","4.51","4.93","5","5"
"2005","lower secondary degree","indirect migration background","4.74","5","247","0","3","7","8","4.38","5.1","5","5"
"2005","lower secondary degree","no migration background","5.57","6","6103","2","4","8","9","5.51","5.63","6","6"
"2005","no degree/no degree yet","direct migration background","3.94","4","197","0","2","6","7","3.54","4.34","3","4"
"2005","no degree/no degree yet","indirect migration background","3.98","5","78","0","0","6","8","3.29","4.67","2","5"
"2005","no degree/no degree yet","no migration background","4.81","5","461","0","3","7","9","4.52","5.1","5","5"
"2005","Other degree","direct migration background","4.72","5","953","0","3","7","8","4.55","4.89","5","5"
"2005","Other degree","indirect migration background","","","","","","","","","","",""
"2005","Other degree","no migration background","5.46","6","108","0","3","8","9","4.87","6.05","4","7"
"2005","secondary school degree","direct migration background","5.15","5","233","1","3","7","9","4.79","5.51","5","6"
"2005","secondary school degree","indirect migration background","5.32","5","194","1","4","7","8","4.96","5.68","5","6"
"2005","secondary school degree","no migration background","5.53","6","5461","2","4","8","9","5.46","5.6","6","6"
"2006","college entrance qualification","direct migration background","5.26","6","267","0","3","8","8","4.92","5.6","6","6"
"2006","college entrance qualification","indirect migration background","6","7","200","2","5","8","9","5.63","6.37","5","7"
"2006","college entrance qualification","no migration background","6.19","7","5025","2","5","8","9","6.12","6.26","7","7"
"2006","lower secondary degree","direct migration background","4.81","5","558","1","3","7","8","4.6","5.02","5","5"
"2006","lower secondary degree","indirect migration background","4.57","5","236","0","3","6","8","4.22","4.92","5","5"
"2006","lower secondary degree","no migration background","5.54","6","6646","2","4","8","9","5.48","5.6","6","6"
"2006","no degree/no degree yet","direct migration background","3.84","4","162","0","1","5","8","3.41","4.27","3","5"
"2006","no degree/no degree yet","indirect migration background","4.5","5","50","0","3","6","8","3.66","5.34","3","5"
"2006","no degree/no degree yet","no migration background","4.95","5","352","0","3","7","9","4.63","5.27","5","6"
"2006","Other degree","direct migration background","4.77","5","986","1","3","7","8","4.6","4.94","5","5"
"2006","Other degree","indirect migration background","","","","","","","","","","",""
"2006","Other degree","no migration background","5.53","5","142","2","4","8","9","5.07","5.99","5","6"
"2006","secondary school degree","direct migration background","5.13","5","238","1","4","7","8","4.79","5.47","5","6"
"2006","secondary school degree","indirect migration background","5.01","5","203","0","3","7","9","4.64","5.38","5","6"
"2006","secondary school degree","no migration background","5.56","6","5883","2","4","8","9","5.49","5.63","6","6"
"2007","college entrance qualification","direct migration background","5.43","6","259","2","3","8","9","5.11","5.75","5","7"
"2007","college entrance qualification","indirect migration background","5.88","6","199","3","4","8","9","5.52","6.24","6","7"
"2007","college entrance qualification","no migration background","6.26","7","4874","3","5","8","9","6.19","6.33","7","7"
"2007","lower secondary degree","direct migration background","5.04","5","497","1","3","7","8","4.83","5.25","5","5"
"2007","lower secondary degree","indirect migration background","4.76","5","225","0","2","7","8","4.39","5.13","5","6"
"2007","lower secondary degree","no migration background","5.41","6","6076","2","4","7","8","5.35","5.47","6","6"
"2007","no degree/no degree yet","direct migration background","3.58","4","134","0","1","6","7","3.12","4.04","3","5"
"2007","no degree/no degree yet","indirect migration background","5.55","6","39","2","4","8","9","4.52","6.58","3","6"
"2007","no degree/no degree yet","no migration background","4.75","5","296","0","2","7","8","4.39","5.11","5","6"
"2007","Other degree","direct migration background","4.44","5","886","0","2","6","8","4.27","4.61","5","5"
"2007","Other degree","indirect migration background","","","","","","","","","","",""
"2007","Other degree","no migration background","5.14","5","136","0","3","7","8","4.65","5.63","5","6"
"2007","secondary school degree","direct migration background","5.21","5","209","0","3","8","9","4.83","5.59","5","6"
"2007","secondary school degree","indirect migration background","4.49","4","193","0","2","7","8","4.1","4.88","5","6"
"2007","secondary school degree","no migration background","5.59","6","5537","2","4","8","9","5.52","5.66","6","6"
"2008","college entrance qualification","direct migration background","5.2","6","236","1","3","7","8","4.85","5.55","6","7"
"2008","college entrance qualification","indirect migration background","5.44","6","194","2","3","8","8","5.05","5.83","5","7"
"2008","college entrance qualification","no migration background","6.36","7","4621","3","5","8","9","6.29","6.43","7","7"
"2008","lower secondary degree","direct migration background","4.92","5","453","1","3","7","8","4.69","5.15","5","6"
"2008","lower secondary degree","indirect migration background","5.32","5.93","221","1","4","7","8","4.97","5.67","5","6"
"2008","lower secondary degree","no migration background","5.49","6","5680","2","4","7","8","5.43","5.55","6","6"
"2008","no degree/no degree yet","direct migration background","4.32","4.47","107","1","3","6","7","3.83","4.81","3","5"
"2008","no degree/no degree yet","indirect migration background","4.4","5","45","1","1","7","9","3.49","5.31","3","5"
"2008","no degree/no degree yet","no migration background","5.05","5","291","1","3","7","9","4.71","5.39","5","6"
"2008","Other degree","direct migration background","4.82","5","786","1","3","7","8","4.64","5","5","5"
"2008","Other degree","indirect migration background","","","","","","","","","","",""
"2008","Other degree","no migration background","5.09","5","120","1","3","8","8","4.57","5.61","5","6"
"2008","secondary school degree","direct migration background","5.16","5","198","1","3","8","8","4.78","5.54","5","6"
"2008","secondary school degree","indirect migration background","4.98","5","188","1","3","7","8","4.6","5.36","5","6"
"2008","secondary school degree","no migration background","5.61","6","5257","2","4","8","8","5.54","5.68","6","6"
"2009","college entrance qualification","direct migration background","5.35","6","216","1","3","8","8","4.98","5.72","6","7"
"2009","college entrance qualification","indirect migration background","5.6","6","177","2","4","7","8","5.2","6","6","7"
"2009","college entrance qualification","no migration background","6.38","7","4428","3","5","8","9","6.31","6.45","7","7"
"2009","lower secondary degree","direct migration background","4.97","5","403","1","3","7","8","4.72","5.22","5","6"
"2009","lower secondary degree","indirect migration background","5.12","5","206","2","4","7","8","4.76","5.48","5","6"
"2009","lower secondary degree","no migration background","5.56","6","5254","2","4","8","8","5.49","5.63","6","6"
"2009","no degree/no degree yet","direct migration background","3.76","4","107","0","2","5","7","3.26","4.26","3","5"
"2009","no degree/no degree yet","indirect migration background","2.66","2","50","0","0","4","6","1.87","3.45","2","4"
"2009","no degree/no degree yet","no migration background","5.16","6","264","0","2","8","9","4.78","5.54","5","6"
"2009","Other degree","direct migration background","4.75","5","677","1","3","7","8","4.55","4.95","5","5"
"2009","Other degree","indirect migration background","","","","","","","","","","",""
"2009","Other degree","no migration background","5.05","5","110","1","3","7","8","4.52","5.58","5","7"
"2009","secondary school degree","direct migration background","5.43","5","175","2","3","8","9","5.03","5.83","5","6"
"2009","secondary school degree","indirect migration background","5.1","5","168","1","3","7","8","4.69","5.51","5","6"
"2009","secondary school degree","no migration background","5.67","6","4991","2","4","8","9","5.6","5.74","6","6"
"2010","college entrance qualification","direct migration background","5.67","6","333","2","4","8","9","5.36","5.98","6","7"
"2010","college entrance qualification","indirect migration background","5.14","5","318","2","3","8","8","4.83","5.45","6","7"
"2010","college entrance qualification","no migration background","6.54","7","6044","3","5","8","9","6.48","6.6","7","7"
"2010","lower secondary degree","direct migration background","5.23","5","559","1","4","7","8","5.01","5.45","5","6"
"2010","lower secondary degree","indirect migration background","4.96","5","295","1","3","7","8","4.63","5.29","5","6"
"2010","lower secondary degree","no migration background","5.63","6","5888","2","4","8","8","5.56","5.7","6","6"
"2010","no degree/no degree yet","direct migration background","4.65","5","215","1","3","7","9","4.26","5.04","4","5"
"2010","no degree/no degree yet","indirect migration background","3.69","4","77","0","0","6","7","2.96","4.42","3","5"
"2010","no degree/no degree yet","no migration background","5.24","6","398","0","3","8","9","4.92","5.56","5","6"
"2010","Other degree","direct migration background","4.73","5","1378","0","3","7","8","4.58","4.88","5","5"
"2010","Other degree","indirect migration background","","","","","","","","","","",""
"2010","Other degree","no migration background","5.28","5","145","2","4","7","9","4.83","5.73","5","6"
"2010","secondary school degree","direct migration background","5.62","6","285","2","4","7","9","5.3","5.94","5","6"
"2010","secondary school degree","indirect migration background","5.14","5","302","1","3","7","9","4.82","5.46","5","6"
"2010","secondary school degree","no migration background","5.84","6","6747","2","4","8","9","5.78","5.9","6","6"
"2011","college entrance qualification","direct migration background","5.93","7","309","2","4","8","9","5.61","6.25","6","7"
"2011","college entrance qualification","indirect migration background","6.19","7","343","3","5","8","9","5.92","6.46","6","7"
"2011","college entrance qualification","no migration background","6.62","7","6504","3","5","8","9","6.56","6.68","7","7"
"2011","lower secondary degree","direct migration background","5.41","6","503","2","4","7","9","5.18","5.64","5","6"
"2011","lower secondary degree","indirect migration background","5.22","5","280","1","3","8","9","4.89","5.55","5","6"
"2011","lower secondary degree","no migration background","5.76","6","6313","2","4","8","9","5.7","5.82","6","6"
"2011","no degree/no degree yet","direct migration background","4.74","5","175","1","3","7","9","4.32","5.16","4","5"
"2011","no degree/no degree yet","indirect migration background","5.27","6","76","1","3","8","9","4.51","6.03","3","6"
"2011","no degree/no degree yet","no migration background","5.33","5","436","1","3","8","9","5.05","5.61","5","6"
"2011","Other degree","direct migration background","5.38","5","1341","2","4","7","9","5.24","5.52","5","6"
"2011","Other degree","indirect migration background","4.22","4.45","30","1","2","6","8","3.21","5.23","3","6"
"2011","Other degree","no migration background","5.59","6","170","1","4","8","8","5.17","6.01","5","6"
"2011","secondary school degree","direct migration background","5.61","6","275","2","4","8","8","5.28","5.94","5","7"
"2011","secondary school degree","indirect migration background","5.26","6","309","1","3","7","8","4.94","5.58","5","6"
"2011","secondary school degree","no migration background","5.95","6","7162","2","4","8","9","5.89","6.01","6","6"
"2012","college entrance qualification","direct migration background","6.38","7","302","3","5","8","9","6.09","6.67","6","7"
"2012","college entrance qualification","indirect migration background","6.32","7","357","2","5","8","9","6.06","6.58","7","7"
"2012","college entrance qualification","no migration background","6.7","7","6665","3","5","8","9","6.64","6.76","7","7"
"2012","lower secondary degree","direct migration background","5.46","5","485","2","4","8","9","5.23","5.69","5","6"
"2012","lower secondary degree","indirect migration background","5.56","6","280","1","4","8","9","5.23","5.89","5","6"
"2012","lower secondary degree","no migration background","5.83","6","6566","2","4","8","9","5.77","5.89","6","6"
"2012","no degree/no degree yet","direct migration background","4.94","5","168","0","3","7","8","4.51","5.37","4","5"
"2012","no degree/no degree yet","indirect migration background","5.69","6","73","0","3","8","10","4.93","6.45","4","7"
"2012","no degree/no degree yet","no migration background","5.36","6","453","1","3","8","9","5.08","5.64","5","6"
"2012","Other degree","direct migration background","5.67","6","1440","2","4","8","9","5.54","5.8","6","6"
"2012","Other degree","indirect migration background","4.69","5","33","0","3","7","8","3.7","5.68","4","6"
