"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2004","16-34 y.","general elemantary","4.38","5","859","0","2","6","8","4.19","4.57","5","5"
"2004","16-34 y.","higher education","6.06","7","531","2","5","8","9","5.85","6.27","7","7"
"2004","16-34 y.","higher vocational","5.58","6","249","2","3","8","8","5.27","5.89","6","7"
"2004","16-34 y.","in school","4.49","5","494","0","2","7","8","4.22","4.76","5","5"
"2004","16-34 y.","inadequately","3.86","3.41","52","0","2","5","8","3.06","4.66","3","5"
"2004","16-34 y.","middle vocational","5.14","5","2463","1","3","7","8","5.04","5.24","5","5"
"2004","16-34 y.","vocational + Abi","5.52","6","436","2","4","7","8","5.28","5.76","5","6"
"2004","35-65 y.","general elemantary","4.6","5","854","0","3","7","8","4.42","4.78","5","5"
"2004","35-65 y.","higher education","6.23","7","3088","2","5","8","9","6.14","6.32","7","7"
"2004","35-65 y.","higher vocational","5.79","6","1114","3","4","8","8","5.65","5.93","6","7"
"2004","35-65 y.","in school","","","","","","","","","","",""
"2004","35-65 y.","inadequately","3.89","4","129","0","2","6","8","3.42","4.36","3","5"
"2004","35-65 y.","middle vocational","5.36","6","6080","1","4","7","8","5.3","5.42","6","6"
"2004","35-65 y.","vocational + Abi","5.44","6","592","2","3","8","9","5.23","5.65","6","6"
"2004","66 and older","general elemantary","5.66","6","757","2","4","8","9","5.48","5.84","5","6"
"2004","66 and older","higher education","6.69","7","619","3","5","8","10","6.51","6.87","7","8"
"2004","66 and older","higher vocational","6.34","7","253","3","5","8","10","6.05","6.63","6","7"
"2004","66 and older","in school","","","","","","","","","","",""
"2004","66 and older","inadequately","4.99","5","52","2","3","7","8","4.29","5.69","4","6"
"2004","66 and older","middle vocational","6.09","6","1959","3","5","8","9","5.99","6.19","6","6"
"2004","66 and older","vocational + Abi","6.71","7","97","3","4","9","10","6.18","7.24","6","8"
"2005","16-34 y.","general elemantary","4.21","4","792","0","2","6","8","4.01","4.41","4","5"
"2005","16-34 y.","higher education","6.27","7","508","2","5","8","9","6.05","6.49","7","7"
"2005","16-34 y.","higher vocational","5.75","6","204","3","4","7","8","5.4","6.1","6","7"
"2005","16-34 y.","in school","4.52","5","499","0","2","7","9","4.23","4.81","4","5"
"2005","16-34 y.","inadequately","3.76","4","56","0","2","6","8","2.95","4.57","3","5"
"2005","16-34 y.","middle vocational","5.08","5","2258","1","3","7","8","4.97","5.19","5","5"
"2005","16-34 y.","vocational + Abi","5.45","6","430","2","4","7","8","5.21","5.69","5","6"
"2005","35-65 y.","general elemantary","4.65","5","784","0","3","7","8","4.46","4.84","5","5"
"2005","35-65 y.","higher education","6.2","7","2945","2","5","8","9","6.11","6.29","7","7"
"2005","35-65 y.","higher vocational","5.76","6","1085","2","4","8","9","5.61","5.91","6","7"
"2005","35-65 y.","in school","","","","","","","","","","",""
"2005","35-65 y.","inadequately","3.79","4","118","0","2","6","7","3.31","4.27","3","5"
"2005","35-65 y.","middle vocational","5.37","6","5778","2","4","7","8","5.3","5.44","6","6"
"2005","35-65 y.","vocational + Abi","5.31","6","577","2","3","7","8","5.09","5.53","6","6"
"2005","66 and older","general elemantary","5.5","5","729","2","4","8","9","5.31","5.69","5","6"
"2005","66 and older","higher education","7.01","8","657","3","6","9","10","6.84","7.18","8","8"
"2005","66 and older","higher vocational","6.61","7","253","3","5","8","10","6.34","6.88","7","7"
"2005","66 and older","in school","","","","","","","","","","",""
"2005","66 and older","inadequately","5.15","5","49","2","3","7","8","4.35","5.95","3","6"
"2005","66 and older","middle vocational","6.25","7","1954","3","5","8","9","6.15","6.35","6","7"
"2005","66 and older","vocational + Abi","6.59","7","99","3","5","9","10","6.05","7.13","6","8"
"2006","16-34 y.","general elemantary","4.5","5","759","0","2","7","8","4.3","4.7","5","5"
"2006","16-34 y.","higher education","6.15","7","566","2","5","8","9","5.94","6.36","7","7"
"2006","16-34 y.","higher vocational","5.62","6","188","2","4","7","8","5.26","5.98","6","7"
"2006","16-34 y.","in school","4.88","5","313","0","3","7","9","4.53","5.23","5","6"
"2006","16-34 y.","inadequately","4.61","5","53","0","2","6","8","3.83","5.39","3","5"
"2006","16-34 y.","middle vocational","5.18","5","2314","1","3","7","8","5.07","5.29","5","5"
"2006","16-34 y.","vocational + Abi","5.46","6","441","2","4","7","8","5.24","5.68","5","6"
"2006","35-65 y.","general elemantary","4.62","5","815","1","3","7","8","4.44","4.8","5","5"
"2006","35-65 y.","higher education","6.15","7","3167","2","5","8","9","6.06","6.24","7","7"
"2006","35-65 y.","higher vocational","5.7","6","1137","2","4","8","8","5.56","5.84","6","6"
"2006","35-65 y.","in school","","","","","","","","","","",""
"2006","35-65 y.","inadequately","3.65","4","114","0","1","5","7","3.17","4.13","3","4"
"2006","35-65 y.","middle vocational","5.37","6","6198","1","4","7","8","5.31","5.43","6","6"
"2006","35-65 y.","vocational + Abi","5.47","6","631","2","3","7","8","5.26","5.68","6","7"
"2006","66 and older","general elemantary","5.42","5","821","2","4","7","9","5.25","5.59","5","6"
"2006","66 and older","higher education","6.86","7","792","3","5","8","10","6.7","7.02","7","8"
"2006","66 and older","higher vocational","6.18","7","309","3","5","8","9","5.93","6.43","6","7"
"2006","66 and older","in school","","","","","","","","","","",""
"2006","66 and older","inadequately","4.22","4","54","0","2","6","8","3.46","4.98","3","5"
"2006","66 and older","middle vocational","6.1","6","2302","3","5","8","9","6.01","6.19","6","6"
"2006","66 and older","vocational + Abi","5.87","6.39","110","1","4","8","10","5.35","6.39","6","7"
"2007","16-34 y.","general elemantary","4.46","4","654","0","2","7","9","4.24","4.68","4","5"
"2007","16-34 y.","higher education","6.52","7","547","2","5","8","9","6.32","6.72","7","7"
"2007","16-34 y.","higher vocational","5.92","7","150","2","4","8","9","5.5","6.34","6","7"
"2007","16-34 y.","in school","4.55","5","262","0","1","7","8","4.15","4.95","4","5"
"2007","16-34 y.","inadequately","4.8","4","52","1","3","8","9","3.99","5.61","3","5"
"2007","16-34 y.","middle vocational","5.29","6","2126","1","3","7","9","5.18","5.4","5","6"
"2007","16-34 y.","vocational + Abi","5.18","6","419","2","3","7","8","4.95","5.41","5","6"
"2007","35-65 y.","general elemantary","4.25","4","716","0","2","6","8","4.06","4.44","5","5"
"2007","35-65 y.","higher education","6.19","7","2986","2","5","8","9","6.1","6.28","7","7"
"2007","35-65 y.","higher vocational","5.68","6","1053","2","4","8","8","5.54","5.82","6","6"
"2007","35-65 y.","in school","","","","","","","","","","",""
"2007","35-65 y.","inadequately","3.35","4","101","0","1","5","6","2.86","3.84","3","5"
"2007","35-65 y.","middle vocational","5.28","5","5724","1","4","7","8","5.21","5.35","6","6"
"2007","35-65 y.","vocational + Abi","5.57","6","613","2","4","7","9","5.37","5.77","6","6"
"2007","66 and older","general elemantary","5.26","5","768","2","3","7","8","5.09","5.43","5","5"
"2007","66 and older","higher education","7.01","8","811","4","5","9","10","6.86","7.16","7","8"
"2007","66 and older","higher vocational","6.11","6","308","3","4","8","9","5.86","6.36","6","7"
"2007","66 and older","in school","","","","","","","","","","",""
"2007","66 and older","inadequately","4.81","5","53","0","2","7","8","3.98","5.64","3","7"
"2007","66 and older","middle vocational","5.94","6","2268","3","4","8","9","5.84","6.04","6","6"
"2007","66 and older","vocational + Abi","6.26","6.97","114","2","4","9","10","5.73","6.79","6","8"
"2008","16-34 y.","general elemantary","4.84","5","587","1","3","7","8","4.62","5.06","5","5"
"2008","16-34 y.","higher education","6.13","7","526","3","4","8","9","5.93","6.33","7","7"
"2008","16-34 y.","higher vocational","6.15","6","125","3","5","8","9","5.74","6.56","6","7"
"2008","16-34 y.","in school","5.11","5","260","0","3","7","9","4.74","5.48","5","6"
"2008","16-34 y.","inadequately","4.42","5","45","1","2","7","8","3.61","5.23","3","5"
"2008","16-34 y.","middle vocational","5.18","5","1950","1","3","7","8","5.06","5.3","5","6"
"2008","16-34 y.","vocational + Abi","5.65","6","366","2","4","7","8","5.41","5.89","5","6"
"2008","35-65 y.","general elemantary","4.77","5","640","1","3","7","8","4.56","4.98","5","5"
"2008","35-65 y.","higher education","6.37","7","2759","3","5","8","9","6.28","6.46","7","7"
"2008","35-65 y.","higher vocational","5.5","6","961","2","4","8","8","5.34","5.66","6","6"
"2008","35-65 y.","in school","","","","","","","","","","",""
"2008","35-65 y.","inadequately","4","4","86","1","2","6","8","3.43","4.57","3","5"
"2008","35-65 y.","middle vocational","5.36","6","5382","2","4","7","8","5.29","5.43","6","6"
"2008","35-65 y.","vocational + Abi","5.63","6","599","2","4","7","9","5.43","5.83","6","6"
"2008","66 and older","general elemantary","5.43","6","724","2","3","7","8","5.26","5.6","5","6"
"2008","66 and older","higher education","6.88","7","868","4","5","9","10","6.73","7.03","7","8"
