"plh0223","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","(0) in school","50","0.0903765320507043","0.0664361566547747","0.114316907446634"
"1 Strongly disagree","2005","Not Employed","(1a) inadequately completed","14","","",""
"1 Strongly disagree","2005","Not Employed","(1b) general elementary school","64","0.0517594309210117","0.0390324435471986","0.0644864182948248"
"1 Strongly disagree","2005","Not Employed","(1c) basic vocational qualification","152","0.0644676255612446","0.0553777207724421","0.0735575303500472"
"1 Strongly disagree","2005","Not Employed","(2b) intermediate general qualification","14","","",""
"1 Strongly disagree","2005","Not Employed","(2a) intermediate vocational","60","0.05191710632815","0.0390100098954994","0.0648242027608007"
"1 Strongly disagree","2005","Not Employed","(2c_gen) general maturity certificate","22","","",""
"1 Strongly disagree","2005","Not Employed","(2c_voc) vocational maturity certificate","23","","",""
"1 Strongly disagree","2005","Not Employed","(3a) lower tertiary education","20","","",""
"1 Strongly disagree","2005","Not Employed","(3b) higher tertiary education","28","","",""
"1 Strongly disagree","2005","Employed","(0) in school","12","","",""
"1 Strongly disagree","2005","Employed","(1a) inadequately completed","7","","",""
"1 Strongly disagree","2005","Employed","(1b) general elementary school","51","0.0621924255508438","0.044276221698784","0.0801086294029037"
"1 Strongly disagree","2005","Employed","(1c) basic vocational qualification","269","0.100807420346927","0.0898534390567174","0.111761401637136"
"1 Strongly disagree","2005","Employed","(2b) intermediate general qualification","40","0.15392351241701","0.117152589989518","0.190694434844502"
"1 Strongly disagree","2005","Employed","(2a) intermediate vocational","280","0.0702398847056582","0.0619630120758748","0.0785167573354417"
"1 Strongly disagree","2005","Employed","(2c_gen) general maturity certificate","35","0.0597271266738604","0.0385047949330062","0.0809494584147146"
"1 Strongly disagree","2005","Employed","(2c_voc) vocational maturity certificate","68","0.0600423482081191","0.0462397788480907","0.0738449175681476"
"1 Strongly disagree","2005","Employed","(3a) lower tertiary education","81","0.0800270493918336","0.0645912664456402","0.0954628323380269"
"1 Strongly disagree","2005","Employed","(3b) higher tertiary education","111","0.0477088892904349","0.038320307068795","0.0570974715120749"
"2 on scale 1-7 ","2005","Not Employed","(0) in school","89","0.164045302650286","0.133124869979363","0.194965735321209"
"2 on scale 1-7 ","2005","Not Employed","(1a) inadequately completed","13","","",""
"2 on scale 1-7 ","2005","Not Employed","(1b) general elementary school","85","0.0641072746463369","0.0500358427266454","0.0781787065660284"
"2 on scale 1-7 ","2005","Not Employed","(1c) basic vocational qualification","238","0.0896008485182237","0.0790294834778512","0.100172213558596"
"2 on scale 1-7 ","2005","Not Employed","(2b) intermediate general qualification","24","","",""
"2 on scale 1-7 ","2005","Not Employed","(2a) intermediate vocational","107","0.0880767111037698","0.0715890193942361","0.104564402813304"
"2 on scale 1-7 ","2005","Not Employed","(2c_gen) general maturity certificate","49","0.13615875117341","0.0984645729393324","0.173852929407488"
"2 on scale 1-7 ","2005","Not Employed","(2c_voc) vocational maturity certificate","31","0.0826970718782061","0.0549316902436817","0.110462453512731"
"2 on scale 1-7 ","2005","Not Employed","(3a) lower tertiary education","48","0.0937932666410139","0.0671800664037629","0.120406466878265"
"2 on scale 1-7 ","2005","Not Employed","(3b) higher tertiary education","68","0.0917740803008078","0.0673556403252119","0.116192520276404"
"2 on scale 1-7 ","2005","Employed","(0) in school","22","","",""
"2 on scale 1-7 ","2005","Employed","(1a) inadequately completed","9","","",""
"2 on scale 1-7 ","2005","Employed","(1b) general elementary school","80","0.102331744740287","0.0798472308450873","0.124816258635486"
"2 on scale 1-7 ","2005","Employed","(1c) basic vocational qualification","321","0.107472807644656","0.0962044813950089","0.118741133894304"
"2 on scale 1-7 ","2005","Employed","(2b) intermediate general qualification","71","0.180628777930131","0.141429230398772","0.219828325461491"
"2 on scale 1-7 ","2005","Employed","(2a) intermediate vocational","506","0.128452456680125","0.117615541607094","0.139289371753156"
"2 on scale 1-7 ","2005","Employed","(2c_gen) general maturity certificate","83","0.137233850235825","0.106419181235275","0.168048519236375"
"2 on scale 1-7 ","2005","Employed","(2c_voc) vocational maturity certificate","198","0.169878700980239","0.148060587102244","0.191696814858234"
"2 on scale 1-7 ","2005","Employed","(3a) lower tertiary education","185","0.149947586093487","0.12963733355864","0.170257838628334"
"2 on scale 1-7 ","2005","Employed","(3b) higher tertiary education","299","0.159803073938052","0.143663256998827","0.175942890877277"
"3 on scale 1-7 ","2005","Not Employed","(0) in school","99","0.17421835695179","0.142548080047127","0.205888633856453"
"3 on scale 1-7 ","2005","Not Employed","(1a) inadequately completed","8","","",""
"3 on scale 1-7 ","2005","Not Employed","(1b) general elementary school","133","0.122352203368561","0.103527088640738","0.141177318096384"
"3 on scale 1-7 ","2005","Not Employed","(1c) basic vocational qualification","374","0.132268335962033","0.119728849411163","0.144807822512902"
