"plh0223","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Full Time","Urban Area","389","0.0718603527354212","0.0649638972394869","0.0787568082313556","1"
"1 Strongly disagree","2005","Full Time","Rural Area","208","0.0802688510262877","0.0698944805694123","0.0906432214831631","1"
"1 Strongly disagree","2005","Part Time","Urban Area","266","0.0891251877012462","0.0793445118411448","0.0989058635613476","1"
"1 Strongly disagree","2005","Part Time","Rural Area","110","0.0814423863484652","0.067847945786958","0.0950368269099723","1"
"1 Strongly disagree","2005","Not Working","Urban Area","325","0.0635531751053489","0.0569257029587961","0.0701806472519017","1"
"1 Strongly disagree","2005","Not Working","Rural Area","130","0.0478051102939729","0.0396880697135632","0.0559221508743827","1"
"2 on scale 1-7 ","2005","Part Time","Urban Area","445","0.127382662701296","0.115937911101551","0.138827414301042","2"
"2 on scale 1-7 ","2005","Full Time","Urban Area","764","0.1338145594529","0.124723139331009","0.14290597957479","2"
"2 on scale 1-7 ","2005","Not Working","Rural Area","265","0.0830907469673332","0.0725895902204326","0.0935919037142338","2"
"2 on scale 1-7 ","2005","Full Time","Rural Area","365","0.131137590202773","0.11824925315822","0.144025927247326","2"
"2 on scale 1-7 ","2005","Part Time","Rural Area","235","0.145093798611844","0.127588619714655","0.162598977509033","2"
"2 on scale 1-7 ","2005","Not Working","Urban Area","505","0.0944306871348948","0.0864863960695268","0.102374978200263","2"
"3 on scale 1-7 ","2005","Not Working","Urban Area","735","0.138969264089738","0.12957189184576","0.148366636333715","3"
"3 on scale 1-7 ","2005","Full Time","Urban Area","846","0.154507009506681","0.14485531199711","0.164158707016251","3"
"3 on scale 1-7 ","2005","Part Time","Rural Area","241","0.122157825856928","0.105881672899166","0.13843397881469","3"
"3 on scale 1-7 ","2005","Part Time","Urban Area","520","0.155664796922717","0.143219881652988","0.168109712192446","3"
"3 on scale 1-7 ","2005","Full Time","Rural Area","394","0.139742809958028","0.126504374186137","0.152981245729918","3"
"3 on scale 1-7 ","2005","Not Working","Rural Area","343","0.128280523465234","0.115558201908388","0.141002845022079","3"
"4 on scale 1-7","2005","Not Working","Rural Area","676","0.253086151181181","0.236544948681261","0.269627353681102","4"
"4 on scale 1-7","2005","Full Time","Rural Area","616","0.21638804852958","0.200665427665303","0.232110669393857","4"
"4 on scale 1-7","2005","Part Time","Urban Area","765","0.228019662504043","0.21361747171885","0.242421853289236","4"
"4 on scale 1-7","2005","Not Working","Urban Area","1243","0.247338874256928","0.235617361707827","0.259060386806029","4"
"4 on scale 1-7","2005","Full Time","Urban Area","1226","0.239094420962198","0.227704395140517","0.25048444678388","4"
"4 on scale 1-7","2005","Part Time","Rural Area","388","0.25074708203807","0.229203641629922","0.272290522446217","4"
"5 on scale 1-7","2005","Not Working","Rural Area","561","0.217391425596488","0.201698961707889","0.233083889485088","5"
"5 on scale 1-7","2005","Part Time","Rural Area","277","0.182559307359649","0.163358786476051","0.201759828243248","5"
"5 on scale 1-7","2005","Not Working","Urban Area","1040","0.196091259734036","0.185305016301199","0.206877503166873","5"
"5 on scale 1-7","2005","Full Time","Urban Area","1140","0.207831835671994","0.196996575784086","0.218667095559903","5"
"5 on scale 1-7","2005","Full Time","Rural Area","534","0.216851194789279","0.201116408968004","0.232585980610553","5"
