"plh0223","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","(0) in school","62","0.101394691943747","0.0782606607566194","0.124528723130875"
"1 Strongly disagree","2005","16-34 y.","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","16-34 y.","(1b) general elementary school","42","0.073255919577734","0.0482477827954536","0.0982640563600144"
"1 Strongly disagree","2005","16-34 y.","(1c) basic vocational qualification","70","0.13280207771761","0.10580509088738","0.15979906454784"
"1 Strongly disagree","2005","16-34 y.","(2b) intermediate general qualification","43","0.136861443505222","0.104855764550988","0.168867122459456"
"1 Strongly disagree","2005","16-34 y.","(2a) intermediate vocational","99","0.0742261342249639","0.0590623349622253","0.0893899334877026"
"1 Strongly disagree","2005","16-34 y.","(2c_gen) general maturity certificate","48","0.0547428702538248","0.037361904362402","0.0721238361452476"
"1 Strongly disagree","2005","16-34 y.","(2c_voc) vocational maturity certificate","38","0.0730086728844839","0.0503190402416082","0.0956983055273595"
"1 Strongly disagree","2005","16-34 y.","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","16-34 y.","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2005","35-65 y.","(0) in school","","","",""
"1 Strongly disagree","2005","35-65 y.","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","35-65 y.","(1b) general elementary school","38","0.058864113884454","0.0418712797125244","0.0758569480563836"
"1 Strongly disagree","2005","35-65 y.","(1c) basic vocational qualification","264","0.0878641092338585","0.078310324576735","0.097417893890982"
"1 Strongly disagree","2005","35-65 y.","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","35-65 y.","(2a) intermediate vocational","224","0.0663053954503072","0.0577432120198111","0.0748675788808033"
"1 Strongly disagree","2005","35-65 y.","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","35-65 y.","(2c_voc) vocational maturity certificate","45","0.0534062113638821","0.0383877920520079","0.0684246306757564"
"1 Strongly disagree","2005","35-65 y.","(3a) lower tertiary education","74","0.0742727623039453","0.0591571590882914","0.0893883655195992"
"1 Strongly disagree","2005","35-65 y.","(3b) higher tertiary education","101","0.0437638061900727","0.0343705960846078","0.0531570162955376"
"1 Strongly disagree","2005","66 and older","(0) in school","","","",""
"1 Strongly disagree","2005","66 and older","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","66 and older","(1b) general elementary school","35","0.0431085909225256","0.028148139315471","0.0580690425295801"
"1 Strongly disagree","2005","66 and older","(1c) basic vocational qualification","87","0.0575481655141977","0.0465613199634306","0.0685350110649649"
"1 Strongly disagree","2005","66 and older","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","66 and older","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","66 and older","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","66 and older","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","66 and older","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","16-34 y.","(0) in school","111","0.183656807776252","0.153981234310901","0.213332381241602"
"2 on scale 1-7 ","2005","16-34 y.","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","16-34 y.","(1b) general elementary school","54","0.107803606720965","0.0780371637340081","0.137570049707923"
