"plh0223","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","1-pers.-HH","no migration background","169","0.0695849186123449","0.0599117995084117","0.079258037716278","1"
"1 Strongly disagree","2005","1-pers.-HH","direct migration background","15","","","","1"
"1 Strongly disagree","2005","1-pers.-HH","indirect migration background","10","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","no migration background","365","0.0585303896638833","0.0526900774274378","0.0643707019003288","1"
"1 Strongly disagree","2005","(Married) couple without C. ","direct migration background","36","0.0547250215424051","0.0378520166897158","0.0715980263950943","1"
"1 Strongly disagree","2005","(Married) couple without C. ","indirect migration background","10","","","","1"
"1 Strongly disagree","2005","Single parent ","no migration background","75","0.0927655031713869","0.0738229408135844","0.111708065529189","1"
"1 Strongly disagree","2005","Single parent ","direct migration background","2","","","","1"
"1 Strongly disagree","2005","Single parent ","indirect migration background","4","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","no migration background","237","0.0799547124782255","0.0702557615418037","0.0896536634146473","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","direct migration background","47","0.0816065102299949","0.0582553786424892","0.1049576418175","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","indirect migration background","17","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","no migration background","212","0.0666517894339573","0.0577840995380656","0.075519479329849","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","direct migration background","31","0.0561596995076079","0.0336817229384252","0.0786376760767907","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","indirect migration background","22","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","no migration background","110","0.1030419294585","0.0864583593189553","0.119625499598044","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","direct migration background","18","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","indirect migration background","8","","","","1"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","indirect migration background","35","0.233602776840054","0.175822390340315","0.291383163339794","2"
"2 on scale 1-7 ","2005","1-pers.-HH","no migration background","324","0.116190775507566","0.104008295903895","0.128373255111237","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","indirect migration background","15","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","direct migration background","13","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","indirect migration background","13","","","","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","no migration background","654","0.0956522872028506","0.0883348735349395","0.102969700870762","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","direct migration background","70","0.101688253208967","0.0792665131867432","0.124109993231191","2"
"2 on scale 1-7 ","2005","Single parent ","no migration background","111","0.116057634901549","0.0951437589348789","0.136971510868219","2"
"2 on scale 1-7 ","2005","Single parent ","direct migration background","6","","","","2"
"2 on scale 1-7 ","2005","Single parent ","indirect migration background","11","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","no migration background","448","0.150688486991019","0.137895508530972","0.163481465451065","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","no migration background","195","0.1517054728186","0.132136910186343","0.171274035450857","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","direct migration background","40","0.126049720345941","0.0874483051401656","0.164651135551717","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","indirect migration background","18","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","direct migration background","73","0.154131364885918","0.123332968608501","0.184929761163335","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","indirect migration background","32","0.164683542502184","0.109732025525445","0.219635059478923","2"
