"plh0223","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","in school","62","0.101868038511523","0.0786149598652232","0.125121117157822"
"1 Strongly disagree","2005","(0) in school","inadequately","","","",""
"1 Strongly disagree","2005","(0) in school","general elemantary","","","",""
"1 Strongly disagree","2005","(0) in school","middle vocational","","","",""
"1 Strongly disagree","2005","(0) in school","vocational + Abi","","","",""
"1 Strongly disagree","2005","(0) in school","higher vocational","","","",""
"1 Strongly disagree","2005","(0) in school","higher education","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","in school","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","inadequately","16","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","general elemantary","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","middle vocational","5","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","vocational + Abi","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","higher vocational","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","higher education","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","in school","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","inadequately","4","","",""
"1 Strongly disagree","2005","(1b) general elementary school","general elemantary","111","0.0553846366005278","0.0448906908621039","0.0658785823389517"
"1 Strongly disagree","2005","(1b) general elementary school","middle vocational","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","vocational + Abi","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","higher vocational","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","higher education","","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","in school","","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","inadequately","","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","general elemantary","","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","middle vocational","378","0.0818352317470755","0.0744112435219175","0.0892592199722334"
"1 Strongly disagree","2005","(1c) basic vocational qualification","vocational + Abi","","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","higher vocational","43","0.0961538381570502","0.0694734440136584","0.122834232300442"
"1 Strongly disagree","2005","(1c) basic vocational qualification","higher education","","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","in school","","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","inadequately","","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","general elemantary","54","0.127343408324909","0.100213769270245","0.154473047379572"
"1 Strongly disagree","2005","(2b) intermediate general qualification","middle vocational","","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","vocational + Abi","","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","higher vocational","","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","higher education","","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","in school","","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","inadequately","","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","general elemantary","","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","middle vocational","294","0.0653006094046108","0.0577411292815688","0.0728600895276528"
"1 Strongly disagree","2005","(2a) intermediate vocational","vocational + Abi","","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","higher vocational","46","0.0668556840737986","0.0482728507426928","0.0854385174049044"
"1 Strongly disagree","2005","(2a) intermediate vocational","higher education","","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","in school","","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","inadequately","","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","general elemantary","","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","middle vocational","57","0.0506928824890365","0.0354630266594545","0.0659227383186185"
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","higher vocational","","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","higher education","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","in school","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","inadequately","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","vocational + Abi","78","0.0731712133323656","0.0580209547398016","0.0883214719249297"
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","higher vocational","13","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","higher education","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","in school","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","inadequately","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","general elemantary","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","middle vocational","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","vocational + Abi","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","higher vocational","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","higher education","101","0.0648576175803443","0.05296742596764","0.0767478091930487"
"1 Strongly disagree","2005","(3b) higher tertiary education","in school","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","inadequately","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","general elemantary","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","middle vocational","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","vocational + Abi","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","higher vocational","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","higher education","139","0.0461008551714194","0.0379084352723843","0.0542932750704545"
"2 on scale 1-7 ","2005","(0) in school","in school","111","0.184514183226021","0.154693712389207","0.214334654062835"
"2 on scale 1-7 ","2005","(0) in school","inadequately","","","",""
"2 on scale 1-7 ","2005","(0) in school","general elemantary","","","",""
"2 on scale 1-7 ","2005","(0) in school","middle vocational","","","",""
"2 on scale 1-7 ","2005","(0) in school","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","(0) in school","higher vocational","","","",""
"2 on scale 1-7 ","2005","(0) in school","higher education","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","in school","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","inadequately","17","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","general elemantary","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","middle vocational","5","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","higher vocational","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","higher education","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","in school","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","inadequately","1","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","general elemantary","164","0.0795361812243877","0.067122448647662","0.0919499138011133"
"2 on scale 1-7 ","2005","(1b) general elementary school","middle vocational","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","higher vocational","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","higher education","","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","in school","","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","inadequately","","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","general elemantary","","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","middle vocational","516","0.0991518182872321","0.0910574502216676","0.107246186352797"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","higher vocational","43","0.0933448004341301","0.0670161975726027","0.119673403295657"
