"plh0223","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","no migration background","Urban Area","783","0.073048792275707","0.0682233511363835","0.0778742334150305","1"
"1 Strongly disagree","2005","no migration background","Rural Area","413","0.0668708214502566","0.060720048146385","0.0730215947541283","1"
"1 Strongly disagree","2005","direct migration background","Urban Area","127","0.0580422637403464","0.0476906529376795","0.0683938745430133","1"
"1 Strongly disagree","2005","direct migration background","Rural Area","29","","","","1"
"1 Strongly disagree","2005","indirect migration background","Urban Area","70","0.109138929726351","0.0863787705781777","0.131899088874525","1"
"1 Strongly disagree","2005","indirect migration background","Rural Area","6","","","","1"
"2 on scale 1-7 ","2005","direct migration background","Urban Area","203","0.105678324997779","0.0920682695617325","0.119288380433824","2"
"2 on scale 1-7 ","2005","no migration background","Urban Area","1397","0.116130605905242","0.110189470384842","0.122071741425642","2"
"2 on scale 1-7 ","2005","indirect migration background","Rural Area","14","","","","2"
"2 on scale 1-7 ","2005","no migration background","Rural Area","806","0.114412391395416","0.106574616180907","0.122250166609926","2"
"2 on scale 1-7 ","2005","direct migration background","Rural Area","45","0.115065796965901","0.0838723276108139","0.146259266320989","2"
"2 on scale 1-7 ","2005","indirect migration background","Urban Area","114","0.159413654432466","0.132693781833901","0.18613352703103","2"
"3 on scale 1-7 ","2005","indirect migration background","Urban Area","118","0.162024382805348","0.135128466939353","0.188920298671344","3"
"3 on scale 1-7 ","2005","no migration background","Urban Area","1741","0.153481075740504","0.146796900643474","0.160165250837534","3"
"3 on scale 1-7 ","2005","direct migration background","Rural Area","40","0.0918774134860367","0.0636408601809658","0.120113966791108","3"
"3 on scale 1-7 ","2005","direct migration background","Urban Area","242","0.119520086559492","0.105158572384061","0.133881600734923","3"
"3 on scale 1-7 ","2005","no migration background","Rural Area","923","0.134051776004141","0.125662533360931","0.142441018647351","3"
"3 on scale 1-7 ","2005","indirect migration background","Rural Area","15","","","","3"
"4 on scale 1-7","2005","indirect migration background","Rural Area","31","0.28516469348761","0.199214663457584","0.371114723517637","4"
"4 on scale 1-7","2005","no migration background","Rural Area","1566","0.241783904070741","0.231241231964375","0.252326576177107","4"
"4 on scale 1-7","2005","direct migration background","Urban Area","471","0.240459700599917","0.221539897294046","0.259379503905788","4"
"4 on scale 1-7","2005","indirect migration background","Urban Area","152","0.202397622953673","0.173070032543691","0.231725213363656","4"
"4 on scale 1-7","2005","no migration background","Urban Area","2611","0.242065386344309","0.234122391474589","0.250008381214029","4"
"4 on scale 1-7","2005","direct migration background","Rural Area","83","0.193205313563474","0.154610751948915","0.231799875178033","4"
