"plh0223","year","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","West Germany","1076","0.0710426501260872","0.0670184551041219","0.0750668451480524"
"1 Strongly disagree","2005","East Germany","352","0.0699864876843856","0.0629437506798223","0.0770292246889489"
"2 on scale 1-7 ","2005","West Germany","1890","0.113855319420043","0.108879661261595","0.118830977578491"
"2 on scale 1-7 ","2005","East Germany","689","0.125592009154105","0.116443974412761","0.134740043895449"
"3 on scale 1-7 ","2005","West Germany","2329","0.144541870889396","0.13903356855067","0.150050173228123"
"3 on scale 1-7 ","2005","East Germany","750","0.136761671998165","0.127276672754661","0.146246671241669"
"4 on scale 1-7","2005","West Germany","3698","0.237595233870707","0.230928191447559","0.244262276293856"
"4 on scale 1-7","2005","East Germany","1216","0.248637413437623","0.236705838729266","0.260568988145979"
"5 on scale 1-7","2005","West Germany","3149","0.203998829894428","0.197686462813587","0.210311196975269"
"5 on scale 1-7","2005","East Germany","1008","0.195823839324159","0.184869199068809","0.206778479579509"
"6 on scale 1-7","2005","West Germany","2421","0.154517893660134","0.14885598113892","0.160179806181348"
"6 on scale 1-7","2005","East Germany","745","0.15968752944621","0.149575329514803","0.169799729377617"
"7 Strongly agree","2005","West Germany","1092","0.0744482021392045","0.0703362407635214","0.0785601635148876"
"7 Strongly agree","2005","East Germany","281","0.0635110489553528","0.0567787140210171","0.0702433838896886"
"1 Strongly disagree","2006","West Germany","","","",""
"1 Strongly disagree","2006","East Germany","","","",""
"2 on scale 1-7 ","2006","West Germany","","","",""
"2 on scale 1-7 ","2006","East Germany","","","",""
"3 on scale 1-7 ","2006","West Germany","","","",""
"3 on scale 1-7 ","2006","East Germany","","","",""
"4 on scale 1-7","2006","West Germany","","","",""
"4 on scale 1-7","2006","East Germany","","","",""
"5 on scale 1-7","2006","West Germany","","","",""
"5 on scale 1-7","2006","East Germany","","","",""
"6 on scale 1-7","2006","West Germany","","","",""
"6 on scale 1-7","2006","East Germany","","","",""
"7 Strongly agree","2006","West Germany","","","",""
"7 Strongly agree","2006","East Germany","","","",""
"1 Strongly disagree","2007","West Germany","","","",""
"1 Strongly disagree","2007","East Germany","","","",""
"2 on scale 1-7 ","2007","West Germany","","","",""
"2 on scale 1-7 ","2007","East Germany","","","",""
"3 on scale 1-7 ","2007","West Germany","","","",""
"3 on scale 1-7 ","2007","East Germany","","","",""
"4 on scale 1-7","2007","West Germany","","","",""
"4 on scale 1-7","2007","East Germany","","","",""
"5 on scale 1-7","2007","West Germany","","","",""
"5 on scale 1-7","2007","East Germany","","","",""
"6 on scale 1-7","2007","West Germany","","","",""
"6 on scale 1-7","2007","East Germany","","","",""
"7 Strongly agree","2007","West Germany","","","",""
"7 Strongly agree","2007","East Germany","","","",""
"1 Strongly disagree","2008","West Germany","","","",""
"1 Strongly disagree","2008","East Germany","","","",""
"2 on scale 1-7 ","2008","West Germany","","","",""
"2 on scale 1-7 ","2008","East Germany","","","",""
"3 on scale 1-7 ","2008","West Germany","","","",""
"3 on scale 1-7 ","2008","East Germany","","","",""
"4 on scale 1-7","2008","West Germany","","","",""
"4 on scale 1-7","2008","East Germany","","","",""
"5 on scale 1-7","2008","West Germany","","","",""
"5 on scale 1-7","2008","East Germany","","","",""
"6 on scale 1-7","2008","West Germany","","","",""
"6 on scale 1-7","2008","East Germany","","","",""
"7 Strongly agree","2008","West Germany","","","",""
"7 Strongly agree","2008","East Germany","","","",""
"1 Strongly disagree","2009","West Germany","799","0.0632781541339235","0.0591614911075168","0.0673948171603301"
"1 Strongly disagree","2009","East Germany","273","0.0561044428290168","0.0494016548861817","0.0628072307718519"
"2 on scale 1-7 ","2009","West Germany","1655","0.121106727501296","0.11559020621892","0.126623248783672"
"2 on scale 1-7 ","2009","East Germany","543","0.114671392171302","0.105390821687937","0.123951962654667"
"3 on scale 1-7 ","2009","West Germany","2011","0.150316796080741","0.144273896666196","0.156359695495286"
"3 on scale 1-7 ","2009","East Germany","749","0.162617214268628","0.151868904984149","0.173365523553107"
"4 on scale 1-7","2009","West Germany","3355","0.256214429944955","0.248833029606311","0.2635958302836"
"4 on scale 1-7","2009","East Germany","1183","0.250990906693215","0.238361951547122","0.263619861839308"
"5 on scale 1-7","2009","West Germany","2747","0.198350107479954","0.191607596181962","0.205092618777946"
"5 on scale 1-7","2009","East Germany","910","0.198005451210042","0.18639847315001","0.209612429270074"
"6 on scale 1-7","2009","West Germany","2035","0.147064568058537","0.141075969557877","0.153053166559197"
"6 on scale 1-7","2009","East Germany","628","0.155177578217944","0.14463147342087","0.165723683015017"
"7 Strongly agree","2009","West Germany","834","0.0636692168005942","0.05954071481245","0.0677977187887383"
"7 Strongly agree","2009","East Germany","242","0.0624330146098531","0.0553860321948169","0.0694799970248892"
"1 Strongly disagree","2010","West Germany","","","",""
"1 Strongly disagree","2010","East Germany","","","",""
"2 on scale 1-7 ","2010","West Germany","","","",""
"2 on scale 1-7 ","2010","East Germany","","","",""
"3 on scale 1-7 ","2010","West Germany","","","",""
"3 on scale 1-7 ","2010","East Germany","","","",""
"4 on scale 1-7","2010","West Germany","","","",""
"4 on scale 1-7","2010","East Germany","","","",""
"5 on scale 1-7","2010","West Germany","","","",""
"5 on scale 1-7","2010","East Germany","","","",""
"6 on scale 1-7","2010","West Germany","","","",""
"6 on scale 1-7","2010","East Germany","","","",""
"7 Strongly agree","2010","West Germany","","","",""
"7 Strongly agree","2010","East Germany","","","",""
"1 Strongly disagree","2011","West Germany","","","",""
"1 Strongly disagree","2011","East Germany","","","",""
"2 on scale 1-7 ","2011","West Germany","","","",""
"2 on scale 1-7 ","2011","East Germany","","","",""
"3 on scale 1-7 ","2011","West Germany","","","",""
"3 on scale 1-7 ","2011","East Germany","","","",""
"4 on scale 1-7","2011","West Germany","","","",""
"4 on scale 1-7","2011","East Germany","","","",""
"5 on scale 1-7","2011","West Germany","","","",""
"5 on scale 1-7","2011","East Germany","","","",""
"6 on scale 1-7","2011","West Germany","","","",""
"6 on scale 1-7","2011","East Germany","","","",""
"7 Strongly agree","2011","West Germany","","","",""
"7 Strongly agree","2011","East Germany","","","",""
"1 Strongly disagree","2012","West Germany","558","0.100513569217335","0.0927619250713333","0.108265213363336"
"1 Strongly disagree","2012","East Germany","134","0.102500295519685","0.0862485598439277","0.118752031195442"
"2 on scale 1-7 ","2012","West Germany","900","0.150518843460772","0.141300423633414","0.159737263288131"
"2 on scale 1-7 ","2012","East Germany","235","0.169481749360371","0.149378970576579","0.189584528144162"
"3 on scale 1-7 ","2012","West Germany","904","0.153456736465154","0.144164896317054","0.162748576613255"
"3 on scale 1-7 ","2012","East Germany","213","0.156267152376618","0.13681102674433","0.175723278008907"
"4 on scale 1-7","2012","West Germany","1307","0.22381392555205","0.213068820954001","0.234559030150099"
"4 on scale 1-7","2012","East Germany","288","0.219857879501324","0.19766682628023","0.242048932722418"
"5 on scale 1-7","2012","West Germany","1198","0.210975929463968","0.200457624646298","0.221494234281638"
"5 on scale 1-7","2012","East Germany","246","0.186039166065499","0.165188305676913","0.206890026454085"
"6 on scale 1-7","2012","West Germany","683","0.119568929479728","0.111204409506793","0.127933449452663"
"6 on scale 1-7","2012","East Germany","161","0.127381676230677","0.109517389604247","0.145245962857106"
"7 Strongly agree","2012","West Germany","230","0.0411520663609925","0.0360310653241866","0.0462730673977984"
"7 Strongly agree","2012","East Germany","61","0.0384720809458265","0.0281664681104712","0.0487776937811818"
"1 Strongly disagree","2013","West Germany","866","0.0589387715513905","0.0550917770194347","0.0627857660833463"
"1 Strongly disagree","2013","East Germany","252","0.0544272371978994","0.0477656171520017","0.0610888572437972"
"2 on scale 1-7 ","2013","West Germany","1804","0.118314332387596","0.113038540472778","0.123590124302415"
"2 on scale 1-7 ","2013","East Germany","531","0.121068651470557","0.111489708963304","0.130647593977809"
"3 on scale 1-7 ","2013","West Germany","2076","0.142126614924733","0.13642285296937","0.147830376880096"
"3 on scale 1-7 ","2013","East Germany","664","0.140812771675797","0.130598928940118","0.151026614411476"
"4 on scale 1-7","2013","West Germany","3507","0.239622548408342","0.232650015946753","0.246595080869931"
"4 on scale 1-7","2013","East Germany","1028","0.235040274729988","0.222588975648042","0.247491573811935"
"5 on scale 1-7","2013","West Germany","3079","0.217948697650145","0.211204863990917","0.224692531309372"
"5 on scale 1-7","2013","East Germany","1017","0.223415766045208","0.211184386855135","0.235647145235282"
"6 on scale 1-7","2013","West Germany","2188","0.157058016501294","0.151114534042382","0.163001498960206"
"6 on scale 1-7","2013","East Germany","723","0.163720483309121","0.152854939288571","0.174586027329671"
"7 Strongly agree","2013","West Germany","877","0.0659910185764994","0.0619356528093916","0.0700463843436071"
"7 Strongly agree","2013","East Germany","240","0.0615148155714291","0.0544593153399855","0.0685703158028727"
"1 Strongly disagree","2014","West Germany","","","",""
"1 Strongly disagree","2014","East Germany","","","",""
"2 on scale 1-7 ","2014","West Germany","","","",""
"2 on scale 1-7 ","2014","East Germany","","","",""
"3 on scale 1-7 ","2014","West Germany","","","",""
"3 on scale 1-7 ","2014","East Germany","","","",""
"4 on scale 1-7","2014","West Germany","","","",""
"4 on scale 1-7","2014","East Germany","","","",""
"5 on scale 1-7","2014","West Germany","","","",""
"5 on scale 1-7","2014","East Germany","","","",""
"6 on scale 1-7","2014","West Germany","","","",""
"6 on scale 1-7","2014","East Germany","","","",""
"7 Strongly agree","2014","West Germany","","","",""
"7 Strongly agree","2014","East Germany","","","",""
"1 Strongly disagree","2015","West Germany","","","",""
"1 Strongly disagree","2015","East Germany","","","",""
"2 on scale 1-7 ","2015","West Germany","","","",""
"2 on scale 1-7 ","2015","East Germany","","","",""
"3 on scale 1-7 ","2015","West Germany","","","",""
"3 on scale 1-7 ","2015","East Germany","","","",""
"4 on scale 1-7","2015","West Germany","","","",""
"4 on scale 1-7","2015","East Germany","","","",""
"5 on scale 1-7","2015","West Germany","","","",""
"5 on scale 1-7","2015","East Germany","","","",""
"6 on scale 1-7","2015","West Germany","","","",""
"6 on scale 1-7","2015","East Germany","","","",""
"7 Strongly agree","2015","West Germany","","","",""
"7 Strongly agree","2015","East Germany","","","",""
"1 Strongly disagree","2016","West Germany","","","",""
"1 Strongly disagree","2016","East Germany","","","",""
"2 on scale 1-7 ","2016","West Germany","","","",""
"2 on scale 1-7 ","2016","East Germany","","","",""
"3 on scale 1-7 ","2016","West Germany","","","",""
"3 on scale 1-7 ","2016","East Germany","","","",""
"4 on scale 1-7","2016","West Germany","","","",""
"4 on scale 1-7","2016","East Germany","","","",""
"5 on scale 1-7","2016","West Germany","","","",""
"5 on scale 1-7","2016","East Germany","","","",""
"6 on scale 1-7","2016","West Germany","","","",""
"6 on scale 1-7","2016","East Germany","","","",""
"7 Strongly agree","2016","West Germany","","","",""
"7 Strongly agree","2016","East Germany","","","",""
"1 Strongly disagree","2017","West Germany","1943","0.0672870053876601","0.0640567659244754","0.0705172448508449"
"1 Strongly disagree","2017","East Germany","423","0.0613810606673154","0.0553482118751469","0.0674139094594838"
"2 on scale 1-7 ","2017","West Germany","3062","0.133251234700142","0.128869184571705","0.13763328482858"
"2 on scale 1-7 ","2017","East Germany","822","0.141782777810646","0.133015375360422","0.150550180260869"
"3 on scale 1-7 ","2017","West Germany","3316","0.146603531895567","0.142042713898042","0.151164349893091"
"3 on scale 1-7 ","2017","East Germany","903","0.147135561934754","0.138232089500684","0.156039034368824"
"4 on scale 1-7","2017","West Germany","5424","0.235662058527593","0.230189597879962","0.241134519175224"
"4 on scale 1-7","2017","East Germany","1390","0.224615980600733","0.214126853739249","0.235105107462217"
"5 on scale 1-7","2017","West Germany","4544","0.204951754113156","0.199746790877624","0.210156717348688"
"5 on scale 1-7","2017","East Germany","1308","0.227547328006878","0.217009953893854","0.238084702119902"
"6 on scale 1-7","2017","West Germany","3310","0.154180180373319","0.14952380152202","0.158836559224618"
