"plh0223","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","(0) in school","53","0.116293533402405","0.0884164050659809","0.144170661738829"
"1 Strongly disagree","2005","no migration background","(1a) inadequately completed","9","","",""
"1 Strongly disagree","2005","no migration background","(1b) general elementary school","75","0.0585484587995472","0.0454225655273537","0.0716743520717407"
"1 Strongly disagree","2005","no migration background","(1c) basic vocational qualification","352","0.0822812532453793","0.0745848415715531","0.0899776649192055"
"1 Strongly disagree","2005","no migration background","(2b) intermediate general qualification","45","0.136856832903318","0.105516632846212","0.168197032960424"
"1 Strongly disagree","2005","no migration background","(2a) intermediate vocational","313","0.0637634604367708","0.0566436976313099","0.0708832232422316"
"1 Strongly disagree","2005","no migration background","(2c_gen) general maturity certificate","38","0.0329568843234568","0.0186960203305353","0.0472177483163784"
"1 Strongly disagree","2005","no migration background","(2c_voc) vocational maturity certificate","72","0.0641723164164125","0.05024302687406","0.0781016059587651"
"1 Strongly disagree","2005","no migration background","(3a) lower tertiary education","97","0.0690441865001845","0.0564308400337046","0.0816575329666644"
"1 Strongly disagree","2005","no migration background","(3b) higher tertiary education","119","0.044308554189782","0.0357233710633686","0.0528937373161954"
"1 Strongly disagree","2005","direct migration background","(0) in school","4","","",""
"1 Strongly disagree","2005","direct migration background","(1a) inadequately completed","11","","",""
"1 Strongly disagree","2005","direct migration background","(1b) general elementary school","28","","",""
"1 Strongly disagree","2005","direct migration background","(1c) basic vocational qualification","51","0.0713620162033031","0.0517963767630889","0.0909276556435172"
"1 Strongly disagree","2005","direct migration background","(2b) intermediate general qualification","6","","",""
"1 Strongly disagree","2005","direct migration background","(2a) intermediate vocational","11","","",""
"1 Strongly disagree","2005","direct migration background","(2c_gen) general maturity certificate","8","","",""
"1 Strongly disagree","2005","direct migration background","(2c_voc) vocational maturity certificate","17","","",""
"1 Strongly disagree","2005","direct migration background","(3a) lower tertiary education","3","","",""
"1 Strongly disagree","2005","direct migration background","(3b) higher tertiary education","15","","",""
"1 Strongly disagree","2005","indirect migration background","(0) in school","5","","",""
"1 Strongly disagree","2005","indirect migration background","(1a) inadequately completed","1","","",""
"1 Strongly disagree","2005","indirect migration background","(1b) general elementary school","12","","",""
"1 Strongly disagree","2005","indirect migration background","(1c) basic vocational qualification","18","","",""
"1 Strongly disagree","2005","indirect migration background","(2b) intermediate general qualification","3","","",""
"1 Strongly disagree","2005","indirect migration background","(2a) intermediate vocational","16","","",""
"1 Strongly disagree","2005","indirect migration background","(2c_gen) general maturity certificate","11","","",""
"1 Strongly disagree","2005","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"1 Strongly disagree","2005","indirect migration background","(3a) lower tertiary education","1","","",""
"1 Strongly disagree","2005","indirect migration background","(3b) higher tertiary education","5","","",""
"2 on scale 1-7 ","2005","no migration background","(0) in school","84","0.16240004582091","0.130327928563118","0.194472163078703"
"2 on scale 1-7 ","2005","no migration background","(1a) inadequately completed","7","","",""
"2 on scale 1-7 ","2005","no migration background","(1b) general elementary school","102","0.0778789700049414","0.0628967485395151","0.0928611914703677"
"2 on scale 1-7 ","2005","no migration background","(1c) basic vocational qualification","478","0.0972477698332774","0.0889491255488363","0.105546414117719"
"2 on scale 1-7 ","2005","no migration background","(2b) intermediate general qualification","77","0.146577600627456","0.114326619872805","0.178828581382106"
"2 on scale 1-7 ","2005","no migration background","(2a) intermediate vocational","575","0.116631043315352","0.107277741687762","0.125984344942941"
"2 on scale 1-7 ","2005","no migration background","(2c_gen) general maturity certificate","100","0.144959393643957","0.116836086024626","0.173082701263287"
"2 on scale 1-7 ","2005","no migration background","(2c_voc) vocational maturity certificate","185","0.138955497615841","0.119294396818386","0.158616598413296"
"2 on scale 1-7 ","2005","no migration background","(3a) lower tertiary education","226","0.13931939791112","0.122091629122689","0.156547166699552"
"2 on scale 1-7 ","2005","no migration background","(3b) higher tertiary education","329","0.151919417199527","0.136944234579437","0.166894599819616"
"2 on scale 1-7 ","2005","direct migration background","(0) in school","11","","",""
"2 on scale 1-7 ","2005","direct migration background","(1a) inadequately completed","13","","",""
"2 on scale 1-7 ","2005","direct migration background","(1b) general elementary school","49","0.0709273163691842","0.0488210794187567","0.0930335533196116"
"2 on scale 1-7 ","2005","direct migration background","(1c) basic vocational qualification","64","0.102202154077999","0.0791794372109344","0.125224870945064"
"2 on scale 1-7 ","2005","direct migration background","(2b) intermediate general qualification","6","","",""
"2 on scale 1-7 ","2005","direct migration background","(2a) intermediate vocational","18","","",""
"2 on scale 1-7 ","2005","direct migration background","(2c_gen) general maturity certificate","15","","",""
"2 on scale 1-7 ","2005","direct migration background","(2c_voc) vocational maturity certificate","34","0.166284556884234","0.121872479207075","0.210696634561393"
"2 on scale 1-7 ","2005","direct migration background","(3a) lower tertiary education","5","","",""
"2 on scale 1-7 ","2005","direct migration background","(3b) higher tertiary education","29","","",""
"2 on scale 1-7 ","2005","indirect migration background","(0) in school","16","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1a) inadequately completed","2","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1b) general elementary school","14","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1c) basic vocational qualification","17","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2b) intermediate general qualification","12","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2a) intermediate vocational","20","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2c_gen) general maturity certificate","17","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2c_voc) vocational maturity certificate","10","","",""
"2 on scale 1-7 ","2005","indirect migration background","(3a) lower tertiary education","2","","",""
"2 on scale 1-7 ","2005","indirect migration background","(3b) higher tertiary education","9","","",""
"3 on scale 1-7 ","2005","no migration background","(0) in school","90","0.168625896312155","0.136066479550025","0.201185313074286"
"3 on scale 1-7 ","2005","no migration background","(1a) inadequately completed","7","","",""
"3 on scale 1-7 ","2005","no migration background","(1b) general elementary school","175","0.15722029870525","0.136869404736419","0.177571192674081"
"3 on scale 1-7 ","2005","no migration background","(1c) basic vocational qualification","659","0.130790463610567","0.121346956321905","0.140233970899228"
"3 on scale 1-7 ","2005","no migration background","(2b) intermediate general qualification","71","0.160622781086932","0.127140945236684","0.194104616937181"
"3 on scale 1-7 ","2005","no migration background","(2a) intermediate vocational","686","0.148676992369158","0.138309926408449","0.159044058329867"
"3 on scale 1-7 ","2005","no migration background","(2c_gen) general maturity certificate","105","0.163666918777961","0.13411266920555","0.193221168350371"
"3 on scale 1-7 ","2005","no migration background","(2c_voc) vocational maturity certificate","207","0.161915199336245","0.140976728791744","0.182853669880747"
"3 on scale 1-7 ","2005","no migration background","(3a) lower tertiary education","257","0.166683156732295","0.14814130214057","0.18522501132402"
"3 on scale 1-7 ","2005","no migration background","(3b) higher tertiary education","366","0.150328762787942","0.135418220990338","0.165239304585546"
"3 on scale 1-7 ","2005","direct migration background","(0) in school","10","","",""
"3 on scale 1-7 ","2005","direct migration background","(1a) inadequately completed","11","","",""
"3 on scale 1-7 ","2005","direct migration background","(1b) general elementary school","55","0.0892415190597786","0.0646905691475633","0.113792468971994"
"3 on scale 1-7 ","2005","direct migration background","(1c) basic vocational qualification","82","0.113375243752937","0.0892780587452801","0.137472428760594"
"3 on scale 1-7 ","2005","direct migration background","(2b) intermediate general qualification","8","","",""
"3 on scale 1-7 ","2005","direct migration background","(2a) intermediate vocational","13","","",""
"3 on scale 1-7 ","2005","direct migration background","(2c_gen) general maturity certificate","13","","",""
"3 on scale 1-7 ","2005","direct migration background","(2c_voc) vocational maturity certificate","31","0.0843102131465042","0.0511680777114538","0.117452348581555"
"3 on scale 1-7 ","2005","direct migration background","(3a) lower tertiary education","16","","",""
"3 on scale 1-7 ","2005","direct migration background","(3b) higher tertiary education","33","0.133793463875375","0.0925717900614396","0.17501513768931"
"3 on scale 1-7 ","2005","indirect migration background","(0) in school","21","","",""
"3 on scale 1-7 ","2005","indirect migration background","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(1b) general elementary school","20","","",""
"3 on scale 1-7 ","2005","indirect migration background","(1c) basic vocational qualification","17","","",""
"3 on scale 1-7 ","2005","indirect migration background","(2b) intermediate general qualification","16","","",""
"3 on scale 1-7 ","2005","indirect migration background","(2a) intermediate vocational","16","","",""
"3 on scale 1-7 ","2005","indirect migration background","(2c_gen) general maturity certificate","14","","",""
