"plh0223","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","in school","Urban Area","43","0.110484946967722","0.0815523093958728","0.139417584539571"
"1 Strongly disagree","2005","in school","Rural Area","19","","",""
"1 Strongly disagree","2005","inadequately","Urban Area","17","","",""
"1 Strongly disagree","2005","inadequately","Rural Area","3","","",""
"1 Strongly disagree","2005","general elemantary","Urban Area","121","0.0764921514288682","0.063636613677387","0.0893476891803494"
"1 Strongly disagree","2005","general elemantary","Rural Area","44","0.0569764431045805","0.0405291375860376","0.0734237486231234"
"1 Strongly disagree","2005","middle vocational","Urban Area","491","0.0760755886985925","0.0696487155156058","0.0825024618815791"
"1 Strongly disagree","2005","middle vocational","Rural Area","246","0.0689106178415297","0.060762020344811","0.0770592153382483"
"1 Strongly disagree","2005","vocational + Abi","Urban Area","63","0.0753957989065534","0.0578614146993895","0.0929301831137174"
"1 Strongly disagree","2005","vocational + Abi","Rural Area","15","","",""
"1 Strongly disagree","2005","higher vocational","Urban Area","64","0.0692901651166936","0.0535269986635066","0.0850533315698806"
"1 Strongly disagree","2005","higher vocational","Rural Area","38","0.0649267467092508","0.044446021358812","0.0854074720596895"
"1 Strongly disagree","2005","higher education","Urban Area","163","0.04730657344894","0.0396677469113197","0.0549453999865602"
"1 Strongly disagree","2005","higher education","Rural Area","77","0.0728003817789386","0.0580883338024819","0.0875124297553952"
"2 on scale 1-7 ","2005","in school","Urban Area","76","0.194636904261102","0.158096926659927","0.231176881862278"
"2 on scale 1-7 ","2005","in school","Rural Area","35","0.157642716605085","0.10701286253447","0.2082725706757"
"2 on scale 1-7 ","2005","inadequately","Urban Area","16","","",""
"2 on scale 1-7 ","2005","inadequately","Rural Area","2","","",""
"2 on scale 1-7 ","2005","general elemantary","Urban Area","181","0.0991793692813372","0.0847219309781632","0.113636807584511"
"2 on scale 1-7 ","2005","general elemantary","Rural Area","78","0.0863122450528129","0.0663862081214613","0.106238281984165"
"2 on scale 1-7 ","2005","middle vocational","Urban Area","745","0.108856783060022","0.101306550143434","0.116407015976609"
"2 on scale 1-7 ","2005","middle vocational","Rural Area","451","0.111263672107856","0.101147708270077","0.121379635945635"
"2 on scale 1-7 ","2005","vocational + Abi","Urban Area","121","0.134901827109174","0.112214641360235","0.157589012858113"
"2 on scale 1-7 ","2005","vocational + Abi","Rural Area","46","0.162342528246746","0.117859380293921","0.206825676199571"
"2 on scale 1-7 ","2005","higher vocational","Urban Area","123","0.115582899257001","0.0957367675336649","0.135429030980338"
"2 on scale 1-7 ","2005","higher vocational","Rural Area","66","0.113933459881553","0.0875233926542508","0.140343527108855"
"2 on scale 1-7 ","2005","higher education","Urban Area","421","0.133220547329775","0.120993285039008","0.145447809620542"
"2 on scale 1-7 ","2005","higher education","Rural Area","179","0.153408940139136","0.13300181368024","0.173816066598031"
"3 on scale 1-7 ","2005","in school","Urban Area","86","0.158679172754284","0.124958160422158","0.192400185086411"
"3 on scale 1-7 ","2005","in school","Rural Area","33","0.192782191179494","0.137973380746218","0.24759100161277"
"3 on scale 1-7 ","2005","inadequately","Urban Area","17","","",""
"3 on scale 1-7 ","2005","inadequately","Rural Area","7","","",""
"3 on scale 1-7 ","2005","general elemantary","Urban Area","231","0.147437162052018","0.130288580811913","0.164585743292123"
"3 on scale 1-7 ","2005","general elemantary","Rural Area","104","0.138729299668155","0.114202563719084","0.163256035617226"
"3 on scale 1-7 ","2005","middle vocational","Urban Area","943","0.144219222432006","0.135702908014178","0.152735536849835"
"3 on scale 1-7 ","2005","middle vocational","Rural Area","504","0.125622584827452","0.114960860831441","0.136284308823464"
"3 on scale 1-7 ","2005","vocational + Abi","Urban Area","151","0.154681339199268","0.130667134769366","0.178695543629171"
"3 on scale 1-7 ","2005","vocational + Abi","Rural Area","35","0.104120335772791","0.0672787133885758","0.140961958157007"
"3 on scale 1-7 ","2005","higher vocational","Urban Area","157","0.15032520321783","0.128141053895419","0.172509352540242"
"3 on scale 1-7 ","2005","higher vocational","Rural Area","82","0.129277923415422","0.101390226049855","0.157165620780989"
"3 on scale 1-7 ","2005","higher education","Urban Area","481","0.160505067144184","0.147296894674269","0.1737132396141"
"3 on scale 1-7 ","2005","higher education","Rural Area","200","0.142212099392467","0.122434302441829","0.161989896343106"
"4 on scale 1-7","2005","in school","Urban Area","90","0.206908603943083","0.169522456491532","0.244294751394634"
"4 on scale 1-7","2005","in school","Rural Area","40","0.151137911441864","0.10137258812728","0.200903234756449"
"4 on scale 1-7","2005","inadequately","Urban Area","38","0.178511500916778","0.122568509815327","0.23445449201823"
"4 on scale 1-7","2005","inadequately","Rural Area","15","","",""
"4 on scale 1-7","2005","general elemantary","Urban Area","366","0.215715814435894","0.195821030079795","0.235610598791993"
"4 on scale 1-7","2005","general elemantary","Rural Area","189","0.25618765246202","0.22521370118474","0.2871616037393"
"4 on scale 1-7","2005","middle vocational","Urban Area","1589","0.25122166407253","0.240707759573402","0.261735568571658"
"4 on scale 1-7","2005","middle vocational","Rural Area","923","0.239427964510977","0.225700139941062","0.253155789080891"
"4 on scale 1-7","2005","vocational + Abi","Urban Area","181","0.225873287286546","0.198103185173206","0.253643389399886"
"4 on scale 1-7","2005","vocational + Abi","Rural Area","73","0.308444406926833","0.252732486851528","0.364156327002137"
"4 on scale 1-7","2005","higher vocational","Urban Area","215","0.228766311879847","0.202693399629456","0.254839224130237"
"4 on scale 1-7","2005","higher vocational","Rural Area","131","0.242581716194897","0.206952389146506","0.278211043243288"
"4 on scale 1-7","2005","higher education","Urban Area","707","0.245963160835383","0.230467124262322","0.261459197408444"
"4 on scale 1-7","2005","higher education","Rural Area","286","0.220960895137142","0.197466892054879","0.244454898219405"
"5 on scale 1-7","2005","in school","Urban Area","71","0.132771952737598","0.101454989034865","0.164088916440331"
"5 on scale 1-7","2005","in school","Rural Area","34","0.22026019868897","0.162681158961183","0.277839238416756"
"5 on scale 1-7","2005","inadequately","Urban Area","32","0.167466136004067","0.112918454972245","0.222013817035889"
"5 on scale 1-7","2005","inadequately","Rural Area","8","","",""
"5 on scale 1-7","2005","general elemantary","Urban Area","324","0.201473558770028","0.182072957311713","0.220874160228343"
"5 on scale 1-7","2005","general elemantary","Rural Area","152","0.207816955569536","0.179027126755571","0.236606784383501"
"5 on scale 1-7","2005","middle vocational","Urban Area","1287","0.190390046192568","0.180872633804147","0.199907458580989"
"5 on scale 1-7","2005","middle vocational","Rural Area","771","0.216770184706261","0.203514917502459","0.230025451910063"
"5 on scale 1-7","2005","vocational + Abi","Urban Area","185","0.225068235665197","0.197333256229042","0.252803215101353"
"5 on scale 1-7","2005","vocational + Abi","Rural Area","39","0.141857697508891","0.0997702840422563","0.183945110975525"
"5 on scale 1-7","2005","higher vocational","Urban Area","230","0.236378804828076","0.210006762434932","0.26275084722122"
"5 on scale 1-7","2005","higher vocational","Rural Area","110","0.185456691552738","0.153150256340116","0.217763126765359"
"5 on scale 1-7","2005","higher education","Urban Area","618","0.211217563375915","0.196530568345706","0.225904558406124"
"5 on scale 1-7","2005","higher education","Rural Area","240","0.215157118743714","0.191887519508459","0.238426717978968"
"6 on scale 1-7","2005","in school","Urban Area","67","0.149075668122833","0.116204989259619","0.181946346986047"
"6 on scale 1-7","2005","in school","Rural Area","28","","",""
"6 on scale 1-7","2005","inadequately","Urban Area","31","0.180031757613341","0.123903066434495","0.236160448792187"
"6 on scale 1-7","2005","inadequately","Rural Area","7","","",""
"6 on scale 1-7","2005","general elemantary","Urban Area","258","0.155169135180086","0.137656597997554","0.172681672362618"
"6 on scale 1-7","2005","general elemantary","Rural Area","121","0.147650664572033","0.122478976663347","0.172822352480718"
"6 on scale 1-7","2005","middle vocational","Urban Area","1013","0.154847148665785","0.146077582979747","0.163616714351823"
