"plh0223","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","Urban Area","325","0.0635531751053489","0.0569257029587961","0.0701806472519017"
"1 Strongly disagree","2005","Not Employed","Rural Area","130","0.0478051102939729","0.0396880697135632","0.0559221508743827"
"1 Strongly disagree","2005","Employed","Urban Area","655","0.078338684640294","0.0726751289048037","0.0840022403757843"
"1 Strongly disagree","2005","Employed","Rural Area","318","0.0807162030661028","0.0724682487961131","0.0889641573360925"
"2 on scale 1-7 ","2005","Not Employed","Urban Area","505","0.0944306871348948","0.0864863960695268","0.102374978200263"
"2 on scale 1-7 ","2005","Not Employed","Rural Area","265","0.0830907469673332","0.0725895902204326","0.0935919037142338"
"2 on scale 1-7 ","2005","Employed","Urban Area","1209","0.131401100997187","0.124280371290074","0.138521830704299"
"2 on scale 1-7 ","2005","Employed","Rural Area","600","0.136457701307992","0.126063720447391","0.146851682168592"
"3 on scale 1-7 ","2005","Not Employed","Urban Area","735","0.138969264089738","0.12957189184576","0.148366636333715"
"3 on scale 1-7 ","2005","Not Employed","Rural Area","343","0.128280523465234","0.115558201908388","0.141002845022079"
"3 on scale 1-7 ","2005","Employed","Urban Area","1366","0.154941449289697","0.147314645586594","0.1625682529928"
"3 on scale 1-7 ","2005","Employed","Rural Area","635","0.133039408399439","0.122756146177771","0.143322670621107"
"4 on scale 1-7","2005","Not Employed","Urban Area","1243","0.247338874256928","0.235617361707827","0.259060386806029"
"4 on scale 1-7","2005","Not Employed","Rural Area","676","0.253086151181181","0.236544948681261","0.269627353681102"
"4 on scale 1-7","2005","Employed","Urban Area","1991","0.234938808632266","0.22600285660074","0.243874760663793"
"4 on scale 1-7","2005","Employed","Rural Area","1004","0.229485723082383","0.21675335278776","0.242218093377005"
"5 on scale 1-7","2005","Not Employed","Urban Area","1040","0.196091259734036","0.185305016301199","0.206877503166873"
"5 on scale 1-7","2005","Not Employed","Rural Area","561","0.217391425596488","0.201698961707889","0.233083889485088"
"5 on scale 1-7","2005","Employed","Urban Area","1745","0.201643836822747","0.193187034503303","0.210100639142192"
"5 on scale 1-7","2005","Employed","Rural Area","811","0.203779116343194","0.191582546727294","0.215975685959094"
"6 on scale 1-7","2005","Not Employed","Urban Area","903","0.169611785015871","0.159416336757468","0.179807233274274"
"6 on scale 1-7","2005","Not Employed","Rural Area","454","0.181664878526781","0.166995939157981","0.19633381789558"
"6 on scale 1-7","2005","Employed","Urban Area","1215","0.138895878112763","0.131606543705877","0.146185212519648"
"6 on scale 1-7","2005","Employed","Rural Area","594","0.153427790489968","0.142515269330259","0.164340311649677"
"7 Strongly agree","2005","Not Employed","Urban Area","454","0.090004954663184","0.0822301328099607","0.0977797765164072"
"7 Strongly agree","2005","Not Employed","Rural Area","225","0.0886811639690097","0.0778656167549391","0.0994967111830804"
"7 Strongly agree","2005","Employed","Urban Area","466","0.0598402415050456","0.0548408993667072","0.064839583643384"
"7 Strongly agree","2005","Employed","Rural Area","228","0.0630940573109214","0.0557322693521776","0.0704558452696653"
"1 Strongly disagree","2006","Not Employed","Urban Area","","","",""
"1 Strongly disagree","2006","Not Employed","Rural Area","","","",""
"1 Strongly disagree","2006","Employed","Urban Area","","","",""
"1 Strongly disagree","2006","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2006","Not Employed","Urban Area","","","",""
"2 on scale 1-7 ","2006","Not Employed","Rural Area","","","",""
"2 on scale 1-7 ","2006","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2006","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2006","Not Employed","Urban Area","","","",""
"3 on scale 1-7 ","2006","Not Employed","Rural Area","","","",""
"3 on scale 1-7 ","2006","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2006","Employed","Rural Area","","","",""
"4 on scale 1-7","2006","Not Employed","Urban Area","","","",""
"4 on scale 1-7","2006","Not Employed","Rural Area","","","",""
"4 on scale 1-7","2006","Employed","Urban Area","","","",""
"4 on scale 1-7","2006","Employed","Rural Area","","","",""
"5 on scale 1-7","2006","Not Employed","Urban Area","","","",""
"5 on scale 1-7","2006","Not Employed","Rural Area","","","",""
"5 on scale 1-7","2006","Employed","Urban Area","","","",""
"5 on scale 1-7","2006","Employed","Rural Area","","","",""
"6 on scale 1-7","2006","Not Employed","Urban Area","","","",""
"6 on scale 1-7","2006","Not Employed","Rural Area","","","",""
