"plh0223","year","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","1196","0.0709383225912198","0.0671355097146504","0.0747411354677892"
"1 Strongly disagree","2005","direct migration background","156","0.0619329222454596","0.0522124832803795","0.0716533612105398"
"1 Strongly disagree","2005","indirect migration background","76","0.0996287419775335","0.0792161351354381","0.120041348819629"
"2 on scale 1-7 ","2005","no migration background","2203","0.115543643011294","0.110808278040008","0.12027900798258"
"2 on scale 1-7 ","2005","direct migration background","248","0.107282006941894","0.0948016003799076","0.11976241350388"
"2 on scale 1-7 ","2005","indirect migration background","128","0.156866555959891","0.132080428691666","0.181652683228116"
"3 on scale 1-7 ","2005","no migration background","2664","0.146843791550769","0.141600737949043","0.152086845152494"
"3 on scale 1-7 ","2005","direct migration background","282","0.114797829508231","0.101942115042046","0.127653543974416"
"3 on scale 1-7 ","2005","indirect migration background","133","0.159001542995168","0.134078928194062","0.183924157796274"
"4 on scale 1-7","2005","no migration background","4177","0.2419692285893","0.235625191505628","0.248313265672972"
"4 on scale 1-7","2005","direct migration background","554","0.232387132444411","0.215354361504164","0.249419903384658"
"4 on scale 1-7","2005","indirect migration background","183","0.213805479033042","0.18586268961393","0.241748268452153"
"5 on scale 1-7","2005","no migration background","3528","0.20123626951056","0.195297389889516","0.207175149131603"
"5 on scale 1-7","2005","direct migration background","465","0.215451246829866","0.198870937888349","0.232031555771382"
"5 on scale 1-7","2005","indirect migration background","164","0.184983952472681","0.158520564522862","0.211447340422499"
"6 on scale 1-7","2005","no migration background","2635","0.154382738173014","0.149030585237197","0.15973489110883"
"6 on scale 1-7","2005","direct migration background","424","0.171230946873606","0.156038908930365","0.186422984816847"
"6 on scale 1-7","2005","indirect migration background","107","0.124966310966457","0.102428890978121","0.147503730954794"
"7 Strongly agree","2005","no migration background","1104","0.0690860065738441","0.0653294317009284","0.0728425814467598"
"7 Strongly agree","2005","direct migration background","233","0.0969179151565327","0.0849869991174469","0.108848831195618"
"7 Strongly agree","2005","indirect migration background","36","0.0607474165952276","0.0444675649819636","0.0770272682084916"
"1 Strongly disagree","2006","no migration background","","","",""
"1 Strongly disagree","2006","direct migration background","","","",""
"1 Strongly disagree","2006","indirect migration background","","","",""
"2 on scale 1-7 ","2006","no migration background","","","",""
"2 on scale 1-7 ","2006","direct migration background","","","",""
"2 on scale 1-7 ","2006","indirect migration background","","","",""
"3 on scale 1-7 ","2006","no migration background","","","",""
"3 on scale 1-7 ","2006","direct migration background","","","",""
"3 on scale 1-7 ","2006","indirect migration background","","","",""
"4 on scale 1-7","2006","no migration background","","","",""
"4 on scale 1-7","2006","direct migration background","","","",""
"4 on scale 1-7","2006","indirect migration background","","","",""
"5 on scale 1-7","2006","no migration background","","","",""
"5 on scale 1-7","2006","direct migration background","","","",""
"5 on scale 1-7","2006","indirect migration background","","","",""
"6 on scale 1-7","2006","no migration background","","","",""
"6 on scale 1-7","2006","direct migration background","","","",""
"6 on scale 1-7","2006","indirect migration background","","","",""
"7 Strongly agree","2006","no migration background","","","",""
"7 Strongly agree","2006","direct migration background","","","",""
"7 Strongly agree","2006","indirect migration background","","","",""
"1 Strongly disagree","2007","no migration background","","","",""
"1 Strongly disagree","2007","direct migration background","","","",""
"1 Strongly disagree","2007","indirect migration background","","","",""
"2 on scale 1-7 ","2007","no migration background","","","",""
"2 on scale 1-7 ","2007","direct migration background","","","",""
"2 on scale 1-7 ","2007","indirect migration background","","","",""
"3 on scale 1-7 ","2007","no migration background","","","",""
"3 on scale 1-7 ","2007","direct migration background","","","",""
"3 on scale 1-7 ","2007","indirect migration background","","","",""
"4 on scale 1-7","2007","no migration background","","","",""
"4 on scale 1-7","2007","direct migration background","","","",""
"4 on scale 1-7","2007","indirect migration background","","","",""
"5 on scale 1-7","2007","no migration background","","","",""
"5 on scale 1-7","2007","direct migration background","","","",""
"5 on scale 1-7","2007","indirect migration background","","","",""
"6 on scale 1-7","2007","no migration background","","","",""
"6 on scale 1-7","2007","direct migration background","","","",""
"6 on scale 1-7","2007","indirect migration background","","","",""
"7 Strongly agree","2007","no migration background","","","",""
"7 Strongly agree","2007","direct migration background","","","",""
"7 Strongly agree","2007","indirect migration background","","","",""
"1 Strongly disagree","2008","no migration background","","","",""
"1 Strongly disagree","2008","direct migration background","","","",""
"1 Strongly disagree","2008","indirect migration background","","","",""
"2 on scale 1-7 ","2008","no migration background","","","",""
"2 on scale 1-7 ","2008","direct migration background","","","",""
"2 on scale 1-7 ","2008","indirect migration background","","","",""
"3 on scale 1-7 ","2008","no migration background","","","",""
"3 on scale 1-7 ","2008","direct migration background","","","",""
"3 on scale 1-7 ","2008","indirect migration background","","","",""
"4 on scale 1-7","2008","no migration background","","","",""
"4 on scale 1-7","2008","direct migration background","","","",""
"4 on scale 1-7","2008","indirect migration background","","","",""
"5 on scale 1-7","2008","no migration background","","","",""
"5 on scale 1-7","2008","direct migration background","","","",""
"5 on scale 1-7","2008","indirect migration background","","","",""
"6 on scale 1-7","2008","no migration background","","","",""
"6 on scale 1-7","2008","direct migration background","","","",""
"6 on scale 1-7","2008","indirect migration background","","","",""
"7 Strongly agree","2008","no migration background","","","",""
"7 Strongly agree","2008","direct migration background","","","",""
