"plh0223","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","Male","212","0.0855634746400425","0.0747024857907647","0.0964244634893203"
"1 Strongly disagree","2005","16-34 y.","Female","244","0.0866165301214145","0.0761476525505439","0.0970854076922851"
"1 Strongly disagree","2005","35-65 y.","Male","344","0.0661792476398237","0.0596758060618707","0.0726826892177767"
"1 Strongly disagree","2005","35-65 y.","Female","439","0.0760089595547167","0.0692938227699146","0.0827240963395188"
"1 Strongly disagree","2005","66 and older","Male","86","0.0512974258191719","0.0408991000353808","0.061695751602963"
"1 Strongly disagree","2005","66 and older","Female","103","0.0534164507582123","0.0436825222813607","0.063150379235064"
"2 on scale 1-7 ","2005","16-34 y.","Male","374","0.13293091430687","0.119748704296769","0.14611312431697"
"2 on scale 1-7 ","2005","16-34 y.","Female","453","0.167554047026592","0.153653604052826","0.181454490000357"
"2 on scale 1-7 ","2005","35-65 y.","Male","681","0.112490478664676","0.104224487004715","0.120756470324636"
"2 on scale 1-7 ","2005","35-65 y.","Female","785","0.11930432541897","0.111090799801645","0.127517851036295"
"2 on scale 1-7 ","2005","66 and older","Male","137","0.071847746595037","0.0596756109931726","0.0840198821969014"
"2 on scale 1-7 ","2005","66 and older","Female","149","0.0804940987101356","0.0687172135025118","0.0922709839177594"
"3 on scale 1-7 ","2005","16-34 y.","Male","430","0.177111328322403","0.162288124130291","0.191934532514514"
"3 on scale 1-7 ","2005","16-34 y.","Female","453","0.147259522459146","0.134070175610663","0.160448869307629"
"3 on scale 1-7 ","2005","35-65 y.","Male","802","0.135717074023999","0.126757326319034","0.144676821728965"
"3 on scale 1-7 ","2005","35-65 y.","Female","899","0.141803265816902","0.132963818029618","0.150642713604187"
"3 on scale 1-7 ","2005","66 and older","Male","243","0.137204479759132","0.120986801477288","0.153422158040976"
"3 on scale 1-7 ","2005","66 and older","Female","252","0.126623718310404","0.112228130979629","0.141019305641179"
"4 on scale 1-7","2005","16-34 y.","Male","565","0.231059797877676","0.214693258584692","0.247426337170661"
"4 on scale 1-7","2005","16-34 y.","Female","626","0.220338899112624","0.204912247305222","0.235765550920026"
"4 on scale 1-7","2005","35-65 y.","Male","1344","0.236361172878094","0.225246859471328","0.24747548628486"
"4 on scale 1-7","2005","35-65 y.","Female","1407","0.246363427135054","0.235445060063907","0.257281794206201"
"4 on scale 1-7","2005","66 and older","Male","464","0.266244451741023","0.24541074356321","0.287078159918836"
"4 on scale 1-7","2005","66 and older","Female","508","0.241082514722731","0.222566338882153","0.259598690563309"
