"plh0223","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","in school","62","0.101868038511523","0.0786149598652232","0.125121117157822","1"
"1 Strongly disagree","2005","inadequately","20","","","","1"
"1 Strongly disagree","2005","general elemantary","165","0.0703323748573623","0.0601128184436199","0.0805519312711047","1"
"1 Strongly disagree","2005","middle vocational","737","0.0736347240743214","0.0685783428491098","0.078691105299533","1"
"1 Strongly disagree","2005","vocational + Abi","78","0.0731712133323656","0.0580209547398016","0.0883214719249297","1"
"1 Strongly disagree","2005","higher vocational","102","0.0678912303587644","0.0553799285751967","0.0804025321423322","1"
"1 Strongly disagree","2005","higher education","240","0.0539773942656993","0.047114658100693","0.0608401304307057","1"
"2 on scale 1-7 ","2005","higher education","600","0.138503130036382","0.128012604768505","0.148993655304259","2"
"2 on scale 1-7 ","2005","middle vocational","1196","0.109676729218716","0.103626964955957","0.115726493481475","2"
"2 on scale 1-7 ","2005","vocational + Abi","167","0.14059525524798","0.120372777506647","0.160817732989313","2"
"2 on scale 1-7 ","2005","higher vocational","189","0.115054080368243","0.0991842698491349","0.130923890887351","2"
"2 on scale 1-7 ","2005","general elemantary","259","0.0951180967388039","0.0833929556325469","0.106843237845061","2"
"2 on scale 1-7 ","2005","inadequately","18","","","","2"
"2 on scale 1-7 ","2005","in school","111","0.184514183226021","0.154693712389207","0.214334654062835","2"
"3 on scale 1-7 ","2005","higher education","681","0.155718449605569","0.144706752087871","0.166730147123268","3"
"3 on scale 1-7 ","2005","higher vocational","239","0.143577335256045","0.126137218680163","0.161017451831926","3"
"3 on scale 1-7 ","2005","vocational + Abi","186","0.144190884229062","0.123754337301321","0.164627431156804","3"
"3 on scale 1-7 ","2005","middle vocational","1447","0.137883973375885","0.131209037487608","0.144558909264162","3"
"3 on scale 1-7 ","2005","in school","119","0.168010783038109","0.139268660310469","0.19675290576575","3"
"3 on scale 1-7 ","2005","inadequately","24","","","","3"
"3 on scale 1-7 ","2005","general elemantary","335","0.144688684476481","0.130629182293926","0.158748186659037","3"
"4 on scale 1-7","2005","middle vocational","2512","0.247203947235524","0.238852269814207","0.255555624656842","4"
"4 on scale 1-7","2005","general elemantary","555","0.2284900102548","0.211709895128241","0.245270125381359","4"
"4 on scale 1-7","2005","vocational + Abi","254","0.243005237875413","0.218053292277428","0.267957183473397","4"
"4 on scale 1-7","2005","higher education","993","0.239420959202459","0.226461292034481","0.252380626370438","4"
"4 on scale 1-7","2005","inadequately","53","0.186777638156144","0.137263786827484","0.236291489484805","4"
"4 on scale 1-7","2005","in school","130","0.191648067142749","0.161389812388559","0.221906321896938","4"
"4 on scale 1-7","2005","higher vocational","346","0.233195602744597","0.212164364704111","0.254226840785082","4"
"5 on scale 1-7","2005","higher education","858","0.21224840457532","0.199830238858741","0.224666570291898","5"
"5 on scale 1-7","2005","middle vocational","2058","0.199376872261508","0.191641899306529","0.207111845216487","5"
"5 on scale 1-7","2005","in school","105","0.156711364946053","0.128764713199757","0.184658016692348","5"
"5 on scale 1-7","2005","inadequately","40","0.16712521706954","0.11972607715543","0.214524356983651","5"
"5 on scale 1-7","2005","general elemantary","476","0.203475736007979","0.1873860944274","0.219565377588558","5"
"5 on scale 1-7","2005","vocational + Abi","224","0.207803617789393","0.184199208324192","0.231408027254594","5"
"5 on scale 1-7","2005","higher vocational","340","0.220052909038077","0.199448579294473","0.24065723878168","5"
"6 on scale 1-7","2005","higher education","616","0.151816770033882","0.140918807699098","0.162714732368667","6"
"6 on scale 1-7","2005","middle vocational","1584","0.15837818935157","0.15130991298141","0.16544646572173","6"
"6 on scale 1-7","2005","vocational + Abi","168","0.147015943276307","0.126414253912076","0.167617632640538","6"
"6 on scale 1-7","2005","higher vocational","245","0.15825612571843","0.140103786022133","0.176408465414727","6"
"6 on scale 1-7","2005","inadequately","38","0.160641486442624","0.11399035090047","0.207292621984777","6"
"6 on scale 1-7","2005","in school","95","0.144920039267701","0.117858094799118","0.171981983736285","6"
"6 on scale 1-7","2005","general elemantary","379","0.152796067375654","0.138416672156492","0.167175462594817","6"
"7 Strongly agree","2005","higher education","177","0.0483148922806885","0.0418026922404473","0.0548270923209297","7"
"7 Strongly agree","2005","vocational + Abi","58","0.0442178482494794","0.032257924224011","0.0561777722749479","7"
"7 Strongly agree","2005","middle vocational","715","0.073845564482476","0.0687825256627114","0.0789086033022407","7"
"7 Strongly agree","2005","higher vocational","92","0.061972716515845","0.0499813033996903","0.0739641296319996","7"
"7 Strongly agree","2005","in school","28","","","","7"
"7 Strongly agree","2005","inadequately","45","0.177061658278901","0.12856570231111","0.225557614246691","7"
"7 Strongly agree","2005","general elemantary","236","0.105099030288919","0.0928422219655167","0.117355838612322","7"
"1 Strongly disagree","2006","vocational + Abi","","","","","1"
"1 Strongly disagree","2006","higher vocational","","","","","1"
