"plh0223","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Urban Area","West Germany","838","0.0711610231943245","0.0665784618417676","0.0757435845468815"
"1 Strongly disagree","2005","Urban Area","East Germany","142","0.0839693884903195","0.0710159847612272","0.0969227922194119"
"1 Strongly disagree","2005","Rural Area","West Germany","238","0.070660004314082","0.0622469559178216","0.0790730527103425"
"1 Strongly disagree","2005","Rural Area","East Germany","210","0.0621910654541217","0.0539262654121858","0.0704558654960577"
"2 on scale 1-7 ","2005","Urban Area","West Germany","1475","0.115951178127086","0.110244377659814","0.121657978594358"
"2 on scale 1-7 ","2005","Urban Area","East Germany","239","0.122050314990731","0.106761540354133","0.137339089627329"
"2 on scale 1-7 ","2005","Rural Area","West Germany","415","0.107080369942546","0.0969286328930785","0.117232106992013"
"2 on scale 1-7 ","2005","Rural Area","East Germany","450","0.127566492260089","0.116149659359377","0.138983325160801"
"3 on scale 1-7 ","2005","Urban Area","West Germany","1817","0.148212244869546","0.141879022758052","0.15454546698104"
"3 on scale 1-7 ","2005","Urban Area","East Germany","284","0.151412341259679","0.134670724109416","0.168153958409943"
"3 on scale 1-7 ","2005","Rural Area","West Germany","512","0.132677236028529","0.121540246182398","0.14381422587466"
"3 on scale 1-7 ","2005","Rural Area","East Germany","466","0.128593971001459","0.117138004022277","0.140049937980642"
"4 on scale 1-7","2005","Urban Area","West Germany","2819","0.238798848765943","0.231199387372813","0.246398310159073"
"4 on scale 1-7","2005","Urban Area","East Germany","415","0.250477027515094","0.23024008781841","0.270713967211778"
"4 on scale 1-7","2005","Rural Area","West Germany","879","0.233704499214699","0.219811023129424","0.247597975299975"
"4 on scale 1-7","2005","Rural Area","East Germany","801","0.247611834505636","0.23284056418634","0.262383104824933"
"5 on scale 1-7","2005","Urban Area","West Germany","2444","0.200718208797079","0.19357883162291","0.207857585971247"
"5 on scale 1-7","2005","Urban Area","East Germany","341","0.187154087502764","0.168937283552685","0.205370891452844"
"5 on scale 1-7","2005","Rural Area","West Germany","705","0.214603572530303","0.201125053449194","0.228082091611412"
"5 on scale 1-7","2005","Rural Area","East Germany","667","0.200657198082643","0.186951376462908","0.214363019702377"
"6 on scale 1-7","2005","Urban Area","West Germany","1864","0.151422039869949","0.145032679252332","0.157811400487566"
"6 on scale 1-7","2005","Urban Area","East Germany","254","0.149573071991012","0.132915426260681","0.166230717721342"
"6 on scale 1-7","2005","Rural Area","West Germany","557","0.164525368375744","0.15235335802436","0.176697378727127"
"6 on scale 1-7","2005","Rural Area","East Germany","491","0.165326306949362","0.152613527448489","0.178039086450235"
"7 Strongly agree","2005","Urban Area","West Germany","834","0.0737364563760723","0.0690781784387172","0.0783947343134273"
"7 Strongly agree","2005","Urban Area","East Germany","86","0.0553637682504","0.0446827284448866","0.0660448080559133"
"7 Strongly agree","2005","Rural Area","West Germany","258","0.0767489495940968","0.0680096753356875","0.0854882238525061"
"7 Strongly agree","2005","Rural Area","East Germany","195","0.0680531317466887","0.0594346492546304","0.0766716142387471"
"1 Strongly disagree","2006","Urban Area","West Germany","","","",""
"1 Strongly disagree","2006","Urban Area","East Germany","","","",""
"1 Strongly disagree","2006","Rural Area","West Germany","","","",""
"1 Strongly disagree","2006","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2006","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2006","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2006","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2006","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2006","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2006","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2006","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2006","Rural Area","East Germany","","","",""
"4 on scale 1-7","2006","Urban Area","West Germany","","","",""
"4 on scale 1-7","2006","Urban Area","East Germany","","","",""
"4 on scale 1-7","2006","Rural Area","West Germany","","","",""
"4 on scale 1-7","2006","Rural Area","East Germany","","","",""
"5 on scale 1-7","2006","Urban Area","West Germany","","","",""
"5 on scale 1-7","2006","Urban Area","East Germany","","","",""
"5 on scale 1-7","2006","Rural Area","West Germany","","","",""
"5 on scale 1-7","2006","Rural Area","East Germany","","","",""
"6 on scale 1-7","2006","Urban Area","West Germany","","","",""
"6 on scale 1-7","2006","Urban Area","East Germany","","","",""
"6 on scale 1-7","2006","Rural Area","West Germany","","","",""
"6 on scale 1-7","2006","Rural Area","East Germany","","","",""
"7 Strongly agree","2006","Urban Area","West Germany","","","",""
"7 Strongly agree","2006","Urban Area","East Germany","","","",""
"7 Strongly agree","2006","Rural Area","West Germany","","","",""
"7 Strongly agree","2006","Rural Area","East Germany","","","",""
"1 Strongly disagree","2007","Urban Area","West Germany","","","",""
"1 Strongly disagree","2007","Urban Area","East Germany","","","",""
"1 Strongly disagree","2007","Rural Area","West Germany","","","",""
"1 Strongly disagree","2007","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2007","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2007","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2007","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2007","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2007","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2007","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2007","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2007","Rural Area","East Germany","","","",""
"4 on scale 1-7","2007","Urban Area","West Germany","","","",""
"4 on scale 1-7","2007","Urban Area","East Germany","","","",""
"4 on scale 1-7","2007","Rural Area","West Germany","","","",""
"4 on scale 1-7","2007","Rural Area","East Germany","","","",""
"5 on scale 1-7","2007","Urban Area","West Germany","","","",""
"5 on scale 1-7","2007","Urban Area","East Germany","","","",""
"5 on scale 1-7","2007","Rural Area","West Germany","","","",""
"5 on scale 1-7","2007","Rural Area","East Germany","","","",""
"6 on scale 1-7","2007","Urban Area","West Germany","","","",""
"6 on scale 1-7","2007","Urban Area","East Germany","","","",""
"6 on scale 1-7","2007","Rural Area","West Germany","","","",""
"6 on scale 1-7","2007","Rural Area","East Germany","","","",""
"7 Strongly agree","2007","Urban Area","West Germany","","","",""
"7 Strongly agree","2007","Urban Area","East Germany","","","",""
"7 Strongly agree","2007","Rural Area","West Germany","","","",""
"7 Strongly agree","2007","Rural Area","East Germany","","","",""
"1 Strongly disagree","2008","Urban Area","West Germany","","","",""
"1 Strongly disagree","2008","Urban Area","East Germany","","","",""
"1 Strongly disagree","2008","Rural Area","West Germany","","","",""
