"plh0223","year","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Urban Area","980","0.0723947815613146","0.0680793217927644","0.0767102413298649"
"1 Strongly disagree","2005","Rural Area","448","0.0674250967845819","0.0614842857058533","0.0733659078633104"
"2 on scale 1-7 ","2005","Urban Area","1714","0.116538673952123","0.111195237398889","0.121882110505357"
"2 on scale 1-7 ","2005","Rural Area","865","0.114905519283108","0.107350103800946","0.122460934765271"
"3 on scale 1-7 ","2005","Urban Area","2101","0.148520492300445","0.14259844134585","0.154442543255039"
"3 on scale 1-7 ","2005","Rural Area","978","0.13111753829078","0.123120963572263","0.139114113009298"
"4 on scale 1-7","2005","Urban Area","3234","0.239923742568549","0.23281231081506","0.247035174322037"
"4 on scale 1-7","2005","Rural Area","1680","0.239016728337127","0.22891269444488","0.249120762229373"
"5 on scale 1-7","2005","Urban Area","2785","0.199411652671375","0.192757821943703","0.206065483399048"
"5 on scale 1-7","2005","Rural Area","1372","0.209276431496937","0.199638904822968","0.218913958170906"
"6 on scale 1-7","2005","Urban Area","2118","0.151243939110155","0.145277402856347","0.157210475363963"
"6 on scale 1-7","2005","Rural Area","1048","0.164831305431768","0.156041079390848","0.173621531472688"
"7 Strongly agree","2005","Urban Area","920","0.0719667178360389","0.067663042773948","0.0762703928981298"
"7 Strongly agree","2005","Rural Area","453","0.0734273803756984","0.0672477593937263","0.0796070013576705"
"1 Strongly disagree","2006","Urban Area","","","",""
"1 Strongly disagree","2006","Rural Area","","","",""
"2 on scale 1-7 ","2006","Urban Area","","","",""
"2 on scale 1-7 ","2006","Rural Area","","","",""
"3 on scale 1-7 ","2006","Urban Area","","","",""
"3 on scale 1-7 ","2006","Rural Area","","","",""
"4 on scale 1-7","2006","Urban Area","","","",""
"4 on scale 1-7","2006","Rural Area","","","",""
"5 on scale 1-7","2006","Urban Area","","","",""
"5 on scale 1-7","2006","Rural Area","","","",""
"6 on scale 1-7","2006","Urban Area","","","",""
"6 on scale 1-7","2006","Rural Area","","","",""
"7 Strongly agree","2006","Urban Area","","","",""
"7 Strongly agree","2006","Rural Area","","","",""
"1 Strongly disagree","2007","Urban Area","","","",""
"1 Strongly disagree","2007","Rural Area","","","",""
"2 on scale 1-7 ","2007","Urban Area","","","",""
"2 on scale 1-7 ","2007","Rural Area","","","",""
"3 on scale 1-7 ","2007","Urban Area","","","",""
"3 on scale 1-7 ","2007","Rural Area","","","",""
"4 on scale 1-7","2007","Urban Area","","","",""
"4 on scale 1-7","2007","Rural Area","","","",""
"5 on scale 1-7","2007","Urban Area","","","",""
"5 on scale 1-7","2007","Rural Area","","","",""
"6 on scale 1-7","2007","Urban Area","","","",""
"6 on scale 1-7","2007","Rural Area","","","",""
"7 Strongly agree","2007","Urban Area","","","",""
"7 Strongly agree","2007","Rural Area","","","",""
"1 Strongly disagree","2008","Urban Area","","","",""
"1 Strongly disagree","2008","Rural Area","","","",""
"2 on scale 1-7 ","2008","Urban Area","","","",""
"2 on scale 1-7 ","2008","Rural Area","","","",""
"3 on scale 1-7 ","2008","Urban Area","","","",""
"3 on scale 1-7 ","2008","Rural Area","","","",""
"4 on scale 1-7","2008","Urban Area","","","",""
"4 on scale 1-7","2008","Rural Area","","","",""
"5 on scale 1-7","2008","Urban Area","","","",""
"5 on scale 1-7","2008","Rural Area","","","",""
"6 on scale 1-7","2008","Urban Area","","","",""
"6 on scale 1-7","2008","Rural Area","","","",""
"7 Strongly agree","2008","Urban Area","","","",""
"7 Strongly agree","2008","Rural Area","","","",""
"1 Strongly disagree","2009","Urban Area","704","0.062201076104899","0.057835564196514","0.0665665880132841"
"1 Strongly disagree","2009","Rural Area","368","0.0613690812426062","0.0553978423822651","0.0673403201029472"
"2 on scale 1-7 ","2009","Urban Area","1475","0.122676662944568","0.116746833791185","0.128606492097952"
"2 on scale 1-7 ","2009","Rural Area","723","0.113972555576022","0.1060663894473","0.121878721704745"
"3 on scale 1-7 ","2009","Urban Area","1795","0.154153468498443","0.147626615972399","0.160680321024486"
"3 on scale 1-7 ","2009","Rural Area","965","0.149336420932411","0.140468863821424","0.158203978043397"
"4 on scale 1-7","2009","Urban Area","2900","0.251541045576546","0.243698269989752","0.259383821163341"
