"plh0223","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","no migration background","355","0.0858452981802034","0.0773037609145668","0.0943868354458399"
"1 Strongly disagree","2005","16-34 y.","direct migration background","40","0.0757272135981285","0.0531610775863357","0.0982933496099213"
"1 Strongly disagree","2005","16-34 y.","indirect migration background","61","0.0985290913529781","0.0758092414344589","0.121248941271497"
"1 Strongly disagree","2005","35-65 y.","no migration background","668","0.0724389116503138","0.0673515524748168","0.0775262708258109"
"1 Strongly disagree","2005","35-65 y.","direct migration background","100","0.0597742631723418","0.0476471272174107","0.071901399127273"
"1 Strongly disagree","2005","35-65 y.","indirect migration background","15","","",""
"1 Strongly disagree","2005","66 and older","no migration background","173","0.0531416916115421","0.045603952171553","0.0606794310515311"
"1 Strongly disagree","2005","66 and older","direct migration background","16","","",""
"1 Strongly disagree","2005","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2005","16-34 y.","no migration background","643","0.145707428782568","0.134949910402911","0.156464947162225"
"2 on scale 1-7 ","2005","16-34 y.","direct migration background","78","0.161013068041176","0.129662942044122","0.192363194038229"
"2 on scale 1-7 ","2005","16-34 y.","indirect migration background","106","0.163995538524294","0.135768346643008","0.19222273040558"
"2 on scale 1-7 ","2005","35-65 y.","no migration background","1300","0.119179383553497","0.112820520317431","0.125538246789564"
"2 on scale 1-7 ","2005","35-65 y.","direct migration background","144","0.0952872139878778","0.0802676355980313","0.110306792377724"
"2 on scale 1-7 ","2005","35-65 y.","indirect migration background","22","","",""
"2 on scale 1-7 ","2005","66 and older","no migration background","260","0.0781788728246422","0.069157991542739","0.0871997541065454"
"2 on scale 1-7 ","2005","66 and older","direct migration background","26","","",""
"2 on scale 1-7 ","2005","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2005","16-34 y.","no migration background","702","0.167407839344467","0.156024439549734","0.178791239139199"
"3 on scale 1-7 ","2005","16-34 y.","direct migration background","74","0.136605932892771","0.107312488469862","0.165899377315679"
"3 on scale 1-7 ","2005","16-34 y.","indirect migration background","107","0.159673261971664","0.131748624009024","0.187597899934305"
"3 on scale 1-7 ","2005","35-65 y.","no migration background","1507","0.144517872075783","0.137617040449823","0.151418703701743"
"3 on scale 1-7 ","2005","35-65 y.","direct migration background","170","0.103811669808312","0.0882086811147809","0.119414658501844"
"3 on scale 1-7 ","2005","35-65 y.","indirect migration background","24","","",""
"3 on scale 1-7 ","2005","66 and older","no migration background","455","0.132223507857344","0.120840967095104","0.143606048619584"
"3 on scale 1-7 ","2005","66 and older","direct migration background","38","0.120272342353372","0.0869477722314829","0.153596912475261"
"3 on scale 1-7 ","2005","66 and older","indirect migration background","2","","",""
"4 on scale 1-7","2005","16-34 y.","no migration background","920","0.224219291259055","0.211502606359635","0.236935976158474"
"4 on scale 1-7","2005","16-34 y.","direct migration background","127","0.254183417028015","0.217045225266173","0.291321608789857"
"4 on scale 1-7","2005","16-34 y.","indirect migration background","144","0.20514557100868","0.174361770701118","0.235929371316241"
"4 on scale 1-7","2005","35-65 y.","no migration background","2380","0.243935662038138","0.235507124864856","0.25236419921142"
"4 on scale 1-7","2005","35-65 y.","direct migration background","336","0.226053995954618","0.204657311175432","0.247450680733804"
"4 on scale 1-7","2005","35-65 y.","indirect migration background","35","0.245717595531694","0.177942933780368","0.313492257283021"
"4 on scale 1-7","2005","66 and older","no migration background","877","0.254681833348715","0.24004150646346","0.26932216023397"
"4 on scale 1-7","2005","66 and older","direct migration background","91","0.221232051002106","0.178707904487214","0.263756197516998"
"4 on scale 1-7","2005","66 and older","indirect migration background","4","","",""
"5 on scale 1-7","2005","16-34 y.","no migration background","758","0.189034293924765","0.177096076644443","0.200972511205088"
"5 on scale 1-7","2005","16-34 y.","direct migration background","98","0.20321457349429","0.168892047245251","0.23753709974333"
"5 on scale 1-7","2005","16-34 y.","indirect migration background","129","0.174855836223124","0.145898917732722","0.203812754713527"
"5 on scale 1-7","2005","35-65 y.","no migration background","2085","0.208862652682923","0.200884698834266","0.21684060653158"
"5 on scale 1-7","2005","35-65 y.","direct migration background","300","0.225201613638664","0.203833550118291","0.246569677159038"
"5 on scale 1-7","2005","35-65 y.","indirect migration background","33","0.222245082913224","0.15679356766197","0.287696598164479"
"5 on scale 1-7","2005","66 and older","no migration background","685","0.195801789381624","0.182467471144425","0.209136107618823"
"5 on scale 1-7","2005","66 and older","direct migration background","67","0.199549353005722","0.158604436454267","0.240494269557178"
"5 on scale 1-7","2005","66 and older","indirect migration background","2","","",""
"6 on scale 1-7","2005","16-34 y.","no migration background","514","0.124268936815019","0.114210404780119","0.134327468849919"
"6 on scale 1-7","2005","16-34 y.","direct migration background","77","0.119812832508153","0.092113435574726","0.147512229441579"
"6 on scale 1-7","2005","16-34 y.","indirect migration background","87","0.134841525653478","0.108803561596142","0.160879489710815"
"6 on scale 1-7","2005","35-65 y.","no migration background","1470","0.14947521582709","0.142477387842211","0.156473043811968"
"6 on scale 1-7","2005","35-65 y.","direct migration background","272","0.18735432840367","0.167394006453618","0.207314650353722"
"6 on scale 1-7","2005","35-65 y.","indirect migration background","17","","",""
"6 on scale 1-7","2005","66 and older","no migration background","651","0.194572018029977","0.181269480745153","0.207874555314801"
"6 on scale 1-7","2005","66 and older","direct migration background","75","0.193312378919243","0.152855714110233","0.233769043728254"
"6 on scale 1-7","2005","66 and older","indirect migration background","3","","",""
"7 Strongly agree","2005","16-34 y.","no migration background","240","0.0635169116939231","0.0560805142835082","0.0709533091043379"
"7 Strongly agree","2005","16-34 y.","direct migration background","34","0.0494429624374673","0.0309514487798245","0.0679344760951102"
"7 Strongly agree","2005","16-34 y.","indirect migration background","27","","",""
"7 Strongly agree","2005","35-65 y.","no migration background","563","0.0615903021722548","0.0568719799905098","0.0663086243539999"
"7 Strongly agree","2005","35-65 y.","direct migration background","146","0.102516915034516","0.0870003365066599","0.118033493562371"
"7 Strongly agree","2005","35-65 y.","indirect migration background","9","","",""
"7 Strongly agree","2005","66 and older","no migration background","301","0.0914002869461552","0.0817165939241176","0.101083979968193"
"7 Strongly agree","2005","66 and older","direct migration background","53","0.150536927829899","0.113901495188599","0.187172360471199"
"7 Strongly agree","2005","66 and older","indirect migration background","","","",""
"1 Strongly disagree","2006","16-34 y.","no migration background","","","",""
"1 Strongly disagree","2006","16-34 y.","direct migration background","","","",""
"1 Strongly disagree","2006","16-34 y.","indirect migration background","","","",""
"1 Strongly disagree","2006","35-65 y.","no migration background","","","",""
"1 Strongly disagree","2006","35-65 y.","direct migration background","","","",""
"1 Strongly disagree","2006","35-65 y.","indirect migration background","","","",""
"1 Strongly disagree","2006","66 and older","no migration background","","","",""
"1 Strongly disagree","2006","66 and older","direct migration background","","","",""
"1 Strongly disagree","2006","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2006","16-34 y.","no migration background","","","",""
"2 on scale 1-7 ","2006","16-34 y.","direct migration background","","","",""
"2 on scale 1-7 ","2006","16-34 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2006","35-65 y.","no migration background","","","",""
"2 on scale 1-7 ","2006","35-65 y.","direct migration background","","","",""
"2 on scale 1-7 ","2006","35-65 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2006","66 and older","no migration background","","","",""
"2 on scale 1-7 ","2006","66 and older","direct migration background","","","",""
"2 on scale 1-7 ","2006","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2006","16-34 y.","no migration background","","","",""
"3 on scale 1-7 ","2006","16-34 y.","direct migration background","","","",""
"3 on scale 1-7 ","2006","16-34 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2006","35-65 y.","no migration background","","","",""
"3 on scale 1-7 ","2006","35-65 y.","direct migration background","","","",""
"3 on scale 1-7 ","2006","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2006","66 and older","no migration background","","","",""
"3 on scale 1-7 ","2006","66 and older","direct migration background","","","",""
"3 on scale 1-7 ","2006","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2006","16-34 y.","no migration background","","","",""
"4 on scale 1-7","2006","16-34 y.","direct migration background","","","",""
"4 on scale 1-7","2006","16-34 y.","indirect migration background","","","",""
"4 on scale 1-7","2006","35-65 y.","no migration background","","","",""
"4 on scale 1-7","2006","35-65 y.","direct migration background","","","",""
"4 on scale 1-7","2006","35-65 y.","indirect migration background","","","",""
"4 on scale 1-7","2006","66 and older","no migration background","","","",""
"4 on scale 1-7","2006","66 and older","direct migration background","","","",""
"4 on scale 1-7","2006","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2006","16-34 y.","no migration background","","","",""
"5 on scale 1-7","2006","16-34 y.","direct migration background","","","",""
"5 on scale 1-7","2006","16-34 y.","indirect migration background","","","",""
"5 on scale 1-7","2006","35-65 y.","no migration background","","","",""
"5 on scale 1-7","2006","35-65 y.","direct migration background","","","",""
"5 on scale 1-7","2006","35-65 y.","indirect migration background","","","",""
"5 on scale 1-7","2006","66 and older","no migration background","","","",""
"5 on scale 1-7","2006","66 and older","direct migration background","","","",""
"5 on scale 1-7","2006","66 and older","indirect migration background","","","",""
"6 on scale 1-7","2006","16-34 y.","no migration background","","","",""
"6 on scale 1-7","2006","16-34 y.","direct migration background","","","",""
"6 on scale 1-7","2006","16-34 y.","indirect migration background","","","",""
"6 on scale 1-7","2006","35-65 y.","no migration background","","","",""
"6 on scale 1-7","2006","35-65 y.","direct migration background","","","",""
"6 on scale 1-7","2006","35-65 y.","indirect migration background","","","",""
"6 on scale 1-7","2006","66 and older","no migration background","","","",""
"6 on scale 1-7","2006","66 and older","direct migration background","","","",""
"6 on scale 1-7","2006","66 and older","indirect migration background","","","",""
"7 Strongly agree","2006","16-34 y.","no migration background","","","",""
"7 Strongly agree","2006","16-34 y.","direct migration background","","","",""
"7 Strongly agree","2006","16-34 y.","indirect migration background","","","",""
"7 Strongly agree","2006","35-65 y.","no migration background","","","",""
"7 Strongly agree","2006","35-65 y.","direct migration background","","","",""
"7 Strongly agree","2006","35-65 y.","indirect migration background","","","",""
"7 Strongly agree","2006","66 and older","no migration background","","","",""
"7 Strongly agree","2006","66 and older","direct migration background","","","",""
"7 Strongly agree","2006","66 and older","indirect migration background","","","",""
"1 Strongly disagree","2007","16-34 y.","no migration background","","","",""
"1 Strongly disagree","2007","16-34 y.","direct migration background","","","",""
"1 Strongly disagree","2007","16-34 y.","indirect migration background","","","",""
"1 Strongly disagree","2007","35-65 y.","no migration background","","","",""
"1 Strongly disagree","2007","35-65 y.","direct migration background","","","",""
"1 Strongly disagree","2007","35-65 y.","indirect migration background","","","",""
"1 Strongly disagree","2007","66 and older","no migration background","","","",""
"1 Strongly disagree","2007","66 and older","direct migration background","","","",""
"1 Strongly disagree","2007","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2007","16-34 y.","no migration background","","","",""
"2 on scale 1-7 ","2007","16-34 y.","direct migration background","","","",""
"2 on scale 1-7 ","2007","16-34 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2007","35-65 y.","no migration background","","","",""
"2 on scale 1-7 ","2007","35-65 y.","direct migration background","","","",""
"2 on scale 1-7 ","2007","35-65 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2007","66 and older","no migration background","","","",""
"2 on scale 1-7 ","2007","66 and older","direct migration background","","","",""
"2 on scale 1-7 ","2007","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2007","16-34 y.","no migration background","","","",""
"3 on scale 1-7 ","2007","16-34 y.","direct migration background","","","",""
"3 on scale 1-7 ","2007","16-34 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2007","35-65 y.","no migration background","","","",""
"3 on scale 1-7 ","2007","35-65 y.","direct migration background","","","",""
"3 on scale 1-7 ","2007","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2007","66 and older","no migration background","","","",""
"3 on scale 1-7 ","2007","66 and older","direct migration background","","","",""
"3 on scale 1-7 ","2007","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2007","16-34 y.","no migration background","","","",""
"4 on scale 1-7","2007","16-34 y.","direct migration background","","","",""
"4 on scale 1-7","2007","16-34 y.","indirect migration background","","","",""
"4 on scale 1-7","2007","35-65 y.","no migration background","","","",""
"4 on scale 1-7","2007","35-65 y.","direct migration background","","","",""
"4 on scale 1-7","2007","35-65 y.","indirect migration background","","","",""
"4 on scale 1-7","2007","66 and older","no migration background","","","",""
"4 on scale 1-7","2007","66 and older","direct migration background","","","",""
"4 on scale 1-7","2007","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2007","16-34 y.","no migration background","","","",""
"5 on scale 1-7","2007","16-34 y.","direct migration background","","","",""
"5 on scale 1-7","2007","16-34 y.","indirect migration background","","","",""
"5 on scale 1-7","2007","35-65 y.","no migration background","","","",""
"5 on scale 1-7","2007","35-65 y.","direct migration background","","","",""
"5 on scale 1-7","2007","35-65 y.","indirect migration background","","","",""
"5 on scale 1-7","2007","66 and older","no migration background","","","",""
"5 on scale 1-7","2007","66 and older","direct migration background","","","",""
"5 on scale 1-7","2007","66 and older","indirect migration background","","","",""
"6 on scale 1-7","2007","16-34 y.","no migration background","","","",""
"6 on scale 1-7","2007","16-34 y.","direct migration background","","","",""
"6 on scale 1-7","2007","16-34 y.","indirect migration background","","","",""
"6 on scale 1-7","2007","35-65 y.","no migration background","","","",""
"6 on scale 1-7","2007","35-65 y.","direct migration background","","","",""
"6 on scale 1-7","2007","35-65 y.","indirect migration background","","","",""
"6 on scale 1-7","2007","66 and older","no migration background","","","",""
"6 on scale 1-7","2007","66 and older","direct migration background","","","",""
"6 on scale 1-7","2007","66 and older","indirect migration background","","","",""
"7 Strongly agree","2007","16-34 y.","no migration background","","","",""
"7 Strongly agree","2007","16-34 y.","direct migration background","","","",""
"7 Strongly agree","2007","16-34 y.","indirect migration background","","","",""
"7 Strongly agree","2007","35-65 y.","no migration background","","","",""
"7 Strongly agree","2007","35-65 y.","direct migration background","","","",""
"7 Strongly agree","2007","35-65 y.","indirect migration background","","","",""
"7 Strongly agree","2007","66 and older","no migration background","","","",""
"7 Strongly agree","2007","66 and older","direct migration background","","","",""
"7 Strongly agree","2007","66 and older","indirect migration background","","","",""
"1 Strongly disagree","2008","16-34 y.","no migration background","","","",""
"1 Strongly disagree","2008","16-34 y.","direct migration background","","","",""
"1 Strongly disagree","2008","16-34 y.","indirect migration background","","","",""
"1 Strongly disagree","2008","35-65 y.","no migration background","","","",""
"1 Strongly disagree","2008","35-65 y.","direct migration background","","","",""
"1 Strongly disagree","2008","35-65 y.","indirect migration background","","","",""
"1 Strongly disagree","2008","66 and older","no migration background","","","",""
"1 Strongly disagree","2008","66 and older","direct migration background","","","",""
"1 Strongly disagree","2008","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2008","16-34 y.","no migration background","","","",""
"2 on scale 1-7 ","2008","16-34 y.","direct migration background","","","",""
"2 on scale 1-7 ","2008","16-34 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2008","35-65 y.","no migration background","","","",""
"2 on scale 1-7 ","2008","35-65 y.","direct migration background","","","",""
"2 on scale 1-7 ","2008","35-65 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2008","66 and older","no migration background","","","",""
"2 on scale 1-7 ","2008","66 and older","direct migration background","","","",""
"2 on scale 1-7 ","2008","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2008","16-34 y.","no migration background","","","",""
"3 on scale 1-7 ","2008","16-34 y.","direct migration background","","","",""
"3 on scale 1-7 ","2008","16-34 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2008","35-65 y.","no migration background","","","",""
"3 on scale 1-7 ","2008","35-65 y.","direct migration background","","","",""
"3 on scale 1-7 ","2008","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2008","66 and older","no migration background","","","",""
"3 on scale 1-7 ","2008","66 and older","direct migration background","","","",""
"3 on scale 1-7 ","2008","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2008","16-34 y.","no migration background","","","",""
"4 on scale 1-7","2008","16-34 y.","direct migration background","","","",""
"4 on scale 1-7","2008","16-34 y.","indirect migration background","","","",""
"4 on scale 1-7","2008","35-65 y.","no migration background","","","",""
"4 on scale 1-7","2008","35-65 y.","direct migration background","","","",""
"4 on scale 1-7","2008","35-65 y.","indirect migration background","","","",""
"4 on scale 1-7","2008","66 and older","no migration background","","","",""
"4 on scale 1-7","2008","66 and older","direct migration background","","","",""
"4 on scale 1-7","2008","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2008","16-34 y.","no migration background","","","",""
"5 on scale 1-7","2008","16-34 y.","direct migration background","","","",""
"5 on scale 1-7","2008","16-34 y.","indirect migration background","","","",""
"5 on scale 1-7","2008","35-65 y.","no migration background","","","",""
"5 on scale 1-7","2008","35-65 y.","direct migration background","","","",""
"5 on scale 1-7","2008","35-65 y.","indirect migration background","","","",""
"5 on scale 1-7","2008","66 and older","no migration background","","","",""
"5 on scale 1-7","2008","66 and older","direct migration background","","","",""
"5 on scale 1-7","2008","66 and older","indirect migration background","","","",""
"6 on scale 1-7","2008","16-34 y.","no migration background","","","",""
"6 on scale 1-7","2008","16-34 y.","direct migration background","","","",""
"6 on scale 1-7","2008","16-34 y.","indirect migration background","","","",""
"6 on scale 1-7","2008","35-65 y.","no migration background","","","",""
"6 on scale 1-7","2008","35-65 y.","direct migration background","","","",""
"6 on scale 1-7","2008","35-65 y.","indirect migration background","","","",""
"6 on scale 1-7","2008","66 and older","no migration background","","","",""
"6 on scale 1-7","2008","66 and older","direct migration background","","","",""
"6 on scale 1-7","2008","66 and older","indirect migration background","","","",""
"7 Strongly agree","2008","16-34 y.","no migration background","","","",""
"7 Strongly agree","2008","16-34 y.","direct migration background","","","",""
"7 Strongly agree","2008","16-34 y.","indirect migration background","","","",""
"7 Strongly agree","2008","35-65 y.","no migration background","","","",""
"7 Strongly agree","2008","35-65 y.","direct migration background","","","",""
"7 Strongly agree","2008","35-65 y.","indirect migration background","","","",""
"7 Strongly agree","2008","66 and older","no migration background","","","",""
"7 Strongly agree","2008","66 and older","direct migration background","","","",""
"7 Strongly agree","2008","66 and older","indirect migration background","","","",""
"1 Strongly disagree","2009","16-34 y.","no migration background","247","0.0801829311099886","0.0707335198438424","0.0896323423761347"
"1 Strongly disagree","2009","16-34 y.","direct migration background","40","0.143994406264561","0.103930970107761","0.184057842421361"
"1 Strongly disagree","2009","16-34 y.","indirect migration background","54","0.113723337047993","0.0863041906185813","0.141142483477405"
"1 Strongly disagree","2009","35-65 y.","no migration background","473","0.0556025165831202","0.0507672807905169","0.0604377523757235"
"1 Strongly disagree","2009","35-65 y.","direct migration background","74","0.0684390024323427","0.05292066830396","0.0839573365607255"
"1 Strongly disagree","2009","35-65 y.","indirect migration background","22","","",""
"1 Strongly disagree","2009","66 and older","no migration background","151","0.0398444895846587","0.0336313433437156","0.0460576358256018"
"1 Strongly disagree","2009","66 and older","direct migration background","11","","",""
"1 Strongly disagree","2009","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2009","16-34 y.","no migration background","529","0.167857174871652","0.154853025595505","0.1808613241478"
"2 on scale 1-7 ","2009","16-34 y.","direct migration background","43","0.130722026992152","0.0922548064615377","0.169189247522766"
"2 on scale 1-7 ","2009","16-34 y.","indirect migration background","67","0.120097621127595","0.0920220289712614","0.148173213283929"
"2 on scale 1-7 ","2009","35-65 y.","no migration background","1108","0.12857690849673","0.121513911127822","0.135639905865638"
"2 on scale 1-7 ","2009","35-65 y.","direct migration background","99","0.0935370049452546","0.0756410703402915","0.111432939550218"
"2 on scale 1-7 ","2009","35-65 y.","indirect migration background","35","0.188296915658777","0.132707578988136","0.243886252329417"
"2 on scale 1-7 ","2009","66 and older","no migration background","294","0.0720610826773302","0.0638468549538885","0.080275310400772"
"2 on scale 1-7 ","2009","66 and older","direct migration background","23","","",""
"2 on scale 1-7 ","2009","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2009","16-34 y.","no migration background","545","0.17446044695106","0.161255687677516","0.187665206224604"
"3 on scale 1-7 ","2009","16-34 y.","direct migration background","45","0.154676567762385","0.113413567732923","0.195939567791848"
"3 on scale 1-7 ","2009","16-34 y.","indirect migration background","85","0.161585472422355","0.12979660682834","0.19337433801637"
"3 on scale 1-7 ","2009","35-65 y.","no migration background","1359","0.156737683285027","0.14906652257902","0.164408843991035"
"3 on scale 1-7 ","2009","35-65 y.","direct migration background","148","0.15482782836146","0.132595511669418","0.177060145053502"
"3 on scale 1-7 ","2009","35-65 y.","indirect migration background","15","","",""
"3 on scale 1-7 ","2009","66 and older","no migration background","517","0.130666334327501","0.119960222985965","0.141372445669037"
"3 on scale 1-7 ","2009","66 and older","direct migration background","46","0.12863967855816","0.0926802867889133","0.164599070327407"
"3 on scale 1-7 ","2009","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2009","16-34 y.","no migration background","724","0.230001822599452","0.215359042433027","0.244644602765878"
"4 on scale 1-7","2009","16-34 y.","direct migration background","67","0.236729514470693","0.188222726062013","0.285236302879373"
"4 on scale 1-7","2009","16-34 y.","indirect migration background","120","0.272663551930715","0.234202098125891","0.31112500573554"
"4 on scale 1-7","2009","35-65 y.","no migration background","2242","0.262112469943741","0.252832812390279","0.271392127497203"
"4 on scale 1-7","2009","35-65 y.","direct migration background","244","0.244810951671468","0.218384985344178","0.271236917998758"
"4 on scale 1-7","2009","35-65 y.","indirect migration background","50","0.239607722748562","0.178914451597488","0.300300993899636"
"4 on scale 1-7","2009","66 and older","no migration background","1009","0.268208655132396","0.254135655342697","0.282281654922095"
"4 on scale 1-7","2009","66 and older","direct migration background","81","0.232713129817509","0.187327820345725","0.278098439289292"
"4 on scale 1-7","2009","66 and older","indirect migration background","1","","",""
"5 on scale 1-7","2009","16-34 y.","no migration background","586","0.182162346348026","0.168732349471288","0.195592343224764"
"5 on scale 1-7","2009","16-34 y.","direct migration background","47","0.127362139172208","0.0893191808675078","0.165405097476909"
"5 on scale 1-7","2009","16-34 y.","indirect migration background","96","0.174067483788487","0.141320177309167","0.206814790267808"
"5 on scale 1-7","2009","35-65 y.","no migration background","1703","0.188812085334782","0.180554203708888","0.197069966960676"
