"plh0223","year","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","498","0.0767961533742775","0.0705947687786107","0.0829975379699443"
"1 Strongly disagree","2005","secondary school degree","425","0.0713266637944183","0.0648241775372113","0.0778291500516253"
"1 Strongly disagree","2005","college entrance qualification","320","0.0567970748387564","0.0505007354335349","0.0630934142439779"
"1 Strongly disagree","2005","Other degree","74","0.0573340382171259","0.0436944527232427","0.070973623711009"
"1 Strongly disagree","2005","no degree/no degree yet","83","0.0967460152410663","0.0774651862756336","0.116026844206499"
"2 on scale 1-7 ","2005","lower secondary degree","689","0.0940508265261196","0.0872524791092797","0.100849173942959"
"2 on scale 1-7 ","2005","secondary school degree","802","0.120938212187662","0.112700369914716","0.129176054460609"
"2 on scale 1-7 ","2005","college entrance qualification","798","0.14727969911228","0.137639248770117","0.156920149454444"
"2 on scale 1-7 ","2005","Other degree","103","0.105245281436713","0.087241268791414","0.123249294082012"
"2 on scale 1-7 ","2005","no degree/no degree yet","133","0.147516437229026","0.12438687408178","0.170646000376272"
"3 on scale 1-7 ","2005","lower secondary degree","952","0.133847156177464","0.12591717837301","0.141777133981918"
"3 on scale 1-7 ","2005","secondary school degree","923","0.152431810102367","0.143350528830726","0.161513091374009"
"3 on scale 1-7 ","2005","college entrance qualification","862","0.155431448816028","0.145575249507423","0.165287648124633"
"3 on scale 1-7 ","2005","Other degree","139","0.118024428415891","0.0990953171129627","0.136953539718819"
"3 on scale 1-7 ","2005","no degree/no degree yet","141","0.139864368702174","0.1172418357249","0.162486901679448"
"4 on scale 1-7","2005","lower secondary degree","1713","0.241976752794937","0.232002090191243","0.251951415398631"
"4 on scale 1-7","2005","secondary school degree","1456","0.243701895933905","0.2328551876776","0.254548604190209"
"4 on scale 1-7","2005","college entrance qualification","1206","0.241270170277031","0.229631108552455","0.252909232001606"
"4 on scale 1-7","2005","Other degree","264","0.240973083489965","0.215881454941071","0.266064712038859"
"4 on scale 1-7","2005","no degree/no degree yet","187","0.195452819351905","0.169588506536368","0.221317132167442"
"5 on scale 1-7","2005","lower secondary degree","1477","0.202545160809041","0.193184982662528","0.211905338955554"
"5 on scale 1-7","2005","secondary school degree","1216","0.202511286758506","0.192357947714703","0.21266462580231"
"5 on scale 1-7","2005","college entrance qualification","1020","0.209457261454684","0.19838763504565","0.220526887863717"
"5 on scale 1-7","2005","Other degree","220","0.20335555235886","0.179741187023008","0.226969917694711"
"5 on scale 1-7","2005","no degree/no degree yet","148","0.157828090071439","0.134048917305447","0.181607262837432"
"6 on scale 1-7","2005","lower secondary degree","1152","0.164332117455912","0.155701373933064","0.17296286097876"
"6 on scale 1-7","2005","secondary school degree","866","0.149285395074894","0.140281662141068","0.15828912800872"
"6 on scale 1-7","2005","college entrance qualification","758","0.141188026175124","0.131715396583582","0.150660655766667"
"6 on scale 1-7","2005","Other degree","197","0.168515720091003","0.146554158108979","0.190477282073026"
"6 on scale 1-7","2005","no degree/no degree yet","140","0.169356097843831","0.144892964886417","0.193819230801246"
"7 Strongly agree","2005","lower secondary degree","601","0.0864518328622493","0.0799066323198892","0.0929970334046094"
"7 Strongly agree","2005","secondary school degree","330","0.0598047361482472","0.0538137430645479","0.0657957292319465"
"7 Strongly agree","2005","college entrance qualification","227","0.0485763193260961","0.0427281241619731","0.0544245144902192"
"7 Strongly agree","2005","Other degree","119","0.106551895990443","0.0884497005067206","0.124654091474165"
"7 Strongly agree","2005","no degree/no degree yet","71","0.0932361715605578","0.0742715786034076","0.112200764517708"
"1 Strongly disagree","2006","lower secondary degree","","","",""
"1 Strongly disagree","2006","secondary school degree","","","",""
"1 Strongly disagree","2006","college entrance qualification","","","",""
"1 Strongly disagree","2006","Other degree","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","secondary school degree","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Other degree","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","secondary school degree","","","",""
