"plh0223","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","West Germany","Male","494","0.0702874026276666","0.0644904347301688","0.0760843705251644"
"1 Strongly disagree","2005","West Germany","Female","582","0.0717489480873791","0.0661580800284167","0.0773398161463415"
"1 Strongly disagree","2005","East Germany","Male","148","0.0609844721456541","0.0514502244710505","0.0705187198202577"
"1 Strongly disagree","2005","East Germany","Female","204","0.078683130543025","0.0683754747510941","0.0889907863349559"
"2 on scale 1-7 ","2005","West Germany","Male","876","0.109115096358768","0.102044744775626","0.11618544794191"
"2 on scale 1-7 ","2005","West Germany","Female","1014","0.11828831640613","0.111291943129951","0.125284689682308"
"2 on scale 1-7 ","2005","East Germany","Male","316","0.115233409699254","0.102511744210754","0.127955075187753"
"2 on scale 1-7 ","2005","East Germany","Female","373","0.135599216938511","0.122492293966069","0.148706139910954"
"3 on scale 1-7 ","2005","West Germany","Male","1111","0.149787997775124","0.141695363507724","0.157880632042524"
"3 on scale 1-7 ","2005","West Germany","Female","1218","0.139635759009758","0.132126825651291","0.147144692368224"
"3 on scale 1-7 ","2005","East Germany","Male","364","0.135190971790105","0.121567921483275","0.148814022096935"
"3 on scale 1-7 ","2005","East Germany","Female","386","0.138279089812954","0.125063816410113","0.151494363215795"
"4 on scale 1-7","2005","West Germany","Male","1761","0.235801307439941","0.226174904425894","0.245427710453988"
"4 on scale 1-7","2005","West Germany","Female","1937","0.239272891305399","0.230030168164314","0.248515614446485"
"4 on scale 1-7","2005","East Germany","Male","612","0.261321170544678","0.243816435901289","0.278825905188067"
"4 on scale 1-7","2005","East Germany","Female","604","0.236383923628458","0.220118660980814","0.252649186276103"
"5 on scale 1-7","2005","West Germany","Male","1617","0.217442797687471","0.208088345703042","0.2267972496719"
"5 on scale 1-7","2005","West Germany","Female","1532","0.191426200307758","0.182903067199736","0.19994933341578"
"5 on scale 1-7","2005","East Germany","Male","488","0.201224060768799","0.185250826920303","0.217197294617296"
"5 on scale 1-7","2005","East Germany","Female","520","0.190606807976064","0.175569726311544","0.205643889640584"
"6 on scale 1-7","2005","West Germany","Male","1158","0.152239694238901","0.144092871242771","0.160386517235032"
"6 on scale 1-7","2005","West Germany","Female","1263","0.156648437104499","0.148774243125768","0.16452263108323"
"6 on scale 1-7","2005","East Germany","Male","370","0.167054276744909","0.152192266423215","0.181916287066603"
"6 on scale 1-7","2005","East Germany","Female","375","0.1525706821123","0.138804869071298","0.166336495153303"
"7 Strongly agree","2005","West Germany","Male","453","0.0653257038721283","0.059722195968325","0.0709292117759316"
"7 Strongly agree","2005","West Germany","Female","639","0.0829794477790767","0.0770034069787344","0.088955488579419"
"7 Strongly agree","2005","East Germany","Male","122","0.058991638306601","0.0496045181260714","0.0683787584871305"
"7 Strongly agree","2005","East Germany","Female","159","0.0678771489886866","0.0582474446258656","0.0775068533515076"
"1 Strongly disagree","2006","West Germany","Male","","","",""
"1 Strongly disagree","2006","West Germany","Female","","","",""
"1 Strongly disagree","2006","East Germany","Male","","","",""
"1 Strongly disagree","2006","East Germany","Female","","","",""
"2 on scale 1-7 ","2006","West Germany","Male","","","",""
"2 on scale 1-7 ","2006","West Germany","Female","","","",""
"2 on scale 1-7 ","2006","East Germany","Male","","","",""
"2 on scale 1-7 ","2006","East Germany","Female","","","",""
"3 on scale 1-7 ","2006","West Germany","Male","","","",""
"3 on scale 1-7 ","2006","West Germany","Female","","","",""
"3 on scale 1-7 ","2006","East Germany","Male","","","",""
"3 on scale 1-7 ","2006","East Germany","Female","","","",""
"4 on scale 1-7","2006","West Germany","Male","","","",""
"4 on scale 1-7","2006","West Germany","Female","","","",""
"4 on scale 1-7","2006","East Germany","Male","","","",""
"4 on scale 1-7","2006","East Germany","Female","","","",""
"5 on scale 1-7","2006","West Germany","Male","","","",""
"5 on scale 1-7","2006","West Germany","Female","","","",""
"5 on scale 1-7","2006","East Germany","Male","","","",""
"5 on scale 1-7","2006","East Germany","Female","","","",""
"6 on scale 1-7","2006","West Germany","Male","","","",""
"6 on scale 1-7","2006","West Germany","Female","","","",""
"6 on scale 1-7","2006","East Germany","Male","","","",""
"6 on scale 1-7","2006","East Germany","Female","","","",""
"7 Strongly agree","2006","West Germany","Male","","","",""
"7 Strongly agree","2006","West Germany","Female","","","",""
"7 Strongly agree","2006","East Germany","Male","","","",""
"7 Strongly agree","2006","East Germany","Female","","","",""
"1 Strongly disagree","2007","West Germany","Male","","","",""
"1 Strongly disagree","2007","West Germany","Female","","","",""
"1 Strongly disagree","2007","East Germany","Male","","","",""
"1 Strongly disagree","2007","East Germany","Female","","","",""
"2 on scale 1-7 ","2007","West Germany","Male","","","",""
"2 on scale 1-7 ","2007","West Germany","Female","","","",""
"2 on scale 1-7 ","2007","East Germany","Male","","","",""
"2 on scale 1-7 ","2007","East Germany","Female","","","",""
"3 on scale 1-7 ","2007","West Germany","Male","","","",""
"3 on scale 1-7 ","2007","West Germany","Female","","","",""
"3 on scale 1-7 ","2007","East Germany","Male","","","",""
"3 on scale 1-7 ","2007","East Germany","Female","","","",""
"4 on scale 1-7","2007","West Germany","Male","","","",""
"4 on scale 1-7","2007","West Germany","Female","","","",""
"4 on scale 1-7","2007","East Germany","Male","","","",""
"4 on scale 1-7","2007","East Germany","Female","","","",""
"5 on scale 1-7","2007","West Germany","Male","","","",""
"5 on scale 1-7","2007","West Germany","Female","","","",""
"5 on scale 1-7","2007","East Germany","Male","","","",""
"5 on scale 1-7","2007","East Germany","Female","","","",""
"6 on scale 1-7","2007","West Germany","Male","","","",""
"6 on scale 1-7","2007","West Germany","Female","","","",""
"6 on scale 1-7","2007","East Germany","Male","","","",""
"6 on scale 1-7","2007","East Germany","Female","","","",""
"7 Strongly agree","2007","West Germany","Male","","","",""
"7 Strongly agree","2007","West Germany","Female","","","",""
"7 Strongly agree","2007","East Germany","Male","","","",""
"7 Strongly agree","2007","East Germany","Female","","","",""
"1 Strongly disagree","2008","West Germany","Male","","","",""
"1 Strongly disagree","2008","West Germany","Female","","","",""
"1 Strongly disagree","2008","East Germany","Male","","","",""
"1 Strongly disagree","2008","East Germany","Female","","","",""
"2 on scale 1-7 ","2008","West Germany","Male","","","",""
"2 on scale 1-7 ","2008","West Germany","Female","","","",""
"2 on scale 1-7 ","2008","East Germany","Male","","","",""
"2 on scale 1-7 ","2008","East Germany","Female","","","",""
"3 on scale 1-7 ","2008","West Germany","Male","","","",""
"3 on scale 1-7 ","2008","West Germany","Female","","","",""
"3 on scale 1-7 ","2008","East Germany","Male","","","",""
"3 on scale 1-7 ","2008","East Germany","Female","","","",""
"4 on scale 1-7","2008","West Germany","Male","","","",""
"4 on scale 1-7","2008","West Germany","Female","","","",""
"4 on scale 1-7","2008","East Germany","Male","","","",""
"4 on scale 1-7","2008","East Germany","Female","","","",""
"5 on scale 1-7","2008","West Germany","Male","","","",""
"5 on scale 1-7","2008","West Germany","Female","","","",""
"5 on scale 1-7","2008","East Germany","Male","","","",""
"5 on scale 1-7","2008","East Germany","Female","","","",""
"6 on scale 1-7","2008","West Germany","Male","","","",""
"6 on scale 1-7","2008","West Germany","Female","","","",""
"6 on scale 1-7","2008","East Germany","Male","","","",""
"6 on scale 1-7","2008","East Germany","Female","","","",""
"7 Strongly agree","2008","West Germany","Male","","","",""
"7 Strongly agree","2008","West Germany","Female","","","",""
"7 Strongly agree","2008","East Germany","Male","","","",""
"7 Strongly agree","2008","East Germany","Female","","","",""
"1 Strongly disagree","2009","West Germany","Male","347","0.0562758141098934","0.0506267152542452","0.0619249129655415"
"1 Strongly disagree","2009","West Germany","Female","452","0.0699175140954242","0.0639619490903399","0.0758730791005086"
"1 Strongly disagree","2009","East Germany","Male","137","0.0617021028280233","0.0516039808504436","0.071800224805603"
"1 Strongly disagree","2009","East Germany","Female","136","0.0506499258195788","0.0417784852530359","0.0595213663861217"
"2 on scale 1-7 ","2009","West Germany","Male","783","0.127246388591456","0.11907747506501","0.135415302117901"
"2 on scale 1-7 ","2009","West Germany","Female","872","0.115285327815005","0.107826718124481","0.12274393750553"
"2 on scale 1-7 ","2009","East Germany","Male","248","0.104328704135183","0.0914995951979677","0.117157813072399"
"2 on scale 1-7 ","2009","East Germany","Female","295","0.124749597676161","0.111381263830735","0.138117931521588"
"3 on scale 1-7 ","2009","West Germany","Male","938","0.144536154064933","0.13591659964425","0.153155708485616"
"3 on scale 1-7 ","2009","West Germany","Female","1073","0.15579778715227","0.147327987599262","0.164267586705278"
"3 on scale 1-7 ","2009","East Germany","Male","356","0.165218794114411","0.149632735193679","0.180804853035144"
"3 on scale 1-7 ","2009","East Germany","Female","393","0.160082161849804","0.14524737129878","0.174916952400827"
"4 on scale 1-7","2009","West Germany","Male","1560","0.245703986483126","0.235151064038069","0.256256908928184"
"4 on scale 1-7","2009","West Germany","Female","1795","0.266180043905233","0.255858331548605","0.276501756261861"
"4 on scale 1-7","2009","East Germany","Male","581","0.24933660087907","0.231179943598533","0.267493258159608"
"4 on scale 1-7","2009","East Germany","Female","602","0.252602908708998","0.235024222189044","0.270181595228951"
"5 on scale 1-7","2009","West Germany","Male","1373","0.210134704064892","0.200148023779384","0.220121384350399"
"5 on scale 1-7","2009","West Germany","Female","1374","0.187176388628831","0.178066922317159","0.196285854940504"
"5 on scale 1-7","2009","East Germany","Male","464","0.211785126814775","0.194638041856354","0.228932211773197"
"5 on scale 1-7","2009","East Germany","Female","446","0.184578148554308","0.168882731447056","0.200273565661559"
"6 on scale 1-7","2009","West Germany","Male","1015","0.156318326505796","0.147416277207543","0.165220375804048"
"6 on scale 1-7","2009","West Germany","Female","1020","0.138290496374315","0.130228439530984","0.146352553217647"
