"plh0223","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Urban Area","Male","448","0.0702620462238782","0.0640963247623805","0.0764277676853758","1"
"1 Strongly disagree","2005","Urban Area","Female","532","0.0744066088152424","0.0683662183036661","0.0804469993268186","1"
"1 Strongly disagree","2005","Rural Area","Male","194","0.0647168560293577","0.0563087841949113","0.0731249278638041","1"
"1 Strongly disagree","2005","Rural Area","Female","254","0.0699583778554358","0.0615734496887171","0.0783433060221546","1"
"2 on scale 1-7 ","2005","Urban Area","Female","910","0.119799246615758","0.112325006429458","0.127273486802058","2"
"2 on scale 1-7 ","2005","Rural Area","Male","388","0.10400743212613","0.0935746402206028","0.114440224031656","2"
"2 on scale 1-7 ","2005","Rural Area","Female","477","0.125099560507115","0.114224404448265","0.135974716565965","2"
"2 on scale 1-7 ","2005","Urban Area","Male","804","0.113082145303136","0.10544234611947","0.120721944486802","2"
"3 on scale 1-7 ","2005","Urban Area","Female","1099","0.143680380433318","0.135606806617964","0.151753954248672","3"
"3 on scale 1-7 ","2005","Rural Area","Male","473","0.13238066589188","0.120798412938201","0.143962918845559","3"
"3 on scale 1-7 ","2005","Rural Area","Female","505","0.129936012152173","0.118883305284669","0.140988719019677","3"
"3 on scale 1-7 ","2005","Urban Area","Male","1002","0.153651488312161","0.144952149858047","0.162350826766275","3"
"4 on scale 1-7","2005","Rural Area","Female","860","0.240122622352949","0.226081022750334","0.254164221955564","4"
"4 on scale 1-7","2005","Urban Area","Female","1681","0.238118524949809","0.228314837948744","0.247922211950873","4"
"4 on scale 1-7","2005","Rural Area","Male","820","0.237834456350386","0.223283946994476","0.252384965706297","4"
"4 on scale 1-7","2005","Urban Area","Male","1553","0.241837451312544","0.231507787981184","0.252167114643904","4"
"5 on scale 1-7","2005","Rural Area","Male","711","0.231200738391273","0.216792289132185","0.245609187650362","5"
"5 on scale 1-7","2005","Urban Area","Female","1391","0.192415341851531","0.183342088939262","0.2014885947638","5"
"5 on scale 1-7","2005","Urban Area","Male","1394","0.206828432262188","0.197057591992293","0.216599272532083","5"
"5 on scale 1-7","2005","Rural Area","Female","661","0.188768494180109","0.175904807640287","0.20163218071993","5"
"6 on scale 1-7","2005","Rural Area","Male","512","0.162652336884602","0.150039893950497","0.175264779818707","6"
"6 on scale 1-7","2005","Rural Area","Female","536","0.166869506712017","0.15461281409374","0.179126199330295","6"
"6 on scale 1-7","2005","Urban Area","Female","1102","0.150921546084568","0.142682087569145","0.15916100459999","6"
"6 on scale 1-7","2005","Urban Area","Male","1016","0.151585707518387","0.142934507757064","0.160236907279711","6"
"7 Strongly agree","2005","Rural Area","Female","262","0.0792454262402007","0.0703659503214104","0.0881249021589911","7"
"7 Strongly agree","2005","Urban Area","Female","536","0.0806583512497745","0.0743905924361802","0.0869261100633688","7"
"7 Strongly agree","2005","Rural Area","Male","191","0.0672075143263709","0.0586505919888194","0.0757644366639224","7"
"7 Strongly agree","2005","Urban Area","Male","384","0.0627527290677053","0.0569023147164967","0.068603143418914","7"
"1 Strongly disagree","2006","Urban Area","Male","","","","","1"
"1 Strongly disagree","2006","Urban Area","Female","","","","","1"
"1 Strongly disagree","2006","Rural Area","Male","","","","","1"
"1 Strongly disagree","2006","Rural Area","Female","","","","","1"
"2 on scale 1-7 ","2006","Rural Area","Male","","","","","2"
"2 on scale 1-7 ","2006","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2006","Rural Area","Female","","","","","2"
"2 on scale 1-7 ","2006","Urban Area","Male","","","","","2"
"3 on scale 1-7 ","2006","Urban Area","Female","","","","","3"
"3 on scale 1-7 ","2006","Rural Area","Female","","","","","3"
"3 on scale 1-7 ","2006","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2006","Rural Area","Male","","","","","3"
"4 on scale 1-7","2006","Urban Area","Female","","","","","4"
"4 on scale 1-7","2006","Rural Area","Male","","","","","4"
"4 on scale 1-7","2006","Rural Area","Female","","","","","4"
"4 on scale 1-7","2006","Urban Area","Male","","","","","4"
"5 on scale 1-7","2006","Rural Area","Male","","","","","5"
"5 on scale 1-7","2006","Urban Area","Female","","","","","5"
"5 on scale 1-7","2006","Rural Area","Female","","","","","5"
"5 on scale 1-7","2006","Urban Area","Male","","","","","5"
"6 on scale 1-7","2006","Rural Area","Male","","","","","6"
"6 on scale 1-7","2006","Urban Area","Female","","","","","6"
"6 on scale 1-7","2006","Rural Area","Female","","","","","6"
"6 on scale 1-7","2006","Urban Area","Male","","","","","6"
"7 Strongly agree","2006","Urban Area","Female","","","","","7"
"7 Strongly agree","2006","Rural Area","Male","","","","","7"
"7 Strongly agree","2006","Rural Area","Female","","","","","7"
"7 Strongly agree","2006","Urban Area","Male","","","","","7"
"1 Strongly disagree","2007","Urban Area","Male","","","","","1"
"1 Strongly disagree","2007","Urban Area","Female","","","","","1"
"1 Strongly disagree","2007","Rural Area","Male","","","","","1"
"1 Strongly disagree","2007","Rural Area","Female","","","","","1"
"2 on scale 1-7 ","2007","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2007","Urban Area","Male","","","","","2"
"2 on scale 1-7 ","2007","Rural Area","Male","","","","","2"
"2 on scale 1-7 ","2007","Rural Area","Female","","","","","2"
"3 on scale 1-7 ","2007","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2007","Urban Area","Female","","","","","3"
"3 on scale 1-7 ","2007","Rural Area","Male","","","","","3"
"3 on scale 1-7 ","2007","Rural Area","Female","","","","","3"
"4 on scale 1-7","2007","Urban Area","Male","","","","","4"
"4 on scale 1-7","2007","Urban Area","Female","","","","","4"
"4 on scale 1-7","2007","Rural Area","Male","","","","","4"
"4 on scale 1-7","2007","Rural Area","Female","","","","","4"
"5 on scale 1-7","2007","Urban Area","Male","","","","","5"
"5 on scale 1-7","2007","Urban Area","Female","","","","","5"
"5 on scale 1-7","2007","Rural Area","Male","","","","","5"
"5 on scale 1-7","2007","Rural Area","Female","","","","","5"
"6 on scale 1-7","2007","Rural Area","Male","","","","","6"
"6 on scale 1-7","2007","Urban Area","Male","","","","","6"
"6 on scale 1-7","2007","Urban Area","Female","","","","","6"
"6 on scale 1-7","2007","Rural Area","Female","","","","","6"
"7 Strongly agree","2007","Urban Area","Male","","","","","7"
"7 Strongly agree","2007","Urban Area","Female","","","","","7"
"7 Strongly agree","2007","Rural Area","Male","","","","","7"
"7 Strongly agree","2007","Rural Area","Female","","","","","7"
"1 Strongly disagree","2008","Urban Area","Female","","","","","1"
"1 Strongly disagree","2008","Rural Area","Male","","","","","1"
"1 Strongly disagree","2008","Urban Area","Male","","","","","1"
"1 Strongly disagree","2008","Rural Area","Female","","","","","1"
"2 on scale 1-7 ","2008","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2008","Urban Area","Male","","","","","2"
"2 on scale 1-7 ","2008","Rural Area","Male","","","","","2"
"2 on scale 1-7 ","2008","Rural Area","Female","","","","","2"
"3 on scale 1-7 ","2008","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2008","Urban Area","Female","","","","","3"
"3 on scale 1-7 ","2008","Rural Area","Male","","","","","3"
"3 on scale 1-7 ","2008","Rural Area","Female","","","","","3"
"4 on scale 1-7","2008","Urban Area","Female","","","","","4"
"4 on scale 1-7","2008","Rural Area","Male","","","","","4"
"4 on scale 1-7","2008","Urban Area","Male","","","","","4"
"4 on scale 1-7","2008","Rural Area","Female","","","","","4"
"5 on scale 1-7","2008","Rural Area","Male","","","","","5"
"5 on scale 1-7","2008","Urban Area","Male","","","","","5"
"5 on scale 1-7","2008","Urban Area","Female","","","","","5"
"5 on scale 1-7","2008","Rural Area","Female","","","","","5"
"6 on scale 1-7","2008","Urban Area","Female","","","","","6"
"6 on scale 1-7","2008","Rural Area","Female","","","","","6"
"6 on scale 1-7","2008","Urban Area","Male","","","","","6"
"6 on scale 1-7","2008","Rural Area","Male","","","","","6"
"7 Strongly agree","2008","Urban Area","Male","","","","","7"
"7 Strongly agree","2008","Urban Area","Female","","","","","7"
"7 Strongly agree","2008","Rural Area","Male","","","","","7"
"7 Strongly agree","2008","Rural Area","Female","","","","","7"
"1 Strongly disagree","2009","Urban Area","Female","397","0.067354491972785","0.0611102541800426","0.0735987297655273","1"
"1 Strongly disagree","2009","Rural Area","Male","177","0.0583352582143975","0.0499553440537273","0.0667151723750676","1"
"1 Strongly disagree","2009","Rural Area","Female","191","0.0642258378752257","0.0557331401249201","0.0727185356255313","1"
"1 Strongly disagree","2009","Urban Area","Male","307","0.0568239576549297","0.050743705344489","0.0629042099653703","1"
"2 on scale 1-7 ","2009","Urban Area","Female","788","0.120273844427409","0.112169886114175","0.128377802740644","2"
"2 on scale 1-7 ","2009","Rural Area","Male","344","0.118003834442359","0.10646910901116","0.129538559873559","2"
"2 on scale 1-7 ","2009","Rural Area","Female","379","0.110176558732348","0.0993297551238898","0.121023362340807","2"
"2 on scale 1-7 ","2009","Urban Area","Male","687","0.125183784456158","0.116492340529182","0.133875228383134","2"
"3 on scale 1-7 ","2009","Urban Area","Male","840","0.149202543746641","0.139845025401936","0.158560062091347","3"
"3 on scale 1-7 ","2009","Urban Area","Female","955","0.158898421471683","0.149790445732451","0.168006397210914","3"
"3 on scale 1-7 ","2009","Rural Area","Male","454","0.146826635664078","0.134172079404805","0.159481191923351","3"
"3 on scale 1-7 ","2009","Rural Area","Female","511","0.151699724805146","0.139272548653898","0.164126900956394","3"
"4 on scale 1-7","2009","Urban Area","Female","1559","0.258965337847352","0.248051489113336","0.269879186581368","4"
"4 on scale 1-7","2009","Rural Area","Male","800","0.251993363977225","0.236470454305421","0.267516273649029","4"
"4 on scale 1-7","2009","Urban Area","Male","1341","0.243794475152047","0.23251753346255","0.255071416841543","4"
"4 on scale 1-7","2009","Rural Area","Female","838","0.273632569542852","0.258188301528049","0.289076837557656","4"
"5 on scale 1-7","2009","Urban Area","Male","1188","0.207638928822466","0.196985842720146","0.218292014924787","5"
"5 on scale 1-7","2009","Rural Area","Male","649","0.216504505970783","0.20177875085079","0.231230261090775","5"
"5 on scale 1-7","2009","Urban Area","Female","1196","0.186520807583476","0.176816272874431","0.196225342292521","5"
"5 on scale 1-7","2009","Rural Area","Female","624","0.187065795694556","0.173556579710286","0.200575011678827","5"
"6 on scale 1-7","2009","Urban Area","Female","910","0.140382387397201","0.131727791107292","0.14903698368711","6"
"6 on scale 1-7","2009","Urban Area","Male","878","0.156659453205647","0.147113060937859","0.166205845473435","6"
"6 on scale 1-7","2009","Rural Area","Male","425","0.153416458631837","0.140531093188919","0.166301824074755","6"
"6 on scale 1-7","2009","Rural Area","Female","450","0.145004193077198","0.132806504899977","0.157201881254418","6"
"7 Strongly agree","2009","Urban Area","Male","328","0.060696856962111","0.0544257317635793","0.0669679821606428","7"
"7 Strongly agree","2009","Urban Area","Female","384","0.0676047093000943","0.0613497230381069","0.0738596955620817","7"
"7 Strongly agree","2009","Rural Area","Male","156","0.0549199430993208","0.0467743034895598","0.0630655827090819","7"
"7 Strongly agree","2009","Rural Area","Female","208","0.0681953202726735","0.0594626917873244","0.0769279487580225","7"
"1 Strongly disagree","2010","Urban Area","Male","","","","","1"
"1 Strongly disagree","2010","Urban Area","Female","","","","","1"
"1 Strongly disagree","2010","Rural Area","Male","","","","","1"
"1 Strongly disagree","2010","Rural Area","Female","","","","","1"
"2 on scale 1-7 ","2010","Urban Area","Male","","","","","2"
"2 on scale 1-7 ","2010","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2010","Rural Area","Male","","","","","2"
"2 on scale 1-7 ","2010","Rural Area","Female","","","","","2"
"3 on scale 1-7 ","2010","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2010","Urban Area","Female","","","","","3"
"3 on scale 1-7 ","2010","Rural Area","Female","","","","","3"
"3 on scale 1-7 ","2010","Rural Area","Male","","","","","3"
"4 on scale 1-7","2010","Urban Area","Female","","","","","4"
"4 on scale 1-7","2010","Rural Area","Male","","","","","4"
"4 on scale 1-7","2010","Urban Area","Male","","","","","4"
"4 on scale 1-7","2010","Rural Area","Female","","","","","4"
"5 on scale 1-7","2010","Urban Area","Male","","","","","5"
"5 on scale 1-7","2010","Rural Area","Male","","","","","5"
"5 on scale 1-7","2010","Urban Area","Female","","","","","5"
"5 on scale 1-7","2010","Rural Area","Female","","","","","5"
"6 on scale 1-7","2010","Urban Area","Male","","","","","6"
"6 on scale 1-7","2010","Urban Area","Female","","","","","6"
"6 on scale 1-7","2010","Rural Area","Male","","","","","6"
"6 on scale 1-7","2010","Rural Area","Female","","","","","6"
"7 Strongly agree","2010","Urban Area","Male","","","","","7"
"7 Strongly agree","2010","Urban Area","Female","","","","","7"
"7 Strongly agree","2010","Rural Area","Male","","","","","7"
"7 Strongly agree","2010","Rural Area","Female","","","","","7"
"1 Strongly disagree","2011","Urban Area","Male","","","","","1"
"1 Strongly disagree","2011","Urban Area","Female","","","","","1"
"1 Strongly disagree","2011","Rural Area","Male","","","","","1"
"1 Strongly disagree","2011","Rural Area","Female","","","","","1"
"2 on scale 1-7 ","2011","Urban Area","Male","","","","","2"
"2 on scale 1-7 ","2011","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2011","Rural Area","Male","","","","","2"
"2 on scale 1-7 ","2011","Rural Area","Female","","","","","2"
"3 on scale 1-7 ","2011","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2011","Rural Area","Male","","","","","3"
"3 on scale 1-7 ","2011","Urban Area","Female","","","","","3"
"3 on scale 1-7 ","2011","Rural Area","Female","","","","","3"
"4 on scale 1-7","2011","Urban Area","Male","","","","","4"
"4 on scale 1-7","2011","Urban Area","Female","","","","","4"
"4 on scale 1-7","2011","Rural Area","Male","","","","","4"
"4 on scale 1-7","2011","Rural Area","Female","","","","","4"
"5 on scale 1-7","2011","Rural Area","Male","","","","","5"
"5 on scale 1-7","2011","Urban Area","Female","","","","","5"
"5 on scale 1-7","2011","Urban Area","Male","","","","","5"
"5 on scale 1-7","2011","Rural Area","Female","","","","","5"
"6 on scale 1-7","2011","Urban Area","Male","","","","","6"
"6 on scale 1-7","2011","Urban Area","Female","","","","","6"
"6 on scale 1-7","2011","Rural Area","Male","","","","","6"
"6 on scale 1-7","2011","Rural Area","Female","","","","","6"
"7 Strongly agree","2011","Urban Area","Male","","","","","7"
"7 Strongly agree","2011","Urban Area","Female","","","","","7"
"7 Strongly agree","2011","Rural Area","Male","","","","","7"
"7 Strongly agree","2011","Rural Area","Female","","","","","7"
"1 Strongly disagree","2012","Urban Area","Male","170","0.089556469664201","0.0762463502949371","0.102866589033465","1"
"1 Strongly disagree","2012","Urban Area","Female","281","0.114212977989522","0.102143803597204","0.126282152381839","1"
"1 Strongly disagree","2012","Rural Area","Male","92","0.0823525084420556","0.066238501505744","0.0984665153783672","1"
"1 Strongly disagree","2012","Rural Area","Female","149","0.106284069355175","0.0910096906734664","0.121558448036884","1"
"2 on scale 1-7 ","2012","Urban Area","Male","258","0.13676991526075","0.120753492139984","0.152786338381516","2"
"2 on scale 1-7 ","2012","Urban Area","Female","476","0.171915977513973","0.157599027736585","0.18623292729136","2"
"2 on scale 1-7 ","2012","Rural Area","Male","153","0.136188088113458","0.11608298313594","0.156293193090977","2"
"2 on scale 1-7 ","2012","Rural Area","Female","248","0.156889733249304","0.138864986651353","0.174914479847254","2"
"3 on scale 1-7 ","2012","Urban Area","Male","276","0.160100827641945","0.143007865692816","0.177193789591075","3"
"3 on scale 1-7 ","2012","Urban Area","Female","450","0.16093289085459","0.146989258179084","0.174876523530096","3"
