"plh0223","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","West Germany","404","0.0775570130479836","0.0706084348492852","0.084505591246682"
"1 Strongly disagree","2005","lower secondary degree","East Germany","94","0.072374055756063","0.0587527547689027","0.0859953567432232"
"1 Strongly disagree","2005","secondary school degree","West Germany","261","0.0711454269812428","0.0629698583680646","0.0793209955944211"
"1 Strongly disagree","2005","secondary school degree","East Germany","164","0.0717486161046339","0.0610133906201151","0.0824838415891527"
"1 Strongly disagree","2005","college entrance qualification","West Germany","249","0.0577464469324628","0.0505774642615902","0.0649154296033355"
"1 Strongly disagree","2005","college entrance qualification","East Germany","71","0.0519568414870241","0.0389820507931201","0.0649316321809281"
"1 Strongly disagree","2005","Other degree","West Germany","71","0.0578522805798596","0.0438439744560377","0.0718605867036816"
"1 Strongly disagree","2005","Other degree","East Germany","3","","",""
"1 Strongly disagree","2005","no degree/no degree yet","West Germany","70","0.0923823314071774","0.0714626477102035","0.113302015104151"
"1 Strongly disagree","2005","no degree/no degree yet","East Germany","13","","",""
"2 on scale 1-7 ","2005","lower secondary degree","West Germany","544","0.0934725345427463","0.0859103349087706","0.101034734176722"
"2 on scale 1-7 ","2005","lower secondary degree","East Germany","145","0.0974118452404524","0.0818238095744958","0.112999880906409"
"2 on scale 1-7 ","2005","secondary school degree","West Germany","486","0.119422959216119","0.109109646082421","0.129736272349818"
"2 on scale 1-7 ","2005","secondary school degree","East Germany","316","0.124465997082471","0.110734007232649","0.138197986932292"
"2 on scale 1-7 ","2005","college entrance qualification","West Germany","617","0.143090418910107","0.132328647035894","0.15385219078432"
"2 on scale 1-7 ","2005","college entrance qualification","East Germany","181","0.168638125264397","0.146748523005177","0.190527727523616"
"2 on scale 1-7 ","2005","Other degree","West Germany","100","0.100839149077912","0.082771603362676","0.118906694793148"
"2 on scale 1-7 ","2005","Other degree","East Germany","3","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","West Germany","102","0.149986828389508","0.124191053851581","0.175782602927435"
