"plh0223","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","Male","180","0.0581048717755175","0.0499469257628797","0.0662628177881554"
"1 Strongly disagree","2005","Not Employed","Female","275","0.0589779716096242","0.0522428727769487","0.0657130704422998"
"1 Strongly disagree","2005","Employed","Male","462","0.0736379206072454","0.0673984256452897","0.0798774155692012"
"1 Strongly disagree","2005","Employed","Female","511","0.0855964694000729","0.078579225623863","0.0926137131762828"
"2 on scale 1-7 ","2005","Not Employed","Male","311","0.0863958138378457","0.0765986884022369","0.0961929392734546"
"2 on scale 1-7 ","2005","Not Employed","Female","459","0.0938226442143486","0.0854866078768418","0.102158680551855"
"2 on scale 1-7 ","2005","Employed","Male","881","0.121924324141315","0.114107696078449","0.12974095220418"
"2 on scale 1-7 ","2005","Employed","Female","928","0.146212890008981","0.137350776290178","0.155075003727783"
"3 on scale 1-7 ","2005","Not Employed","Male","422","0.128750329496061","0.117070977001569","0.140429681990554"
"3 on scale 1-7 ","2005","Not Employed","Female","656","0.140124653544366","0.130200940750722","0.15004836633801"
"3 on scale 1-7 ","2005","Employed","Male","1053","0.155984307631664","0.147316205670765","0.164652409592564"
"3 on scale 1-7 ","2005","Employed","Female","948","0.138727217620404","0.130057181825017","0.14739725341579"
"4 on scale 1-7","2005","Not Employed","Male","804","0.258601950783917","0.243332799574921","0.273871101992914"
"4 on scale 1-7","2005","Not Employed","Female","1115","0.242948618139036","0.230687811117995","0.255209425160078"
"4 on scale 1-7","2005","Employed","Male","1569","0.231797473594626","0.221716545653679","0.241878401535573"
"4 on scale 1-7","2005","Employed","Female","1426","0.234977559216906","0.224342988278802","0.24561213015501"
"5 on scale 1-7","2005","Not Employed","Male","678","0.215573019077675","0.201233098643411","0.22991293951194"
"5 on scale 1-7","2005","Not Employed","Female","923","0.194365252084595","0.183052257745859","0.205678246423332"
"5 on scale 1-7","2005","Employed","Male","1427","0.213821912949301","0.204027128830773","0.223616697067828"
"5 on scale 1-7","2005","Employed","Female","1129","0.188508656326191","0.178698469330867","0.198318843321514"
"6 on scale 1-7","2005","Not Employed","Male","537","0.177282652666858","0.163964876048453","0.190600429285262"
"6 on scale 1-7","2005","Not Employed","Female","820","0.170826062028408","0.160066389633388","0.181585734423428"
"6 on scale 1-7","2005","Employed","Male","991","0.144147560958359","0.135756605973213","0.152538515943506"
"6 on scale 1-7","2005","Employed","Female","818","0.142531175943964","0.133762504561711","0.151299847326218"
"7 Strongly agree","2005","Not Employed","Male","227","0.0752913623621251","0.066090080957237","0.0844926437670131"
"7 Strongly agree","2005","Not Employed","Female","452","0.098934798379622","0.0903988494599855","0.107470747299259"
"7 Strongly agree","2005","Employed","Male","348","0.0586865001174898","0.0530715675563198","0.0643014326786598"
"7 Strongly agree","2005","Employed","Female","346","0.0634460314834819","0.0573318499861185","0.0695602129808453"
"1 Strongly disagree","2006","Not Employed","Male","","","",""
"1 Strongly disagree","2006","Not Employed","Female","","","",""
"1 Strongly disagree","2006","Employed","Male","","","",""
"1 Strongly disagree","2006","Employed","Female","","","",""
"2 on scale 1-7 ","2006","Not Employed","Male","","","",""
"2 on scale 1-7 ","2006","Not Employed","Female","","","",""
"2 on scale 1-7 ","2006","Employed","Male","","","",""
"2 on scale 1-7 ","2006","Employed","Female","","","",""
"3 on scale 1-7 ","2006","Not Employed","Male","","","",""
"3 on scale 1-7 ","2006","Not Employed","Female","","","",""
"3 on scale 1-7 ","2006","Employed","Male","","","",""
"3 on scale 1-7 ","2006","Employed","Female","","","",""
"4 on scale 1-7","2006","Not Employed","Male","","","",""
"4 on scale 1-7","2006","Not Employed","Female","","","",""
"4 on scale 1-7","2006","Employed","Male","","","",""
"4 on scale 1-7","2006","Employed","Female","","","",""
"5 on scale 1-7","2006","Not Employed","Male","","","",""
"5 on scale 1-7","2006","Not Employed","Female","","","",""
"5 on scale 1-7","2006","Employed","Male","","","",""
"5 on scale 1-7","2006","Employed","Female","","","",""
"6 on scale 1-7","2006","Not Employed","Male","","","",""
"6 on scale 1-7","2006","Not Employed","Female","","","",""
"6 on scale 1-7","2006","Employed","Male","","","",""
"6 on scale 1-7","2006","Employed","Female","","","",""
"7 Strongly agree","2006","Not Employed","Male","","","",""
"7 Strongly agree","2006","Not Employed","Female","","","",""
"7 Strongly agree","2006","Employed","Male","","","",""
"7 Strongly agree","2006","Employed","Female","","","",""
"1 Strongly disagree","2007","Not Employed","Male","","","",""
"1 Strongly disagree","2007","Not Employed","Female","","","",""
"1 Strongly disagree","2007","Employed","Male","","","",""
"1 Strongly disagree","2007","Employed","Female","","","",""
"2 on scale 1-7 ","2007","Not Employed","Male","","","",""
"2 on scale 1-7 ","2007","Not Employed","Female","","","",""
"2 on scale 1-7 ","2007","Employed","Male","","","",""
"2 on scale 1-7 ","2007","Employed","Female","","","",""
"3 on scale 1-7 ","2007","Not Employed","Male","","","",""
"3 on scale 1-7 ","2007","Not Employed","Female","","","",""
"3 on scale 1-7 ","2007","Employed","Male","","","",""
"3 on scale 1-7 ","2007","Employed","Female","","","",""
"4 on scale 1-7","2007","Not Employed","Male","","","",""
"4 on scale 1-7","2007","Not Employed","Female","","","",""
"4 on scale 1-7","2007","Employed","Male","","","",""
"4 on scale 1-7","2007","Employed","Female","","","",""
"5 on scale 1-7","2007","Not Employed","Male","","","",""
"5 on scale 1-7","2007","Not Employed","Female","","","",""
"5 on scale 1-7","2007","Employed","Male","","","",""
"5 on scale 1-7","2007","Employed","Female","","","",""
"6 on scale 1-7","2007","Not Employed","Male","","","",""
"6 on scale 1-7","2007","Not Employed","Female","","","",""
"6 on scale 1-7","2007","Employed","Male","","","",""
"6 on scale 1-7","2007","Employed","Female","","","",""
"7 Strongly agree","2007","Not Employed","Male","","","",""
"7 Strongly agree","2007","Not Employed","Female","","","",""
"7 Strongly agree","2007","Employed","Male","","","",""
"7 Strongly agree","2007","Employed","Female","","","",""
"1 Strongly disagree","2008","Not Employed","Male","","","",""
"1 Strongly disagree","2008","Not Employed","Female","","","",""
"1 Strongly disagree","2008","Employed","Male","","","",""
"1 Strongly disagree","2008","Employed","Female","","","",""
"2 on scale 1-7 ","2008","Not Employed","Male","","","",""
"2 on scale 1-7 ","2008","Not Employed","Female","","","",""
"2 on scale 1-7 ","2008","Employed","Male","","","",""
"2 on scale 1-7 ","2008","Employed","Female","","","",""
"3 on scale 1-7 ","2008","Not Employed","Male","","","",""
"3 on scale 1-7 ","2008","Not Employed","Female","","","",""
"3 on scale 1-7 ","2008","Employed","Male","","","",""
"3 on scale 1-7 ","2008","Employed","Female","","","",""
"4 on scale 1-7","2008","Not Employed","Male","","","",""
"4 on scale 1-7","2008","Not Employed","Female","","","",""
"4 on scale 1-7","2008","Employed","Male","","","",""
"4 on scale 1-7","2008","Employed","Female","","","",""
"5 on scale 1-7","2008","Not Employed","Male","","","",""
