"plh0223","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","lower secondary degree","104","0.112302036894586","0.0921819917330427","0.13242208205613"
"1 Strongly disagree","2005","16-34 y.","secondary school degree","143","0.0916669870414582","0.0775807627223905","0.105753211360526"
"1 Strongly disagree","2005","16-34 y.","college entrance qualification","107","0.0576593304990379","0.0461620324185463","0.0691566285795295"
"1 Strongly disagree","2005","16-34 y.","Other degree","","","",""
"1 Strongly disagree","2005","16-34 y.","no degree/no degree yet","64","0.100428828504863","0.0780665877551452","0.12279106925458"
"1 Strongly disagree","2005","35-65 y.","lower secondary degree","268","0.0837885282476052","0.0748801144478605","0.0926969420473499"
"1 Strongly disagree","2005","35-65 y.","secondary school degree","262","0.0689250523509655","0.0609365271438904","0.0769135775580406"
"1 Strongly disagree","2005","35-65 y.","college entrance qualification","178","0.0531361218328266","0.0451704604085785","0.0611017832570747"
"1 Strongly disagree","2005","35-65 y.","Other degree","56","0.0612900173394977","0.0445213940510964","0.078058640627899"
"1 Strongly disagree","2005","35-65 y.","no degree/no degree yet","","","",""
"1 Strongly disagree","2005","66 and older","lower secondary degree","126","0.0539545708812061","0.0449531612601726","0.0629559805022396"
"1 Strongly disagree","2005","66 and older","secondary school degree","","","",""
"1 Strongly disagree","2005","66 and older","college entrance qualification","35","0.0690396801062445","0.0481537006780471","0.089925659534442"
"1 Strongly disagree","2005","66 and older","Other degree","","","",""
"1 Strongly disagree","2005","66 and older","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2005","16-34 y.","lower secondary degree","124","0.120709976552769","0.0999493632849767","0.141470589820561"
"2 on scale 1-7 ","2005","16-34 y.","secondary school degree","241","0.144890018157829","0.127707144622235","0.162072891693424"
"2 on scale 1-7 ","2005","16-34 y.","college entrance qualification","280","0.165102536818108","0.146789917395089","0.183415156241127"
"2 on scale 1-7 ","2005","16-34 y.","Other degree","","","",""
"2 on scale 1-7 ","2005","16-34 y.","no degree/no degree yet","117","0.179721911938082","0.151155912317847","0.208287911558317"
"2 on scale 1-7 ","2005","35-65 y.","lower secondary degree","388","0.099130263200542","0.0895220116009979","0.108738514800086"
"2 on scale 1-7 ","2005","35-65 y.","secondary school degree","522","0.11904734504718","0.108835084688155","0.129259605406205"
"2 on scale 1-7 ","2005","35-65 y.","college entrance qualification","470","0.15525821330854","0.142397281885739","0.168119144731342"
"2 on scale 1-7 ","2005","35-65 y.","Other degree","71","0.0918936346430297","0.0716984470060172","0.112088822280042"
"2 on scale 1-7 ","2005","35-65 y.","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2005","66 and older","lower secondary degree","177","0.0771345607407342","0.0665045401813597","0.0877645813001088"
"2 on scale 1-7 ","2005","66 and older","secondary school degree","39","0.0746408314028061","0.0525357775878494","0.0967458852177627"
"2 on scale 1-7 ","2005","66 and older","college entrance qualification","48","0.0711381860073828","0.049961069625716","0.0923153023890496"
"2 on scale 1-7 ","2005","66 and older","Other degree","","","",""
