"year","pgcasmin","sex","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"1984","(0) in school","Female","","","","","","","","",""
"1984","(0) in school","Male","","","","","","","","",""
"1984","(1a) inadequately completed","Female","6.99","8","261","6.68","7.3","3","5","9","10"
"1984","(1a) inadequately completed","Male","7.09","8","402","6.85","7.33","3","5","9","10"
"1984","(1b) general elementary school","Female","7.39","8","650","7.2","7.58","4","5","10","10"
"1984","(1b) general elementary school","Male","7.62","8","749","7.44","7.8","5","6","10","10"
"1984","(1c) basic vocational qualification","Female","7.74","8","762","7.58","7.9","5","7","10","10"
"1984","(1c) basic vocational qualification","Male","7.78","8","1937","7.69","7.87","5","7","10","10"
"1984","(2a) intermediate vocational","Female","7.79","8","443","7.57","8.01","5","7","10","10"
"1984","(2a) intermediate vocational","Male","7.8","8","491","7.61","7.99","5","7","10","10"
"1984","(2b) intermediate general qualification","Female","7.64","8","135","7.26","8.02","5","6","10","10"
"1984","(2b) intermediate general qualification","Male","7.55","8","86","7.08","8.02","5","6","10","10"
"1984","(2c_gen) general maturity certificate","Female","7.16","8","52","6.48","7.84","4","5","9","10"
"1984","(2c_gen) general maturity certificate","Male","7.22","7.73","87","6.65","7.79","4","6","9","10"
"1984","(2c_voc) vocational maturity certificate","Female","7.93","8","104","7.54","8.32","5","7","10","10"
"1984","(2c_voc) vocational maturity certificate","Male","7.55","8","196","7.23","7.87","4","7","9","10"
"1984","(3a) lower tertiary education","Female","8.18","9","44","7.47","8.89","5","7","10","10"
"1984","(3a) lower tertiary education","Male","7.92","8","154","7.63","8.21","5","7","9","10"
"1984","(3b) higher tertiary education","Female","7.96","8","120","7.62","8.3","5","7","10","10"
"1984","(3b) higher tertiary education","Male","7.65","8","298","7.42","7.88","5","7","9","10"
"1985","(0) in school","Female","","","","","","","","",""
"1985","(0) in school","Male","","","","","","","","",""
"1985","(1a) inadequately completed","Female","7.01","7","210","6.7","7.32","4","5","9","10"
"1985","(1a) inadequately completed","Male","7.36","8","305","7.11","7.61","4","6","9","10"
"1985","(1b) general elementary school","Female","7.32","8","584","7.14","7.5","5","6","9","10"
"1985","(1b) general elementary school","Male","7.54","8","650","7.37","7.71","5","6","9","10"
"1985","(1c) basic vocational qualification","Female","7.56","8","694","7.4","7.72","5","6","10","10"
"1985","(1c) basic vocational qualification","Male","7.56","8","1709","7.46","7.66","5","6","9","10"
"1985","(2a) intermediate vocational","Female","7.62","8","434","7.42","7.82","5","7","9","10"
"1985","(2a) intermediate vocational","Male","7.62","8","463","7.45","7.79","5","7","9","10"
"1985","(2b) intermediate general qualification","Female","7.54","8","127","7.16","7.92","5","6","9","10"
"1985","(2b) intermediate general qualification","Male","7.48","8","93","7.03","7.93","4","7","9","10"
"1985","(2c_gen) general maturity certificate","Female","7.05","8","55","6.37","7.73","3","5","9","10"
"1985","(2c_gen) general maturity certificate","Male","6.94","7","79","6.32","7.56","3","6","9","10"
"1985","(2c_voc) vocational maturity certificate","Female","7.31","8","95","6.91","7.71","5","6","9","10"
"1985","(2c_voc) vocational maturity certificate","Male","7.13","8","172","6.76","7.5","4","6","9","10"
"1985","(3a) lower tertiary education","Female","7.97","8","42","7.27","8.67","5","7","10","10"
"1985","(3a) lower tertiary education","Male","7.72","8","140","7.4","8.04","5","7","9","10"
"1985","(3b) higher tertiary education","Female","7.52","8","118","7.11","7.93","5","7","9","10"
