"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","direct migration background","Female","7.34","8","757","4","5","10","10","7.16","7.52","8","8"
"1984","direct migration background","Male","7.53","8","1505","4","6","10","10","7.41","7.65","8","8"
"1984","indirect migration background","Female","8.42","10","30","4","6","10","10","7.55","9.29","8","10"
"1984","indirect migration background","Male","8.47","8.94","33","6","8","10","10","7.63","9.31","8","10"
"1984","no migration background","Female","7.7","8","1801","5","6","10","10","7.6","7.8","8","8"
"1984","no migration background","Male","7.74","8","2896","5","7","10","10","7.66","7.82","8","8"
"1985","direct migration background","Female","7.35","8","642","5","6","9","10","7.18","7.52","8","8"
"1985","direct migration background","Male","7.35","8","1278","5","6","9","10","7.23","7.47","8","8"
"1985","indirect migration background","Female","","","","","","","","","","",""
"1985","indirect migration background","Male","6.8","6.9","37","5","5","8","10","6.12","7.48","7","9"
"1985","no migration background","Female","7.5","8","1722","5","6","9","10","7.4","7.6","8","8"
"1985","no migration background","Male","7.57","8","2630","5","7","9","10","7.49","7.65","8","8"
"1986","direct migration background","Female","7.3","8","618","5","6","9","10","7.12","7.48","8","8"
"1986","direct migration background","Male","7.4","8","1235","5","6","9","10","7.28","7.52","8","8"
"1986","indirect migration background","Female","7.8","8","36","3","7","9","10","7.13","8.47","8","9"
"1986","indirect migration background","Male","7.39","7.42","44","5","6","9","10","6.81","7.97","8","9"
"1986","no migration background","Female","7.33","8","1683","5","6","9","10","7.23","7.43","8","8"
"1986","no migration background","Male","7.47","8","2552","5","6","9","10","7.39","7.55","8","8"
"1987","direct migration background","Female","7.31","8","635","5","6","9","10","7.15","7.47","7","8"
"1987","direct migration background","Male","7.36","8","1195","5","6","9","10","7.24","7.48","8","8"
"1987","indirect migration background","Female","7.85","8","40","5","6","9","10","7.16","8.54","7","9"
"1987","indirect migration background","Male","6.7","7.6","49","2","5","9","9","6.02","7.38","7","8"
"1987","no migration background","Female","7.32","8","1698","4","6","9","10","7.22","7.42","8","8"
"1987","no migration background","Male","7.48","8","2538","5","6","9","10","7.4","7.56","8","8"
"1988","direct migration background","Female","7.07","8","598","4","5","9","10","6.88","7.26","7","8"
"1988","direct migration background","Male","7.31","8","1114","5","6","9","10","7.19","7.43","8","8"
"1988","indirect migration background","Female","8.39","9","51","5","7","10","10","7.93","8.85","8","9"
"1988","indirect migration background","Male","7.48","7","66","5","7","9","10","6.97","7.99","7","8"
"1988","no migration background","Female","7.26","8","1611","4","6","9","10","7.16","7.36","8","8"
"1988","no migration background","Male","7.26","8","2397","5","6","9","10","7.18","7.34","8","8"
"1989","direct migration background","Female","6.93","7","587","5","5","8","10","6.76","7.1","7","7"
"1989","direct migration background","Male","7.26","8","1069","5","6","9","10","7.14","7.38","7","8"
"1989","indirect migration background","Female","7.86","8","61","5","7","9","10","7.37","8.35","8","8"
"1989","indirect migration background","Male","7.19","7.43","68","5","5","9","10","6.72","7.66","7","8"
"1989","no migration background","Female","7.26","8","1582","5","6","9","10","7.16","7.36","8","8"
"1989","no migration background","Male","7.29","8","2324","5","6","9","10","7.21","7.37","8","8"
"1990","direct migration background","Female","7.13","7","627","5","6","8","10","6.97","7.29","7","8"
"1990","direct migration background","Male","7.17","8","1105","5","6","9","10","7.05","7.29","7","8"
"1990","indirect migration background","Female","7.57","8","70","4","6","9","10","7.06","8.08","7","9"
"1990","indirect migration background","Male","7.2","8","85","4","6","9","10","6.76","7.64","8","8"
"1990","no migration background","Female","7.21","8","3180","4","6","9","10","7.13","7.29","8","8"
"1990","no migration background","Male","7.25","8","4011","5","6","9","10","7.18","7.32","8","8"
"1991","direct migration background","Female","7.08","8","639","5","6","8","10","6.92","7.24","7","8"
"1991","direct migration background","Male","7.15","8","1083","4","6","9","10","7.03","7.27","8","8"
"1991","indirect migration background","Female","7.51","8","100","4","7","9","10","7.08","7.94","8","8"
"1991","indirect migration background","Male","7.33","8","112","3","6","9","10","6.92","7.74","8","8"
"1991","no migration background","Female","6.96","7","2884","4","5","9","10","6.87","7.05","7","8"
"1991","no migration background","Male","7.02","7.27","3715","4","6","8","10","6.95","7.09","7","8"
"1992","direct migration background","Female","7.44","8","589","5","6","9","10","7.28","7.6","7","8"
"1992","direct migration background","Male","7.29","8","1025","5","6","8","10","7.17","7.41","8","8"
"1992","indirect migration background","Female","7.89","8","111","5","7","9","10","7.53","8.25","8","9"
"1992","indirect migration background","Male","7.93","8","122","6","7","9","10","7.63","8.23","8","8"
"1992","no migration background","Female","7.26","8","2703","5","6","9","10","7.18","7.34","8","8"
"1992","no migration background","Male","7.28","8","3499","5","6","9","9","7.21","7.35","8","8"
"1993","direct migration background","Female","6.93","7","568","4","5","8","9","6.75","7.11","7","7"
"1993","direct migration background","Male","6.91","7","948","4","5","8","9","6.78","7.04","7","8"
"1993","indirect migration background","Female","7.78","8","130","5","7","9","10","7.41","8.15","8","8"
"1993","indirect migration background","Male","7.49","8","154","5","7","9","10","7.18","7.8","7","8"
"1993","no migration background","Female","7.08","8","2604","4","6","8","10","7","7.16","7","8"
"1993","no migration background","Male","7.08","8","3382","4","6","8","9","7.01","7.15","7","8"
"1994","direct migration background","Female","6.75","7","514","4","5","8","9","6.56","6.94","7","8"
"1994","direct migration background","Male","6.88","7","842","4","6","8","9","6.74","7.02","7","8"
"1994","indirect migration background","Female","6.97","7.35","133","4","5","9","10","6.59","7.35","7","8"
"1994","indirect migration background","Male","7.26","8","161","5","6","8","9","6.93","7.59","7","8"
"1994","no migration background","Female","6.97","7","2565","4","6","8","9","6.89","7.05","7","7"
"1994","no migration background","Male","6.97","7","3310","4","6","8","9","6.9","7.04","7","8"
"1995","direct migration background","Female","6.78","7","666","3","5","9","10","6.6","6.96","7","7"
"1995","direct migration background","Male","6.7","7","1009","3","5","8","10","6.56","6.84","7","8"
"1995","indirect migration background","Female","7.25","8","157","4","5","9","10","6.89","7.61","7","8"
"1995","indirect migration background","Male","7.18","8","176","5","6","9","10","6.89","7.47","7","8"
"1995","no migration background","Female","6.82","7","2788","4","5","8","9","6.74","6.9","7","7"
"1995","no migration background","Male","6.9","7","3476","4","6","8","9","6.83","6.97","7","7"
"1996","direct migration background","Female","6.8","7","621","3","5","8","9","6.62","6.98","7","8"
"1996","direct migration background","Male","6.61","7","914","3","5","8","9","6.46","6.76","7","8"
"1996","indirect migration background","Female","7.31","8","159","4","5","9","10","6.97","7.65","7","8"
"1996","indirect migration background","Male","6.84","7","192","4","6","9","10","6.53","7.15","7","8"
"1996","no migration background","Female","6.84","7","2778","4","5","8","9","6.76","6.92","7","7"
"1996","no migration background","Male","6.85","7","3437","4","6","8","9","6.78","6.92","7","7"
"1997","direct migration background","Female","6.56","7","565","3","5","8","9","6.36","6.76","7","7"
"1997","direct migration background","Male","6.67","7","867","4","5","8","9","6.52","6.82","7","7"
"1997","indirect migration background","Female","7.17","7","167","5","6","9","9","6.83","7.51","7","8"
"1997","indirect migration background","Male","6.97","7","198","4","5","8","10","6.68","7.26","7","8"
"1997","no migration background","Female","6.84","7","2701","4","6","8","9","6.76","6.92","7","7"
"1997","no migration background","Male","6.84","7","3337","4","6","8","9","6.77","6.91","7","7"
"1998","direct migration background","Female","6.83","7","548","4","6","8","9","6.65","7.01","7","7"
"1998","direct migration background","Male","6.86","7","823","4","5","8","9","6.71","7.01","7","7"
"1998","indirect migration background","Female","7.17","7","178","4","6","9","10","6.84","7.5","7","8"
"1998","indirect migration background","Male","7.27","7.98","213","4","6","9","10","6.98","7.56","7","8"
"1998","no migration background","Female","6.85","7","3047","4","6","8","9","6.77","6.93","7","7"
"1998","no migration background","Male","6.89","7","3741","4","6","8","9","6.82","6.96","7","7"
"1999","direct migration background","Female","6.45","7","508","3","5","8","9","6.26","6.64","7","7"
"1999","direct migration background","Male","6.8","7","750","4","5","8","9","6.65","6.95","7","7"
"1999","indirect migration background","Female","7.25","8","175","5","6","9","10","6.94","7.56","7","8"
"1999","indirect migration background","Male","7.18","8","215","4","6","9","9","6.9","7.46","8","8"
"1999","no migration background","Female","6.83","7","3026","4","5","8","9","6.75","6.91","7","7"
"1999","no migration background","Male","6.88","7","3679","4","6","8","9","6.81","6.95","7","7"
"2000","direct migration background","Female","6.69","7","745","4","5","8","10","6.51","6.87","7","7"
"2000","direct migration background","Male","6.95","7.57","1060","4","6","9","10","6.81","7.09","7","8"
"2000","indirect migration background","Female","7.47","8","215","5","6","9","10","7.18","7.76","7","8"
"2000","indirect migration background","Male","7.19","8","264","4","6","9","10","6.94","7.44","8","8"
"2000","no migration background","Female","7.01","8","4995","4","6","9","10","6.95","7.07","7","8"
"2000","no migration background","Male","7.14","8","6022","4","6","9","10","7.09","7.19","8","8"
"2001","direct migration background","Female","6.93","7","742","4","6","8","10","6.77","7.09","7","8"
"2001","direct migration background","Male","6.93","8","964","3","6","8","10","6.79","7.07","8","8"
"2001","indirect migration background","Female","7.46","8","217","5","6","9","10","7.18","7.74","7","8"
"2001","indirect migration background","Male","7.26","8","275","4","6","9","10","7.02","7.5","8","8"
"2001","no migration background","Female","7.01","8","5010","4","6","9","10","6.95","7.07","7","8"
"2001","no migration background","Male","7.1","8","5874","4","6","9","10","7.05","7.15","8","8"
"2002","direct migration background","Female","6.66","7","690","3","5","8","9","6.5","6.82","7","7"
"2002","direct migration background","Male","6.81","7","900","4","5","8","9","6.67","6.95","7","8"
"2002","indirect migration background","Female","6.55","7","232","3","5","8","9","6.26","6.84","7","8"
"2002","indirect migration background","Male","6.75","7","274","3","5","9","10","6.48","7.02","7","8"
"2002","no migration background","Female","6.93","7","5463","4","6","8","10","6.87","6.99","8","8"
"2002","no migration background","Male","6.92","7","6400","4","6","8","9","6.87","6.97","7","8"
"2003","direct migration background","Female","6.8","7","678","4","5","8","10","6.63","6.97","7","7"
"2003","direct migration background","Male","6.57","7","814","3","5","8","9","6.41","6.73","7","7"
"2003","indirect migration background","Female","7.24","8","239","5","6","9","10","6.99","7.49","7","8"
"2003","indirect migration background","Male","7.03","8","266","4","6","9","9","6.78","7.28","7","8"
"2003","no migration background","Female","6.85","7","5254","4","5","8","9","6.79","6.91","7","8"
"2003","no migration background","Male","6.9","7","6014","4","6","8","9","6.85","6.95","7","8"
"2004","direct migration background","Female","6.66","7","627","4","5","8","9","6.48","6.84","7","7"
"2004","direct migration background","Male","6.53","7","772","3","5","8","10","6.36","6.7","7","7"
"2004","indirect migration background","Female","6.41","7","235","2","5","8","9","6.11","6.71","7","8"
"2004","indirect migration background","Male","6.89","7","268","4","5","8","9","6.62","7.16","7","8"
"2004","no migration background","Female","6.8","7","5122","4","5","8","9","6.74","6.86","7","7"
"2004","no migration background","Male","6.77","7","5768","3","5","8","9","6.71","6.83","7","8"
"2005","direct migration background","Female","6.45","7","608","4","5","8","9","6.27","6.63","7","7"
"2005","direct migration background","Male","6.37","7","691","3","5","8","9","6.19","6.55","7","7"
"2005","indirect migration background","Female","7.22","8","239","4","7","9","10","6.91","7.53","7","8"
"2005","indirect migration background","Male","6.77","7","275","4","5","8","10","6.5","7.04","7","8"
"2005","no migration background","Female","6.74","7","4883","3","5","8","9","6.68","6.8","7","7"
"2005","no migration background","Male","6.72","7","5452","3","5","8","9","6.66","6.78","7","7"
"2006","direct migration background","Female","6.6","7","614","3","5","8","9","6.41","6.79","7","7"
"2006","direct migration background","Male","6.34","7","697","3","5","8","9","6.17","6.51","7","7"
"2006","indirect migration background","Female","7.19","8","251","4","6","9","10","6.91","7.47","7","8"
"2006","indirect migration background","Male","6.93","7","272","4","6","8","9","6.67","7.19","7","8"
"2006","no migration background","Female","6.81","7","5154","4","5","8","9","6.75","6.87","7","7"
"2006","no migration background","Male","6.75","7","5700","4","5","8","9","6.69","6.81","7","7"
"2007","direct migration background","Female","6.48","7","557","3","5","8","9","6.29","6.67","7","7"
"2007","direct migration background","Male","6.32","7","619","2","5","8","9","6.14","6.5","7","7"
"2007","indirect migration background","Female","6.74","7","250","4","5","8","10","6.47","7.01","7","8"
"2007","indirect migration background","Male","6.83","7","280","3","5","8","10","6.57","7.09","7","8"
"2007","no migration background","Female","6.77","7","4976","4","5","8","9","6.71","6.83","7","7"
"2007","no migration background","Male","6.83","7","5407","4","6","8","9","6.77","6.89","7","7"
"2008","direct migration background","Female","6.7","7","524","4","5","8","9","6.51","6.89","7","8"
"2008","direct migration background","Male","6.44","7","551","3","5","8","9","6.26","6.62","7","7"
"2008","indirect migration background","Female","6.63","7","244","2","5","8","10","6.34","6.92","7","8"
"2008","indirect migration background","Male","6.82","7","287","4","5","8","9","6.58","7.06","7","8"
