"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","16-34 y.","general elemantary","7.43","8","751","5","6","10","10","7.25","7.61","8","8"
"1984","16-34 y.","higher education","7.43","8","199","4","6","9","10","7.14","7.72","8","8"
"1984","16-34 y.","higher vocational","8.05","8","160","5","7","10","10","7.73","8.37","8","9"
"1984","16-34 y.","in school","","","","","","","","","","",""
"1984","16-34 y.","inadequately","7.33","8","151","4","6","9","10","6.94","7.72","8","8"
"1984","16-34 y.","middle vocational","7.54","8","1472","5","6","9","10","7.42","7.66","8","8"
"1984","16-34 y.","vocational + Abi","7.37","7.97","107","5","6","9","10","6.97","7.77","7","8"
"1984","35-65 y.","general elemantary","7.59","8","844","4","6","10","10","7.43","7.75","8","8"
"1984","35-65 y.","higher education","7.99","8","412","5","7","10","10","7.81","8.17","8","8"
"1984","35-65 y.","higher vocational","8.01","8","280","5","7","10","10","7.76","8.26","8","9"
"1984","35-65 y.","in school","","","","","","","","","","",""
"1984","35-65 y.","inadequately","6.92","7.09","442","3","5","9","10","6.69","7.15","8","8"
"1984","35-65 y.","middle vocational","7.83","8","2020","5","7","10","10","7.74","7.92","8","8"
"1984","35-65 y.","vocational + Abi","7.94","8","102","5","6","10","10","7.52","8.36","8","9"
"1984","66 and older","general elemantary","","","","","","","","","","",""
"1984","66 and older","higher education","","","","","","","","","","",""
"1984","66 and older","higher vocational","","","","","","","","","","",""
"1984","66 and older","in school","","","","","","","","","","",""
"1984","66 and older","inadequately","","","","","","","","","","",""
"1984","66 and older","middle vocational","","","","","","","","","","",""
"1984","66 and older","vocational + Abi","","","","","","","","","","",""
"1985","16-34 y.","general elemantary","7.34","8","670","4","6","9","10","7.17","7.51","8","8"
"1985","16-34 y.","higher education","7.04","8","190","3","6","9","10","6.71","7.37","7","8"
"1985","16-34 y.","higher vocational","7.52","8","151","4","7","9","10","7.15","7.89","8","8"
"1985","16-34 y.","in school","","","","","","","","","","",""
"1985","16-34 y.","inadequately","7.21","7","108","4","5","9","10","6.79","7.63","7","8"
"1985","16-34 y.","middle vocational","7.54","8","1353","5","6","9","10","7.43","7.65","8","8"
"1985","16-34 y.","vocational + Abi","7.09","8","93","5","6","8","9","6.65","7.53","7","8"
"1985","35-65 y.","general elemantary","7.54","8","761","5","6","9","10","7.39","7.69","8","8"
"1985","35-65 y.","higher education","7.9","8","391","5","7","9","10","7.73","8.07","8","8"
"1985","35-65 y.","higher vocational","7.75","8","259","5","7","9","10","7.51","7.99","8","8"
"1985","35-65 y.","in school","","","","","","","","","","",""
"1985","35-65 y.","inadequately","7.15","8","359","4","6","9","10","6.91","7.39","7","8"
"1985","35-65 y.","middle vocational","7.56","8","1813","5","6","9","10","7.46","7.66","8","8"
"1985","35-65 y.","vocational + Abi","7.32","8","84","5","6","9","10","6.82","7.82","8","9"
"1985","66 and older","general elemantary","","","","","","","","","","",""
"1985","66 and older","higher education","","","","","","","","","","",""
"1985","66 and older","higher vocational","","","","","","","","","","",""
"1985","66 and older","in school","","","","","","","","","","",""
"1985","66 and older","inadequately","","","","","","","","","","",""
"1985","66 and older","middle vocational","","","","","","","","","","",""
"1985","66 and older","vocational + Abi","","","","","","","","","","",""
"1986","16-34 y.","general elemantary","7.33","8","683","5","6","9","10","7.17","7.49","8","8"
"1986","16-34 y.","higher education","7.38","8","183","5","7","9","9","7.1","7.66","8","8"
"1986","16-34 y.","higher vocational","7.38","8","143","4","6","9","10","7.01","7.75","7","8"
"1986","16-34 y.","in school","","","","","","","","","","",""
"1986","16-34 y.","inadequately","7.09","7.87","108","4","5","9","10","6.61","7.57","7","8"
"1986","16-34 y.","middle vocational","7.36","8","1345","5","6","9","10","7.24","7.48","8","8"
"1986","16-34 y.","vocational + Abi","7.25","8","110","5","6","9","10","6.87","7.63","7","8"
"1986","35-65 y.","general elemantary","7.23","8","722","5","6","9","10","7.07","7.39","7","8"
"1986","35-65 y.","higher education","7.65","8","395","5","7","9","10","7.47","7.83","8","8"
"1986","35-65 y.","higher vocational","7.54","8","236","5","7","9","10","7.31","7.77","8","8"
"1986","35-65 y.","in school","","","","","","","","","","",""
"1986","35-65 y.","inadequately","6.86","7","321","3","5","8","9","6.61","7.11","7","8"
"1986","35-65 y.","middle vocational","7.47","8","1741","5","6","9","10","7.37","7.57","8","8"
"1986","35-65 y.","vocational + Abi","7.27","8","78","4","6","9","10","6.7","7.84","7","8"
"1986","66 and older","general elemantary","","","","","","","","","","",""
"1986","66 and older","higher education","","","","","","","","","","",""
"1986","66 and older","higher vocational","","","","","","","","","","",""
"1986","66 and older","in school","","","","","","","","","","",""
"1986","66 and older","inadequately","","","","","","","","","","",""
"1986","66 and older","middle vocational","","","","","","","","","","",""
"1986","66 and older","vocational + Abi","","","","","","","","","","",""
"1987","16-34 y.","general elemantary","7.36","8","672","4","6","9","10","7.2","7.52","8","8"
"1987","16-34 y.","higher education","7.4","8","176","5","7","9","10","7.1","7.7","7","8"
"1987","16-34 y.","higher vocational","7.29","8","134","5","6","9","9","6.97","7.61","7","8"
"1987","16-34 y.","in school","","","","","","","","","","",""
"1987","16-34 y.","inadequately","6.82","8","102","3","5","8","10","6.34","7.3","6","8"
"1987","16-34 y.","middle vocational","7.31","8","1362","4","6","9","10","7.2","7.42","8","8"
"1987","16-34 y.","vocational + Abi","6.96","7.3","108","4","5","9","9","6.55","7.37","7","8"
"1987","35-65 y.","general elemantary","7.31","8","717","4","6","9","10","7.16","7.46","7","8"
"1987","35-65 y.","higher education","7.69","8","391","5","7","9","10","7.51","7.87","8","8"
"1987","35-65 y.","higher vocational","7.65","8","241","5","7","9","10","7.43","7.87","8","8"
"1987","35-65 y.","in school","","","","","","","","","","",""
"1987","35-65 y.","inadequately","7.22","7","312","5","6","9","10","6.99","7.45","7","8"
"1987","35-65 y.","middle vocational","7.47","8","1744","5","6","9","10","7.37","7.57","8","8"
"1987","35-65 y.","vocational + Abi","7.53","8","77","5","6","9","10","7.07","7.99","7","8"
"1987","66 and older","general elemantary","","","","","","","","","","",""
"1987","66 and older","higher education","","","","","","","","","","",""
"1987","66 and older","higher vocational","","","","","","","","","","",""
"1987","66 and older","in school","","","","","","","","","","",""
"1987","66 and older","inadequately","","","","","","","","","","",""
"1987","66 and older","middle vocational","","","","","","","","","","",""
"1987","66 and older","vocational + Abi","","","","","","","","","","",""
"1988","16-34 y.","general elemantary","7.06","7","657","4","5","9","10","6.89","7.23","7","8"
"1988","16-34 y.","higher education","7.59","8","162","5","7","9","9","7.3","7.88","8","8"
"1988","16-34 y.","higher vocational","7.22","8","122","4","6","9","10","6.85","7.59","7","8"
"1988","16-34 y.","in school","","","","","","","","","","",""
"1988","16-34 y.","inadequately","6.9","7","92","4","5","8","10","6.42","7.38","6","8"
"1988","16-34 y.","middle vocational","7.36","8","1271","5","6","9","10","7.25","7.47","8","8"
"1988","16-34 y.","vocational + Abi","6.96","8","109","3","6","9","9","6.53","7.39","7","8"
"1988","35-65 y.","general elemantary","7.19","7.74","689","5","6","9","10","7.03","7.35","7","8"
"1988","35-65 y.","higher education","7.3","8","376","4","7","9","10","7.1","7.5","8","8"
"1988","35-65 y.","higher vocational","7.42","8","239","5","7","9","10","7.17","7.67","8","8"
"1988","35-65 y.","in school","","","","","","","","","","",""
"1988","35-65 y.","inadequately","6.99","7","273","4","5","9","10","6.74","7.24","7","8"
"1988","35-65 y.","middle vocational","7.22","8","1652","4","6","9","10","7.12","7.32","8","8"
"1988","35-65 y.","vocational + Abi","7.09","8","68","3","6","9","10","6.55","7.63","7","8"
"1988","66 and older","general elemantary","","","","","","","","","","",""
"1988","66 and older","higher education","","","","","","","","","","",""
"1988","66 and older","higher vocational","","","","","","","","","","",""
"1988","66 and older","in school","","","","","","","","","","",""
"1988","66 and older","inadequately","","","","","","","","","","",""
"1988","66 and older","middle vocational","","","","","","","","","","",""
"1988","66 and older","vocational + Abi","","","","","","","","","","",""
"1989","16-34 y.","general elemantary","7.22","8","626","4","6","9","10","7.05","7.39","7","8"
"1989","16-34 y.","higher education","7.67","8","166","5","7","9","10","7.37","7.97","8","8"
"1989","16-34 y.","higher vocational","7.16","8","127","5","6","8","9","6.84","7.48","7","8"
"1989","16-34 y.","in school","","","","","","","","","","",""
"1989","16-34 y.","inadequately","6.8","7","85","5","5","8","10","6.28","7.32","6","8"
"1989","16-34 y.","middle vocational","7.23","8","1287","5","6","9","10","7.12","7.34","7","8"
"1989","16-34 y.","vocational + Abi","7.56","8","111","5","7","9","10","7.22","7.9","8","8"
"1989","35-65 y.","general elemantary","7.02","7","652","4","6","8","10","6.87","7.17","7","8"
"1989","35-65 y.","higher education","7.71","8","374","5","7","9","10","7.53","7.89","8","8"
"1989","35-65 y.","higher vocational","7.13","8","219","4","6","8","9","6.87","7.39","7","8"
"1989","35-65 y.","in school","","","","","","","","","","",""
"1989","35-65 y.","inadequately","6.73","7","255","4","5","8","10","6.47","6.99","7","7"
"1989","35-65 y.","middle vocational","7.24","8","1602","5","6","9","10","7.14","7.34","8","8"
"1989","35-65 y.","vocational + Abi","7.46","8","70","5","7","9","10","7","7.92","7","8"
"1989","66 and older","general elemantary","","","","","","","","","","",""
"1989","66 and older","higher education","","","","","","","","","","",""
"1989","66 and older","higher vocational","","","","","","","","","","",""
"1989","66 and older","in school","","","","","","","","","","",""
"1989","66 and older","inadequately","","","","","","","","","","",""
"1989","66 and older","middle vocational","","","","","","","","","","",""
"1989","66 and older","vocational + Abi","","","","","","","","","","",""
"1990","16-34 y.","general elemantary","7.31","8","748","5","6","9","10","7.15","7.47","7","8"
"1990","16-34 y.","higher education","7.16","8","433","4","6","9","9","6.95","7.37","8","8"
"1990","16-34 y.","higher vocational","7.1","7.73","190","5","6","9","9","6.82","7.38","7","8"
"1990","16-34 y.","in school","","","","","","","","","","",""
"1990","16-34 y.","inadequately","6.82","7","90","4","5","9","10","6.27","7.37","6","8"
"1990","16-34 y.","middle vocational","7.08","7","2176","4","6","9","10","6.99","7.17","7","8"
"1990","16-34 y.","vocational + Abi","6.98","7","150","3","6","9","10","6.62","7.34","7","8"
"1990","35-65 y.","general elemantary","7.08","8","761","4","5","9","10","6.93","7.23","7","8"
"1990","35-65 y.","higher education","7.24","8","957","4","6","9","10","7.1","7.38","8","8"
"1990","35-65 y.","higher vocational","7.46","8","373","5","7","9","10","7.26","7.66","8","8"
"1990","35-65 y.","in school","","","","","","","","","","",""
"1990","35-65 y.","inadequately","6.99","7","259","4","5","9","10","6.74","7.24","7","8"
"1990","35-65 y.","middle vocational","7.33","8","2693","5","6","9","10","7.25","7.41","8","8"
"1990","35-65 y.","vocational + Abi","7.42","8","97","5","6","9","10","7.04","7.8","7","8"
"1990","66 and older","general elemantary","","","","","","","","","","",""
"1990","66 and older","higher education","","","","","","","","","","",""
"1990","66 and older","higher vocational","","","","","","","","","","",""
"1990","66 and older","in school","","","","","","","","","","",""
"1990","66 and older","inadequately","","","","","","","","","","",""
"1990","66 and older","middle vocational","","","","","","","","","","",""
"1990","66 and older","vocational + Abi","","","","","","","","","","",""
"1991","16-34 y.","general elemantary","7.42","8","727","5","6","9","10","7.26","7.58","8","8"
"1991","16-34 y.","higher education","7.12","7.82","383","4","6","9","9","6.89","7.35","7","8"
"1991","16-34 y.","higher vocational","7.06","7","176","4","6","8","10","6.75","7.37","7","8"
"1991","16-34 y.","in school","","","","","","","","","","",""
"1991","16-34 y.","inadequately","6.76","8","85","3","5","9","10","6.23","7.29","7","8"
"1991","16-34 y.","middle vocational","7.04","8","1988","4","6","9","10","6.94","7.14","7","8"
"1991","16-34 y.","vocational + Abi","6.84","8","161","3","5","8","9","6.49","7.19","7","8"
"1991","35-65 y.","general elemantary","6.97","7","714","4","6","8","10","6.81","7.13","7","8"
"1991","35-65 y.","higher education","6.88","8","908","4","6","8","9","6.73","7.03","7","8"
"1991","35-65 y.","higher vocational","7.09","8","366","4","6","8","10","6.87","7.31","7","8"
"1991","35-65 y.","in school","","","","","","","","","","",""
"1991","35-65 y.","inadequately","7.32","8","264","5","6","9","10","7.08","7.56","7","8"
"1991","35-65 y.","middle vocational","6.93","7","2488","4","5","8","10","6.84","7.02","7","7"
"1991","35-65 y.","vocational + Abi","7.14","7.51","101","4","6","9","10","6.7","7.58","7","8"
"1991","66 and older","general elemantary","","","","","","","","","","",""
"1991","66 and older","higher education","","","","","","","","","","",""
"1991","66 and older","higher vocational","","","","","","","","","","",""
"1991","66 and older","in school","","","","","","","","","","",""
"1991","66 and older","inadequately","","","","","","","","","","",""
"1991","66 and older","middle vocational","","","","","","","","","","",""
"1991","66 and older","vocational + Abi","","","","","","","","","","",""
"1992","16-34 y.","general elemantary","7.42","8","706","5","6","9","10","7.28","7.56","8","8"
"1992","16-34 y.","higher education","7.44","8","348","5","7","9","9","7.24","7.64","8","8"
"1992","16-34 y.","higher vocational","7.46","8","185","5","7","9","9","7.19","7.73","8","8"
"1992","16-34 y.","in school","","","","","","","","","","",""
"1992","16-34 y.","inadequately","7.11","7","70","5","5","9","10","6.58","7.64","6","8"
"1992","16-34 y.","middle vocational","7.29","8","1834","5","6","9","9","7.2","7.38","8","8"
"1992","16-34 y.","vocational + Abi","6.9","8","145","3","6","8","9","6.58","7.22","7","8"
"1992","35-65 y.","general elemantary","7.13","8","663","5","6","8","9","6.98","7.28","7","8"
"1992","35-65 y.","higher education","7.27","8","893","4","6","8","9","7.14","7.4","8","8"
"1992","35-65 y.","higher vocational","7.4","8","359","5","7","9","9","7.2","7.6","8","8"
"1992","35-65 y.","in school","","","","","","","","","","",""
"1992","35-65 y.","inadequately","7.03","7","237","4","5","9","10","6.76","7.3","7","8"
"1992","35-65 y.","middle vocational","7.26","8","2352","5","6","9","10","7.18","7.34","8","8"
"1992","35-65 y.","vocational + Abi","7.49","8","102","5","7","9","10","7.09","7.89","7","8"
"1992","66 and older","general elemantary","","","","","","","","","","",""
"1992","66 and older","higher education","","","","","","","","","","",""
"1992","66 and older","higher vocational","","","","","","","","","","",""
"1992","66 and older","in school","","","","","","","","","","",""
"1992","66 and older","inadequately","","","","","","","","","","",""
"1992","66 and older","middle vocational","","","","","","","","","","",""
"1992","66 and older","vocational + Abi","","","","","","","","","","",""
"1993","16-34 y.","general elemantary","7.21","8","668","5","6","9","10","7.05","7.37","7","8"
"1993","16-34 y.","higher education","7.11","7","334","5","6","8","9","6.91","7.31","7","8"
"1993","16-34 y.","higher vocational","7.38","8","170","5","7","8","9","7.1","7.66","8","8"
"1993","16-34 y.","in school","","","","","","","","","","",""
"1993","16-34 y.","inadequately","7.39","7.42","67","5","5","9","10","6.83","7.95","7","8"
"1993","16-34 y.","middle vocational","7.11","8","1801","4","6","8","9","7.01","7.21","7","8"
"1993","16-34 y.","vocational + Abi","7.06","8","145","5","6","8","9","6.73","7.39","7","8"
"1993","35-65 y.","general elemantary","6.79","7","615","4","5","8","10","6.62","6.96","7","7"
"1993","35-65 y.","higher education","7.11","8","886","4","6","8","9","6.98","7.24","7","8"
"1993","35-65 y.","higher vocational","7.13","7.84","342","5","6","8","9","6.91","7.35","7","8"
"1993","35-65 y.","in school","","","","","","","","","","",""
"1993","35-65 y.","inadequately","6.9","7","232","4","5","8","10","6.63","7.17","7","8"
"1993","35-65 y.","middle vocational","7","7","2257","4","6","8","10","6.91","7.09","7","7"
"1993","35-65 y.","vocational + Abi","7.15","8","108","4","6","8","9","6.75","7.55","7","8"
"1993","66 and older","general elemantary","","","","","","","","","","",""
"1993","66 and older","higher education","","","","","","","","","","",""
"1993","66 and older","higher vocational","","","","","","","","","","",""
"1993","66 and older","in school","","","","","","","","","","",""
"1993","66 and older","inadequately","","","","","","","","","","",""
"1993","66 and older","middle vocational","","","","","","","","","","",""
"1993","66 and older","vocational + Abi","","","","","","","","","","",""
"1994","16-34 y.","general elemantary","7.34","8","571","5","6","9","10","7.17","7.51","7","8"
"1994","16-34 y.","higher education","6.87","7","347","4","6","8","9","6.66","7.08","7","8"
"1994","16-34 y.","higher vocational","7.02","8","181","4","6","8","9","6.71","7.33","7","8"
"1994","16-34 y.","in school","","","","","","","","","","",""
"1994","16-34 y.","inadequately","7.69","8","63","5","6","10","10","7.19","8.19","7","8"
"1994","16-34 y.","middle vocational","7.1","8","1742","4","6","8","9","7","7.2","7","8"
"1994","16-34 y.","vocational + Abi","6.8","7","161","4","6","8","9","6.47","7.13","7","8"
"1994","35-65 y.","general elemantary","6.7","7","551","4","5","8","10","6.52","6.88","7","7"
"1994","35-65 y.","higher education","7","8","890","4","6","8","9","6.87","7.13","7","8"
"1994","35-65 y.","higher vocational","6.82","7","336","4","6","8","9","6.61","7.03","7","8"
"1994","35-65 y.","in school","","","","","","","","","","",""
"1994","35-65 y.","inadequately","6.76","7","202","4","5","8","9","6.43","7.09","7","8"
"1994","35-65 y.","middle vocational","6.86","7","2207","4","5","8","9","6.77","6.95","7","7"
"1994","35-65 y.","vocational + Abi","6.76","8","95","3","5","8","9","6.28","7.24","7","8"
"1994","66 and older","general elemantary","","","","","","","","","","",""
"1994","66 and older","higher education","","","","","","","","","","",""
"1994","66 and older","higher vocational","","","","","","","","","","",""
"1994","66 and older","in school","","","","","","","","","","",""
"1994","66 and older","inadequately","","","","","","","","","","",""
"1994","66 and older","middle vocational","","","","","","","","","","",""
"1994","66 and older","vocational + Abi","","","","","","","","","","",""
"1995","16-34 y.","general elemantary","7.2","8","623","4","6","9","10","7.02","7.38","7","8"
"1995","16-34 y.","higher education","6.83","7","368","3","5","8","9","6.61","7.05","7","8"
"1995","16-34 y.","higher vocational","7.1","7","196","5","6","8","9","6.79","7.41","7","8"
"1995","16-34 y.","in school","","","","","","","","","","",""
"1995","16-34 y.","inadequately","6.15","6","66","2","5","8","9","5.53","6.77","7","8"
"1995","16-34 y.","middle vocational","6.94","7","1942","4","6","8","9","6.84","7.04","7","8"
"1995","16-34 y.","vocational + Abi","7","7","187","5","6","8","9","6.72","7.28","7","8"
"1995","35-65 y.","general elemantary","6.61","7","588","3","5","8","10","6.43","6.79","7","7"
"1995","35-65 y.","higher education","6.92","7","988","4","6","8","9","6.79","7.05","7","8"
"1995","35-65 y.","higher vocational","6.78","7","361","4","6","8","9","6.55","7.01","7","7"
"1995","35-65 y.","in school","","","","","","","","","","",""
"1995","35-65 y.","inadequately","6.64","7","198","3","5","8","9","6.32","6.96","7","8"
"1995","35-65 y.","middle vocational","6.78","7","2362","4","5","8","9","6.69","6.87","7","7"
