"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1984","direct migration background","Westdeutschland, alte Bundeslaender","7.46","8","2262","4","6","10","10","7.36","7.56","8","8"
"1984","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1984","indirect migration background","Westdeutschland, alte Bundeslaender","8.44","10","63","5","7","10","10","7.85","9.03","8","10"
"1984","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1984","no migration background","Westdeutschland, alte Bundeslaender","7.72","8","4697","5","7","10","10","7.66","7.78","8","8"
"1985","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1985","direct migration background","Westdeutschland, alte Bundeslaender","7.35","8","1920","5","6","9","10","7.25","7.45","8","8"
"1985","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1985","indirect migration background","Westdeutschland, alte Bundeslaender","7.6","7.96","64","5","6","9","10","7.15","8.05","8","9"
"1985","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1985","no migration background","Westdeutschland, alte Bundeslaender","7.54","8","4352","5","6","9","10","7.48","7.6","8","8"
"1986","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1986","direct migration background","Westdeutschland, alte Bundeslaender","7.36","8","1853","5","6","9","10","7.26","7.46","8","8"
"1986","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1986","indirect migration background","Westdeutschland, alte Bundeslaender","7.59","8","80","4","7","9","10","7.16","8.02","8","9"
"1986","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1986","no migration background","Westdeutschland, alte Bundeslaender","7.41","8","4235","5","6","9","10","7.35","7.47","8","8"
"1987","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1987","direct migration background","Westdeutschland, alte Bundeslaender","7.34","8","1830","5","6","9","10","7.24","7.44","8","8"
"1987","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1987","indirect migration background","Westdeutschland, alte Bundeslaender","7.3","8","89","5","6","9","10","6.82","7.78","7","8"
"1987","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1987","no migration background","Westdeutschland, alte Bundeslaender","7.42","8","4236","5","6","9","10","7.36","7.48","8","8"
