"ple0021","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2011","1-pers.-HH","inadequately","25","","","","2"
"No","2011","(Married) couple without C. ","vocational + Abi","298","0.771605073019049","0.729172933305849","0.814037212732248","2"
"No","2011","1-pers.-HH","vocational + Abi","161","0.795708315710865","0.740245442393429","0.851171189028301","2"
"No","2011","1-pers.-HH","general elemantary","295","0.608125551023146","0.565250611648586","0.651000490397707","2"
"No","2011","Single parent ","higher education","149","0.886810694279407","0.840003790284916","0.933617598273898","2"
"No","2011","Couple + C. LE 16 ","in school","","","","","2"
"No","2011","Couple + C. LE 16 ","inadequately","30","1","1","1","2"
"No","2011","(Married) couple without C. ","middle vocational","3085","0.725933437531022","0.712587617606664","0.73927925745538","2"
"No","2011","Couple + C. LE 16 ","middle vocational","1401","0.926804977072047","0.913672374150314","0.93993757999378","2"
"No","2011","(Married) couple without C. ","higher vocational","462","0.757025595814371","0.723588765853697","0.790462425775045","2"
"No","2011","1-pers.-HH","in school","7","","","","2"
"No","2011","Single parent ","in school","49","0.956993371159778","0.900761147970848","1.01322559434871","2"
"No","2011","1-pers.-HH","middle vocational","1309","0.724788582381","0.704309159556446","0.745268005205553","2"
"No","2011","(Married) couple without C. ","in school","","","","","2"
"No","2011","(Married) couple without C. ","inadequately","48","0.576139886129317","0.460375674777065","0.691904097481569","2"
"No","2011","(Married) couple without C. ","general elemantary","440","0.630075693892076","0.594488710042335","0.665662677741817","2"
"No","2011","(Married) couple without C. ","higher education","1624","0.823053489528713","0.806468788451047","0.839638190606379","2"
"No","2011","Single parent ","middle vocational","476","0.889656736513354","0.863424098901276","0.915889374125432","2"
"No","2011","Single parent ","vocational + Abi","58","0.901218562210925","0.829235741821437","0.973201382600413","2"
"No","2011","Single parent ","higher vocational","34","0.666237433740277","0.520103382709523","0.812371484771031","2"
"No","2011","Couple + C. LE 16 ","general elemantary","165","0.950570673639897","0.918455252726105","0.98268609455369","2"
"No","2011","Couple + C. LE 16 ","higher education","768","0.935887708015368","0.919111698520062","0.952663717510674","2"
"No","2011","Couple + C. GT 16 ","in school","146","0.999660669252959","0.996683336788005","1.00263800171791","2"
"No","2011","Couple + C. GT 16 ","inadequately","30","0.912890734390403","0.816677969153719","1.00910349962709","2"
"No","2011","Couple + C. GT 16 ","general elemantary","285","0.871991187661009","0.835834623743517","0.908147751578502","2"
"No","2011","Couple + C. GT 16 ","middle vocational","1369","0.865010394746755","0.848256316847627","0.881764472645884","2"
"No","2011","Couple + C. GT 16 ","vocational + Abi","169","0.89971031148668","0.856307419334172","0.943113203639188","2"
"No","2011","Couple + C. GT 16 ","higher vocational","170","0.820907058959084","0.76917102980423","0.872643088113937","2"
"No","2011","Couple + C. GT 16 ","higher education","500","0.877245776954668","0.850585450518978","0.903906103390359","2"
"No","2011","Couple + C. LE and GT 16","in school","102","0.997266629739658","0.987183755401983","1.00734950407733","2"
"No","2011","Couple + C. LE and GT 16","inadequately","8","","","","2"
"No","2011","Couple + C. LE and GT 16","general elemantary","170","0.960127414396346","0.931464311007098","0.988790517785593","2"
"No","2011","Couple + C. LE and GT 16","middle vocational","497","0.903470879353641","0.879033596547999","0.927908162159284","2"
"No","2011","Couple + C. LE and GT 16","vocational + Abi","62","0.891465949647337","0.817534534415131","0.965397364879543","2"
"No","2011","Couple + C. LE and GT 16","higher vocational","68","0.93210522573381","0.87517169661706","0.989038754850561","2"
"No","2011","Couple + C. LE and GT 16","higher education","183","0.889549861245366","0.845999693329612","0.93310002916112","2"
"No","2011","1-pers.-HH","higher vocational","153","0.744403084570551","0.685407388461219","0.803398780679882","2"
"No","2011","1-pers.-HH","higher education","598","0.804032550159986","0.775586231019185","0.832478869300786","2"
"No","2011","Single parent ","inadequately","25","","","","2"
"No","2011","Single parent ","general elemantary","181","0.822805635341632","0.77152754171733","0.874083728965934","2"
"No","2011","Couple + C. LE 16 ","vocational + Abi","275","0.93754770481011","0.90984098133873","0.96525442828149","2"
"No","2011","Couple + C. LE 16 ","higher vocational","248","0.918244437110367","0.885502093599275","0.95098678062146","2"
"Yes","2011","1-pers.-HH","in school","","","","","1"
"Yes","2011","1-pers.-HH","inadequately","22","","","","1"
"Yes","2011","1-pers.-HH","general elemantary","203","0.391874448976854","0.348999509602293","0.434749388351414","1"
"Yes","2011","1-pers.-HH","middle vocational","518","0.275211417619001","0.254731994794447","0.295690840443554","1"
"Yes","2011","1-pers.-HH","vocational + Abi","42","0.204291684289135","0.148828810971699","0.259754557606571","1"
"Yes","2011","1-pers.-HH","higher vocational","57","0.255596915429449","0.196601219320118","0.31459261153878","1"
"Yes","2011","1-pers.-HH","higher education","150","0.195967449840014","0.167521130699214","0.224413768980815","1"
"Yes","2011","(Married) couple without C. ","in school","","","","","1"
"Yes","2011","(Married) couple without C. ","inadequately","22","","","","1"
"Yes","2011","(Married) couple without C. ","general elemantary","267","0.369924306107924","0.334337322258183","0.405511289957665","1"
"Yes","2011","(Married) couple without C. ","middle vocational","1206","0.274066562468978","0.26072074254462","0.287412382393336","1"
"Yes","2011","(Married) couple without C. ","vocational + Abi","78","0.228394926980951","0.185962787267752","0.270827066694151","1"
"Yes","2011","(Married) couple without C. ","higher vocational","170","0.242974404185629","0.209537574224956","0.276411234146303","1"
"Yes","2011","(Married) couple without C. ","higher education","410","0.176946510471287","0.160361809393621","0.193531211548953","1"
"Yes","2011","Single parent ","in school","1","","","","1"
"Yes","2011","Single parent ","inadequately","5","","","","1"
"Yes","2011","Single parent ","general elemantary","32","0.177194364658368","0.125916271034066","0.22847245828267","1"
"Yes","2011","Single parent ","middle vocational","72","0.110343263486646","0.0841106258745681","0.136575901098724","1"
"Yes","2011","Single parent ","vocational + Abi","8","","","","1"
"Yes","2011","Single parent ","higher vocational","6","","","","1"
"Yes","2011","Single parent ","higher education","27","","","","1"
"Yes","2011","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2011","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","2011","Couple + C. LE 16 ","general elemantary","10","","","","1"
"Yes","2011","Couple + C. LE 16 ","middle vocational","110","0.0731950229279532","0.0600624200062204","0.0863276258496859","1"
"Yes","2011","Couple + C. LE 16 ","vocational + Abi","18","","","","1"
"Yes","2011","Couple + C. LE 16 ","higher vocational","21","","","","1"
"Yes","2011","Couple + C. LE 16 ","higher education","51","0.0641122919846323","0.0473362824893263","0.0808883014799383","1"
"Yes","2011","Couple + C. GT 16 ","in school","1","","","","1"
"Yes","2011","Couple + C. GT 16 ","inadequately","3","","","","1"
"Yes","2011","Couple + C. GT 16 ","general elemantary","43","0.12800881233899","0.0918522484214981","0.164165376256483","1"
"Yes","2011","Couple + C. GT 16 ","middle vocational","229","0.134989605253245","0.118235527354116","0.151743683152373","1"
"Yes","2011","Couple + C. GT 16 ","vocational + Abi","15","","","","1"
"Yes","2011","Couple + C. GT 16 ","higher vocational","41","0.179092941040916","0.127356911886063","0.23082897019577","1"
"Yes","2011","Couple + C. GT 16 ","higher education","82","0.122754223045332","0.0960938966096413","0.149414549481022","1"
"Yes","2011","Couple + C. LE and GT 16","in school","1","","","","1"
"Yes","2011","Couple + C. LE and GT 16","inadequately","2","","","","1"
"Yes","2011","Couple + C. LE and GT 16","general elemantary","9","","","","1"
"Yes","2011","Couple + C. LE and GT 16","middle vocational","64","0.0965291206463586","0.0720918378407162","0.120966403452001","1"
"Yes","2011","Couple + C. LE and GT 16","vocational + Abi","6","","","","1"
"Yes","2011","Couple + C. LE and GT 16","higher vocational","7","","","","1"
"Yes","2011","Couple + C. LE and GT 16","higher education","16","","","","1"
"No","2012","1-pers.-HH","vocational + Abi","","","","","2"
"No","2012","Single parent ","in school","","","","","2"
"No","2012","Couple + C. LE 16 ","middle vocational","","","","","2"
"No","2012","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"No","2012","Couple + C. LE 16 ","higher vocational","","","","","2"
"No","2012","Couple + C. LE 16 ","higher education","","","","","2"
"No","2012","Couple + C. GT 16 ","in school","","","","","2"
"No","2012","Couple + C. GT 16 ","inadequately","","","","","2"
"No","2012","Couple + C. GT 16 ","general elemantary","","","","","2"
"No","2012","Couple + C. GT 16 ","middle vocational","","","","","2"
"No","2012","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"No","2012","Couple + C. GT 16 ","higher vocational","","","","","2"
"No","2012","Couple + C. GT 16 ","higher education","","","","","2"
"No","2012","Couple + C. LE and GT 16","in school","","","","","2"
"No","2012","Couple + C. LE and GT 16","inadequately","","","","","2"
"No","2012","Couple + C. LE and GT 16","general elemantary","","","","","2"
"No","2012","Couple + C. LE and GT 16","middle vocational","","","","","2"
"No","2012","1-pers.-HH","in school","","","","","2"
"No","2012","1-pers.-HH","inadequately","","","","","2"
"No","2012","1-pers.-HH","general elemantary","","","","","2"
"No","2012","1-pers.-HH","middle vocational","","","","","2"
"No","2012","(Married) couple without C. ","middle vocational","","","","","2"
"No","2012","(Married) couple without C. ","vocational + Abi","","","","","2"
"No","2012","(Married) couple without C. ","higher vocational","","","","","2"
"No","2012","(Married) couple without C. ","higher education","","","","","2"
"No","2012","Single parent ","higher education","","","","","2"
"No","2012","Couple + C. LE 16 ","in school","","","","","2"
"No","2012","Couple + C. LE 16 ","inadequately","","","","","2"
"No","2012","Couple + C. LE 16 ","general elemantary","","","","","2"
"No","2012","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"No","2012","Couple + C. LE and GT 16","higher vocational","","","","","2"
"No","2012","Couple + C. LE and GT 16","higher education","","","","","2"
"No","2012","1-pers.-HH","higher vocational","","","","","2"
"No","2012","1-pers.-HH","higher education","","","","","2"
"No","2012","(Married) couple without C. ","in school","","","","","2"
"No","2012","(Married) couple without C. ","inadequately","","","","","2"
"No","2012","(Married) couple without C. ","general elemantary","","","","","2"
"No","2012","Single parent ","inadequately","","","","","2"
"No","2012","Single parent ","general elemantary","","","","","2"
"No","2012","Single parent ","middle vocational","","","","","2"
"No","2012","Single parent ","vocational + Abi","","","","","2"
"No","2012","Single parent ","higher vocational","","","","","2"
"Yes","2012","1-pers.-HH","in school","","","","","1"
"Yes","2012","1-pers.-HH","inadequately","","","","","1"
"Yes","2012","1-pers.-HH","general elemantary","","","","","1"
"Yes","2012","1-pers.-HH","middle vocational","","","","","1"
"Yes","2012","1-pers.-HH","vocational + Abi","","","","","1"
"Yes","2012","1-pers.-HH","higher vocational","","","","","1"
"Yes","2012","1-pers.-HH","higher education","","","","","1"
"Yes","2012","(Married) couple without C. ","in school","","","","","1"
"Yes","2012","(Married) couple without C. ","inadequately","","","","","1"
"Yes","2012","(Married) couple without C. ","general elemantary","","","","","1"
"Yes","2012","(Married) couple without C. ","middle vocational","","","","","1"
"Yes","2012","(Married) couple without C. ","vocational + Abi","","","","","1"
"Yes","2012","(Married) couple without C. ","higher vocational","","","","","1"
"Yes","2012","(Married) couple without C. ","higher education","","","","","1"
"Yes","2012","Single parent ","in school","","","","","1"
"Yes","2012","Single parent ","inadequately","","","","","1"
"Yes","2012","Single parent ","general elemantary","","","","","1"
"Yes","2012","Single parent ","middle vocational","","","","","1"
"Yes","2012","Single parent ","vocational + Abi","","","","","1"
"Yes","2012","Single parent ","higher vocational","","","","","1"
"Yes","2012","Single parent ","higher education","","","","","1"
"Yes","2012","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2012","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","2012","Couple + C. LE 16 ","general elemantary","","","","","1"
"Yes","2012","Couple + C. LE 16 ","middle vocational","","","","","1"
"Yes","2012","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Yes","2012","Couple + C. LE 16 ","higher vocational","","","","","1"
"Yes","2012","Couple + C. LE 16 ","higher education","","","","","1"
"Yes","2012","Couple + C. GT 16 ","in school","","","","","1"
"Yes","2012","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2012","Couple + C. GT 16 ","general elemantary","","","","","1"
"Yes","2012","Couple + C. GT 16 ","middle vocational","","","","","1"
"Yes","2012","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Yes","2012","Couple + C. GT 16 ","higher vocational","","","","","1"
"Yes","2012","Couple + C. GT 16 ","higher education","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","higher education","","","","","1"
"No","2013","1-pers.-HH","in school","1","","","","2"
"No","2013","1-pers.-HH","inadequately","34","0.751288797439115","0.627708199475232","0.874869395402999","2"
"No","2013","1-pers.-HH","general elemantary","259","0.611714440704473","0.566072823758602","0.657356057650344","2"
"No","2013","1-pers.-HH","middle vocational","1241","0.719324706298982","0.698266674959125","0.740382737638839","2"
"No","2013","1-pers.-HH","vocational + Abi","165","0.754947680257801","0.696211957483146","0.813683403032456","2"
"No","2013","(Married) couple without C. ","middle vocational","2780","0.704031582477005","0.689772744316928","0.718290420637083","2"
"No","2013","(Married) couple without C. ","vocational + Abi","280","0.806147714297593","0.76461395462775","0.847681473967437","2"
"No","2013","(Married) couple without C. ","higher vocational","453","0.79583137618007","0.76368480542849","0.827977946931651","2"
"No","2013","(Married) couple without C. ","higher education","1626","0.810078172642495","0.793107059918098","0.827049285366893","2"
"No","2013","Single parent ","in school","51","1","1","1","2"
"No","2013","Single parent ","higher education","144","0.86296672974474","0.81142487138163","0.91450858810785","2"
"No","2013","Couple + C. LE 16 ","in school","1","","","","2"
"No","2013","Couple + C. LE 16 ","inadequately","28","","","","2"
"No","2013","Couple + C. LE 16 ","general elemantary","164","0.953369719576537","0.922481970103145","0.984257469049929","2"
"No","2013","Couple + C. LE 16 ","middle vocational","1186","0.912710164934207","0.897277362117046","0.928142967751368","2"
"No","2013","Couple + C. LE 16 ","vocational + Abi","237","0.914255237847049","0.879957487331878","0.94855298836222","2"
"No","2013","Couple + C. LE 16 ","higher vocational","211","0.898238873540543","0.859747731749563","0.936730015331523","2"
"No","2013","Couple + C. LE 16 ","higher education","721","0.918053330651299","0.898680087152196","0.937426574150401","2"
"No","2013","Couple + C. GT 16 ","in school","112","0.9728552904048","0.943024662995728","1.00268591781387","2"
"No","2013","Couple + C. GT 16 ","inadequately","15","","","","2"
"No","2013","Couple + C. GT 16 ","general elemantary","207","0.826237095972702","0.779174129792215","0.87330006215319","2"
"No","2013","Couple + C. GT 16 ","middle vocational","1149","0.852476537861714","0.833594441530912","0.871358634192515","2"
"No","2013","Couple + C. GT 16 ","vocational + Abi","127","0.846595574799757","0.788139640796102","0.905051508803411","2"
"No","2013","Couple + C. GT 16 ","higher vocational","140","0.833779995451595","0.777486161129131","0.890073829774059","2"
"No","2013","Couple + C. GT 16 ","higher education","428","0.856770576172107","0.825910720853857","0.887630431490357","2"
"No","2013","Couple + C. LE and GT 16","in school","80","0.996873379401336","0.984715350447122","1.00903140835555","2"
"No","2013","Couple + C. LE and GT 16","inadequately","13","","","","2"
"No","2013","Couple + C. LE and GT 16","general elemantary","113","0.922181807846681","0.875031330668821","0.96933228502454","2"
"No","2013","Couple + C. LE and GT 16","middle vocational","352","0.901375648941815","0.871897730987591","0.930853566896039","2"
"No","2013","Couple + C. LE and GT 16","vocational + Abi","61","0.954107519583953","0.903237625000113","1.00497741416779","2"
"No","2013","Couple + C. LE and GT 16","higher vocational","63","0.752651469374623","0.652289184281802","0.853013754467444","2"
"No","2013","Couple + C. LE and GT 16","higher education","142","0.885353580681651","0.835035235244125","0.935671926119178","2"
"No","2013","1-pers.-HH","higher vocational","143","0.733027877149732","0.672022852164626","0.794032902134837","2"
"No","2013","1-pers.-HH","higher education","614","0.784189198645982","0.755538678102744","0.81283971918922","2"
"No","2013","(Married) couple without C. ","in school","4","","","","2"
"No","2013","(Married) couple without C. ","inadequately","34","0.559108135905734","0.427893978899101","0.690322292912367","2"
"No","2013","(Married) couple without C. ","general elemantary","393","0.656982730771154","0.619884112230363","0.694081349311946","2"
"No","2013","Single parent ","inadequately","16","","","","2"
"No","2013","Single parent ","general elemantary","146","0.770674549122097","0.708915624334981","0.832433473909212","2"
"No","2013","Single parent ","middle vocational","470","0.859262313283153","0.830066678237255","0.888457948329052","2"
"No","2013","Single parent ","vocational + Abi","51","0.853303090263428","0.763780094325115","0.942826086201741","2"
"No","2013","Single parent ","higher vocational","32","0.913280941614091","0.820047107778752","1.00651477544943","2"
"Yes","2013","1-pers.-HH","in school","","","","","1"
"Yes","2013","1-pers.-HH","inadequately","13","","","","1"
"Yes","2013","1-pers.-HH","general elemantary","179","0.388285559295527","0.342643942349656","0.433927176241398","1"
"Yes","2013","1-pers.-HH","middle vocational","508","0.280675293701018","0.259617262361161","0.301733325040875","1"
"Yes","2013","1-pers.-HH","vocational + Abi","41","0.245052319742199","0.186316596967544","0.303788042516854","1"
"Yes","2013","1-pers.-HH","higher vocational","59","0.266972122850268","0.205967097865163","0.327977147835374","1"
"Yes","2013","1-pers.-HH","higher education","178","0.215810801354018","0.18716028081078","0.244461321897256","1"
"Yes","2013","(Married) couple without C. ","in school","","","","","1"
"Yes","2013","(Married) couple without C. ","inadequately","21","","","","1"
"Yes","2013","(Married) couple without C. ","general elemantary","236","0.343017269228846","0.305918650688054","0.380115887769637","1"
"Yes","2013","(Married) couple without C. ","middle vocational","1157","0.295968417522995","0.281709579362917","0.310227255683072","1"
"Yes","2013","(Married) couple without C. ","vocational + Abi","68","0.193852285702407","0.152318526032563","0.23538604537225","1"
"Yes","2013","(Married) couple without C. ","higher vocational","151","0.20416862381993","0.172022053068349","0.23631519457151","1"
"Yes","2013","(Married) couple without C. ","higher education","426","0.189921827357504","0.172950714633107","0.206892940081902","1"
"Yes","2013","Single parent ","in school","","","","","1"
"Yes","2013","Single parent ","inadequately","4","","","","1"
"Yes","2013","Single parent ","general elemantary","32","0.229325450877903","0.167566526090788","0.291084375665018","1"
"Yes","2013","Single parent ","middle vocational","75","0.140737686716847","0.111542051670948","0.169933321762745","1"
"Yes","2013","Single parent ","vocational + Abi","9","","","","1"
"Yes","2013","Single parent ","higher vocational","3","","","","1"
"Yes","2013","Single parent ","higher education","27","","","","1"
"Yes","2013","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2013","Couple + C. LE 16 ","inadequately","1","","","","1"
"Yes","2013","Couple + C. LE 16 ","general elemantary","15","","","","1"
"Yes","2013","Couple + C. LE 16 ","middle vocational","99","0.0872898350657928","0.0718570322486315","0.102722637882954","1"
"Yes","2013","Couple + C. LE 16 ","vocational + Abi","19","","","","1"
"Yes","2013","Couple + C. LE 16 ","higher vocational","26","","","","1"
"Yes","2013","Couple + C. LE 16 ","higher education","49","0.0819466693487014","0.0625734258495989","0.101319912847804","1"
"Yes","2013","Couple + C. GT 16 ","in school","2","","","","1"
"Yes","2013","Couple + C. GT 16 ","inadequately","2","","","","1"
"Yes","2013","Couple + C. GT 16 ","general elemantary","42","0.173762904027298","0.12669993784681","0.220825870207785","1"
"Yes","2013","Couple + C. GT 16 ","middle vocational","206","0.147523462138286","0.128641365807485","0.166405558469088","1"
"Yes","2013","Couple + C. GT 16 ","vocational + Abi","19","","","","1"
"Yes","2013","Couple + C. GT 16 ","higher vocational","28","","","","1"
"Yes","2013","Couple + C. GT 16 ","higher education","67","0.143229423827893","0.112369568509643","0.174089279146143","1"
"Yes","2013","Couple + C. LE and GT 16","in school","1","","","","1"
"Yes","2013","Couple + C. LE and GT 16","inadequately","2","","","","1"
"Yes","2013","Couple + C. LE and GT 16","general elemantary","11","","","","1"
"Yes","2013","Couple + C. LE and GT 16","middle vocational","41","0.098624351058185","0.0691464331039611","0.128102269012409","1"
"Yes","2013","Couple + C. LE and GT 16","vocational + Abi","4","","","","1"
"Yes","2013","Couple + C. LE and GT 16","higher vocational","8","","","","1"
"Yes","2013","Couple + C. LE and GT 16","higher education","12","","","","1"
"No","2014","1-pers.-HH","in school","","","","","2"
"No","2014","1-pers.-HH","inadequately","","","","","2"
"No","2014","(Married) couple without C. ","middle vocational","","","","","2"
"No","2014","(Married) couple without C. ","vocational + Abi","","","","","2"
"No","2014","1-pers.-HH","general elemantary","","","","","2"
"No","2014","1-pers.-HH","middle vocational","","","","","2"
"No","2014","1-pers.-HH","vocational + Abi","","","","","2"
"No","2014","(Married) couple without C. ","higher vocational","","","","","2"
"No","2014","(Married) couple without C. ","higher education","","","","","2"
"No","2014","Single parent ","in school","","","","","2"
"No","2014","1-pers.-HH","higher vocational","","","","","2"
"No","2014","1-pers.-HH","higher education","","","","","2"
"No","2014","(Married) couple without C. ","in school","","","","","2"
"No","2014","(Married) couple without C. ","inadequately","","","","","2"
"No","2014","(Married) couple without C. ","general elemantary","","","","","2"
"No","2014","Single parent ","inadequately","","","","","2"
"No","2014","Single parent ","general elemantary","","","","","2"
