"ple0021","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2011","1-pers.-HH","no migration background","918","0.275582255182748","0.260187811491993","0.290976698873503"
"Yes","2011","1-pers.-HH","direct migration background","69","0.255111092167182","0.200856978212681","0.309365206121684"
"Yes","2011","1-pers.-HH","indirect migration background","11","","",""
"Yes","2011","(Married) couple without C. ","no migration background","1960","0.261937832538924","0.251895449368436","0.271980215709411"
"Yes","2011","(Married) couple without C. ","direct migration background","187","0.271705451357943","0.237455237017726","0.30595566569816"
"Yes","2011","(Married) couple without C. ","indirect migration background","10","","",""
"Yes","2011","Single parent ","no migration background","135","0.131937328695151","0.110507202900864","0.153367454489438"
"Yes","2011","Single parent ","direct migration background","13","","",""
"Yes","2011","Single parent ","indirect migration background","3","","",""
"Yes","2011","Couple + C. LE 16 ","no migration background","183","0.0725737550419657","0.0624923973123052","0.0826551127716262"
"Yes","2011","Couple + C. LE 16 ","direct migration background","19","","",""
"Yes","2011","Couple + C. LE 16 ","indirect migration background","9","","",""
"Yes","2011","Couple + C. GT 16 ","no migration background","360","0.129224322427721","0.116601732573673","0.141846912281769"
"Yes","2011","Couple + C. GT 16 ","direct migration background","49","0.127409587115737","0.0907046290170799","0.164114545214395"
"Yes","2011","Couple + C. GT 16 ","indirect migration background","7","","",""
"Yes","2011","Couple + C. LE and GT 16","no migration background","78","0.0665733341106474","0.0505001336536495","0.0826465345676454"
"Yes","2011","Couple + C. LE and GT 16","direct migration background","23","","",""
"Yes","2011","Couple + C. LE and GT 16","indirect migration background","4","","",""
"No","2011","1-pers.-HH","no migration background","2318","0.724417744817252","0.709023301126497","0.739812188508007"
"No","2011","1-pers.-HH","direct migration background","179","0.744888907832818","0.690634793878316","0.799143021787319"
"No","2011","1-pers.-HH","indirect migration background","79","0.854994757401445","0.782250215335027","0.927739299467863"
"No","2011","(Married) couple without C. ","no migration background","5404","0.738062167461076","0.728019784290589","0.748104550631564"
"No","2011","(Married) couple without C. ","direct migration background","461","0.728294548642057","0.69404433430184","0.762544762982274"
"No","2011","(Married) couple without C. ","indirect migration background","123","0.951483043069925","0.914968188638685","0.987997897501166"
"No","2011","Single parent ","no migration background","823","0.868062671304849","0.846632545510562","0.889492797099136"
"No","2011","Single parent ","direct migration background","119","0.884135450636985","0.829535051669874","0.938735849604096"
"No","2011","Single parent ","indirect migration background","81","0.976633561782966","0.944328503498389","1.00893862006754"
"No","2011","Couple + C. LE 16 ","no migration background","2361","0.927426244958034","0.917344887228374","0.937507602687695"
"No","2011","Couple + C. LE 16 ","direct migration background","359","0.953046062546556","0.931720762746868","0.974371362346245"
"No","2011","Couple + C. LE 16 ","indirect migration background","186","0.906117153519066","0.865180146660097","0.947054160378035"
"No","2011","Couple + C. GT 16 ","no migration background","2353","0.870775677572279","0.858153087718231","0.883398267426327"
"No","2011","Couple + C. GT 16 ","direct migration background","268","0.872590412884263","0.835885454785605","0.90929537098292"
"No","2011","Couple + C. GT 16 ","indirect migration background","164","0.987749371036339","0.971261954501948","1.00423678757073"
"No","2011","Couple + C. LE and GT 16","no migration background","846","0.933426665889353","0.917353465432355","0.949499866346351"
"No","2011","Couple + C. LE and GT 16","direct migration background","187","0.856946090718425","0.809591175891564","0.904301005545286"
"No","2011","Couple + C. LE and GT 16","indirect migration background","96","0.996239881829386","0.984244038094411","1.00823572556436"
"Yes","2012","1-pers.-HH","no migration background","","","",""
"Yes","2012","1-pers.-HH","direct migration background","","","",""
"Yes","2012","1-pers.-HH","indirect migration background","","","",""
"Yes","2012","(Married) couple without C. ","no migration background","","","",""
"Yes","2012","(Married) couple without C. ","direct migration background","","","",""
"Yes","2012","(Married) couple without C. ","indirect migration background","","","",""
"Yes","2012","Single parent ","no migration background","","","",""
"Yes","2012","Single parent ","direct migration background","","","",""
"Yes","2012","Single parent ","indirect migration background","","","",""
"Yes","2012","Couple + C. LE 16 ","no migration background","","","",""
"Yes","2012","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","2012","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","2012","Couple + C. GT 16 ","no migration background","","","",""
"Yes","2012","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","2012","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","2012","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","2012","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","2012","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","2012","1-pers.-HH","no migration background","","","",""
"No","2012","1-pers.-HH","direct migration background","","","",""
"No","2012","1-pers.-HH","indirect migration background","","","",""
"No","2012","(Married) couple without C. ","no migration background","","","",""
"No","2012","(Married) couple without C. ","direct migration background","","","",""
"No","2012","(Married) couple without C. ","indirect migration background","","","",""
"No","2012","Single parent ","no migration background","","","",""
"No","2012","Single parent ","direct migration background","","","",""
"No","2012","Single parent ","indirect migration background","","","",""
"No","2012","Couple + C. LE 16 ","no migration background","","","",""
"No","2012","Couple + C. LE 16 ","direct migration background","","","",""
"No","2012","Couple + C. LE 16 ","indirect migration background","","","",""
"No","2012","Couple + C. GT 16 ","no migration background","","","",""
"No","2012","Couple + C. GT 16 ","direct migration background","","","",""
"No","2012","Couple + C. GT 16 ","indirect migration background","","","",""
"No","2012","Couple + C. LE and GT 16","no migration background","","","",""
"No","2012","Couple + C. LE and GT 16","direct migration background","","","",""
"No","2012","Couple + C. LE and GT 16","indirect migration background","","","",""
"Yes","2013","1-pers.-HH","no migration background","896","0.278097016258632","0.262477289722505","0.293716742794759"
"Yes","2013","1-pers.-HH","direct migration background","71","0.291185763285269","0.231823819040895","0.350547707529643"
"Yes","2013","1-pers.-HH","indirect migration background","12","","",""
"Yes","2013","(Married) couple without C. ","no migration background","1902","0.268948281074175","0.258540028092997","0.279356534055352"
"Yes","2013","(Married) couple without C. ","direct migration background","153","0.258514079889267","0.222413230320173","0.29461492945836"
"Yes","2013","(Married) couple without C. ","indirect migration background","10","","",""
"Yes","2013","Single parent ","no migration background","135","0.15487350459218","0.131558975587384","0.178188033596975"
"Yes","2013","Single parent ","direct migration background","13","","",""
"Yes","2013","Single parent ","indirect migration background","3","","",""
"Yes","2013","Couple + C. LE 16 ","no migration background","184","0.0900966337251358","0.0782633498938892","0.101929917556382"
"Yes","2013","Couple + C. LE 16 ","direct migration background","17","","",""
"Yes","2013","Couple + C. LE 16 ","indirect migration background","8","","",""
"Yes","2013","Couple + C. GT 16 ","no migration background","301","0.130502724804811","0.116596314543749","0.144409135065872"
"Yes","2013","Couple + C. GT 16 ","direct migration background","60","0.284678463301264","0.227940608563477","0.341416318039051"
"Yes","2013","Couple + C. GT 16 ","indirect migration background","7","","",""
