"ple0021","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2011","Full Time","(Married) couple without C. ","2227","0.871477636263327","0.858588741297792","0.884366531228863","2"
"No","2011","Full Time","1-pers.-HH","1010","0.880823555742726","0.862040569177638","0.899606542307813","2"
"No","2011","Full Time","Couple + C. LE 16 ","1450","0.937366570520341","0.925276663674551","0.949456477366131","2"
"No","2011","Full Time","Couple + C. GT 16 ","1317","0.907759873787427","0.892906853849296","0.922612893725557","2"
"No","2011","Part Time","Single parent ","336","0.879255729026217","0.846793115701558","0.911718342350875","2"
"No","2011","Part Time","Couple + C. LE 16 ","1060","0.938860510949192","0.924903696123947","0.952817325774436","2"
"No","2011","Not Working","1-pers.-HH","1107","0.59416004409517","0.57183781717223","0.616482271018109","2"
"No","2011","Not Working","(Married) couple without C. ","2652","0.625634324359048","0.610910103000157","0.640358545717939","2"
"No","2011","Full Time","Single parent ","383","0.94099430855627","0.918378062845984","0.963610554266556","2"
"No","2011","Not Working","Couple + C. GT 16 ","695","0.833911238857045","0.808862826670823","0.858959651043267","2"
"No","2011","Not Working","Couple + C. LE and GT 16","275","0.922776180574682","0.892518451946763","0.953033909202601","2"
"No","2011","Full Time","Couple + C. LE and GT 16","470","0.932157229284039","0.910459233804027","0.95385522476405","2"
"No","2011","Part Time","1-pers.-HH","459","0.809032423846335","0.776820782253008","0.841244065439661","2"
"No","2011","Part Time","(Married) couple without C. ","1109","0.796604626990646","0.775557061198922","0.81765219278237","2"
"No","2011","Part Time","Couple + C. GT 16 ","773","0.869716602749689","0.84766348526756","0.891769720231818","2"
"No","2011","Part Time","Couple + C. LE and GT 16","384","0.901561377998136","0.873036651324","0.930086104672271","2"
"No","2011","Not Working","Single parent ","304","0.811123770022425","0.771241538891276","0.851006001153573","2"
"No","2011","Not Working","Couple + C. LE 16 ","396","0.87368806531911","0.842718340137851","0.904657790500368","2"
"Yes","2011","Full Time","1-pers.-HH","133","0.119176444257275","0.100393457692187","0.137959430822362","1"
"Yes","2011","Full Time","(Married) couple without C. ","363","0.128522363736673","0.115633468771137","0.141411258702208","1"
"Yes","2011","Full Time","Single parent ","34","0.0590056914437304","0.0363894457334443","0.0816219371540165","1"
"Yes","2011","Full Time","Couple + C. LE 16 ","93","0.0626334294796591","0.0505435226338688","0.0747233363254495","1"
"Yes","2011","Full Time","Couple + C. GT 16 ","141","0.0922401262125735","0.0773871062744425","0.107093146150704","1"
"Yes","2011","Full Time","Couple + C. LE and GT 16","46","0.0678427707159613","0.0461447752359499","0.0895407661959727","1"
"Yes","2011","Part Time","1-pers.-HH","113","0.190967576153665","0.158755934560339","0.223179217746992","1"
"Yes","2011","Part Time","(Married) couple without C. ","296","0.203395373009354","0.182347807217629","0.224442938801078","1"
"Yes","2011","Part Time","Single parent ","51","0.120744270973783","0.0882816576491252","0.153206884298442","1"
"Yes","2011","Part Time","Couple + C. LE 16 ","72","0.0611394890508085","0.0471826742255639","0.075096303876053","1"
"Yes","2011","Part Time","Couple + C. GT 16 ","122","0.130283397250311","0.108230279768182","0.15233651473244","1"
"Yes","2011","Part Time","Couple + C. LE and GT 16","35","0.0984386220018642","0.069913895327729","0.126963348675999","1"
"Yes","2011","Not Working","1-pers.-HH","752","0.40583995590483","0.383517728981891","0.42816218282777","1"
"Yes","2011","Not Working","(Married) couple without C. ","1498","0.374365675640952","0.359641454282061","0.389089896999843","1"
"Yes","2011","Not Working","Single parent ","66","0.188876229977575","0.148993998846427","0.228758461108724","1"
"Yes","2011","Not Working","Couple + C. LE 16 ","46","0.12631193468089","0.0953422094996317","0.157281659862149","1"
"Yes","2011","Not Working","Couple + C. GT 16 ","153","0.166088761142955","0.141040348956733","0.191137173329177","1"
"Yes","2011","Not Working","Couple + C. LE and GT 16","24","","","","1"
"No","2012","Full Time","(Married) couple without C. ","","","","","2"
