"ple0021","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Yes","2011","16-34 y.","lower secondary degree","24","","",""
"Yes","2011","16-34 y.","secondary school degree","45","1","1","1"
"Yes","2011","16-34 y.","college entrance qualification","44","1","1","1"
"Yes","2011","16-34 y.","Other degree","2","","",""
"Yes","2011","16-34 y.","no degree/no degree yet","5","","",""
"Yes","2011","35-65 y.","lower secondary degree","743","1","1","1"
"Yes","2011","35-65 y.","secondary school degree","672","1","1","1"
"Yes","2011","35-65 y.","college entrance qualification","410","1","1","1"
"Yes","2011","35-65 y.","Other degree","135","1","1","1"
"Yes","2011","35-65 y.","no degree/no degree yet","29","","",""
"Yes","2011","66 and older","lower secondary degree","1209","1","1","1"
"Yes","2011","66 and older","secondary school degree","369","1","1","1"
"Yes","2011","66 and older","college entrance qualification","291","1","1","1"
"Yes","2011","66 and older","Other degree","91","1","1","1"
"Yes","2011","66 and older","no degree/no degree yet","36","1","1","1"
"Yes","2012","16-34 y.","lower secondary degree","","","",""
"Yes","2012","16-34 y.","secondary school degree","","","",""
"Yes","2012","16-34 y.","college entrance qualification","","","",""
"Yes","2012","16-34 y.","Other degree","","","",""
"Yes","2012","16-34 y.","no degree/no degree yet","","","",""
"Yes","2012","35-65 y.","lower secondary degree","","","",""
"Yes","2012","35-65 y.","secondary school degree","","","",""
"Yes","2012","35-65 y.","college entrance qualification","","","",""
"Yes","2012","35-65 y.","Other degree","","","",""
"Yes","2012","35-65 y.","no degree/no degree yet","","","",""
"Yes","2012","66 and older","lower secondary degree","","","",""
"Yes","2012","66 and older","secondary school degree","","","",""
"Yes","2012","66 and older","college entrance qualification","","","",""
"Yes","2012","66 and older","Other degree","","","",""
"Yes","2012","66 and older","no degree/no degree yet","","","",""
"Yes","2013","16-34 y.","lower secondary degree","16","","",""
"Yes","2013","16-34 y.","secondary school degree","32","1","1","1"
"Yes","2013","16-34 y.","college entrance qualification","36","1","1","1"
"Yes","2013","16-34 y.","Other degree","3","","",""
"Yes","2013","16-34 y.","no degree/no degree yet","7","","",""
"Yes","2013","35-65 y.","lower secondary degree","666","1","1","1"
"Yes","2013","35-65 y.","secondary school degree","651","1","1","1"
"Yes","2013","35-65 y.","college entrance qualification","416","1","1","1"
"Yes","2013","35-65 y.","Other degree","146","1","1","1"
"Yes","2013","35-65 y.","no degree/no degree yet","25","","",""
"Yes","2013","66 and older","lower secondary degree","1121","1","1","1"
"Yes","2013","66 and older","secondary school degree","378","1","1","1"
"Yes","2013","66 and older","college entrance qualification","297","1","1","1"
"Yes","2013","66 and older","Other degree","95","1","1","1"
"Yes","2013","66 and older","no degree/no degree yet","30","1","1","1"
"Yes","2014","16-34 y.","lower secondary degree","","","",""
"Yes","2014","16-34 y.","secondary school degree","","","",""
"Yes","2014","16-34 y.","college entrance qualification","","","",""
"Yes","2014","16-34 y.","Other degree","","","",""
"Yes","2014","16-34 y.","no degree/no degree yet","","","",""
"Yes","2014","35-65 y.","lower secondary degree","","","",""
"Yes","2014","35-65 y.","secondary school degree","","","",""
"Yes","2014","35-65 y.","college entrance qualification","","","",""
"Yes","2014","35-65 y.","Other degree","","","",""
"Yes","2014","35-65 y.","no degree/no degree yet","","","",""
"Yes","2014","66 and older","lower secondary degree","","","",""
"Yes","2014","66 and older","secondary school degree","","","",""
"Yes","2014","66 and older","college entrance qualification","","","",""
"Yes","2014","66 and older","Other degree","","","",""
"Yes","2014","66 and older","no degree/no degree yet","","","",""
"Yes","2015","16-34 y.","lower secondary degree","38","1","1","1"
"Yes","2015","16-34 y.","secondary school degree","46","1","1","1"
"Yes","2015","16-34 y.","college entrance qualification","33","1","1","1"
"Yes","2015","16-34 y.","Other degree","9","","",""
"Yes","2015","16-34 y.","no degree/no degree yet","10","","",""
"Yes","2015","35-65 y.","lower secondary degree","657","1","1","1"
"Yes","2015","35-65 y.","secondary school degree","805","1","1","1"
"Yes","2015","35-65 y.","college entrance qualification","508","1","1","1"
"Yes","2015","35-65 y.","Other degree","299","1","1","1"
"Yes","2015","35-65 y.","no degree/no degree yet","51","1","1","1"
"Yes","2015","66 and older","lower secondary degree","1033","1","1","1"
"Yes","2015","66 and older","secondary school degree","420","1","1","1"
"Yes","2015","66 and older","college entrance qualification","337","1","1","1"
"Yes","2015","66 and older","Other degree","125","1","1","1"
"Yes","2015","66 and older","no degree/no degree yet","27","","",""
"Yes","2016","16-34 y.","lower secondary degree","","","",""
"Yes","2016","16-34 y.","secondary school degree","","","",""
"Yes","2016","16-34 y.","college entrance qualification","","","",""
"Yes","2016","16-34 y.","Other degree","","","",""
"Yes","2016","16-34 y.","no degree/no degree yet","","","",""
"Yes","2016","35-65 y.","lower secondary degree","","","",""
"Yes","2016","35-65 y.","secondary school degree","","","",""
"Yes","2016","35-65 y.","college entrance qualification","","","",""
"Yes","2016","35-65 y.","Other degree","","","",""
"Yes","2016","35-65 y.","no degree/no degree yet","","","",""
"Yes","2016","66 and older","lower secondary degree","","","",""
"Yes","2016","66 and older","secondary school degree","","","",""
"Yes","2016","66 and older","college entrance qualification","","","",""
"Yes","2016","66 and older","Other degree","","","",""
"Yes","2016","66 and older","no degree/no degree yet","","","",""
"Yes","2017","16-34 y.","lower secondary degree","40","1","1","1"
"Yes","2017","16-34 y.","secondary school degree","42","1","1","1"
"Yes","2017","16-34 y.","college entrance qualification","38","1","1","1"
"Yes","2017","16-34 y.","Other degree","18","","",""
"Yes","2017","16-34 y.","no degree/no degree yet","13","","",""
"Yes","2017","35-65 y.","lower secondary degree","718","1","1","1"
"Yes","2017","35-65 y.","secondary school degree","959","1","1","1"
"Yes","2017","35-65 y.","college entrance qualification","585","1","1","1"
"Yes","2017","35-65 y.","Other degree","320","1","1","1"
"Yes","2017","35-65 y.","no degree/no degree yet","57","1","1","1"
"Yes","2017","66 and older","lower secondary degree","1019","1","1","1"
"Yes","2017","66 and older","secondary school degree","471","1","1","1"
"Yes","2017","66 and older","college entrance qualification","352","1","1","1"
"Yes","2017","66 and older","Other degree","118","1","1","1"
"Yes","2017","66 and older","no degree/no degree yet","33","1","1","1"
"Yes","2018","16-34 y.","lower secondary degree","","","",""
"Yes","2018","16-34 y.","secondary school degree","","","",""
"Yes","2018","16-34 y.","college entrance qualification","","","",""
"Yes","2018","16-34 y.","Other degree","","","",""
"Yes","2018","16-34 y.","no degree/no degree yet","","","",""
"Yes","2018","35-65 y.","lower secondary degree","","","",""
"Yes","2018","35-65 y.","secondary school degree","","","",""
"Yes","2018","35-65 y.","college entrance qualification","","","",""
"Yes","2018","35-65 y.","Other degree","","","",""
"Yes","2018","35-65 y.","no degree/no degree yet","","","",""
"Yes","2018","66 and older","lower secondary degree","","","",""
"Yes","2018","66 and older","secondary school degree","","","",""
"Yes","2018","66 and older","college entrance qualification","","","",""
"Yes","2018","66 and older","Other degree","","","",""
"Yes","2018","66 and older","no degree/no degree yet","","","",""
"Yes","2019","16-34 y.","lower secondary degree","33","1","1","1"
"Yes","2019","16-34 y.","secondary school degree","39","1","1","1"
"Yes","2019","16-34 y.","college entrance qualification","52","1","1","1"
"Yes","2019","16-34 y.","Other degree","9","","",""
"Yes","2019","16-34 y.","no degree/no degree yet","10","","",""
"Yes","2019","35-65 y.","lower secondary degree","666","1","1","1"
"Yes","2019","35-65 y.","secondary school degree","966","1","1","1"
"Yes","2019","35-65 y.","college entrance qualification","740","1","1","1"
"Yes","2019","35-65 y.","Other degree","312","1","1","1"
"Yes","2019","35-65 y.","no degree/no degree yet","53","1","1","1"
