"ple0021","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2011","no migration background","East Germany","3814","0.791139699500792","0.779630523681373","0.802648875320211","2"
"No","2011","no migration background","West Germany","10526","0.780350401772343","0.773300767663897","0.787400035880788","2"
"No","2011","direct migration background","West Germany","1567","0.811435451696256","0.793961556132602","0.828909347259911","2"
"No","2011","direct migration background","East Germany","66","0.730713919850283","0.641513493338836","0.819914346361731","2"
"No","2011","indirect migration background","West Germany","712","0.944441930425122","0.928091709628088","0.960792151222156","2"
"No","2011","indirect migration background","East Germany","42","0.881269658189847","0.786759802057737","0.975779514321957","2"
"Yes","2011","no migration background","West Germany","2723","0.219649598227657","0.212599964119212","0.226699232336102","1"
"Yes","2011","no migration background","East Germany","978","0.208860300499208","0.197351124679789","0.220369476318627","1"
"Yes","2011","direct migration background","West Germany","358","0.188564548303744","0.171090652740089","0.206038443867398","1"
"Yes","2011","direct migration background","East Germany","29","","","","1"
"Yes","2011","indirect migration background","West Germany","42","0.0555580695748781","0.039207848777844","0.0719082903719122","1"
"Yes","2011","indirect migration background","East Germany","3","","","","1"
"No","2012","no migration background","West Germany","","","","","2"
"No","2012","no migration background","East Germany","","","","","2"
"No","2012","direct migration background","West Germany","","","","","2"
"No","2012","direct migration background","East Germany","","","","","2"
"No","2012","indirect migration background","West Germany","","","","","2"
"No","2012","indirect migration background","East Germany","","","","","2"
"Yes","2012","no migration background","West Germany","","","","","1"
"Yes","2012","no migration background","East Germany","","","","","1"
"Yes","2012","direct migration background","West Germany","","","","","1"
"Yes","2012","direct migration background","East Germany","","","","","1"
"Yes","2012","indirect migration background","West Germany","","","","","1"
"Yes","2012","indirect migration background","East Germany","","","","","1"
"No","2013","no migration background","West Germany","9576","0.770169732733169","0.762705045426787","0.777634420039551","2"
"No","2013","no migration background","East Germany","3442","0.791290795988435","0.779222581690113","0.803359010286756","2"
"No","2013","direct migration background","West Germany","1276","0.756225437258456","0.735285196935833","0.777165677581078","2"
"No","2013","direct migration background","East Germany","61","0.784069443425621","0.694462864218002","0.87367602263324","2"
"No","2013","indirect migration background","West Germany","632","0.940431681922252","0.922523226688465","0.95834013715604","2"
"No","2013","indirect migration background","East Germany","41","0.90699379595021","0.822134396866999","0.991853195033421","2"
"Yes","2013","no migration background","West Germany","2627","0.229830267266831","0.222365579960449","0.237294954573212","1"
"Yes","2013","no migration background","East Germany","914","0.208709204011565","0.196640989713244","0.220777418309887","1"
"Yes","2013","direct migration background","West Germany","339","0.243774562741544","0.222834322418922","0.264714803064167","1"
"Yes","2013","direct migration background","East Germany","20","","","","1"
"Yes","2013","indirect migration background","West Germany","39","0.0595683180777477","0.0416598628439603","0.0774767733115352","1"
"Yes","2013","indirect migration background","East Germany","4","","","","1"
"No","2014","no migration background","West Germany","","","","","2"
"No","2014","no migration background","East Germany","","","","","2"
"No","2014","direct migration background","West Germany","","","","","2"
"No","2014","direct migration background","East Germany","","","","","2"
"No","2014","indirect migration background","West Germany","","","","","2"
"No","2014","indirect migration background","East Germany","","","","","2"
"Yes","2014","no migration background","West Germany","","","","","1"
"Yes","2014","no migration background","East Germany","","","","","1"
"Yes","2014","direct migration background","West Germany","","","","","1"
"Yes","2014","direct migration background","East Germany","","","","","1"
"Yes","2014","indirect migration background","West Germany","","","","","1"
"Yes","2014","indirect migration background","East Germany","","","","","1"
"No","2015","no migration background","West Germany","11555","0.779375852010608","0.772584893289096","0.78616681073212","2"
"No","2015","no migration background","East Germany","3885","0.781345910058405","0.769764512837853","0.792927307278957","2"
"No","2015","direct migration background","West Germany","3484","0.828920562147276","0.817288236026715","0.840552888267837","2"
"No","2015","direct migration background","East Germany","247","0.799329981739804","0.753627332062526","0.845032631417083","2"
"No","2015","indirect migration background","West Germany","1453","0.942428789037455","0.930757217666291","0.954100360408619","2"
