"ple0021","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2011","16-34 y.","(Married) couple without C. ","800","0.943776988074138","0.928152830908155","0.959401145240121","2"
"No","2011","16-34 y.","1-pers.-HH","613","0.955734291961429","0.939774028955897","0.971694554966961","2"
"No","2011","16-34 y.","Couple + C. LE 16 ","789","0.977928266473938","0.967804419966097","0.98805211298178","2"
"No","2011","16-34 y.","Couple + C. GT 16 ","1055","0.991434916721583","0.985918607558776","0.99695122588439","2"
"No","2011","35-65 y.","Single parent ","548","0.85815301558056","0.831206812562967","0.885099218598153","2"
"No","2011","35-65 y.","Couple + C. LE 16 ","2112","0.9181399635326","0.906938360080094","0.929341566985105","2"
"No","2011","66 and older","1-pers.-HH","803","0.554642156820812","0.529016491016751","0.580267822624873","2"
"No","2011","66 and older","(Married) couple without C. ","2139","0.628028256653044","0.611680720280604","0.644375793025484","2"
"No","2011","16-34 y.","Single parent ","428","0.956686308064414","0.937857522846841","0.975515093281988","2"
"No","2011","66 and older","Couple + C. GT 16 ","141","0.654422206251943","0.589164029635263","0.719680382868622","2"
"No","2011","66 and older","Couple + C. LE and GT 16","1","","","","2"
"No","2011","16-34 y.","Couple + C. LE and GT 16","383","0.995709057687679","0.989196746043756","1.0022213693316","2"
"No","2011","35-65 y.","1-pers.-HH","1160","0.782116777488591","0.761163258723265","0.803070296253917","2"
"No","2011","35-65 y.","(Married) couple without C. ","3049","0.781554348237038","0.768672122144748","0.794436574329327","2"
"No","2011","35-65 y.","Couple + C. GT 16 ","1589","0.82183807852508","0.804744487935518","0.838931669114642","2"
"No","2011","35-65 y.","Couple + C. LE and GT 16","745","0.878075768694052","0.856027529139373","0.90012400824873","2"
"No","2011","66 and older","Single parent ","47","0.564323125130924","0.45634102750881","0.672305222753039","2"
"No","2011","66 and older","Couple + C. LE 16 ","5","","","","2"
"Yes","2011","16-34 y.","1-pers.-HH","25","","","","1"
"Yes","2011","16-34 y.","(Married) couple without C. ","35","0.0562230119258622","0.0405988547598791","0.0718471690918453","1"
"Yes","2011","16-34 y.","Single parent ","21","","","","1"
"Yes","2011","16-34 y.","Couple + C. LE 16 ","20","","","","1"
"Yes","2011","16-34 y.","Couple + C. GT 16 ","17","","","","1"
"Yes","2011","16-34 y.","Couple + C. LE and GT 16","4","","","","1"
"Yes","2011","35-65 y.","1-pers.-HH","331","0.217883222511409","0.196929703746083","0.238836741276735","1"
"Yes","2011","35-65 y.","(Married) couple without C. ","903","0.218445651762963","0.205563425670673","0.231327877855253","1"
"Yes","2011","35-65 y.","Single parent ","96","0.14184698441944","0.114900781401847","0.168793187437033","1"
"Yes","2011","35-65 y.","Couple + C. LE 16 ","189","0.0818600364674004","0.0706584330148954","0.0930616399199055","1"
"Yes","2011","35-65 y.","Couple + C. GT 16 ","336","0.17816192147492","0.161068330885358","0.195255512064482","1"
"Yes","2011","35-65 y.","Couple + C. LE and GT 16","101","0.121924231305948","0.0998759917512696","0.143972470860627","1"
"Yes","2011","66 and older","1-pers.-HH","642","0.445357843179188","0.419732177375127","0.470983508983249","1"
"Yes","2011","66 and older","(Married) couple without C. ","1219","0.371971743346956","0.355624206974516","0.388319279719396","1"
"Yes","2011","66 and older","Single parent ","34","0.435676874869076","0.327694777246961","0.54365897249119","1"
"Yes","2011","66 and older","Couple + C. LE 16 ","2","","","","1"
"Yes","2011","66 and older","Couple + C. GT 16 ","63","0.345577793748057","0.280319617131378","0.410835970364736","1"
"Yes","2011","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2012","16-34 y.","(Married) couple without C. ","","","","","2"
"No","2012","16-34 y.","1-pers.-HH","","","","","2"
"No","2012","16-34 y.","Couple + C. LE 16 ","","","","","2"
"No","2012","16-34 y.","Couple + C. GT 16 ","","","","","2"
"No","2012","16-34 y.","Single parent ","","","","","2"
"No","2012","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"No","2012","35-65 y.","1-pers.-HH","","","","","2"
"No","2012","35-65 y.","(Married) couple without C. ","","","","","2"
"No","2012","35-65 y.","Single parent ","","","","","2"
"No","2012","35-65 y.","Couple + C. LE 16 ","","","","","2"
"No","2012","66 and older","1-pers.-HH","","","","","2"
"No","2012","66 and older","(Married) couple without C. ","","","","","2"
"No","2012","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2012","66 and older","Couple + C. LE and GT 16","","","","","2"
"No","2012","35-65 y.","Couple + C. GT 16 ","","","","","2"
"No","2012","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"No","2012","66 and older","Single parent ","","","","","2"
"No","2012","66 and older","Couple + C. LE 16 ","","","","","2"
"Yes","2012","16-34 y.","1-pers.-HH","","","","","1"
"Yes","2012","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","2012","16-34 y.","Single parent ","","","","","1"
"Yes","2012","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2012","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2012","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2012","35-65 y.","1-pers.-HH","","","","","1"
"Yes","2012","35-65 y.","(Married) couple without C. ","","","","","1"
"Yes","2012","35-65 y.","Single parent ","","","","","1"
"Yes","2012","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2012","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2012","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2012","66 and older","1-pers.-HH","","","","","1"
"Yes","2012","66 and older","(Married) couple without C. ","","","","","1"
"Yes","2012","66 and older","Single parent ","","","","","1"
"Yes","2012","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2012","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2012","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2013","16-34 y.","1-pers.-HH","598","0.981984340493454","0.971437925667624","0.992530755319283","2"
"No","2013","16-34 y.","(Married) couple without C. ","710","0.965253028296693","0.95201316539029","0.978492891203095","2"
"No","2013","16-34 y.","Couple + C. LE 16 ","679","0.954680802122448","0.939304899126815","0.970056705118082","2"
"No","2013","16-34 y.","Couple + C. GT 16 ","823","0.969299592302948","0.957647789344356","0.980951395261541","2"
"No","2013","16-34 y.","Single parent ","392","0.977752395158812","0.96333485599671","0.992169934320913","2"
"No","2013","16-34 y.","Couple + C. LE and GT 16","296","0.979952880283756","0.964171122791897","0.995734637775615","2"
"No","2013","35-65 y.","1-pers.-HH","1127","0.782911937206774","0.761801185020138","0.80402268939341","2"
"No","2013","35-65 y.","(Married) couple without C. ","2772","0.770298722915446","0.756592269209728","0.784005176621164","2"
"No","2013","35-65 y.","Single parent ","538","0.818785616876864","0.789127605795594","0.848443627958134","2"
"No","2013","35-65 y.","Couple + C. LE 16 ","1877","0.904491299188167","0.891802142486998","0.917180455889335","2"
"No","2013","35-65 y.","Couple + C. GT 16 ","1340","0.805467632190535","0.786315647608351","0.824619616772719","2"
"No","2013","35-65 y.","Couple + C. LE and GT 16","564","0.864894738274011","0.83839049427598","0.891398982272043","2"
"No","2013","66 and older","1-pers.-HH","769","0.547134491405436","0.521032024293493","0.57323695851738","2"
"No","2013","66 and older","(Married) couple without C. ","2108","0.631275326224399","0.614819485920533","0.647731166528264","2"
"No","2013","66 and older","Couple + C. GT 16 ","103","0.678422083652639","0.603922694123003","0.752921473182276","2"
"No","2013","66 and older","Couple + C. LE and GT 16","","","","","2"
"No","2013","66 and older","Single parent ","35","0.469336916857428","0.348936519770726","0.58973731394413","2"
"No","2013","66 and older","Couple + C. LE 16 ","8","","","","2"
"Yes","2013","16-34 y.","1-pers.-HH","13","","","","1"
"Yes","2013","16-34 y.","(Married) couple without C. ","25","","","","1"
"Yes","2013","16-34 y.","Single parent ","10","","","","1"
"Yes","2013","16-34 y.","Couple + C. LE 16 ","24","","","","1"
"Yes","2013","16-34 y.","Couple + C. GT 16 ","19","","","","1"
"Yes","2013","16-34 y.","Couple + C. LE and GT 16","7","","","","1"
"Yes","2013","35-65 y.","1-pers.-HH","338","0.217088062793226","0.19597731060659","0.238198814979862","1"
"Yes","2013","35-65 y.","(Married) couple without C. ","846","0.229701277084554","0.215994823378836","0.243407730790272","1"
"Yes","2013","35-65 y.","Single parent ","110","0.181214383123136","0.151556372041866","0.210872394204406","1"
"Yes","2013","35-65 y.","Couple + C. LE 16 ","184","0.0955087008118334","0.0828195441106647","0.108197857513002","1"
"Yes","2013","35-65 y.","Couple + C. GT 16 ","301","0.194532367809465","0.175380383227281","0.213684352391649","1"
"Yes","2013","35-65 y.","Couple + C. LE and GT 16","75","0.135105261725989","0.108601017727957","0.16160950572402","1"
"Yes","2013","66 and older","1-pers.-HH","628","0.452865508594564","0.42676304148262","0.478967975706507","1"
"Yes","2013","66 and older","(Married) couple without C. ","1194","0.368724673775601","0.352268833471736","0.385180514079467","1"
"Yes","2013","66 and older","Single parent ","31","0.530663083142572","0.41026268605587","0.651063480229274","1"
"Yes","2013","66 and older","Couple + C. LE 16 ","1","","","","1"
"Yes","2013","66 and older","Couple + C. GT 16 ","48","0.321577916347361","0.247078526817725","0.396077305876997","1"
"Yes","2013","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2014","16-34 y.","(Married) couple without C. ","","","","","2"
"No","2014","16-34 y.","1-pers.-HH","","","","","2"
"No","2014","16-34 y.","Couple + C. LE 16 ","","","","","2"
"No","2014","16-34 y.","Single parent ","","","","","2"
"No","2014","16-34 y.","Couple + C. GT 16 ","","","","","2"
"No","2014","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"No","2014","35-65 y.","1-pers.-HH","","","","","2"
"No","2014","35-65 y.","(Married) couple without C. ","","","","","2"
"No","2014","35-65 y.","Single parent ","","","","","2"
"No","2014","35-65 y.","Couple + C. LE 16 ","","","","","2"
"No","2014","35-65 y.","Couple + C. GT 16 ","","","","","2"
"No","2014","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"No","2014","66 and older","1-pers.-HH","","","","","2"
"No","2014","66 and older","(Married) couple without C. ","","","","","2"
"No","2014","66 and older","Single parent ","","","","","2"
"No","2014","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2014","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2014","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2014","16-34 y.","1-pers.-HH","","","","","1"
"Yes","2014","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","2014","16-34 y.","Single parent ","","","","","1"
"Yes","2014","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2014","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2014","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2014","35-65 y.","1-pers.-HH","","","","","1"
"Yes","2014","35-65 y.","(Married) couple without C. ","","","","","1"
"Yes","2014","35-65 y.","Single parent ","","","","","1"
"Yes","2014","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2014","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2014","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2014","66 and older","1-pers.-HH","","","","","1"
"Yes","2014","66 and older","(Married) couple without C. ","","","","","1"
"Yes","2014","66 and older","Single parent ","","","","","1"
"Yes","2014","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2014","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2014","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2015","16-34 y.","Couple + C. LE 16 ","1425","0.957782675122834","0.947531120790052","0.968034229455616","2"
"No","2015","16-34 y.","Single parent ","780","0.970630692276745","0.958988995710205","0.982272388843286","2"
"No","2015","16-34 y.","1-pers.-HH","650","0.956967060114242","0.941601100314674","0.97233301991381","2"
"No","2015","16-34 y.","Couple + C. GT 16 ","947","0.986440265877196","0.979116637154303","0.993763894600089","2"
"No","2015","16-34 y.","(Married) couple without C. ","827","0.964713119840679","0.952324183615603","0.977102056065755","2"
"No","2015","16-34 y.","Couple + C. LE and GT 16","708","0.989946161336303","0.982638753885069","0.997253568787537","2"
"No","2015","35-65 y.","1-pers.-HH","1161","0.798898037908209","0.778373040550079","0.81942303526634","2"
"No","2015","35-65 y.","(Married) couple without C. ","2624","0.762330434904894","0.748141270644789","0.776519599164998","2"
"No","2015","35-65 y.","Single parent ","1186","0.820386134189931","0.800607654242689","0.840164614137172","2"
"No","2015","35-65 y.","Couple + C. LE 16 ","4221","0.915122899166882","0.907065533737144","0.92318026459662","2"
"No","2015","35-65 y.","Couple + C. GT 16 ","1422","0.823023591196852","0.805137435068821","0.840909747324884","2"
"No","2015","35-65 y.","Couple + C. LE and GT 16","1262","0.868719732904695","0.851271266436922","0.886168199372467","2"
"No","2015","66 and older","1-pers.-HH","762","0.543665540101497","0.517452499724631","0.569878580478364","2"
"No","2015","66 and older","(Married) couple without C. ","2000","0.618555711878973","0.601707508336615","0.63540391542133","2"
"No","2015","66 and older","Single parent ","41","0.56356720506056","0.451326857087784","0.675807553033335","2"
"No","2015","66 and older","Couple + C. LE 16 ","7","","","","2"
"No","2015","66 and older","Couple + C. GT 16 ","138","0.706208759289229","0.642602339734915","0.769815178843543","2"
"No","2015","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2015","16-34 y.","1-pers.-HH","20","","","","1"
"Yes","2015","16-34 y.","(Married) couple without C. ","25","","","","1"
"Yes","2015","16-34 y.","Single parent ","28","","","","1"
"Yes","2015","16-34 y.","Couple + C. LE 16 ","53","0.042217324877166","0.0319657705443843","0.0524688792099478","1"
"Yes","2015","16-34 y.","Couple + C. GT 16 ","11","","","","1"
"Yes","2015","16-34 y.","Couple + C. LE and GT 16","8","","","","1"
"Yes","2015","35-65 y.","1-pers.-HH","304","0.201101962091791","0.18057696473366","0.221626959449921","1"
"Yes","2015","35-65 y.","(Married) couple without C. ","833","0.237669565095106","0.223480400835001","0.251858729355211","1"
"Yes","2015","35-65 y.","Single parent ","261","0.179613865810069","0.159835385862828","0.199392345757311","1"
"Yes","2015","35-65 y.","Couple + C. LE 16 ","375","0.0848771008331181","0.0768197354033797","0.0929344662628564","1"
"Yes","2015","35-65 y.","Couple + C. GT 16 ","327","0.176976408803148","0.159090252675116","0.194862564931179","1"
"Yes","2015","35-65 y.","Couple + C. LE and GT 16","177","0.131280267095305","0.113831800627533","0.148728733563078","1"
"Yes","2015","66 and older","1-pers.-HH","625","0.456334459898503","0.430121419521636","0.482547500275369","1"
"Yes","2015","66 and older","Couple + C. GT 16 ","59","0.293791240710771","0.230184821156457","0.357397660265085","1"
"Yes","2015","66 and older","(Married) couple without C. ","1193","0.381444288121028","0.36459608457867","0.398292491663385","1"
"Yes","2015","66 and older","Couple + C. LE and GT 16","3","","","","1"
"Yes","2015","66 and older","Couple + C. LE 16 ","3","","","","1"
"Yes","2015","66 and older","Single parent ","34","0.43643279493944","0.324192446966665","0.548673142912216","1"
"No","2016","16-34 y.","1-pers.-HH","","","","","2"
"No","2016","16-34 y.","(Married) couple without C. ","","","","","2"
"No","2016","16-34 y.","Single parent ","","","","","2"
"No","2016","16-34 y.","Couple + C. LE 16 ","","","","","2"
"No","2016","16-34 y.","Couple + C. GT 16 ","","","","","2"
"No","2016","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"No","2016","35-65 y.","1-pers.-HH","","","","","2"
"No","2016","35-65 y.","(Married) couple without C. ","","","","","2"
"No","2016","35-65 y.","Single parent ","","","","","2"
"No","2016","35-65 y.","Couple + C. LE 16 ","","","","","2"
"No","2016","35-65 y.","Couple + C. GT 16 ","","","","","2"
"No","2016","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"No","2016","66 and older","1-pers.-HH","","","","","2"
"No","2016","66 and older","(Married) couple without C. ","","","","","2"
"No","2016","66 and older","Single parent ","","","","","2"
"No","2016","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2016","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2016","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2016","16-34 y.","1-pers.-HH","","","","","1"
"Yes","2016","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","2016","16-34 y.","Single parent ","","","","","1"
"Yes","2016","16-34 y.","Couple + C. LE 16 ","","","","","1"
