"ple0021","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2011","indirect migration background","inadequately","15","","","","2"
"No","2011","direct migration background","higher vocational","74","0.786527067516601","0.703692347482747","0.869361787550456","2"
"No","2011","direct migration background","higher education","315","0.860363263527591","0.825093551769735","0.895632975285446","2"
"No","2011","direct migration background","middle vocational","632","0.839936387868142","0.8140715985244","0.865801177211884","2"
"No","2011","indirect migration background","in school","57","0.998901977131362","0.990378805709501","1.00742514855322","2"
"No","2011","indirect migration background","general elemantary","126","0.981328931003112","0.958237384558157","1.00442047744807","2"
"No","2011","direct migration background","vocational + Abi","168","0.786733611851446","0.731464571636009","0.842002652066883","2"
"No","2011","indirect migration background","middle vocational","316","0.909992754073722","0.879527419943943","0.940458088203501","2"
"No","2011","indirect migration background","vocational + Abi","43","0.953402924079046","0.892493183861324","1.01431266429677","2"
"No","2011","indirect migration background","higher vocational","35","0.999327851065254","0.990861747173462","1.00779395495705","2"
"No","2011","direct migration background","general elemantary","327","0.753076874713688","0.71178718512397","0.794366564303405","2"
"No","2011","indirect migration background","higher education","99","0.927134290286124","0.87834013953474","0.975928441037509","2"
"No","2011","direct migration background","in school","13","","","","2"
"No","2011","direct migration background","inadequately","70","0.621530385695999","0.525505954181188","0.71755481721081","2"
"No","2011","no migration background","higher education","3444","0.838730572971171","0.827500392345916","0.849960753596427","2"
"No","2011","no migration background","higher vocational","1036","0.781902196012807","0.75965855070681","0.804145841318804","2"
"No","2011","no migration background","vocational + Abi","829","0.839055539173718","0.815712199564614","0.862398878782823","2"
"No","2011","no migration background","general elemantary","1144","0.682061484781421","0.65950314752545","0.704619822037393","2"
"No","2011","no migration background","middle vocational","7354","0.768356516957646","0.759844694697542","0.77686833921775","2"
"No","2011","no migration background","in school","240","0.990990756648349","0.979086031614974","1.00289548168172","2"
"No","2011","no migration background","inadequately","91","0.756554345204184","0.679768963655071","0.833339726753296","2"
"Yes","2011","no migration background","in school","2","","","","1"
"Yes","2011","no migration background","inadequately","29","","","","1"
"Yes","2011","no migration background","general elemantary","493","0.317938515218579","0.295380177962607","0.34049685247455","1"
